features_begin_index,features_mid_index,leaf_node_num,tn,fp,fn,tp,acc
1,1,3,88,3,7,21,0.915966386555
1,2,3,88,3,4,24,0.941176470588
1,3,3,87,4,3,25,0.941176470588
1,4,3,88,3,3,25,0.949579831933
1,5,3,89,2,4,24,0.949579831933
1,6,3,88,3,1,27,0.966386554622
1,7,3,88,3,1,27,0.966386554622
1,8,3,88,3,1,27,0.966386554622
1,9,3,89,2,2,26,0.966386554622
1,10,3,89,2,2,26,0.966386554622
1,11,3,89,2,2,26,0.966386554622
1,12,3,88,3,1,27,0.966386554622
1,13,3,89,2,3,25,0.957983193277
1,14,3,89,2,3,25,0.957983193277
1,15,3,89,2,3,25,0.957983193277
1,16,3,89,2,3,25,0.957983193277
1,17,3,89,2,3,25,0.957983193277
1,18,3,89,2,3,25,0.957983193277
1,19,3,89,2,3,25,0.957983193277
1,20,3,89,2,3,25,0.957983193277
1,21,3,89,2,3,25,0.957983193277
1,22,3,87,4,1,27,0.957983193277
1,23,3,87,4,1,27,0.957983193277
1,24,3,87,4,1,27,0.957983193277
1,25,3,87,4,1,27,0.957983193277
1,26,3,87,4,1,27,0.957983193277
1,27,3,87,4,1,27,0.957983193277
1,28,3,87,4,1,27,0.957983193277
1,29,3,87,4,1,27,0.957983193277
1,30,3,87,4,1,27,0.957983193277
1,31,3,87,4,1,27,0.957983193277
1,32,3,87,4,1,27,0.957983193277
1,33,3,87,4,1,27,0.957983193277
1,34,3,87,4,1,27,0.957983193277
1,35,3,87,4,1,27,0.957983193277
1,36,3,87,4,1,27,0.957983193277
1,37,3,87,4,1,27,0.957983193277
1,38,3,87,4,1,27,0.957983193277
1,39,3,87,4,1,27,0.957983193277
1,40,3,87,4,1,27,0.957983193277
1,41,3,87,4,1,27,0.957983193277
1,42,3,87,4,1,27,0.957983193277
1,43,3,87,4,1,27,0.957983193277
1,44,3,87,4,1,27,0.957983193277
1,45,3,87,4,1,27,0.957983193277
1,46,3,87,4,1,27,0.957983193277
1,47,3,87,4,1,27,0.957983193277
1,48,3,87,4,1,27,0.957983193277
1,49,3,87,4,1,27,0.957983193277
1,50,3,88,3,1,27,0.966386554622
1,51,3,89,2,0,28,0.983193277311
1,52,3,89,2,0,28,0.983193277311
1,53,3,89,2,0,28,0.983193277311
1,54,3,88,3,0,28,0.974789915966
1,55,3,90,1,0,28,0.991596638655
2,2,3,85,6,10,18,0.865546218487
2,3,3,87,4,2,26,0.949579831933
2,4,3,90,1,5,23,0.949579831933
2,5,3,90,1,5,23,0.949579831933
2,6,3,90,1,5,23,0.949579831933
2,7,3,89,2,3,25,0.957983193277
2,8,3,88,3,3,25,0.949579831933
2,9,3,88,3,3,25,0.949579831933
2,10,3,88,3,3,25,0.949579831933
2,11,3,88,3,3,25,0.949579831933
2,12,3,88,3,3,25,0.949579831933
2,13,3,88,3,1,27,0.966386554622
2,14,3,87,4,0,28,0.966386554622
2,15,3,88,3,0,28,0.974789915966
2,16,3,88,3,0,28,0.974789915966
2,17,3,88,3,1,27,0.966386554622
2,18,3,89,2,0,28,0.983193277311
2,19,3,89,2,0,28,0.983193277311
2,20,3,89,2,0,28,0.983193277311
2,21,3,89,2,0,28,0.983193277311
