,comp 1,comp 2,comp 3,comp 4,comp 5,comp 6,comp 7,comp 8,comp 9,comp 10,comp 11,comp 12,comp 13,comp 14,comp 15,comp 16,comp 17,comp 18,comp 19,comp 20,comp 21,comp 22,comp 23,comp 24,indicator
num_watched,0.15722321693,-0.128295616194,-0.0126474202391,-0.0967722981362,0.0156563717246,0.12665901144,-0.262152897726,0.0135315330032,0.0302449868901,-0.00396072841148,-0.088916692729,0.0677797915034,0.0399317361581,-0.0857735354515,-0.0469857764557,0.12121311165,-0.12201642502,0.0297462714236,-0.00319740153422,0.12968047759,0.120086494879,0.13044101945,0.0412391291588,0.0209278441845,
num_complete,0.154405433897,-0.0967923125721,-0.101496053572,-0.0577276856708,0.127144706282,0.125731255482,-0.234989351937,0.0445594940737,0.105195346544,0.123603769658,-0.00361990816759,0.122510179182,0.0659419113784,-0.156659235069,-0.105868539487,-0.0166737703031,-0.14523975404,0.0652533765391,0.0304692872398,0.0542828514273,0.0389011872275,0.300048315064,0.0660162818958,0.0685756046991,
num_incomplete,0.101290738502,-0.149274777669,0.195052028674,-0.147458118178,-0.244882610445,0.078537847851,-0.220139457041,-0.0626170810543,-0.152729318241,-0.293392073365,-0.248229577743,-0.0839560382154,-0.0352415009836,0.109953042191,0.105974859312,0.387685490163,-0.0206428122874,-0.0630515983453,-0.0787302217087,0.250242831683,0.257657129859,-0.308207701668,-0.0316398756861,-0.0960677868858,
complete_rate,0.15697184664,-0.0823685361716,-0.127956679073,-0.0216028706628,-0.00913030744312,0.0290534578758,0.0281799550791,0.100751174299,0.201504999052,0.249023027108,0.0441303673026,0.180130862735,0.124710558765,-0.16733295502,-0.0159753918584,0.00856163074766,-0.245484881092,0.146177652786,-0.169934780979,0.00520338146168,-0.0676418778792,-0.226475613909,-0.245543218808,-0.0470670862871,
incomplete_rate,0.0680238365106,-0.12681991962,0.199180250352,-0.13440847286,-0.445403057899,0.0380089173613,0.149140752355,-0.0323629433937,-0.126112002074,-0.342025536968,-0.186393385121,0.00832072984908,-0.199668895236,0.134837790654,-0.0936529403974,-0.199340762426,0.0456181446899,0.124017909236,-0.0843357005879,-0.161873640074,-0.187747125084,0.309747859225,-0.168249746356,0.0548570288029,
watched_time_hour,0.12714302153,-0.110352074149,-0.0824073431856,-0.0430558245828,-0.224531461625,-0.00765750406013,0.196487372509,0.0207882577461,0.0860174520294,0.0874060500675,-0.0660706274861,-0.27314419548,0.0243907729604,-0.653038086752,0.0508416150907,0.0894594043043,0.545705916202,0.0833668234603,0.0688620811335,0.0952410871172,0.0308098415265,0.026216446459,0.0616924654588,-0.0740171797708,
watched_time_weekday,0.116897920427,-0.0978941545381,0.000604472536248,-0.129520972799,-0.232979662153,0.162956155998,0.147444095924,0.17233807446,0.302737122024,-0.207904130714,0.178587352476,0.367823625166,0.132316583999,-0.0155128976918,0.218322119752,-0.381618762537,0.00286271420137,-0.424894023898,0.136583649602,0.166660423209,0.183438743929,-0.0301075941519,0.108037794893,0.0417298793611,
seek_video_sum,0.154422738672,-0.0847690426106,0.0774663885725,-0.186705091544,0.0706001900768,-0.0328770729084,-0.207889969727,-0.0151551598774,0.0362789239607,-0.0604172460416,-0.00830034532012,-0.0509672822836,0.0114501668128,-0.0930968494733,-0.0603507742035,0.146109745309,-0.106644548725,-0.22837880188,0.287570525574,-0.174219560332,-0.192803781797,-0.109456288132,0.082696440706,-0.0314184819835,
seek_video_avg,0.149527725224,-0.0690360694552,0.107192551155,-0.169188704404,-0.111537065977,-0.158293604849,0.0711208709412,-0.01073514775,0.0732490438335,0.00705056053365,0.0612669748836,-0.126286348449,0.00410755791833,-0.124649277831,-0.223218675859,0.118802071176,-0.233163229887,-0.171117451672,0.441663917521,-0.302876153171,-0.277254771008,-0.170257336356,-0.0150821931418,0.0905101245573,
pause_video_sum,0.159604256247,-0.118322977765,-0.0022892509549,-0.0852547124187,0.0117328053334,0.118269815412,-0.261171026556,0.014925110087,0.0256178886532,0.0292168469413,-0.0666811285363,0.112049028283,0.0491609810196,-0.0932630337485,-0.0474197354882,0.110460607936,-0.0891417079889,0.0449660921112,-0.0842428864283,0.106407091652,0.0684464576869,0.0761241919893,0.064003810929,-0.0103825854863,
pause_video_avg,0.156577069675,-0.115047557196,0.00461274504954,-0.0689026655223,-0.214557097357,0.0364509072416,0.0797782338401,0.0613866379651,0.0858855847235,0.065688791419,-0.0231697532963,0.186198036506,-0.0138970774291,-0.0789779762394,-0.0608044275127,-0.102434697117,-0.140587888992,0.231265107179,-0.252532719915,-0.102347602423,-0.152744030645,-0.0430193516355,-0.235222140478,-0.104227411505,
stop_video_sum,0.131567807095,-0.0414218370461,-0.307861649452,-0.0861397636587,0.118515297161,0.106097707065,-0.0871678245292,0.00466392270223,0.0747057785762,-0.0863878924951,-0.106886469399,-0.212043438181,-0.218903060069,0.0795518615384,-0.116824630261,-0.126721573234,0.00384232887625,0.0450228070482,0.155020448807,0.0156735406174,0.11920310574,0.184020612747,-0.168523999518,0.0531327908057,
stop_video_avg,0.116870663911,-0.0252060148538,-0.353524942737,-0.0802547708825,0.031156170131,0.0303071150308,0.210198062086,0.13227528156,0.140726320801,-0.0395775549196,-0.136448164758,-0.149984172445,-0.00881328116045,0.208681377972,0.214747163023,0.182911896364,-0.0090125777298,-0.0991137729437,-0.179970985117,-0.0642766844605,-0.146948393297,-0.0792704249968,0.106063765737,-0.0316944623238,
video_forward_seek_sum,0.108653920313,-0.00339093725368,0.2767235793,-0.177018845221,0.305304781501,0.0773364603046,0.12699939921,0.117262206044,-0.0980562519803,0.0658970033444,-0.245027603481,-0.0542787828065,0.0654473239434,-0.0613927831276,0.127480328719,-0.149241889355,0.0330329744915,-0.0401114394561,-0.047607251603,-0.0696272362217,0.000778093560727,0.0771845994475,0.081986277739,0.014618826167,
video_forward_seek_avg,0.104564692051,0.00415722551342,0.29478732105,-0.164524259647,0.222282290156,0.0271254369535,0.304456607098,0.109684021416,-0.098991124395,0.154378771107,-0.185844304683,-0.192023784627,0.00381110532531,-0.0350137131621,-0.125820803667,-0.12787126968,-0.185153967165,-0.161987033788,-0.150910619524,0.114086502395,0.132654471116,0.0277570364525,-0.00419266371994,-0.0206611144571,
video_backward_seek_sum,0.132537675642,0.0502792517146,0.0553404932979,-0.212981942725,0.127627240171,-0.301753553173,-0.139718071806,-0.0822858580239,0.139901691336,-0.16907578115,0.226939607907,-0.0416673291332,0.0227398708168,0.0536589119252,0.117515779677,-0.0650887596475,0.145512638296,0.0179412805061,-0.133338332698,-0.0415981664119,-0.0746415686724,0.0122945281262,-0.260851959749,-0.126838405018,
video_backward_seek_avg,0.123899829368,0.071771012722,0.0639103512362,-0.187951981491,0.0118670944112,-0.385884707222,0.0399010210141,-0.0900125043338,0.206089994288,-0.088608577211,0.308180481316,-0.126865279701,-0.0340273242134,0.022324028722,0.0055871006777,0.108785587645,-0.0784432246805,0.106998818019,-0.134963996862,0.134317784948,0.195521801282,0.162331869479,0.141108805383,0.0399404953378,
video_pause_forward_seek_sum,0.155955606496,0.165679636421,-0.0102525075572,0.0946859797726,-0.0489208983583,0.0123901538454,-0.117471725176,0.0243801277607,0.0368209366765,0.0764181846954,0.0250238214064,0.182793887243,-0.108610105013,0.0905871811578,-0.0331806520372,0.14040679156,0.236948464574,-0.0686924145677,-0.00325448298101,0.0229540547168,-0.161216143391,0.0841053337674,0.0370724847402,0.0471176896007,
video_pause_forward_seek_avg,0.144339821622,0.190248265726,-0.0322672752394,0.116470675099,-0.13958154227,-0.0149809560105,0.0231783458436,0.0570299362403,0.0855923245811,0.106702102405,0.0257399584712,0.154599558897,-0.219153111078,0.139304546118,-0.151780798113,0.108558583958,0.128951120644,0.0238003495818,0.139373402023,-0.0260348153667,0.115813787227,-0.10789403717,-0.0158268884635,-0.0410098227639,
video_pause_backward_seek_sum,0.120238542039,0.209829623211,-0.106318512287,0.198749158446,-0.0734627109862,0.141085327486,-0.0410493115336,-0.125348570365,-0.200163848039,-0.110654759108,-0.0743476590106,-0.121652975724,0.176886096672,-0.150559179103,0.103677148498,-0.116507303221,-0.183076080747,-0.0884757039784,-0.0174755510299,0.0226663706687,-0.109098057138,-0.0191785056235,0.00256654047992,0.0379947546416,
video_pause_backward_seek_avg,0.110954173828,0.219965044789,-0.111504056029,0.222987432303,-0.117932684803,0.127939391747,0.0386342412837,-0.121500906,-0.189927986169,-0.0982307627932,-0.0746520498996,-0.126385690872,0.174092531755,-0.157488923836,0.046718219754,-0.111900195697,-0.232355675772,-0.0293402368456,0.0387968254259,0.0172010849762,0.00484813927713,-0.0485027424783,-0.017044202472,-0.0126129213326,
video_stop_backward_seek_sum,0.101282622766,-0.0775842646702,-0.244168526013,-0.216373260392,0.13400281237,-0.156874623315,-0.0900965721519,-0.038615620265,-0.37525934381,-0.0733318196841,0.0369893414681,0.143852962739,-0.149611400268,-0.0543709417543,-0.214934958031,-0.41180974422,0.155665493053,0.0972620597171,-0.0512217942433,0.0707804638576,0.00216724614833,-0.481728733863,0.231461472025,-0.108944377415,
video_stop_backward_seek_avg,0.06837297248,-0.0766859733451,-0.248299513595,-0.154594846147,0.0421396905583,-0.237871848394,0.301811272858,0.0726010305043,-0.495156491379,-0.0679858493516,0.0264448097466,0.373563310805,0.320877083,0.00922718241415,-0.0840689503903,0.297107302528,0.0234739985297,0.00626495238151,0.146687553045,0.0200385048599,0.0866977528492,0.27477117058,-0.112442540902,0.0717466074127,
all_type_video_forward_seek_sum,0.162533458831,0.114165571623,0.12908494262,-0.0211046520348,0.116161752269,0.0467278714145,-0.0195668989919,0.0747736880728,-0.0226887996096,0.0858223964421,-0.103054259697,0.101075012331,-0.0438357248301,0.0332187870755,0.039302167238,0.0245019242328,0.181760051331,-0.0676762019827,-0.025850080734,-0.0187702397341,-0.112451568948,0.0968151894825,0.0661867434433,0.0402191177738,
all_type_video_forward_seek_avg,0.157711357763,0.147423952733,0.108625743299,0.0145759256378,-0.00622128192402,0.000796187339518,0.155421656056,0.0932161207517,0.0205767409163,0.151398125501,-0.0642612361451,0.0314388548674,-0.166030356174,0.0908300583796,-0.173241733068,0.0250788086216,0.0147823298809,-0.0549760976728,0.0382376464125,0.0312171440086,0.148437922635,-0.0699534039545,-0.0140885161492,-0.0406377840679,
all_type_video_backward_seek_sum,0.1571608726,0.155995709538,-0.0319938899162,-0.0192756822645,0.0388637406153,-0.109037634913,-0.114258330095,-0.127494632188,-0.0364041547905,-0.174161528544,0.0997934665395,-0.0969317038213,0.117848095717,-0.0567242881363,0.133179408303,-0.116738996664,-0.0149533402177,-0.0400641633749,-0.0955801076983,-0.0117709578724,-0.1123611631,-0.0106520569293,-0.160230740251,-0.0591798619197,
all_type_video_backward_seek_avg,0.149030120425,0.185277168381,-0.037098681271,0.0265816087475,-0.0684241746918,-0.157817767477,0.0544733683099,-0.132751012435,-0.00471567976299,-0.119125671896,0.141181462759,-0.153582121593,0.0971746023844,-0.0881737474125,0.0323113459665,-0.000853370317302,-0.198272967092,0.0467531612751,-0.0552729804592,0.09389347408,0.124543151898,0.0727068393302,0.0736982340406,0.0175170305345,
all_type_video_seek_sum,0.16699576994,0.134932915773,0.071996899806,-0.0212466328001,0.0909479721776,-0.0116194432917,-0.0569670600828,-0.000425708755312,-0.028904803732,-0.0112484495693,-0.0287687212549,0.0285816361147,0.0169163005584,-0.00022153200502,0.0771815801993,-0.0291236696694,0.113013163282,-0.0597228801804,-0.0538516093154,-0.0168191690734,-0.116941179719,0.0591579149517,-0.0186955391367,0.0034042932752,
all_type_video_seek_avg,0.161190747998,0.169150632384,0.0548597671133,0.0200449364158,-0.0314950120347,-0.062914324505,0.121718482385,0.00652037837539,0.011321079324,0.049366123875,0.0154652400576,-0.0415305154612,-0.0675862475975,0.0229030791763,-0.0982860847526,0.0157649523927,-0.0701897626019,-0.0165209763869,0.00234595734018,0.0577855607098,0.145393377462,-0.015710201216,0.0205697962889,-0.01906136309,
video_pause_sum,0.156502218421,0.167486040765,-0.0412682333271,0.123275275592,-0.0545946207784,0.0637855208068,-0.114101449489,-0.0228142969172,-0.0397736764024,0.0189998511527,-0.0116181634026,0.101481503008,-0.00486286717722,-0.00372862286395,0.00492632586175,0.0577071438996,0.087553313058,-0.0580215981098,-0.0327488351051,0.0389395912715,-0.137662538103,0.0655120287378,0.0397492986194,0.0394421712353,
video_pause_avg,0.145522813682,0.19281430833,-0.0583920774048,0.151300109017,-0.150039533935,0.0362116380083,0.0358778415072,0.00115724365052,-0.00539533344267,0.0410585672521,-0.00845488443322,0.0844218255803,-0.0848699297994,0.0273327646827,-0.0937462574363,0.0169532495342,-0.00666832988591,0.037134026402,0.0718446196891,-0.0103513507984,0.0665657384055,-0.0723315389425,-0.0372202281346,-0.0422818961881,
video_stop_sum,0.130728547447,-0.0411045303653,-0.315049560182,-0.0864999191973,0.121264702977,0.101356743778,-0.0768537680194,0.00376795499807,0.0535325420586,-0.0911189412977,-0.105353771,-0.191899601351,-0.202333726896,0.0733311102072,-0.127834513054,-0.157731384194,-0.00601693760092,0.0422811639685,0.170724371884,0.0282030126975,0.141192740342,0.143851499799,-0.178187118245,0.0578794369681,
video_stop_avg,0.116592763031,-0.0253551364354,-0.36075898467,-0.0815566585529,0.0348737883898,0.0214058299253,0.220605363358,0.128055852421,0.108909835079,-0.0505215178898,-0.132002907414,-0.119753794824,0.0211230279589,0.202319635408,0.18895601714,0.15850542552,-0.0178822048716,-0.103462556891,-0.120631371772,-0.057189704835,-0.123998195397,-0.0954475597496,0.103808284812,0.00547234897043,
video_play_sum,0.16956123428,0.117986421175,0.0669933617785,-0.0271376851886,0.0870225229923,-0.00138811459596,-0.0733747299934,0.000463382678562,-0.0252008433866,-0.0111020807785,-0.0339955527275,0.0319732098706,0.0190038863601,-0.00671241612457,0.0695535078888,-0.018454143315,0.0976056954893,-0.0542066514732,-0.0511187575912,-0.00602869958941,-0.101435959689,0.0654835040327,-0.0142414127577,0.00471623305466,
video_play_avg,0.16434579245,0.152771317588,0.0520578050033,0.0136543704744,-0.0454198648757,-0.057053178209,0.12256694044,0.0103494139793,0.0171488756335,0.0487297764279,0.0107100253654,-0.0298442777329,-0.0644548022483,0.0173470742799,-0.0975029059229,0.00889817546903,-0.0784437699268,-0.00386594734305,-0.00968578177641,0.0501861036112,0.128922648148,-0.0168959214568,0.00128965481834,-0.0189400727802,
video_events_sum,0.168469867825,0.138330080542,0.0403156082433,0.012561818076,0.0542491505007,0.0120556871109,-0.0792265258454,-0.00578155559026,-0.0303389288534,-0.00415573384933,-0.0274521549862,0.047820526135,0.0112351654374,-0.00322751352988,0.0561128676586,-0.0041150595017,0.102082597352,-0.0577461987996,-0.0471752053598,0.0015565546155,-0.11703934304,0.0649330482756,-0.00333222329397,0.0135062331186,
video_events_avg,0.161147551172,0.171575469152,0.0218696024807,0.0528804400357,-0.0690722080143,-0.0346760792949,0.101882572657,0.0073726292723,0.00982410525824,0.0472898100892,0.00664029140376,-0.00434595787186,-0.0719059429401,0.0234948629931,-0.0970614211127,0.0146232401521,-0.0572813746381,0.00195357220802,0.0158664178932,0.0369745059859,0.119176945725,-0.0322421245009,-0.00148563610122,-0.025529127267,
mt_practice_sum,0.115896320704,-0.209479866063,0.0347951201311,0.283191451746,0.112973031213,-0.141500123801,0.0444094836985,-0.0342784935544,0.0363408869039,-0.121347041618,-0.0732070919911,0.0705095867899,-0.0994942997077,-0.0210592884608,0.0407375608088,0.0243018877759,-0.0369077199034,-0.0182715897017,0.0249976189033,-0.0169227016858,-0.000370286691752,0.0107354382947,0.104568990087,-0.104763071072,
mt_unit_sum,0.115896320704,-0.209479866063,0.0347951201311,0.283191451746,0.112973031213,-0.141500123801,0.0444094836985,-0.0342784935544,0.0363408869039,-0.121347041618,-0.0732070919911,0.0705095867899,-0.0994942997077,-0.0210592884608,0.0407375608088,0.0243018877759,-0.0369077199034,-0.0182715897017,0.0249976189033,-0.0169227016858,-0.000370286691752,0.0107354382947,0.104568990087,-0.104763071072,
mt_online_num_day,0.114345888564,-0.202783059128,0.0355323326465,0.276155868149,0.0931518748953,-0.17209474346,0.0594836798365,-0.000563835746766,0.043768292618,-0.0992959441847,-0.0335702867494,0.0274058890126,-0.113831989724,-0.115224013914,0.0303503956211,-0.0472805572257,-0.0234801295443,0.0608221720398,-0.155611856691,-0.10988465741,0.0502479320054,-0.110348990056,-0.0127900536626,0.656358906058,
mt_online_practice_num_day,0.115896320704,-0.209479866063,0.0347951201311,0.283191451746,0.112973031213,-0.141500123801,0.0444094836985,-0.0342784935544,0.0363408869039,-0.121347041618,-0.0732070919911,0.0705095867899,-0.0994942997077,-0.0210592884608,0.0407375608088,0.0243018877759,-0.0369077199034,-0.0182715897017,0.0249976189033,-0.0169227016858,-0.000370286691752,0.0107354382947,0.104568990087,-0.104763071072,
hw_mean,0.120860602093,-0.185575281078,0.0354287088387,0.287472888962,0.147518415481,-0.0928904769768,0.0383257649212,0.00386924469156,-0.00304789501371,-0.0507939372586,-0.0374315705552,0.027559716993,0.00110570203504,-0.0211563618884,-0.0161397955951,-0.0402863500537,0.0334575444394,-0.153885251296,0.0857210734051,0.140316802335,0.00846286269631,0.0717210332145,-0.334828847912,-0.394704511607,
qz_mean,0.125359766866,-0.128260434546,0.0539078310015,0.157803286798,-0.03722181592,-0.0186591888498,-0.0484108712653,0.00735911430027,0.196820312323,-0.0318514887811,-0.096315283175,-0.190069353121,0.655491830156,0.335912667437,-0.440696384089,-0.112707959415,0.267222139806,0.0591563059678,-0.026035881506,-0.0127221899852,0.0292395057793,-0.0858085261744,0.0253900439518,0.0299588635685,
Regression P>|t|,0.0,0.0,0.0,0.0,0.666,0.002,0.757,0.124,0.0,0.146,0.0,0.0,0.0,0.0,0.0,0.215,0.0,0.033,0.107,0.052,0.483,0.09,0.76,0.016,0.466
