,comp 1,comp 2,comp 3,comp 4,comp 5,comp 6,comp 7,comp 8,comp 9,comp 10,comp 11,comp 12,comp 13,comp 14,comp 15,comp 16,indicator
all_type_video_forward_seek_sum,0.165578513315,0.1193367809,-0.0674284657202,0.00854758919733,0.138915847371,0.0656282391355,-0.00870600029465,-0.00229965024923,-0.0145755086849,0.0782501804911,-0.169382077025,-0.0205432580339,0.0602090768804,0.0665543089637,-0.0155699226495,-0.145426353315,
all_type_video_forward_seek_avg,0.157021492283,0.144993920862,-0.105381066697,0.0229057309153,0.0194190163812,0.0590694994626,0.205023903296,-0.0340813286408,0.000755894923712,0.157183623986,-0.189617855749,0.0439227156119,0.0843258496883,-0.121585293299,-0.054173478411,0.0346441297642,
all_type_video_backward_seek_sum,0.157563180575,0.149693469789,0.0664955970001,0.0489281274929,0.0456028570469,-0.147970209213,-0.11024023678,0.0376410978943,-0.000330661557985,-0.180735534244,0.188866059842,-0.0196193712485,-0.114838181928,0.0107189562541,0.0390450694356,0.0536926456828,
all_type_video_backward_seek_avg,0.153871781742,0.168436809576,0.0205629450065,0.0741854594692,-0.0532521026867,-0.146209319427,0.0654591453719,-0.015398077808,0.0225170959426,-0.0850981402085,0.320783292198,-0.0128946666007,-0.0796841294708,0.0286361985896,0.0145677586986,0.0888214333262,
all_type_video_seek_sum,0.169936001614,0.137086580986,-0.0163755065053,0.0252661814656,0.107562915148,-0.0177206760732,-0.0501570632599,0.0137433633827,-0.00948499120359,-0.0228701666802,-0.0323106236457,-0.0211124230539,-0.00780179096991,0.0470334733067,0.00579711457172,-0.0715934935483,
all_type_video_seek_avg,0.164135129503,0.16200937815,-0.0610640332853,0.0444549068452,-0.00835651409694,-0.0191653495757,0.160613627493,-0.0284895778495,0.00942315149052,0.0695044912632,0.00262709421264,0.0237371979086,0.0237966485418,-0.0685066757531,-0.0298067856841,0.0579671569951,
video_pause_sum,0.159837034914,0.137860859688,0.0633017458564,0.143225468304,-0.0774789535716,0.0435650700968,-0.149330547338,-0.0434837117868,0.0269177576895,0.015274192011,-0.0624032654106,0.0211144627027,0.0407797008408,0.0533141021807,-0.0451854547809,-0.116864912998,
video_pause_avg,0.150542965746,0.154662151928,0.0299925677251,0.159410500837,-0.19174882022,0.042253771069,0.0357560497521,-0.0575187026257,0.0319283631622,0.0504388686912,-0.116921470726,0.0970392666291,0.082861049825,-0.0695360658625,-0.00819547235816,0.0554628994785,
video_stop_sum,0.122794055514,-0.046167124068,0.343763624984,-0.0980478665051,0.0303243453103,0.000687802355368,0.016615333692,0.15807795609,0.0201234200976,-0.114322257585,-0.156831687649,-0.117142965112,-0.0571558044556,-0.310139779869,-0.0228902685228,0.0595970311321,
video_stop_avg,0.111005682438,-0.0680422531842,0.331010751032,-0.083019070694,-0.0642707468887,0.128989083097,0.23376563536,0.0812837307357,-0.0809295083253,0.023475503034,0.104595775841,-0.289050668676,0.232922839472,0.196724651709,-0.122528476894,0.0446475384741,
video_play_sum,0.172085999304,0.122692037938,-0.0149886440075,0.0150298442689,0.101404715584,-0.0143076024347,-0.0640301288167,0.0150683358151,-0.014496284689,-0.0258285882813,-0.0387436227474,-0.0217928403467,-0.0108105878148,0.0505289556536,0.00397463144619,-0.0691931072863,
video_play_avg,0.166688268105,0.146886138871,-0.0644418463183,0.0328682555161,-0.0259367469439,-0.0150775454413,0.160151117966,-0.0269712609973,0.00691877173928,0.0636117560835,-0.00190160811808,0.0267895135653,0.0184308825258,-0.0644995965743,-0.0240803745326,0.0635226732023,
video_events_sum,0.171371533177,0.133266226587,0.00570549023264,0.050280782847,0.0609245618323,-0.00142050487776,-0.0808201853577,0.00118263925178,-0.00244285720594,-0.0155585102408,-0.0436713773453,-0.0118836775616,0.00262272357712,0.0488196887783,-0.00761785997766,-0.0825339604068,
video_events_avg,0.165046405009,0.156488028375,-0.0380104868348,0.0695941557117,-0.0626960073133,-0.0013606470257,0.132567794258,-0.0352950177268,0.0138620765539,0.0636207956407,-0.0290516641147,0.0422862615337,0.0386733384489,-0.0671150792204,-0.0232981051643,0.0607226448449,
mt_practice_sum,0.106657543274,-0.263769889243,-0.0552748840836,0.280674107587,0.0790812882028,-0.0997905076753,0.0724028091287,0.0089545734833,0.0157839790229,-0.10937004009,-0.0769718506038,-0.0017944284001,0.0377620706541,0.0520416402552,-0.0685312798654,0.0670647063131,
mt_unit_sum,0.106657543274,-0.263769889243,-0.0552748840836,0.280674107587,0.0790812882028,-0.0997905076753,0.0724028091287,0.0089545734833,0.0157839790229,-0.10937004009,-0.0769718506038,-0.0017944284001,0.0377620706541,0.0520416402552,-0.0685312798654,0.0670647063131,
mt_online_num_day,0.107447979966,-0.265224094307,-0.0411964951057,0.253243775693,0.0830072427424,-0.108486941147,0.101872571188,0.0203232200417,-0.0196807226589,-0.141402960325,-0.0835104646236,-0.00163363950695,-0.0253839300338,0.0293327496546,-0.0515728651285,0.0336680566271,
mt_online_practice_num_day,0.106657543274,-0.263769889243,-0.0552748840836,0.280674107587,0.0790812882028,-0.0997905076753,0.0724028091287,0.0089545734833,0.0157839790229,-0.10937004009,-0.0769718506038,-0.0017944284001,0.0377620706541,0.0520416402552,-0.0685312798654,0.0670647063131,
hw_mean,0.113812687602,-0.242137755149,-0.0431120808348,0.26932600857,0.105463820235,-0.0441949127775,0.0876377681349,0.032018820889,0.0226309105581,-0.0497210142917,-0.00483583214655,0.0484462883768,-0.0487558268446,-0.0342394284424,-0.00273292305517,-0.0414190664472,
qz_mean,0.127611340978,-0.164825934809,-0.0329473381505,0.0837715378248,-0.0420082789186,0.0481740972113,0.0320246369283,-0.0586084569888,-0.141089859806,-0.0039637109159,0.16790642035,-0.200668983362,0.206053515288,-0.393962993781,0.664217232708,-0.408615091715,
Regression P>|t|,0.0,0.0,0.0,0.0,0.127,0.141,0.019,0.7,0.003,0.055,0.01,0.002,0.006,0.0,0.0,0.0,0.0
