,comp 1,comp 2,comp 3,comp 4,comp 5,comp 6,comp 7,comp 8,comp 9,comp 10,comp 11,comp 12,comp 13,comp 14,comp 15,comp 16,comp 17,indicator
num_watched,0.161374143816,-0.109911090006,0.0668696754985,-0.117107275754,0.115912603134,-0.164676574625,-0.0774737123947,0.112193799097,-0.0181627715475,-0.0674904600818,-0.0810368320636,0.0584543031504,0.0330673977007,-0.00662376663992,0.108504652085,0.0672370978927,0.165971085823,
num_complete,0.156403446683,-0.104351328391,0.107782975979,-0.0408307615759,0.188727222377,-0.119683315606,0.00187208836696,0.0864437597159,-0.167314087605,-0.0720947026521,-0.0970885065646,0.114569818171,0.089093717018,-0.0295047371703,0.122424613312,-0.0759996558729,0.147244142474,
num_incomplete,0.114576436033,-0.0830135756978,-0.0508739098079,-0.249463889456,-0.0925225926838,-0.208287361191,-0.2311425292,0.130682550789,0.329744977711,-0.0326230438832,-0.0150865059232,-0.0910486730015,-0.107079665368,0.0481313564596,0.037531218793,0.370822327308,0.148999917424,
complete_rate,0.151290952017,-0.0990375298908,0.132244967718,0.0544743671897,-0.0633689044867,-0.0425569008455,0.181343366674,0.00920194662779,-0.288832100695,-0.0818822583939,-0.0987000797081,0.0965394948349,0.202181676955,0.112679463105,-0.0118136910463,-0.062980708445,0.242969865397,
incomplete_rate,0.0626550975892,-0.0754917319479,-0.0547925368654,-0.177974184852,-0.412296153362,-0.144965124244,-0.159913552141,0.0015817377208,0.460247044671,0.0352124244747,-0.0515662709268,-0.0587493587605,-0.268747495459,-0.0436041037065,0.0345469044974,-0.163880993316,-0.163529181056,
watched_time_hour,0.108803095601,-0.141227361164,0.0890569504945,0.00558462245673,-0.271233578329,-0.00575470969282,0.0355894432916,0.012229099972,-0.0541512002542,-0.166383013686,-0.0594218124892,-0.0362644991028,0.469809276452,-0.603562891519,0.0456483682331,0.210880964708,-0.438601737064,
watched_time_weekday,0.0953262839837,-0.0609963987945,0.0994171239247,-0.082260737328,-0.297105901257,-0.151860892655,0.335631154818,0.124441442232,0.147804079925,-0.162022370074,0.0443986610568,0.273269612952,0.160589496162,0.231322464466,-0.238259321701,-0.347871608397,-0.0246284235307,
seek_video_sum,0.160681346598,-0.0304105055915,0.0362420142628,-0.202837025816,0.114489760813,-0.0185956003544,-0.0800100290273,0.127313017864,-0.0235706565505,-0.078766573886,0.0103663112032,0.109752724159,0.0109217471785,0.0469430490113,0.159810719543,0.178148883658,0.0599164831459,
seek_video_avg,0.153121925839,-0.017063048706,0.0196869999622,-0.160171778544,-0.20086367306,0.0772876244797,-0.00936688823833,0.00735584231714,-0.06522557543,-0.0169265795305,0.10618488171,0.158656613635,0.00302446954506,0.00676326670138,0.287355202024,0.14348204801,0.148228307384,
pause_video_sum,0.164921854319,-0.0983411155925,0.0477456352662,-0.105461611301,0.108852241129,-0.158491747013,-0.0862789551195,0.100798221396,-0.0384786959551,-0.0471021666481,-0.095293263483,0.0899001801875,0.0575903741233,0.0258533731549,0.0958391779583,0.0693450359379,0.121486682746,
pause_video_avg,0.15254883604,-0.1039672785,0.0514630567546,-0.0411346409842,-0.266607746222,-0.103749447716,0.0380583265106,0.00141503214018,-0.0148394035277,-0.0314332840083,-0.125225133726,0.0928614574732,0.0425065358569,0.0812324036426,0.00250925885678,-0.174090036606,0.0692178604641,
stop_video_sum,0.120196343537,-0.101580269746,0.301805356729,0.0833902329653,0.172690933847,-0.0772973413138,0.0450874677375,0.0804740650956,0.0329129881634,-0.0632624339485,0.0401118994586,-0.0819960036764,-0.244455577275,-0.209145508335,0.0908812852933,-0.0914711104929,-0.00978122301817,
stop_video_avg,0.0923639296245,-0.0665608892114,0.358928768845,0.132722656232,-0.0437590252982,0.0545202109705,0.238451250363,0.035595784741,0.0724938054191,-0.0220872043501,-0.00330635223712,-0.24997176006,-0.11407523358,0.0790960727591,-0.178630935535,0.261891858415,0.00329282185465,
video_forward_seek_sum,0.12245985634,0.116125997463,-0.103129574979,-0.303521074263,0.120492089751,0.0577325751087,0.177175798675,0.0061462031643,0.0331359716111,0.070389682673,-0.175247175213,-0.240488216849,0.102680881053,-0.0978221317389,-0.0456374881268,-0.0994249483273,0.0523152663493,
video_forward_seek_avg,0.11650095782,0.119655777362,-0.112361266565,-0.286098768968,-0.0286884252635,0.115771984869,0.2131312185,-0.119097992493,-0.0626359477363,0.163920123744,-0.0139601100667,-0.240746043398,-0.0734876663831,-0.270538647084,0.0923683901323,-0.133672398981,0.194824518181,
video_backward_seek_sum,0.141539946113,0.0898318336447,0.0533230655718,-0.173026969297,0.126598084943,0.238882149373,-0.0888450862849,0.126784408948,0.0264452607658,-0.227837298648,0.167806233547,0.104521901844,-0.0544263709081,0.118550828791,-0.142049908682,0.00338828067281,-0.259950816214,
video_backward_seek_avg,0.128968802603,0.106060340476,0.0408421650526,-0.13062198834,-0.111757457034,0.358160089183,-0.0434464842994,0.00219251761716,-0.0802080364036,-0.198904454818,0.344986277476,0.14907559645,-0.0669632197598,-0.0202563944365,-0.0694618178891,0.095119552007,0.0843292366142,
video_pause_forward_seek_sum,0.159452485281,0.124878405446,-0.0568665202784,0.17145182943,0.0488688510969,-0.0827116682311,-0.0759079049555,0.0418045617873,-0.0563961376397,0.042028565597,-0.124787836573,0.0882007135346,-0.0111888522955,0.132696726218,-0.00838413580393,0.132243488917,-0.217743054327,
video_pause_forward_seek_avg,0.139606528374,0.14569744239,-0.026748295761,0.222972202659,-0.162736908379,-0.0490613470168,0.00431698994882,0.0310227804272,-0.15721769415,0.0201125465034,-0.185730576379,0.141018667714,-0.239485487729,0.100556275731,0.0742190867449,0.0904441512805,-0.179031405423,
video_pause_backward_seek_sum,0.127143549579,0.128154012181,-0.00508239618364,0.284840545927,0.09556150229,-0.148974346608,-0.129392737087,-0.0997402805036,0.238821580339,0.00758178530006,0.120779863578,-0.0987783488875,0.179609863502,-0.113988019074,-0.0360639388363,-0.0826046378588,0.183061773921,
video_pause_backward_seek_avg,0.1200691105,0.136650380625,-0.00415328443096,0.321375694445,-0.0273541596937,-0.114973895011,-0.105710744747,-0.136604106676,0.209878944986,0.0304386364616,0.133555525323,-0.0844772799203,0.190252314629,-0.132107467772,0.0193651906819,-0.129331283404,0.274555284481,
video_stop_backward_seek_sum,0.0993928053408,-0.0904735395084,0.271646587197,-0.0834105760352,0.159054061242,0.239518575831,-0.155841741707,-0.0520974171698,0.0917540794899,0.202697256017,-0.0858979001518,0.170248335726,-0.0871317750261,-0.070244070829,0.154740392509,-0.442017934109,-0.203118476245,
video_stop_backward_seek_avg,0.0576156660901,-0.0564105481999,0.248382038555,-0.020850182283,-0.0701864353817,0.366341025725,-0.050237826613,-0.207114809799,0.235729731371,0.477865629301,-0.165341336861,0.0832012394936,0.339758392045,0.263987800456,0.168811094188,0.164129965201,0.0164287161668,
all_type_video_forward_seek_sum,0.166038814509,0.141395502771,-0.0924830009253,-0.0653795424516,0.0973425462494,-0.0181653236285,0.0528800503244,0.0289258100677,-0.0159188184587,0.0652278610412,-0.174387512558,-0.0807921674342,0.0505787366576,0.0262602255131,-0.0304832912063,0.0248519510725,-0.10370262764,
all_type_video_forward_seek_avg,0.158185301516,0.164106657436,-0.0771796884887,0.00656356577259,-0.128589096798,0.0260771012936,0.114030474437,-0.0404548152919,-0.142438556192,0.0995620992163,-0.13689327415,-0.0269004725498,-0.205603831907,-0.0707440533854,0.100154172358,-0.00671206329049,-0.0234716819422,
all_type_video_backward_seek_sum,0.162587981706,0.124039243606,0.0391671983501,0.0223633153115,0.137662444753,0.0937673406403,-0.128649598424,0.0360212675666,0.139426822015,-0.148596402146,0.173902938836,0.0254497265118,0.0509408617294,0.0228990918181,-0.112528108077,-0.0474033841675,-0.0904606499107,
all_type_video_backward_seek_avg,0.153654429734,0.143125890657,0.0331903465876,0.0749917433502,-0.0939661668745,0.200051620084,-0.0864402571883,-0.0750170799297,0.0594463084011,-0.109500707516,0.304915197729,0.0623641823189,0.0613881176959,-0.0752446721785,-0.0336594248031,0.00378384192498,0.201480441894,
all_type_video_seek_sum,0.171639144539,0.140862210975,-0.0478916541148,-0.0358148633045,0.11619849911,0.0222491292712,-0.0116941724242,0.0327320759068,0.0405547716331,-0.0107126420383,-0.053509969786,-0.0450616716906,0.0528044913874,0.026110539689,-0.0619184707288,-0.000693541635308,-0.103123011794,
all_type_video_seek_avg,0.165197815624,0.165282655108,-0.0400818487291,0.0325599218391,-0.122698744245,0.092688276118,0.045207647487,-0.055630226079,-0.074650145798,0.0267238114962,0.021082028224,0.00505918956837,-0.11690259597,-0.0763253637167,0.0555387765587,-0.00314960215462,0.0595087937945,
video_pause_sum,0.161799337517,0.11116514826,-0.0385807251455,0.190210527421,0.0717837293398,-0.112246688349,-0.0991332418208,0.00800438664938,0.0258363373195,0.0278520894558,-0.0632280647145,0.0416522953625,0.0573637660797,0.0617901514821,-0.00501084579705,0.0622986650914,-0.0801614281865,
video_pause_avg,0.147672471419,0.131891861911,-0.020814201867,0.248047884833,-0.150419551338,-0.0745570800597,-0.0270636721784,-0.0196628384459,-0.0531141199129,0.0257002575915,-0.111605170876,0.0897950658809,-0.105319666059,0.0432752433134,0.0618886382415,-0.000817213624588,-0.0451057827662,
video_stop_sum,0.118119359372,-0.108245249227,0.307960477758,0.079087138926,0.172586866844,-0.058601315072,0.0479698897009,0.0729398164764,0.0423896096331,-0.0396064913399,0.034218422664,-0.0747005457073,-0.244060692374,-0.192295426209,0.107804190439,-0.148282269032,-0.00774308028403,
video_stop_avg,0.0911619656624,-0.0739263453752,0.364366458749,0.128619173658,-0.0437634569834,0.0796254122013,0.235849332491,0.0210071646766,0.0953994219391,0.0193206861938,-0.0081510594309,-0.238316989023,-0.0976447491512,0.114831464864,-0.142330224312,0.212985169602,0.00818605161887,
video_play_sum,0.174028010939,0.123883980112,-0.039833356938,-0.0428176201945,0.118335109413,0.00808166280666,-0.017069302592,0.0395505484405,0.0368223928155,-0.0153664730109,-0.0566868535695,-0.0378063289539,0.0522111525709,0.0240535742682,-0.0497981379453,0.00459154786619,-0.0838537306609,
video_play_avg,0.168064221043,0.148018659431,-0.0325328846066,0.0269612782219,-0.136605705404,0.0796852971708,0.0470397959688,-0.0521785033495,-0.0691319775897,0.0219698918471,0.0121512690801,0.00808461237558,-0.109926782422,-0.0675802264428,0.0533443166211,-0.0132232805034,0.0642729324987,
video_events_sum,0.17418174672,0.128859116244,-0.0412283213039,0.0138929789381,0.109965562496,-0.0148075377945,-0.034117158383,0.0308108156153,0.0366291458194,-0.00407332907114,-0.0577821300604,-0.0232423568761,0.0529128936114,0.0327496476251,-0.0441355878217,0.0150968481919,-0.0918751100948,
video_events_avg,0.166140628793,0.152899968499,-0.0300200074274,0.0860358015056,-0.138047136198,0.0482898236676,0.0307807003046,-0.0462396209111,-0.0678179794585,0.0253055729126,-0.0152855954711,0.0255465134389,-0.114495476289,-0.0435471334114,0.0562055104741,-0.0048099004691,0.0365152488428,
mt_practice_sum,0.108980963324,-0.256514274694,-0.227182397092,0.11500183942,0.0665723358722,0.167424083134,0.0839160759951,0.0130691510156,0.115033610021,-0.0535585533934,-0.0801927554379,0.0559648415207,-0.0661104067042,-0.0262278659497,-0.016917362218,0.0367817556714,0.0827417214951,
mt_unit_sum,0.108980963324,-0.256514274694,-0.227182397092,0.11500183942,0.0665723358722,0.167424083134,0.0839160759951,0.0130691510156,0.115033610021,-0.0535585533934,-0.0801927554379,0.0559648415207,-0.0661104067042,-0.0262278659497,-0.016917362218,0.0367817556714,0.0827417214951,
mt_online_num_day,0.103693921452,-0.230730919218,-0.217458692202,0.147276845688,0.0311881068164,0.188958392558,0.0516828452675,0.0176850876792,0.0884048315174,-0.0828685976097,-0.0829714341155,0.0496124638087,-0.0153155196288,-0.0344625040661,-0.0605314691072,0.0160145572039,-0.0182883917219,
mt_online_practice_num_day,0.108980963324,-0.256514274694,-0.227182397092,0.11500183942,0.0665723358722,0.167424083134,0.0839160759951,0.0130691510156,0.115033610021,-0.0535585533934,-0.0801927554379,0.0559648415207,-0.0661104067042,-0.0262278659497,-0.016917362218,0.0367817556714,0.0827417214951,
hw_mean,0.110044952218,-0.244141882779,-0.217112932699,0.134492543959,0.0756801221764,0.124732835719,0.12694915954,-0.0131449820087,0.0475247769537,0.00268321392974,8.71562805524e-05,-0.0156373954005,-0.0235582583677,-0.0317315640261,0.0269463126853,-0.0692239626952,-0.0831173862892,
qz_mean,0.112145758774,-0.142499361985,-0.144922967657,0.072717253402,-0.0586172798555,-0.040899174653,0.092177822993,0.0848794971205,-0.0883127909097,-0.0732471424788,0.37507146702,-0.464439095976,0.13925024628,0.378552102475,0.524777733589,-0.14419980226,-0.230372341307,
Regression P>|t|,0.0,0.0,0.0,0.0,0.003,0.325,0.0,0.005,0.842,0.238,0.0,0.0,0.312,0.0,0.0,0.032,0.009,0.0
