,comp 1,comp 2,comp 3,comp 4,comp 5,comp 6,comp 7,comp 8,comp 9,comp 10,comp 11,comp 12,comp 13,comp 14,comp 15,comp 16,comp 17,indicator
active_num_days,0.14375778578,-0.136701821429,-0.0559130508498,-0.0178975807625,0.0864660768827,-0.252341492247,0.0559842217223,-0.173244712897,0.0254345440635,0.135928267576,0.149613462406,-0.05220128179,0.0978683605404,0.231136270654,0.0712002225567,-0.211466833982,0.033858009412,
active_avg_count,0.144139268384,-0.069049828661,-0.0395281988644,0.0131309468767,0.126145424227,0.311557059643,-0.0900418506803,0.21036747839,-0.213856675878,-0.166051657416,0.0387436954553,0.0359542060166,0.00336337041285,-0.113564110037,-0.0743103872079,0.0464933571364,0.0134262438264,
active_sum_count,0.168827976916,-0.0634904652567,-0.0359296633608,0.0449907304611,0.0359145784246,0.0572652370011,-0.148578380508,-0.00834680241986,-0.160598150323,0.060934163731,0.109194291814,-0.0150726097189,0.017069319123,0.124381789786,0.0177465928566,0.0192787485382,0.0549116187029,
problem_num_days,0.134803870413,-0.173469263515,-0.0147774751953,-0.00691023751004,0.0760044209167,-0.152995146248,-0.089718858352,-0.228454574062,-0.0832364700621,0.245113491827,0.280668014089,-0.0239584169524,0.0723389407164,0.242604057117,0.1421740108,-0.0707910574646,0.195366606366,
problem_avg_count,0.104093941722,-0.179225274235,-0.0774251077512,0.025012721164,0.0938997182523,0.398224951532,0.0394997328987,0.200806113005,-0.342634785489,-0.0411652271181,0.237895270714,0.0148296758837,-0.0208601522796,0.0455913392684,-0.133646191577,0.00662813149134,-0.149814271886,
problem_sum_count,0.123432547637,-0.215575719157,-0.0541303219166,0.0332063414625,0.0764767874623,0.173713917068,-0.097225523667,0.0051193146199,-0.319509027222,0.120813814104,0.307487916005,-0.0427563829845,-0.0171262683184,0.159870028484,0.00444184750232,0.0695609751938,0.114865826211,
video_num_days,0.1502401276,-0.131483383929,-0.0076574081054,-0.0744743888078,0.068013084402,-0.21286670361,-0.0732615832471,-0.190571706972,0.0983113571094,0.205198347108,0.0754480300826,0.0322311516578,-0.00970200311252,0.0178783393769,-0.00417335923947,0.0378453156417,-0.0727781367971,
video_avg_count,0.140960947191,0.14028390755,-0.126004946399,-0.0030622581571,-0.062928660993,0.237882175628,0.0810814410488,0.0502113096705,0.0705307776614,-0.167556950297,-0.142533888,0.0715661521111,0.114461895717,0.0862382583391,0.168337913883,0.0479844443604,0.163384126546,
video_sum_count,0.168773218911,0.113106400735,-0.0542019971641,0.0039139242115,-0.0744968245383,0.0198111673663,-0.0885495714491,-0.0165800564643,0.0206391669294,0.00789761072596,-0.0513888536686,0.0679052421264,0.000750829865111,0.0695077401757,0.0214181278664,0.0338964796785,0.0615165345055,
forum_num_days,0.0531297586018,0.0692348608184,-0.0558386501331,0.024518829453,-0.0939536975491,-0.254524419476,-0.211414523789,0.730707304322,-0.0800087675724,0.504668915168,-0.135424969248,-0.12736594702,0.000430176106772,-0.0448121919436,0.0369985665918,-0.058286771146,-0.0569387975561,
num_watched,0.158520645215,-0.123179016787,-0.0135246507349,-0.0877161450255,-0.0043499938591,0.0752053420456,-0.236601333129,-0.0574891143193,0.146716173773,-0.0012692932701,-0.0645400248795,0.0503013617228,-9.25912185817e-05,-0.0626330985753,-0.00247414525636,0.0438061636364,-0.13208037981,
num_complete,0.15604056736,-0.0925376949433,0.0966353027648,-0.0631797130417,-0.0835427456188,0.135786131601,-0.187594911462,-0.0428205274024,0.195502953438,0.0676748970109,0.0483798091246,0.131563878884,0.0177241348298,-0.162529260129,0.0194244032107,-0.0921813364244,-0.0885160584597,
num_incomplete,0.0985346994834,-0.14384645985,-0.266025093824,-0.108798846512,0.183010879718,-0.0979559735057,-0.253221693203,-0.0679969169706,-0.0284926944372,-0.162284528109,-0.302332210308,-0.160982127903,-0.0418002580874,0.197429118088,-0.0527573590309,0.344253824436,-0.179332827268,
