,comp 1,comp 2,comp 3,comp 4,comp 5,comp 6,comp 7,comp 8,comp 9,comp 10,comp 11,comp 12,comp 13,comp 14,indicator
complete_rate,0.142347555308,-0.117630605384,0.185282619233,0.046075298216,0.151836053135,0.160426596759,0.060664674208,-0.078675344503,0.116765138232,0.022450990911,0.169820137566,-0.254592443363,-0.0227938620525,0.0844375830317,
incomplete_rate,0.0302868766048,-0.0642055024625,-0.21042091585,0.39504484072,0.028824005214,-0.308412931537,0.00788151080699,0.156886313861,-0.0944940129461,0.0907641144715,-0.286050866338,0.164450332223,0.130946766789,-0.121089906536,
watched_time_hour,0.121731184306,-0.162095818745,0.03061220602,0.175192963471,0.10256219043,-0.0529676752287,0.0712267115029,-0.0796649588623,0.152183713985,0.170874308927,0.174225115369,-0.0764591635024,-0.0139291665347,-0.143472793495,
watched_time_weekday,0.0704135065947,-0.0643254526995,0.052798952352,0.346445284402,0.206777008726,0.160694927869,-0.0916500631997,0.269370836708,0.266939639996,-0.0113726669906,-0.125992621721,-0.444391095521,0.0478094339088,0.155917779244,
seek_video_sum,0.166108836444,0.015772708341,-0.023458687078,0.00492805149614,-0.205190469082,0.00622656805759,0.0517849319495,-0.0832232267168,0.137078642341,-0.0196420885311,-0.12071852335,-0.0523789649932,0.0238735084391,-0.0364416607196,
seek_video_avg,0.150347220505,0.0342188935236,-0.0292816092814,0.221842313056,-0.0192419127193,-0.0510374177362,-0.0919966135318,-0.0325543339682,0.0510703117758,-0.0848841715703,0.0239799926186,-0.026971033884,-0.0438223843662,-0.220313982184,
pause_video_sum,0.165579145875,-0.101432307499,0.0215251957723,-0.00554056029026,-0.141103080551,0.0615095245423,0.181589549413,-0.0482617573479,0.0870583682498,0.0180261956774,-0.0889581232369,-0.144327803158,-0.0390258109234,-0.0237723752782,
pause_video_avg,0.14330266263,-0.121889368727,0.022541349832,0.237911223574,0.166417198283,-0.0310795634758,0.0974764654116,0.0490659770556,0.0340340047047,0.0493483884204,-0.0172111815629,-0.19022838908,-0.00117112477777,-5.46479422594e-06,
stop_video_sum,0.128322342084,-0.150173186701,0.259479314744,-0.100044643488,-0.10197722449,0.0504773980392,0.00925864545538,-0.0202526134021,0.0830223586475,0.0532950363988,-0.0439800130176,0.194581285354,0.0871351259793,-0.240050392294,
stop_video_avg,0.0857880184251,-0.143115188745,0.350239218636,0.0426107765409,0.203092290615,0.0578537103488,-0.149878213854,-0.0737828940614,0.0189568384239,0.0671499388418,-0.0837460637904,0.266086511955,0.310466599149,0.163249914073,
video_forward_seek_sum,0.122420713283,0.177436653077,-0.15286814545,0.0636912419009,-0.0943436630972,0.165846079856,-0.104892550751,-0.368417663366,0.0272714376978,0.139148480083,-0.0143606548534,-0.00791505595968,0.0562039304216,0.249356579627,
video_forward_seek_avg,0.109068278452,0.171169030742,-0.150566905246,0.211141615311,-0.0426524351748,0.0815073450758,-0.209767649765,-0.345932161241,0.0194365053941,0.103830638387,0.126113707892,0.086790722387,0.0263571824636,0.0106664756857,
video_backward_seek_sum,0.145251232347,0.126900038051,0.0423935125399,-0.0936934654286,-0.166371027099,-0.213612886474,-0.0986652690266,0.137020666382,0.265694623472,-0.13281196085,0.0778826490413,0.0439103081003,0.121446993262,0.0239062346182,
video_backward_seek_avg,0.138755206202,0.138902195233,0.0540092947458,0.0361065241185,-0.0511458483076,-0.226576224514,-0.210805965856,0.148071925171,0.212010230293,-0.249178599909,0.226936551401,0.0222547844271,0.0437448972527,-0.114721150477,
video_pause_forward_seek_sum,0.156107997104,0.0915982201602,-0.001705997637,-0.169837529445,0.12049810382,0.0382071743652,0.138483299898,0.150474324073,-0.0890160014116,0.0842151775205,-0.142322977562,0.0423379520644,-0.0273573554022,-0.175146344047,
video_pause_forward_seek_avg,0.146863058668,0.112291020265,0.0101929333296,-0.0755437388894,0.312380876998,0.0514752573344,0.0652595053438,0.130801159574,-0.165610482749,0.00838258139703,-0.062499032804,0.0258150800864,-0.072859439468,-0.253566192024,
video_pause_backward_seek_sum,0.152661183533,0.0599975893211,0.0519332718103,-0.158848941626,-0.0629777870858,-0.0785943126826,0.227828924488,0.117813136252,-0.0661384065298,-0.0363981551063,-0.0940597435606,-0.007279289391,0.0387963746589,0.288199181835,
video_pause_backward_seek_avg,0.142277830039,0.0825916645202,0.0615718377108,-0.0633707320635,0.130018282056,-0.0762233199352,0.18533291478,0.0645000466221,-0.243108402411,-0.178866658267,0.0133011471471,-0.0836019760208,0.027809826036,0.404960643345,
video_stop_backward_seek_sum,0.116441812948,-0.0459003819672,0.211587600069,-0.00829771762829,-0.253900767105,-0.0754960689832,-0.204849069069,-0.147578084777,-0.185260388704,-0.0913674891337,-0.205670067105,-0.225619919165,-0.265307503873,-0.256247959122,
video_stop_backward_seek_avg,0.0814522812506,-0.0318325549492,0.269717911911,0.0698838997416,-0.0536981939907,-0.195802338127,-0.311696781829,-0.149833903383,-0.347700473054,-0.163560429824,-0.24421913823,-0.143458267555,-0.348496004221,0.209231259334,
all_type_video_forward_seek_sum,0.160424353666,0.15491645078,-0.0889079050064,-0.0612505929464,0.0151794285055,0.117349452001,0.0194598601144,-0.125184165558,-0.0356355268151,0.128752748401,-0.0902443837377,0.0197449052942,0.0164511259633,0.0424658325597,
all_type_video_forward_seek_avg,0.153103052894,0.167898084262,-0.0808759675199,0.075927172782,0.166659174094,0.0786034537872,-0.0814459585029,-0.120054014374,-0.090209263108,0.0654194446498,0.0347629861894,0.0659112067022,-0.0295116329612,-0.149177580588,
all_type_video_backward_seek_sum,0.155853410316,0.111117273687,0.0513010279789,-0.117328432273,-0.147323993568,-0.18340464853,-0.00875695311023,0.133935603058,0.173203194784,-0.111182127595,0.0252600138483,0.0257742544336,0.0962625262284,0.0991543121651,
all_type_video_backward_seek_avg,0.154419081281,0.131976763167,0.0692687783662,0.00945843453602,0.00087487071009,-0.203991098616,-0.111529164291,0.12964482606,0.0740421712587,-0.253254609473,0.170822110292,-0.0140778846008,0.0319343588385,0.0482429556237,
all_type_video_seek_sum,0.167602108769,0.148505532297,-0.0462464207895,-0.0835793914602,-0.0390450355822,0.0218482757072,0.0109595600809,-0.0442133258127,0.0331729196981,0.0544751517264,-0.0560245787703,0.0228614421559,0.0443831263676,0.0639797035223,
all_type_video_seek_avg,0.162467664994,0.165410435554,-0.0343221643332,0.057654330028,0.119760835109,-0.0133044351175,-0.0964597843091,-0.0417912559878,-0.0393825588681,-0.0395746231545,0.0832413258076,0.0424389332017,-0.0102508785992,-0.0904598574299,
video_pause_sum,0.164489623548,0.0678889052788,0.00737855635948,-0.156601685711,0.0646583994978,0.0233264640913,0.166480166278,0.126511365899,-0.0690876451763,0.0582943150242,-0.132120330123,0.00251104114948,-0.0231751714882,-0.0773411437464,
video_pause_avg,0.15709721773,0.0890206741959,0.0163983408673,-0.0423019986257,0.287115290049,0.0193730849359,0.0985628152014,0.119501183827,-0.172167533592,-0.0204226862842,-0.0448373610111,-0.0336754398807,-0.0625466401299,-0.11455987885,
video_stop_sum,0.127950485152,-0.148229565693,0.267542020127,-0.0953349419871,-0.108222181013,0.0501001204812,-0.00647425889014,-0.0227789810036,0.0620636867158,0.040793058128,-0.0637159237534,0.172183836014,0.0519994404878,-0.243191381956,
video_stop_avg,0.0870625045226,-0.140783017734,0.359031459112,0.045524979716,0.181044944518,0.0445968598102,-0.17080817589,-0.0726183347305,-0.0131155296256,0.0608335817036,-0.107323599815,0.242644846924,0.247948823486,0.169576727364,
video_play_sum,0.170614087446,0.130683978087,-0.04111499937,-0.0773586202418,-0.0494736821587,0.0254399774778,0.0240065840521,-0.0469754732753,0.03977774025,0.0532798978217,-0.0595537221753,0.0132667243717,0.0405364614152,0.0577124663487,
video_play_avg,0.165437649953,0.146231276581,-0.0295881156117,0.0760112173531,0.125468422854,-0.015846930302,-0.0871600665956,-0.0379182080325,-0.0338602660307,-0.032004386718,0.0774326791769,0.0305537297917,-0.00561762852737,-0.0857927555243,
video_events_sum,0.170975480938,0.124489462709,-0.0311755572938,-0.0982098840888,-0.02249629571,0.0242598128735,0.0495177444633,-0.0096416020564,0.0149430170645,0.055700370128,-0.0747781013181,0.0161443620147,0.0292916224401,0.0301424297245,
video_events_avg,0.166246797583,0.142262081283,-0.0182416531816,0.0445982019672,0.162916660547,-0.00693198638944,-0.0530723045916,-0.0061119981742,-0.0672288412035,-0.0323541913481,0.0530385965832,0.0239659375348,-0.0176013075581,-0.0937830682512,
mt_practice_sum,0.105574372779,-0.237733960825,-0.223871117591,-0.179690499199,0.0606712543172,0.013859224215,-0.22275695468,0.0306109933608,0.0109471941874,-0.00967206206538,-0.0549804244357,-0.0399014614304,0.0312642783538,0.0134936997317,
mt_unit_sum,0.105574372779,-0.237733960825,-0.223871117591,-0.179690499199,0.0606712543172,0.013859224215,-0.22275695468,0.0306109933608,0.0109471941874,-0.00967206206538,-0.0549804244357,-0.0399014614304,0.0312642783538,0.0134936997317,
mt_online_num_day,0.103922626649,-0.230847118633,-0.20289955096,-0.187306020439,0.0740187501647,-0.0453996271214,-0.201121072736,0.0414007011709,0.0228632077872,-0.0175646715688,-0.0447234862142,-0.0627332295716,0.0449844692706,0.00554090588902,
mt_online_practice_num_day,0.105574372779,-0.237733960825,-0.223871117591,-0.179690499199,0.0606712543172,0.013859224215,-0.22275695468,0.0306109933608,0.0109471941874,-0.00967206206538,-0.0549804244357,-0.0399014614304,0.0312642783538,0.0134936997317,
hw_mean,0.117637597458,-0.20425599372,-0.218506991914,-0.181861628146,0.0585499630724,0.0232263410794,-0.14522199327,0.0270135473275,0.00440932472762,0.010140747391,0.00270192467272,-0.00365468440737,-0.0142409440231,0.058343693091,
qz_mean,0.114796180195,-0.142314033843,-0.0310363102756,0.0686897974956,0.109240912245,0.00344671506951,0.0731533979514,0.0700661961115,0.310873528835,0.0418668409387,0.0407548421744,0.465599505368,-0.722915699632,0.218524789627,
Regression P>|t|,0.0,0.0,0.0,0.033,0.003,0.587,0.019,0.001,0.0,0.24,0.517,0.0,0.0,0.0,0.0
