,comp 1,comp 2,comp 3,comp 4,comp 5,comp 6,comp 7,comp 8,comp 9,comp 10,comp 11,comp 12,comp 13,comp 14,comp 15,comp 16,comp 17,comp 18,comp 19,comp 20,indicator
pause_video_avg,0.138690473411,-0.106972784498,-0.0238757669734,0.280614761565,-0.124768985189,0.111267402061,0.0128907540918,-0.0676150495166,0.106961732149,-0.028089834791,0.0507153080465,-0.102838521233,0.113933781643,-0.0436428561257,-0.0456295240785,-0.0440592020763,0.0637199900504,-0.355652529949,0.321678359627,-0.0348858503039,
stop_video_sum,0.129797898966,-0.172896325196,0.25346947703,-0.0519409584737,0.0241883369179,-0.00691889429113,0.0140596864958,0.0735219962308,-0.0320495736766,-0.0783483895725,0.00451031653977,0.181994132266,-0.0337523134272,-0.157068799491,0.000720739388592,0.276581713836,0.0432827584181,-0.173593146532,-0.344803941796,-0.0428647155854,
stop_video_avg,0.0832635234794,-0.187873460137,0.280373417205,0.0956317128209,-0.253658495975,-0.0501285821673,-0.00886074191511,0.102962100914,-0.108877760697,0.00845643253094,0.00293216159129,0.413880118968,0.0227551612078,0.157749557895,0.0319187876334,-0.117807688229,-0.0140188582338,0.107879300889,0.0981671859311,0.0460568742286,
video_forward_seek_sum,0.122980719283,0.168184967561,-0.154543304691,0.0253169245578,0.0618955841103,-0.108856178574,-0.290901532299,0.276575233512,-0.00421239412958,-0.12357663333,0.119700722496,0.0556174647092,0.0227767737939,0.25741363231,-0.14040860504,-0.0587957282839,0.0720904480025,-0.0767330483628,-0.0515607619532,0.177742807366,
video_forward_seek_avg,0.102566764789,0.173063878975,-0.206312409714,0.174615481632,-0.0231066320249,-0.169008856343,-0.127863080558,0.341676440986,-0.173345935542,-0.094682213865,0.114928925237,0.0325597486591,0.0297615155952,0.042415618744,0.00713547281382,0.117378524972,0.05829397896,-0.045511023615,-0.0267324079228,-0.285421300244,
video_backward_seek_sum,0.149328551253,0.120544057786,0.0746569148728,-0.127555926301,0.0597857416074,0.0273155851332,0.267330410337,-0.04743507316,-0.202103480786,-0.190919726271,-0.111711053777,0.0237394072463,0.0747602437302,-0.0394731865241,-0.127205942394,-0.130600602783,0.0777271922636,-0.0739656104352,0.0899352243639,0.0578285917483,
video_backward_seek_avg,0.140751118361,0.14194621233,0.0352376948914,-0.0214402857366,-0.0485383405302,-0.0445042311226,0.340925240884,-0.0108788484777,-0.33342470701,-0.0574612702625,-0.133277555586,-0.098146578327,-0.00802062179255,-0.0960361767593,0.0415843853069,-0.207278613837,-0.110974587033,-0.0615037465265,-0.0835424527928,-0.00181407951909,
video_pause_forward_seek_sum,0.162085719969,0.0816731944609,0.0393699306056,-0.141529744496,-0.0491047476432,0.0637990427011,-0.0478468006355,-0.169100955257,0.2173012477,0.0735673342546,-0.0576033068101,0.103505142711,-0.141279762047,-0.192105175939,0.00357537423155,-0.076001079863,0.0995369401431,0.123178791296,0.0409233345444,-0.0139533829731,
video_pause_forward_seek_avg,0.151268442792,0.107566818656,0.0165293720176,-0.0378841361066,-0.247297311943,0.0194011287265,-0.071880499944,-0.162517590708,0.164315731089,0.254652678173,-0.07749849689,0.0314892030195,-0.139851089078,-0.191295279086,0.146289274737,-0.0283592394264,-0.0951129409186,-0.0520877315312,-0.0677744674665,0.133823254803,
video_pause_backward_seek_sum,0.156874719783,0.0475896015634,0.0992658669665,-0.136774065335,0.0939669904198,0.18939674219,0.0703062590212,-0.119426389549,0.0762945239449,0.00134480367774,0.0490521949298,0.0204039464291,0.136751137418,0.190300238123,-0.129741367861,0.199117155101,0.110947841808,0.152787177606,0.0979168435845,-0.128888228579,
video_pause_backward_seek_avg,0.140121034662,0.0752254980749,0.0724574944265,-0.0450059422034,-0.0797592957776,0.178290669919,0.00314170539509,-0.113434049288,0.00743366906663,0.285792516107,0.115399177256,-0.125036348871,0.323112089725,0.484798622819,-0.142843755551,0.408379236058,-0.162414614607,0.0536457918219,-0.0574178088195,-0.030062455938,
video_stop_backward_seek_sum,0.118843829056,-0.0843227510027,0.203105654727,-0.00979221158535,0.10698185564,-0.242530480994,0.0515289951971,0.268363927139,0.230936470036,0.0552325658336,-0.254090697045,-0.25061539333,0.176829927668,-0.0631252536178,-0.0631358985055,0.0870525414283,0.0855590665097,-0.166485964724,-0.0376661458086,0.144299673923,
video_stop_backward_seek_avg,0.0951325890251,-0.0710149284462,0.198552559169,0.0238630903244,-0.00108079371064,-0.294546257693,0.131441493021,0.343822129018,0.340704323063,0.169688093533,-0.221693474634,-0.316243533461,0.0619490118207,0.0434058122227,-0.051831511442,-0.156997463845,-0.0412842598582,0.246220205711,0.107565058392,-0.111571387248,
all_type_video_forward_seek_sum,0.162987090216,0.144059043109,-0.0679380255449,-0.0649426982711,0.00843555417733,-0.0275416310963,-0.196561736504,0.0660316261297,0.119919812049,-0.0306235628654,0.037353975441,0.0907191488007,-0.0662830054043,0.0419039379617,-0.079854649559,-0.0770830420566,0.0980893221101,0.0246288839778,-0.00701708639402,0.0957786287374,
all_type_video_forward_seek_avg,0.151055595207,0.168141660001,-0.115415674354,0.0836489055679,-0.15926917176,-0.0911049889349,-0.11976710091,0.111762043674,-0.00861661133024,0.0921528069246,0.0241817886035,0.038242735497,-0.0640947753042,-0.0866371624084,0.0902537062041,0.0545304326746,-0.0205124566481,-0.0581964302271,-0.0560215008382,-0.0944986091712,
all_type_video_backward_seek_sum,0.157858840417,0.102282153787,0.0872735264435,-0.133967910797,0.0729054530474,0.068701867517,0.221334660001,-0.0639582415351,-0.126601230464,-0.142126350199,-0.0749087657763,0.0190096327893,0.0972746577606,0.0219703401466,-0.132710464062,-0.0413826069256,0.0907144235589,-0.0162066517129,0.0940686027234,0.01030803253,
all_type_video_backward_seek_avg,0.15518851766,0.132397483681,0.0544435478318,-0.0298818648525,-0.0622794641482,0.0120018408525,0.271500973873,-0.034561855115,-0.250914219565,0.0457504061199,-0.0749128960407,-0.122588202954,0.0932159100945,0.0727822342023,-0.0119756935243,-0.0425095074353,-0.137288451835,-0.0259639398543,-0.0803073616115,-0.0132571924469,
all_type_video_seek_sum,0.171376234418,0.138110770179,-0.0165121521913,-0.0937846899142,0.032096687971,0.00526188147354,-0.0589573799427,0.023535613006,0.0389946183694,-0.0725525653811,-0.000581392331954,0.0706834500328,-0.0117586885326,0.0373817021913,-0.103830964383,-0.0691115446241,0.101599354496,0.0115228694071,0.028811928655,0.0711230082299,
all_type_video_seek_avg,0.162835984331,0.166938446999,-0.0630222833594,0.049074430941,-0.135727453546,-0.060738493153,0.0108951323835,0.067470593783,-0.0951831733933,0.0819791700786,-0.00933042668726,-0.0162162566103,-0.0126500662476,-0.0359833454357,0.0601404383863,0.0238194923064,-0.0633504599092,-0.0507324350137,-0.0684642914944,-0.0721226695441,
video_pause_sum,0.169862679292,0.0581733609038,0.0506357461624,-0.129282252442,0.000196476947411,0.0930537378675,-0.0390653100853,-0.153412077382,0.187972381565,0.0399415437366,-0.0322230918084,0.059092650718,-0.0725337701211,-0.112341692544,-0.0222516112933,-0.0339576495703,0.084044804086,0.0962922419672,0.063890896272,-0.0572828028977,
video_pause_avg,0.161453220113,0.0863328215355,0.0189321004704,-0.00430005556539,-0.222596910109,0.0650115639918,-0.0546234760967,-0.159072052707,0.146523278804,0.249711699149,-0.0275385514635,-0.0318208409252,-0.0278835983207,-0.0568672627427,0.0572006698271,0.0413200817255,-0.0943485057771,-0.0880841472596,-0.0250595931204,0.0803285800715,
video_stop_sum,0.129646825335,-0.173475979497,0.257937187006,-0.048449124835,0.0241026736821,-0.0227326903874,0.0131115979137,0.0799410189211,-0.0110534407434,-0.076099790794,-0.00903762938281,0.167119990144,-0.0241487309012,-0.15334647006,-0.00661012971224,0.27053262111,0.0430562279593,-0.149789427497,-0.326498782666,-0.0678571249413,
video_stop_avg,0.0842512401454,-0.186617507003,0.286885993772,0.0936869075713,-0.246050334381,-0.0720654370003,-2.18765453804e-05,0.122566261491,-0.0597011784227,0.0111472548983,0.00571143350856,0.383624089496,0.0162168329379,0.167823783483,0.0149165002728,-0.136407622833,-0.0205016383994,0.17260035888,0.131652540198,-0.00771003768133,
video_play_sum,0.174237194141,0.121565904749,-0.0119684907279,-0.0861313439256,0.0446049359432,0.0124831369168,-0.0635418766024,0.0214341810933,0.0416108177875,-0.0798057343468,0.00106191224585,0.0629578129247,-0.00835802731215,0.0330013665009,-0.0886847768151,-0.0665600818023,0.0854590772808,0.00490422287654,0.0257535841422,0.0627941640897,
video_play_avg,0.165841787816,0.148952351292,-0.0625502834292,0.0709972370754,-0.138949127703,-0.0506631793335,0.0135519049038,0.0627023204734,-0.0862937732197,0.0751615058738,-0.00222492445308,-0.0149402966679,-0.00139580548163,-0.0371805889928,0.0542568858783,0.0208501097323,-0.0548923518071,-0.0635982977732,-0.0387516701758,-0.068800175357,
video_events_sum,0.174756375141,0.114599062388,0.00111982523545,-0.0991658938286,0.0311332156121,0.0262753658157,-0.0571505246922,-0.013108845293,0.0711500192246,-0.0535053593908,-0.00652381411437,0.0670154130038,-0.0232176763281,0.00373221439696,-0.0816595200186,-0.0592839226792,0.0925264298891,0.0252595649518,0.0325150191373,0.0412139866729,
video_events_avg,0.167654533119,0.143511820848,-0.0435753346809,0.048664949611,-0.160573846144,-0.0317477184735,-0.00172300988616,0.0199167278287,-0.0425594261809,0.11640941022,-0.0103777225289,-0.015283044603,-0.011305243344,-0.0398149199235,0.058349697872,0.0253196203462,-0.0678223811891,-0.0630951612785,-0.0468684511912,-0.0397818705481,
mt_practice_sum,0.0938196979986,-0.234458791098,-0.250358961054,-0.20441568044,-0.101999780605,-0.161127805899,0.054883959635,-0.0319392916753,0.0190251471516,-0.038089017313,0.00948321933494,0.0204204361347,0.0619339964078,0.0190144947298,-0.0403787075578,0.0218528106188,-0.0299416898129,-0.0415050740018,-0.0279428184904,0.0201081324391,
mt_unit_sum,0.0938196979986,-0.234458791098,-0.250358961054,-0.20441568044,-0.101999780605,-0.161127805899,0.054883959635,-0.0319392916753,0.0190251471516,-0.038089017313,0.00948321933494,0.0204204361347,0.0619339964078,0.0190144947298,-0.0403787075578,0.0218528106188,-0.0299416898129,-0.0415050740018,-0.0279428184904,0.0201081324391,
mt_online_num_day,0.0919421061918,-0.232053059948,-0.226612951426,-0.205655908637,-0.0910646794051,-0.104072876471,0.0970057501494,-0.0368160953883,0.000574992295132,-0.0290337575047,0.0153434981537,0.0509350182382,0.0425562339888,0.028839400412,0.135615010503,-0.0302960087629,-0.0271354989566,0.102666631268,0.258426770419,-0.201418655738,
mt_online_practice_num_day,0.0938196979986,-0.234458791098,-0.250358961054,-0.20441568044,-0.101999780605,-0.161127805899,0.054883959635,-0.0319392916753,0.0190251471516,-0.038089017313,0.00948321933494,0.0204204361347,0.0619339964078,0.0190144947298,-0.0403787075578,0.0218528106188,-0.0299416898129,-0.0415050740018,-0.0279428184904,0.0201081324391,
hw_mean,0.109853012961,-0.1983445492,-0.232614754279,-0.201647003725,-0.0833240488054,-0.094687149794,0.0173209618256,-0.0402398033602,0.0165189443214,-0.0230368463035,0.0276756375463,-0.0293838636347,-0.0134649879238,0.0497530200024,0.00638150540621,0.0438777400482,-0.0151676435785,-0.0421254222951,-0.131546060064,0.0490785581527,
qz_mean,0.100734185676,-0.129781987857,-0.0289255078306,0.152771669079,-0.165475343892,0.0896942795741,-0.0142524584875,-0.0573212755476,-0.0451899207432,-0.260724571215,-0.381940949535,-0.231806993393,-0.665320941637,0.335347522216,-0.108993030907,0.218977854385,0.0311377430648,0.0810015285029,0.017331939471,-0.0329395312769,
Regression P>|t|,0.0,0.0,0.0,0.531,0.002,0.146,0.034,0.418,0.65,0.004,0.0,0.023,0.0,0.0,0.617,0.001,0.001,0.003,0.196,0.036,0.0
