,comp 1,comp 2,comp 3,comp 4,comp 5,comp 6,comp 7,comp 8,comp 9,comp 10,comp 11,comp 12,comp 13,comp 14,comp 15,comp 16,comp 17,indicator
active_num_days,0.139901968875,-0.153783084185,-0.0303626559038,-0.0507794633814,-0.164331169275,-0.11838830041,-0.0572768899532,0.105130546414,0.0571080493022,0.147107155221,0.213965590339,-0.142135850864,-0.302819700707,-0.0231459683316,-0.180528109107,0.0303634031986,0.265723735243,
active_avg_count,0.135514038184,-0.0739261904429,-0.0268879456569,-0.0450462641998,0.0578539108534,0.397485197594,0.0489965847899,-0.108700313437,-0.239548710568,0.0585267068457,-0.176774526883,0.0789223453125,0.08009089858,-0.0920848737391,0.0304696029289,-0.0490056321729,0.0884974286211,
active_sum_count,0.165936011361,-0.0742142591755,-0.0127232896686,-0.0511387508865,0.0507636114165,0.205525911489,-0.0534840935216,0.0991465323752,-0.0690322054436,0.144873092247,0.0766392871706,-0.0641747706629,-0.072023292995,-0.0222429574969,-0.0110446192048,-0.00412328655896,-0.0416990789248,
problem_num_days,0.137472629003,-0.157183476683,-0.0146914691916,0.020173736093,-0.0947384395305,0.0430950003399,-0.0828118979427,0.199150324824,0.00281357609299,0.154707871097,0.370111029775,-0.215872576427,-0.290863994433,-0.0354153032224,-0.0553436906737,0.133496037938,-0.0659455187142,
problem_avg_count,0.0945275082496,-0.185218453702,-0.0168307209714,-0.0937826010173,0.0995284975767,0.412484784123,0.160529067962,-0.101162539591,-0.283819746785,0.177411563321,-0.0916307185478,0.113890275613,0.000109887872918,0.0100004729488,0.0653360364509,-0.0422542883939,0.212454707076,
problem_sum_count,0.108916530623,-0.207744130798,-0.00247237011774,-0.0664563598488,0.0606897666277,0.348298978423,0.00943714527413,0.067871295798,-0.18372765164,0.255176895828,0.159744007892,-0.13089916351,-0.117599711246,-0.0323706611455,0.0269607181434,-0.00651363879176,-0.187001185787,
video_num_days,0.154781542531,-0.124561058167,-0.104660628951,0.0500723415976,-0.149712283783,-0.0747626132622,-0.0878925362633,0.0772559983132,0.109147219376,0.0212067941017,0.211376932879,0.0102754744917,-0.0370694559108,0.0845603244341,0.0849219942896,0.0469997760532,0.00349298784633,
video_avg_count,0.158353374548,0.110055672527,-0.0355769470537,-0.0717002885021,0.118238596264,0.0738704343217,0.0815778104222,-0.0743247364931,-0.0402593012763,-0.124159895883,-0.195085672399,0.0747840820211,-0.069655414709,-0.0502909493994,0.0859308852424,0.0451309863125,0.150187311148,
video_sum_count,0.171349247006,0.100485264473,-0.0425832745063,-0.0299180331504,0.122803022825,-0.0141500002762,-0.0595145955849,0.0542305217109,0.0412477791167,0.00453044301467,-0.0349390695903,0.0420450096851,-0.0543725402074,0.0424834687032,-0.0161588341161,-0.0599513406189,-0.00662417898756,
forum_num_days,0.0260455919318,-0.00487998239209,0.0753807388385,0.00256460940794,-0.124590468987,0.0365843185824,0.109091431899,0.819569255051,-0.277522373994,-0.303924275881,-0.18744030652,-0.166883397084,0.202533148056,0.00245144854053,-0.0251889223977,-0.0777179432618,-0.00101019905937,
num_watched,0.15488736943,-0.121763340174,-0.1260962906,0.0527536326303,0.0554392292789,0.0901673089518,-0.205092220007,0.00333243214575,0.113064110931,-0.197220346526,-0.00677221340859,0.0575132010575,0.0881810053134,-0.0255236967204,0.0963063307185,0.11977943069,-0.0190139678363,
