,comp 1,comp 2,comp 3,comp 4,comp 5,comp 6,comp 7,comp 8,comp 9,comp 10,comp 11,comp 12,comp 13,comp 14,comp 15,comp 16,comp 17,comp 18,comp 19,comp 20,comp 21,comp 22,indicator
video_stop_sum,0.13186179571,-0.0760458426988,-0.295797207565,-0.0695122738527,0.0882600540271,0.00145101780595,0.0668193269899,-0.0310944990943,-0.0382645555615,-0.050327103473,-0.179313793231,-0.188679012904,-0.0742845768871,0.136391581062,-0.121614656222,-0.244014937168,0.1530755962,-0.111288438093,-0.0427914141065,-0.0566514725865,0.0023975684489,-0.215537659373,
video_stop_avg,0.102157947381,-0.077909944009,-0.352024873577,-0.117752271543,0.0149967759384,0.0607481733622,-0.190309256702,0.105602409927,0.08407913934,0.029263285994,-0.169918871884,-0.164776027729,0.135161750884,0.184073193511,0.180655850178,0.154446527977,-0.10802912164,0.00398405214343,0.0837426002739,0.0995429915535,-0.00409768828105,0.148596900755,
video_play_sum,0.17251748304,0.126084541184,0.0564661567952,0.00237741319122,0.0676248570268,-0.0254575676803,0.0259557541197,-0.0468599358003,-0.0442886008319,0.0151962327118,-0.0453214947343,0.0173700904879,0.0107315448969,0.00957062647805,0.0882355772059,0.0301584364858,0.0734046299401,-0.0188381069201,0.0890598423325,-0.0618620953817,0.0412056810259,0.082462068349,
video_play_avg,0.168060006936,0.146788539336,0.0405239683526,0.0121045362742,-0.0387500301296,0.00298507796894,-0.130593343929,0.0425169520603,0.0818087736224,0.00177765691543,0.0426293933777,-0.0283014679716,-0.00945519950804,0.0266566872247,-0.0935522808259,-0.0457455595815,-0.0425749949789,0.0308938470699,-0.0507144486098,-0.0252779355723,-0.109022374267,-0.0744450263518,
video_events_sum,0.172664958648,0.132271969115,0.0291597221729,0.0424037838154,0.0350147028767,-0.00436685664002,0.0393923105382,-0.0447856505814,-0.0409368955264,0.0198041979424,-0.042248215183,0.0323726062634,0.0116516494247,0.0140581270912,0.0636844651327,0.0400566516807,0.0708528355017,-0.0347877201527,0.0877747748672,-0.0592050203125,0.0513454612639,0.0843637049119,
video_events_avg,0.16661809367,0.153275417858,0.0095525609001,0.05823955007,-0.0635172167153,0.0288145871088,-0.114334746951,0.0336684218413,0.0773375130937,0.00548067524574,0.0355051467091,-0.00411883307079,-0.00108802621204,0.0350683756016,-0.109106268044,-0.027698295194,-0.031330140096,0.0238946417178,-0.0599987555979,-0.0199039473085,-0.0856398177701,-0.0597866591449,
mt_practice_sum,0.112618971127,-0.237423459624,0.0804303218151,0.25465668953,0.0886623378973,-0.134181913656,-0.0763874291218,0.126264788791,-0.000769948574577,-0.0796657669481,-0.118949247879,0.0637979076818,-0.0362280587223,0.0305022068391,0.00606518307882,-0.00333981384525,-0.0237428477765,0.0230431621974,-0.00348156927503,-0.0262846250635,-0.015761771565,-0.0384106590061,
mt_unit_sum,0.112618971127,-0.237423459624,0.0804303218151,0.25465668953,0.0886623378973,-0.134181913656,-0.0763874291218,0.126264788791,-0.000769948574577,-0.0796657669481,-0.118949247879,0.0637979076818,-0.0362280587223,0.0305022068391,0.00606518307882,-0.00333981384525,-0.0237428477765,0.0230431621974,-0.00348156927503,-0.0262846250635,-0.015761771565,-0.0384106590061,
mt_online_num_day,0.111242475504,-0.231668498387,0.0798214839046,0.244278016499,0.046087107943,-0.173660848417,-0.0831085880752,0.122721270471,-0.0287629057783,-0.0356629425862,-0.0586021699609,0.0613812617296,-0.104006020622,0.0385394918411,0.0221040153354,-0.0111883267384,-0.0711049360889,0.00609694135842,0.105341055203,0.250274144492,0.092110395091,0.0491987620923,
mt_online_practice_num_day,0.112618971127,-0.237423459624,0.0804303218151,0.25465668953,0.0886623378973,-0.134181913656,-0.0763874291218,0.126264788791,-0.000769948574577,-0.0796657669481,-0.118949247879,0.0637979076818,-0.0362280587223,0.0305022068391,0.00606518307882,-0.00333981384525,-0.0237428477765,0.0230431621974,-0.00348156927503,-0.0262846250635,-0.015761771565,-0.0384106590061,
hw_mean,0.122098507188,-0.208509367623,0.0805453156004,0.257766391407,0.114707762237,-0.0933103481781,-0.0515929774959,0.0731076855573,-0.00474494363785,0.0212307913921,-0.0788167050489,0.0211621849621,0.0237753669916,-0.0679393202412,0.0363281076138,0.0307196536035,0.0317400402518,-0.108479231509,-0.100917459439,-0.172704965946,-0.203684360645,0.0455852817556,
qz_mean,0.120822902215,-0.151765188363,0.0187151069712,0.0720369251942,-0.0581233220782,0.0622747665584,-0.0426586177315,0.0301950571394,-0.210031683705,0.0246462962361,0.0412205051993,-0.426857946804,0.55163029104,-0.539069177363,-0.23022748628,-0.0411297165404,0.097800052846,-0.059265658758,0.0121985133807,-0.0166669779591,-0.032029679811,0.156580730622,
Regression P>|t|,0.0,0.0,0.0,0.0,0.871,0.645,0.004,0.0,0.0,0.168,0.112,0.0,0.0,0.0,0.0,0.129,0.333,0.0,0.782,0.158,0.005,0.007,0.0
