features_begin_index,features_mid_index,leaf_node_num,tn,fp,fn,tp,acc
1,1,3,2,11,1,34,0.75
1,2,3,4,9,3,32,0.75
1,3,3,4,9,2,33,0.7708333333333334
1,4,3,5,8,1,34,0.8125
1,5,3,7,6,4,31,0.7916666666666666
1,6,3,8,5,4,31,0.8125
1,7,3,9,4,1,34,0.8958333333333334
2,2,3,8,5,6,29,0.7708333333333334
2,3,3,6,7,2,33,0.8125
2,4,3,3,10,0,35,0.7916666666666666
2,5,3,4,9,0,35,0.8125
2,6,3,8,5,4,31,0.8125
2,7,3,11,2,2,33,0.9166666666666666
3,3,3,0,13,0,35,0.7291666666666666
3,4,3,3,10,2,33,0.75
3,5,3,0,13,0,35,0.7291666666666666
3,6,3,8,5,1,34,0.875
3,7,3,8,5,0,35,0.8958333333333334
4,4,3,3,10,2,33,0.75
4,5,3,0,13,0,35,0.7291666666666666
4,6,3,8,5,3,32,0.8333333333333334
4,7,3,10,3,1,34,0.9166666666666666
5,5,3,0,13,0,35,0.7291666666666666
5,6,3,9,4,6,29,0.7916666666666666
5,7,3,10,3,3,32,0.875
6,6,3,10,3,7,28,0.7916666666666666
6,7,3,6,7,2,33,0.8125
7,7,3,9,4,6,29,0.7916666666666666
1,1,4,0,13,0,35,0.7291666666666666
1,2,4,3,10,3,32,0.7291666666666666
1,3,4,2,11,1,34,0.75
1,4,4,1,12,1,34,0.7291666666666666
1,5,4,6,7,3,32,0.7916666666666666
1,6,4,5,8,5,30,0.7291666666666666
1,7,4,8,5,3,32,0.8333333333333334
2,2,4,8,5,6,29,0.7708333333333334
2,3,4,2,11,0,35,0.7708333333333334
2,4,4,1,12,2,33,0.7083333333333334
2,5,4,5,8,4,31,0.75
2,6,4,8,5,6,29,0.7708333333333334
2,7,4,10,3,4,31,0.8541666666666666
3,3,4,0,13,0,35,0.7291666666666666
3,4,4,0,13,0,35,0.7291666666666666
3,5,4,0,13,0,35,0.7291666666666666
3,6,4,8,5,2,33,0.8541666666666666
3,7,4,6,7,1,34,0.8333333333333334
4,4,4,0,13,0,35,0.7291666666666666
4,5,4,0,13,1,34,0.7083333333333334
4,6,4,7,6,2,33,0.8333333333333334
4,7,4,9,4,4,31,0.8333333333333334
5,5,4,0,13,0,35,0.7291666666666666
5,6,4,6,7,5,30,0.75
5,7,4,9,4,4,31,0.8333333333333334
6,6,4,8,5,6,29,0.7708333333333334
6,7,4,6,7,2,33,0.8125
7,7,4,6,7,4,31,0.7708333333333334
1,1,5,0,13,0,35,0.7291666666666666
1,2,5,2,11,2,33,0.7291666666666666
1,3,5,0,13,0,35,0.7291666666666666
1,4,5,0,13,0,35,0.7291666666666666
1,5,5,5,8,3,32,0.7708333333333334
