username,active_num_days,active_avg_count,active_sum_count,problem_num_days,problem_avg_count,problem_sum_count,video_num_days,video_avg_count,video_sum_count,forum_num_days,forum_avg_count,forum_sum_count,num_watched,num_complete,num_incomplete,complete_rate,watched_time_hour,watched_time_weekday,seek_video_sum,seek_video_avg,pause_video_sum,pause_video_avg,stop_video_sum,stop_video_avg,video_forward_seek_sum,video_forward_seek_avg,video_backward_seek_sum,video_backward_seek_avg,video_pause_forward_seek_sum,video_pause_forward_seek_avg,video_pause_backward_seek_sum,video_pause_backward_seek_avg,video_stop_backward_seek_sum,all_type_video_forward_seek_sum,all_type_video_forward_seek_avg,all_type_video_backward_seek_sum,all_type_video_backward_seek_avg,all_type_video_seek_sum,all_type_video_seek_avg,video_pause_sum,video_pause_avg,video_stop_sum,video_stop_avg,video_play_sum,video_play_avg,video_events_sum,video_events_avg,mt_practice_sum,mt_unit_sum,mt_online_num_day,mt_online_practice_num_day,hw_mean,qz_mean,indicator,final_score
Y1050206,2.75,300.75,801.0,2.75,29.6875,76.75,2.75,14.16666667,40.25,0.0,0.0,0.0,9.75,5.5,4.25,0.5945512820000001,7.073695057,1.5,3.75,0.36698718,8.5,0.90224359,0.75,0.092147436,8.25,0.9567307690000001,6.0,0.551282051,5.75,0.588942308,2.0,0.236378205,0.0,14.0,1.5456730769999998,8.0,0.7876602559999999,22.0,2.333333333,15.5,1.6338141030000002,0.75,0.092147436,31.75,3.333333333,70.0,7.392628204,1.0,1.0,0.25,1.0,4.041666667,81.25,1,70
Y1050207,1.0,216.25,318.75,0.75,9.75,17.75,1.0,42.875,58.0,0.0,0.0,0.0,6.0,4.25,1.75,0.5,8.644221545,4.75,3.75,0.48611111100000004,6.0,0.75,0.0,0.0,21.5,2.138888889,7.0,0.979166667,15.0,1.826388889,3.25,0.47916666700000005,0.0,36.5,3.965277778,10.25,1.458333334,46.75,5.4236111110000005,22.75,2.840277778,0.0,0.0,52.75,6.1736111110000005,122.25,14.4375,0.0,0.0,0.0,0.0,0.0,74.5,0,40
Y1050208,5.0,231.5714286,1085.0,3.75,27.66666667,82.75,3.5,44.675,118.75,0.0,0.0,0.0,7.25,3.25,4.0,0.538194445,4.105311513999999,3.5,7.0,0.9722222220000001,6.75,0.944444445,0.0,0.0,80.25,13.72569445,8.0,1.4583333330000001,18.5,2.628472222,2.0,0.44791666700000005,0.0,98.75,16.35416667,10.0,1.90625,108.75,18.26041667,27.0,3.989583333,0.0,0.0,116.0,19.26041667,251.75,41.51041667,4.5,1.5,0.5,2.5,6.666666667,56.25,1,70
Y1050209,5.25,149.05654760000002,809.0,4.0,12.26666667,52.5,4.5,12.45833333,56.5,0.0,0.0,0.0,10.0,5.25,4.75,0.566666667,3.96550802,1.75,3.0,0.36666666700000006,10.0,1.0,1.25,0.095833333,6.25,0.441666667,5.0,0.5333333339999999,21.0,3.0125,9.0,0.925,0.5,27.25,3.454166667,14.5,1.5,41.75,4.954166667,39.0,4.8625,1.25,0.095833333,52.0,5.970833333,134.0,15.88333333,6.0,3.25,1.5,5.0,8.529166667,76.0,1,85
Y1050210,1.25,93.33333333,269.75,0.75,14.75,28.25,0.75,5.125,9.5,0.0,0.0,0.0,2.25,1.25,1.0,0.15625,2.820323014,2.0,0.75,0.09375,2.25,0.5,0.0,0.0,1.0,0.125,0.25,0.03125,1.5,0.40625,0.75,0.09375,0.0,2.5,0.53125,1.0,0.125,3.5,0.65625,4.25,0.96875,0.0,0.0,5.75,1.15625,13.5,2.78125,0.0,0.0,0.0,0.0,0.0,41.25,0,20
Y1050211,1.75,460.54166669999995,760.0,1.5,38.5,56.5,1.5,90.25,131.75,0.0,0.0,0.0,8.75,6.25,2.5,0.551136364,9.051782585,4.25,7.75,0.912878788,8.25,0.954545455,0.25,0.020833333,49.25,4.340909091,31.25,2.7689393939999998,18.5,1.6231060609999999,5.75,0.7310606059999999,0.25,67.75,5.964015151,37.25,3.520833333,105.0,9.484848485,30.75,2.929924242,0.25,0.020833333,113.75,10.48484849,249.75,22.92045455,2.25,1.0,2.25,1.0,2.6875,36.25,0,40
Y1050212,2.25,159.58333330000002,478.75,1.75,17.5,38.5,1.75,28.0,65.25,0.0,0.0,0.0,5.5,4.25,1.25,0.5625,7.143321567999999,2.0,3.75,0.47916666700000005,5.5,0.75,0.5,0.041666667000000004,9.0,0.979166667,23.75,3.291666667,16.5,2.479166667,4.5,0.645833334,0.25,25.5,3.458333333,28.5,3.9583333339999998,54.0,7.416666667,25.75,3.8125,0.5,0.041666667000000004,59.5,8.166666667000001,139.75,19.4375,0.0,0.0,0.0,0.0,0.0,21.25,0,20
Y1050213,0.5,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,10
Y1050214,3.5,135.9375,527.5,2.5,8.0625,26.75,3.5,25.25416667,101.75,0.0,0.0,0.0,7.25,6.25,1.0,0.654545455,12.79711605,1.75,4.5,0.479545455,7.0,0.979166667,1.75,0.180681818,16.25,1.809848485,22.25,2.417424242,45.5,5.8867424239999995,5.25,0.996590909,0.25,61.75,7.696590909,27.75,3.4367424239999997,89.5,11.13333333,55.75,7.659090909,1.75,0.180681818,96.75,12.13333333,243.75,31.106439399999996,0.75,0.75,0.5,0.75,0.39583333299999995,33.25,0,20
Y1050215,2.5,183.725,488.25,1.5,27.29166667,51.25,1.75,16.4375,31.75,0.0,0.0,0.0,9.25,8.25,1.0,0.68504902,6.217361528,2.25,2.0,0.15257353,8.75,0.714460785,1.5,0.11090686300000001,2.75,0.268995098,3.5,0.242647059,8.0,0.664215686,3.75,0.31127451,0.25,10.75,0.933210785,7.5,0.568627451,18.25,1.501838235,19.5,1.608455882,1.5,0.11090686300000001,27.5,2.251838235,66.75,5.473039215,0.0,0.0,0.0,0.0,0.0,47.5,0,20
Y1050216,1.0,40.16666668,99.5,0.25,3.0,3.0,0.25,5.5,5.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.381390275,1.75,1.0,0.25,0.25,0.0625,0.0,0.0,1.0,0.25,1.0,0.25,1.25,0.3125,0.25,0.0625,0.0,2.25,0.5625,1.25,0.3125,3.5,0.875,1.5,0.375,0.0,0.0,4.5,1.125,9.5,2.375,0.0,0.0,0.0,0.0,0.0,5.0,0,10
Y1050218,0.5,103.375,206.75,0.5,13.0,26.0,0.5,4.625,9.25,0.0,0.0,0.0,1.5,1.0,0.5,0.166666667,3.20213465,1.0,0.75,0.125,1.5,0.25,0.0,0.0,1.5,0.25,3.5,0.583333333,2.0,0.333333333,0.5,0.083333333,0.0,3.5,0.583333333,4.0,0.666666667,7.5,1.25,4.0,0.666666667,0.0,0.0,9.0,1.5,20.5,3.416666668,0.0,0.0,0.0,0.0,0.0,6.25,0,10
Y1050219,2.5,162.325,369.25,1.5,23.04166667,44.75,1.75,7.416666667,14.75,0.0,0.0,0.0,5.25,0.75,4.5,0.09375,13.72451256,2.0,4.5,0.65625,2.75,0.625,0.0,0.0,4.0,0.53125,0.75,0.09375,3.5,0.5,1.0,0.125,0.0,7.5,1.03125,1.75,0.21875,9.25,1.25,6.25,1.09375,0.0,0.0,14.5,2.25,30.0,4.59375,1.5,1.0,0.25,1.5,1.8333333330000001,51.0,0,20
Y1050220,2.25,194.375,579.75,1.25,9.833333332999999,12.0,2.25,38.125,119.75,0.0,0.0,0.0,8.75,8.5,0.25,0.736842105,1.843553025,1.25,7.5,0.618660287,8.75,0.75,1.5,0.117224881,11.25,0.8160287079999999,27.75,2.1528708130000003,40.0,2.9669856460000004,12.0,0.8856459329999999,0.5,51.25,3.7830143539999996,40.25,3.0744019139999996,91.5,6.857416269,59.0,4.444976077,1.5,0.117224881,100.25,7.607416269,252.25,19.02703349,0.0,0.0,0.0,0.0,0.0,43.75,0,30
Y1050221,2.75,158.52083330000002,562.25,1.75,32.66666667,75.75,1.25,1.75,4.25,0.0,0.0,0.0,1.25,0.0,1.25,0.0,3.196523574,1.5,0.5,0.125,1.0,0.4375,0.0,0.0,1.25,0.3125,0.25,0.0625,0.25,0.0625,0.25,0.0625,0.0,1.5,0.375,0.5,0.125,2.0,0.5,1.5,0.5625,0.0,0.0,3.25,1.0,6.75,2.0625,3.5,2.25,1.5,3.0,7.295,78.25,1,80
Y1050222,2.75,150.04166669999998,445.5,1.75,39.0,61.5,1.5,2.75,6.25,0.0,0.0,0.0,3.75,0.25,3.5,0.05,6.999924501000001,2.5,0.25,0.05,3.75,0.75,0.0,0.0,0.75,0.15,0.0,0.0,0.75,0.15,0.25,0.05,0.0,1.5,0.3,0.25,0.05,1.75,0.35,4.75,0.95,0.0,0.0,5.5,1.1,12.0,2.4,0.0,0.0,0.0,0.0,0.0,57.5,0,50
Y1050223,2.0,268.4583333,733.75,1.75,27.25,57.75,1.75,30.83333333,69.0,0.0,0.0,0.0,7.5,4.25,3.25,0.41193181799999995,10.48181515,3.25,6.5,0.650568182,6.75,0.65625,0.75,0.076704546,11.25,1.150568182,7.0,0.636363636,30.25,2.920454546,4.75,0.440340909,0.5,41.5,4.071022727,12.25,1.1221590909999999,53.75,5.193181818,38.75,3.735795455,1.0,0.099431818,61.25,5.943181817999999,154.75,14.97159091,0.75,0.75,0.25,0.75,0.333333333,37.0,0,20
Y1050224,2.5,172.6875,564.5,2.0,18.0625,42.0,2.25,23.52083333,72.0,0.0,0.0,0.0,8.75,6.5,2.25,0.559752747,2.6508909419999998,0.75,4.75,0.378434066,8.5,0.732142857,1.75,0.142513736,11.75,0.9769917579999999,13.5,1.119162088,17.0,1.523351649,8.25,0.680975275,1.0,28.75,2.500343407,22.75,1.8849587909999999,51.5,4.385302198,31.5,2.7554945060000002,2.0,0.160370879,60.5,5.166552198,145.5,12.46771978,1.5,1.0,0.25,1.0,3.5,88.5,0,68
Y1050225,5.0,168.45833330000002,962.25,3.75,18.41666667,79.25,4.75,21.51666667,111.25,0.0,0.0,0.0,11.75,10.0,1.75,0.776388889,5.229502434,1.5,8.0,0.7402777779999999,11.0,0.841666667,3.0,0.204166667,24.0,2.351388889,24.25,2.3111111109999998,24.25,2.044444445,10.25,0.916666667,2.0,48.25,4.395833334,36.5,3.354166667,84.75,7.75,43.5,3.663888889,3.25,0.218055556,96.5,8.75,228.0,20.38194444,3.25,2.5,1.25,3.25,7.108333332999999,67.0,1,75
Y1050226,1.5,155.0,282.75,0.0,0.0,0.0,1.25,24.875,45.75,0.0,0.0,0.0,10.25,6.25,4.0,0.42735042799999995,1.1636684309999998,2.0,3.5,0.20299145300000002,8.5,0.596153846,2.0,0.131410256,4.25,0.18162393100000002,4.0,0.26282051300000003,9.25,0.670940171,7.75,0.439102564,0.0,13.5,0.852564103,11.75,0.701923077,25.25,1.55448718,24.0,1.648504274,2.0,0.131410256,35.5,2.304487179,86.75,5.6388888889999995,0.5,0.5,0.25,0.5,0.0,80.5,0,40
Y1050227,1.5,118.25,236.5,1.0,8.0,15.0,1.25,14.5,22.0,0.0,0.0,0.0,4.0,1.5,2.5,0.325,6.530668192,2.5,2.75,0.542857143,3.75,0.7142857140000001,0.0,0.0,1.5,0.267857143,2.25,0.47142857200000005,11.5,2.2464285719999997,0.75,0.16071428599999998,0.0,13.0,2.514285714,3.0,0.6321428570000001,16.0,3.146428572,15.5,3.0232142860000004,0.0,0.0,20.0,3.896428572,51.5,10.06607143,0.5,0.5,0.25,0.5,0.0,26.25,0,10
Y1050228,3.25,266.4375,1125.5,2.5,28.75,79.75,3.25,32.5625,133.5,1.0,0.583333333,1.25,13.5,7.75,5.75,0.426857585,5.035166931,0.75,6.0,0.335655315,13.25,0.7361111109999999,1.75,0.098125215,23.25,1.301040592,10.25,0.579377365,65.5,3.6497248019999997,13.75,0.7610509120000001,1.0,88.75,4.950765393999999,25.0,1.3976178190000001,113.75,6.348383214,91.75,5.105951152,1.75,0.098125215,127.25,7.098383214,334.5,18.65084279,1.75,1.75,0.5,1.75,4.955,62.0,0,66
Y1050229,5.0,261.75297620000003,1221.75,4.0,24.08333333,94.0,4.25,25.10119048,103.5,0.0,0.0,0.0,14.5,13.25,1.25,0.890656565,7.75177763,2.25,5.5,0.355090377,14.5,1.0,1.0,0.07631579,5.0,0.282961191,10.25,0.629346093,51.5,3.6226076560000005,15.0,0.976036683,0.5,56.5,3.9055688460000004,25.75,1.631698565,82.25,5.537267411,80.25,5.535486443,1.0,0.07631579,96.75,6.537267411,260.25,17.68633706,11.0,3.25,2.25,6.25,9.9725,96.25,1,99
Y1050231,0.5,79.25,79.25,0.0,0.0,0.0,0.5,7.25,7.25,0.0,0.0,0.0,5.5,5.5,0.0,0.5,1.3623471280000001,1.5,0.0,0.0,3.5,0.325,2.0,0.175,0.0,0.0,0.0,0.0,0.25,0.025,0.0,0.0,0.0,0.25,0.025,0.0,0.0,0.25,0.025,3.75,0.35,2.0,0.175,5.75,0.525,11.75,1.075,1.5,0.5,1.25,0.5,0.5,10.0,0,10
Y1050232,1.5,183.5,367.0,1.0,9.125,10.75,1.25,44.0,63.25,0.0,0.0,0.0,4.0,3.25,0.75,0.59375,3.238080449,2.0,2.25,0.46875,4.0,0.75,0.75,0.125,11.5,2.25,11.0,2.03125,21.0,4.28125,4.5,0.96875,0.5,32.5,6.53125,16.0,3.09375,48.5,9.625,28.5,5.78125,1.0,0.1875,52.5,10.375,130.5,25.96875,0.0,0.0,0.0,0.0,0.0,22.5,0,10
Y1050233,0.75,122.75,122.75,0.25,3.0,3.0,0.75,21.5,21.5,0.0,0.0,0.0,2.5,1.25,1.25,0.35416666700000005,2.004119444,2.25,1.0,0.333333333,2.25,0.666666667,0.0,0.0,4.25,1.4166666669999999,9.25,3.083333333,0.75,0.22916666600000002,0.5,0.145833333,0.0,5.0,1.6458333330000001,9.75,3.229166668,14.75,4.875000001,3.25,0.958333333,0.0,0.0,17.25,5.625000001,35.25,11.45833333,0.0,0.0,0.0,0.0,0.0,11.25,0,10
Y1050234,0.25,40.75,40.75,0.0,0.0,0.0,0.25,3.0,3.0,0.0,0.0,0.0,2.25,2.25,0.0,0.25,0.741107465,0.75,0.0,0.0,1.75,0.194444445,0.5,0.055555556,0.0,0.0,0.0,0.0,0.25,0.027777778,0.0,0.0,0.0,0.25,0.027777778,0.0,0.0,0.25,0.027777778,2.0,0.222222222,0.5,0.055555556,2.5,0.27777777800000003,5.25,0.583333333,2.5,0.5,2.25,0.5,0.5,8.75,0,10
Y1050235,0.75,97.5,97.5,0.0,0.0,0.0,0.75,16.25,16.25,0.0,0.0,0.0,3.25,2.5,0.75,0.45833333299999995,2.094289314,2.25,1.0,0.25,2.0,0.5166666670000001,1.25,0.233333333,6.25,1.041666667,0.25,0.041666667000000004,1.75,0.6333333329999999,0.25,0.05,0.0,8.0,1.675,0.5,0.091666667,8.5,1.766666667,3.5,1.033333333,1.25,0.233333333,11.75,2.516666667,25.0,5.55,1.0,0.5,0.75,0.5,0.1875,11.25,0,10
Y1050236,0.5,293.75,293.75,0.25,47.25,47.25,0.25,1.0,1.0,0.0,0.0,0.0,0.5,0.25,0.25,0.125,0.711908234,0.75,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.125,0.25,0.125,0.0,0.25,0.125,0.25,0.125,0.5,0.25,1.0,0.5,0.0,0.0,1.0,0.5,2.5,1.25,8.25,2.0,4.75,3.5,1.5,23.75,0,20
Y1050237,0.25,19.0,19.0,0.0,0.0,0.0,0.25,1.5,1.5,0.0,0.0,0.0,1.25,1.25,0.0,0.25,0.642386906,0.75,0.25,0.05,0.75,0.15,0.5,0.1,0.0,0.0,0.25,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.05,0.25,0.05,0.75,0.15,0.5,0.1,1.5,0.3,3.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Y1050238,1.0,608.0,608.0,0.75,94.75,94.75,0.75,8.0,8.0,0.0,0.0,0.0,1.25,0.25,1.0,0.25,2.21620592,2.25,0.75,0.5,1.0,0.625,0.25,0.25,0.75,0.75,0.5,0.25,0.5,0.25,0.0,0.0,0.25,1.25,1.0,0.75,0.5,2.0,1.5,1.5,0.875,0.25,0.25,3.25,2.25,7.0,4.875,9.75,2.0,6.25,3.5,3.416666667,82.25,0,40
Y1050239,0.25,8.0,8.0,0.0,0.0,0.0,0.25,0.5,0.5,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.6725303640000001,0.75,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.25,0.5,0.5,0.5,0.5,0.25,0.5,0.083333333,10.0,0,10
Y1050240,1.0,136.375,183.75,0.25,7.0,7.0,1.0,21.375,35.75,0.0,0.0,0.0,3.5,2.0,1.5,0.4375,2.0019406159999997,2.25,1.5,0.3125,2.5,0.5375,1.0,0.2125,10.25,2.05,5.0,1.025,9.25,1.975,1.0,0.2125,0.0,19.5,4.025,6.0,1.2375,25.5,5.2625,12.25,2.6125,1.0,0.2125,29.25,6.0625,68.0,14.15,2.75,0.75,2.25,0.75,0.625,7.5,0,10
Y1050241,1.25,397.125,562.5,0.5,12.625,25.25,1.25,89.75,111.75,0.0,0.0,0.0,5.5,3.0,2.5,0.47619047600000003,8.27598196,2.5,4.5,0.8214285720000001,5.0,0.898809524,0.0,0.0,19.75,2.565476191,7.75,1.0119047620000001,12.0,1.809523809,1.75,0.32142857199999997,0.0,31.75,4.375,9.5,1.333333334,41.25,5.708333333,17.75,2.827380953,0.0,0.0,46.75,6.708333333,105.75,15.24404762,0.75,0.5,1.0,0.5,0.8125,45.75,0,20
Y1050242,1.0,147.5,210.0,0.5,0.75,1.5,1.0,43.125,58.75,0.0,0.0,0.0,4.25,2.75,1.5,0.43181818200000005,4.0360339530000005,2.0,2.75,0.492424242,3.75,0.643939394,1.5,0.257575758,22.25,4.143939393999999,12.5,3.015151515,7.75,1.371212121,3.75,0.825757576,0.75,30.0,5.515151513999999,17.0,3.96969697,47.0,9.484848484,14.25,2.628787879,1.5,0.257575758,51.25,10.23484848,114.0,22.60606061,0.5,0.5,0.25,0.5,0.0,42.5,0,20
Y1050243,0.75,99.75,99.75,0.0,0.0,0.0,0.75,13.75,13.75,0.0,0.0,0.0,4.75,3.75,1.0,0.4375,2.2598217590000003,2.25,0.5,0.059027777999999996,3.0,0.545138889,2.25,0.26388888899999996,0.0,0.0,0.25,0.027777778,5.0,1.059027778,1.0,0.11458333300000001,0.25,5.0,1.059027778,1.5,0.173611111,6.5,1.232638889,8.25,1.6284722219999999,2.5,0.29513888899999996,11.25,1.982638889,28.5,5.1388888889999995,0.0,0.0,0.0,0.0,0.0,23.75,0,10
Y1050244,0.75,122.75,122.75,0.25,1.75,1.75,0.75,18.75,18.75,0.0,0.0,0.0,4.0,2.5,1.5,0.483333333,2.302634723,2.25,1.75,0.325,3.0,0.558333333,1.75,0.34166666700000003,0.5,0.083333333,2.25,0.425,7.5,1.4333333330000002,0.25,0.05,0.75,8.0,1.516666667,3.25,0.625,11.25,2.141666667,9.75,1.858333333,2.0,0.391666667,15.25,2.891666667,38.25,7.283333333,0.0,0.0,0.0,0.0,0.0,21.25,0,10
Y1050245,0.75,241.25,241.25,0.75,27.75,27.75,0.75,8.25,8.25,0.0,0.0,0.0,3.25,2.0,1.25,0.4375,2.019733655,2.25,0.75,0.1625,3.0,0.7,0.25,0.05,0.75,0.175,1.0,0.2,1.25,0.275,0.5,0.1125,0.0,2.0,0.45,1.5,0.3125,3.5,0.7625,4.5,1.0375,0.25,0.05,6.75,1.5125,15.0,3.3625,0.0,0.0,0.0,0.0,0.0,16.25,0,10
Y1050246,0.75,70.5,70.5,0.5,8.0,8.0,0.5,4.25,4.25,0.0,0.0,0.0,0.75,0.5,0.25,0.375,1.642098389,1.5,0.25,0.125,0.75,0.5,0.0,0.0,1.0,0.5,0.5,0.25,0.5,0.5,0.0,0.0,0.0,1.5,1.0,0.5,0.25,2.0,1.25,1.25,1.0,0.0,0.0,2.75,1.75,6.0,4.0,5.25,2.25,3.75,3.25,4.735833333,31.25,0,30
Y1050247,1.0,72.125,105.0,0.5,5.75,5.75,1.0,7.75,12.75,0.0,0.0,0.0,1.5,0.5,1.0,0.208333333,2.379169149,2.25,0.25,0.083333333,1.5,0.75,0.0,0.0,0.5,0.166666667,3.75,1.25,3.25,1.9166666669999999,1.0,0.5,0.0,3.75,2.083333333,4.75,1.75,8.5,3.833333333,5.75,3.166666667,0.0,0.0,10.0,4.583333333,24.25,11.58333333,5.5,2.25,0.75,3.5,5.0,46.75,0,30
Y1050248,0.75,145.0,145.0,0.5,15.25,15.25,0.75,8.5,8.5,0.0,0.0,0.0,3.5,2.5,1.0,0.5928571429999999,1.936443989,2.25,0.75,0.121428572,2.75,0.539285714,1.0,0.260714286,0.0,0.0,0.75,0.121428572,0.75,0.135714286,0.0,0.0,0.0,0.75,0.135714286,0.75,0.121428572,1.5,0.257142857,3.0,0.589285714,1.0,0.260714286,5.0,1.007142857,10.5,2.114285714,2.0,1.25,1.5,1.25,2.375,51.25,0,30
Y1050249,0.75,140.5,140.5,0.25,6.25,6.25,0.75,11.75,11.75,0.0,0.0,0.0,5.5,4.5,1.0,0.609126984,1.874306379,2.25,0.25,0.041666667000000004,3.75,0.525793651,2.25,0.307539683,0.25,0.041666667000000004,0.5,0.083333333,3.5,0.537698413,0.0,0.0,0.0,3.75,0.57936508,0.5,0.083333333,4.25,0.662698413,6.75,0.98015873,2.25,0.307539683,9.75,1.4126984130000002,23.0,3.363095238,5.5,0.75,4.75,1.0,1.0,58.25,0,30
Y1050250,0.5,56.25,56.25,0.0,0.0,0.0,0.5,4.75,4.75,0.0,0.0,0.0,4.0,3.75,0.25,0.4375,1.2661281979999999,1.5,0.0,0.0,2.25,0.270833333,1.75,0.229166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.270833333,1.75,0.229166667,4.0,0.5,8.0,1.0,2.5,0.75,5.0,0.75,1.041666667,0.0,0,10
Y1050251,0.5,86.0,86.0,0.0,0.0,0.0,0.5,7.5,7.5,0.0,0.0,0.0,5.0,5.0,0.0,0.5,1.320257735,1.5,0.0,0.0,2.75,0.28030303100000004,2.5,0.24242424199999998,0.0,0.0,0.0,0.0,2.0,0.20202020199999998,0.0,0.0,0.0,2.0,0.20202020199999998,0.0,0.0,2.0,0.20202020199999998,4.5,0.45959596,2.5,0.24242424199999998,7.0,0.702020202,16.0,1.606060606,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Y1050252,0.75,270.5,270.5,0.75,27.75,27.75,0.75,14.25,14.25,0.0,0.0,0.0,4.75,4.0,0.75,0.5,1.998059983,2.25,0.75,0.202380953,3.25,0.503968254,1.75,0.21825396800000002,0.0,0.0,1.75,0.345238095,5.0,0.761904762,0.75,0.194444444,0.25,5.0,0.761904762,2.75,0.567460317,7.75,1.32936508,8.75,1.4325396830000001,1.75,0.21825396800000002,12.5,2.07936508,30.75,5.05952381,0.0,0.0,0.0,0.0,0.0,13.25,0,10
Y1050253,1.25,284.3333333,369.5,0.75,30.0,30.0,1.25,21.83333333,38.0,0.0,0.0,0.0,3.75,1.25,2.5,0.161111111,4.442532991,2.0,1.5,0.38888888899999996,3.75,0.75,0.5,0.055555556,2.75,0.305555556,4.0,0.8888888890000001,16.75,3.083333333,3.0,0.577777778,0.25,19.5,3.388888889,7.25,1.494444444,26.75,4.883333333,22.75,4.327777778,0.5,0.055555556,30.5,5.6333333329999995,80.5,14.9,1.25,0.75,0.25,1.25,0.333333333,23.75,0,10
Y1050254,0.75,422.5,422.5,0.5,55.75,55.75,0.75,19.5,19.5,0.0,0.0,0.0,2.5,1.0,1.5,0.3125,2.080898987,2.25,1.25,0.3125,2.0,0.5625,0.5,0.1875,7.75,1.9375,1.5,0.375,2.75,0.875,0.0,0.0,0.0,10.5,2.8125,1.5,0.375,12.0,3.1875,4.5,1.375,0.5,0.1875,14.5,3.9375,31.5,8.6875,2.5,1.0,5.0,1.5,2.083333333,38.25,0,20
Y1050255,2.75,204.22916669999998,613.0,1.5,49.375,65.25,2.5,18.47916667,44.75,0.0,0.0,0.0,7.0,5.5,1.5,0.828571429,7.019855615,2.5,3.25,0.546825397,6.5,0.939285714,1.75,0.220634921,14.25,1.844444445,8.25,1.163095238,7.25,1.162301587,3.25,0.6416666670000001,0.75,21.5,3.0067460319999997,12.25,1.893253968,33.75,4.9,16.25,2.644047619,1.75,0.220634921,40.75,5.9,92.5,13.66468254,5.75,2.5,1.75,3.5,4.389166667,84.75,0,40
Y1050256,0.75,541.0,541.0,0.5,71.5,71.5,0.75,7.0,7.0,0.0,0.0,0.0,0.75,0.25,0.5,0.25,1.396375724,1.5,0.5,0.375,0.75,0.5,0.25,0.25,0.75,0.75,0.75,0.5,0.75,0.375,0.0,0.0,0.25,1.5,1.125,1.0,0.75,2.5,1.875,1.25,0.75,0.25,0.25,3.25,2.375,7.25,5.25,2.5,1.5,1.25,1.5,0.9375,62.25,0,30
Y1050257,1.0,146.25,186.75,0.5,14.75,14.75,0.75,26.0,26.0,0.0,0.0,0.0,2.0,0.5,1.5,0.1875,2.055665219,2.25,1.25,0.4375,2.0,0.75,0.0,0.0,7.5,2.75,5.5,2.4375,4.5,1.625,0.75,0.3125,0.0,12.0,4.375,6.25,2.75,18.25,7.125,7.0,2.625,0.0,0.0,20.25,7.875,45.5,17.625,0.5,0.5,0.25,0.5,0.25,77.5,0,40
Y1050258,0.75,288.25,288.25,0.5,28.5,28.5,0.75,22.75,22.75,0.0,0.0,0.0,3.0,1.25,1.75,0.25,2.246264414,2.25,2.0,0.583333333,2.75,0.625,0.5,0.125,2.25,0.47916666700000005,9.5,2.354166667,2.0,0.47916666700000005,1.25,0.291666667,0.0,4.25,0.958333333,10.75,2.645833333,15.0,3.604166667,5.25,1.208333333,0.5,0.125,18.0,4.354166667,38.75,9.291666667000001,0.5,0.5,0.25,0.5,0.41666666700000005,16.25,0,10
Y1050259,1.25,437.5,688.0,1.0,57.625,69.0,1.0,52.25,65.0,0.0,0.0,0.0,9.25,8.5,0.75,0.6875,2.841361818,5.0,5.5,0.44230769200000003,9.0,0.729166667,0.5,0.040064103,18.5,1.4679487180000002,9.5,0.7820512820000001,21.25,1.716346154,4.75,0.39102564100000003,0.0,39.75,3.1842948719999997,14.25,1.173076923,54.0,4.357371795,34.25,2.775641026,0.5,0.040064103,63.25,5.107371795,152.0,12.28044872,5.0,3.25,4.5,4.0,6.885,95.0,1,80
Y1050260,1.5,902.25,939.25,1.25,62.875,64.25,1.5,61.0,65.0,0.0,0.0,0.0,9.5,7.0,2.5,0.666666667,8.307977763,5.75,6.5,0.765625,9.0,0.953125,1.0,0.078125,2.0,0.171875,16.75,2.380208333,22.75,3.291666667,7.25,0.770833333,0.25,24.75,3.463541667,24.25,3.166666667,49.0,6.630208333,36.5,4.822916667,1.0,0.078125,58.5,7.630208333,145.0,19.16145833,0.0,0.0,0.0,0.0,0.0,64.0,0,50
