username,forum_num_days,qz_mean,video_stop_backward_seek_avg,watched_time_hour,watched_time_weekday,video_avg_count,hw_mean,final_score
Y1050274,-0.18411492358,1.39138636212,-0.628757275936,0.669930058774,2.43572333184,0.230711436662,2.25958337022,80.0
Y1050275,-0.18411492358,-0.122807810366,-0.628757275936,-0.0637415679354,0.231830280039,-0.254765038242,0.117358468538,20.0
Y1050276,-0.18411492358,-0.122807810366,-0.628757275936,-0.899388442034,2.43572333184,0.179145282592,1.75955643415,40.0
Y1050277,-0.18411492358,-0.361891100758,-0.628757275936,0.00972297164019,0.0481725257224,-0.0564659256456,-0.687837886,10.0
Y1050278,-0.18411492358,0.674136490943,-0.628757275936,1.48799004922,2.43572333184,-0.541732781825,1.7496927786,54.0
Y1050279,5.4313902456,1.0726086416,-0.171898304982,0.66171586889,0.415488034356,0.891848225066,2.54804496447,70.0
Y1050280,-0.18411492358,-0.680668821281,-0.628757275936,-0.100518171746,0.966461297306,-0.551165614887,-0.546928523888,10.0
Y1050281,-0.18411492358,-0.840057681543,-0.628757275936,-0.740076841779,-1.23743175449,-0.574223651262,-0.687837886,10.0
Y1050282,-0.18411492358,-0.361891100758,-0.628757275936,-0.594301078079,-0.135485228594,-0.380326527239,-0.687837886,10.0
Y1050283,-0.18411492358,0.195969910158,0.559076047357,-0.509680420064,0.415488034356,-0.48618387602,-0.567058432956,20.0
Y1050284,-0.18411492358,0.116275480027,-0.628757275936,0.17739428105,0.599145788673,-0.324777621433,-0.687837886,30.0
Y1050285,-0.18411492358,-1.31822426233,-0.628757275936,-1.39236001991,-1.42108950881,-0.825765866238,-0.687837886,0.0
Y1050286,-0.18411492358,1.55077522238,0.858945733899,-0.581288451971,0.599145788673,0.848037955936,0.754872682553,72.0
Y1050287,-0.18411492358,1.78985851277,1.62290479223,-0.0368856973706,0.782803542989,0.369059654898,-0.687837886,50.0
Y1050288,-0.18411492358,-1.31822426233,-0.628757275936,-1.39236001991,-1.42108950881,-0.825765866238,-0.687837886,0.0
Y1050289,5.4313902456,1.8695529429,0.901028067188,-0.529684859245,-0.319142982911,2.51167528042,-0.325499526526,60.0
Y1050290,-0.18411492358,-1.31822426233,-0.628757275936,-1.39236001991,-1.42108950881,-0.825765866238,-0.687837886,0.0
Y1050291,-0.18411492358,1.39138636212,-0.628757275936,-0.626222766191,0.231830280039,0.312462656529,-0.687837886,40.0
Y1050292,-0.18411492358,0.674136490943,-0.628757275936,1.08444470618,-0.135485228594,-0.0941972576845,0.996431588983,50.0
Y1050293,-0.18411492358,1.94924737304,0.284960665972,2.17638453592,0.599145788673,0.615885453344,2.18228452049,80.0
Y1050294,-0.18411492358,0.674136490943,2.79768500325,0.482929079671,0.599145788673,-0.195442999231,-0.687837886,40.0
Y1050295,-0.18411492358,0.913219781335,-0.628757275936,1.70384956411,0.966461297306,-0.307484094129,-0.526798615161,30.0
Y1050296,-0.18411492358,-0.361891100758,-0.628757275936,-0.0831856610385,0.231830280039,-0.160227089135,-0.0839406200963,20.0
Y1050297,-0.18411492358,-1.15883540207,-0.628757275936,-0.647654373917,-0.870116245861,-0.819477310863,-0.687837886,10.0
Y1050298,-0.18411492358,-0.361891100758,-0.628757275936,0.0691806641766,1.15011905162,-0.48618387602,-0.687837886,10.0
Y1050299,-0.18411492358,-0.999446541805,-0.628757275936,-0.787671465827,-0.686458491544,-0.284950104039,-0.687837886,10.0
Y1050300,-0.18411492358,-0.361891100758,-0.628757275936,-0.143099909374,0.966461297306,-0.401288378466,-0.687837886,10.0
Y1050301,-0.18411492358,-1.31822426233,-0.628757275936,0.0182227879985,-0.135485228594,-0.335258547034,-0.0839406200963,10.0
