username,forum_num_days,stop_video_avg,qz_mean,video_pause_backward_seek_avg,seek_video_avg,num_incomplete,watched_time_hour,watched_time_weekday,final_score
Y1050274,1.10463525393,-1.698196969,-0.461740318549,2.14603481661,0.891399357738,-1.15559370513,-0.510492558102,1.04385781223,80.0
Y1050275,2.08767894158,-0.53833124014,-0.976810552457,0.612432032704,0.601000604754,-0.404908275479,-0.481030393455,0.336721370347,20.0
Y1050276,-0.887072978874,-0.261319203379,-0.953347531916,0.515108292274,0.211109041436,-0.557186005691,1.05919882008,0.793232974244,40.0
Y1050277,-0.347072155986,0.247069410249,0.578388073197,-0.0504451841149,1.26959840626,0.114754816013,-0.284792132722,0.170617245615,10.0
Y1050278,1.27925715107,-2.11492389878,1.84975392664,1.79440721018,-0.0123616246204,0.771204911091,0.912095590913,0.515761331715,54.0
Y1050279,1.84771715625,0.885504043626,-0.346501991433,-1.62587446583,1.16333589738,-0.564027956171,0.408506842773,0.623436282666,70.0
Y1050280,0.319312515019,-1.15062997634,3.71111823894,-0.15164778595,-0.570919488865,1.8842474754,2.18907180889,-0.593483777375,10.0
Y1050281,-0.51274913448,0.251354166011,0.475456519954,-0.528830737793,-0.157875049983,0.474824070788,-0.277235963074,-0.9388184309,10.0
Y1050282,0.835160907335,-0.636302045106,1.14505230678,-0.213906682188,-0.411136646046,0.239614923209,0.396533748146,-0.818667663034,10.0
Y1050283,-1.11267787885,0.230435852246,-0.931499388278,-0.160543731593,-0.58131367295,0.332710246303,0.591545143822,0.128602679238,20.0
Y1050284,0.176125533554,-0.504194239697,-0.824067511439,-0.0633619096168,-0.889666753298,-0.446234800966,0.455896544627,0.83509206219,30.0
Y1050285,-3.20734297937,0.534472728032,0.0547288598875,-0.049658002142,0.11676018295,0.29990916244,0.0121753397077,-0.0997208366796,0.0
Y1050286,1.37360928289,-0.120985340218,0.659462693008,-0.935478863958,0.652454844521,-1.31949819389,0.0878110434225,-0.438895694484,72.0
Y1050287,1.43772032033,-0.991260146115,1.0985994769,-0.387553542884,-0.800678421302,-0.541874663993,0.668869377229,-0.970666063326,50.0
Y1050288,-3.20734297937,0.534472728032,0.0547288598875,-0.049658002142,0.11676018295,0.29990916244,0.0121753397077,-0.0997208366796,0.0
Y1050289,4.3356438229,6.98750639783,2.60682175061,-0.0429537347802,-0.143348012987,-1.04728251274,1.46968307088,0.192764266347,60.0
Y1050290,-3.20734297937,0.534472728032,0.0547288598875,-0.049658002142,0.11676018295,0.29990916244,0.0121753397077,-0.0997208366796,0.0
Y1050291,-0.432607335102,-0.934065967716,0.318441335773,0.0672456993632,-0.39102665848,-1.66994938714,0.502442921742,0.116585800251,40.0
Y1050292,0.97599369489,0.128673616753,-1.37706293085,-0.64075088931,-1.04594573172,0.164490436429,-0.31116369883,0.0960497770768,50.0
Y1050293,1.26373341614,-1.48624527384,1.85254832862,-0.437833892958,-1.3539233391,-0.671372346532,-0.427316380079,0.159358915313,80.0
Y1050294,1.62242714365,-1.17838803814,1.53184579784,0.583631954216,0.580363849051,0.0239856535739,0.183836840414,0.228008961157,40.0
Y1050295,0.568766153671,0.124415055822,-1.50283881315,-0.2718305421,-0.68254706015,0.349519418495,1.02562382542,0.187312136528,30.0
Y1050296,-2.61677920781,0.0464113337923,0.108521836889,-0.249013604757,-0.255345213049,-0.887979298686,0.100070662663,-0.0149836885672,20.0
Y1050297,-2.0015749029,-0.0147079307213,-0.0909006534253,0.55228927265,0.0449006592002,0.574190109866,-0.726832673421,0.611455997686,10.0
Y1050298,1.24226585585,-1.06375549033,-0.0527027059067,1.63102081951,1.22324445689,-0.206578853835,0.311002471518,-0.00634541085764,10.0
Y1050299,-0.982414950845,0.284328180926,-0.490995599698,0.375289887187,0.644000472185,0.267097522081,-0.530534443407,-0.336160768713,10.0
Y1050300,1.77687704611,-0.534120900679,0.647231509625,0.55695949809,1.00794296059,-0.0348157589269,0.0385533345206,-1.90789556285,10.0
Y1050301,0.419204686317,0.246782238055,-0.0269968068396,0.828673021269,1.27838792201,1.57958404055,-1.47574095789,-0.329631292884,10.0
Y1050302,-0.022128981616,0.416019251641,-0.992843868284,0.149002143468,-0.35924901643,2.02983798621,-0.16454854493,0.495550645711,10.0
Y1050303,1.15485748177,-0.200909527688,-0.540210696839,0.201000476695,0.61516027912,-0.77978190966,0.0972685396401,-1.49316932586,20.0
Y1050304,0.115950814939,0.0641637731276,-0.289988958117,-0.326198638512,-0.60698033721,1.0771509793,-0.207198846631,0.962949213423,10.0
Y1050305,1.77061189721,-0.366225268667,-0.614962909064,-0.686199571825,-1.47054609214,0.534067339314,0.0341364516845,0.5481920979,20.0
Y1050306,-0.332189499216,0.461328305611,-1.40810237178,1.01437182131,0.822309413464,1.16776436323,-0.529150087137,-1.30127496787,10.0
Y1050307,-1.02215270041,0.205780111217,-0.476545608925,0.622843502713,0.118635150382,1.3332369857,-0.400796698289,-0.38054711018,10.0
Y1050308,0.699841372078,1.73797006498,-0.828137951726,-1.09371954042,1.77057104933,1.39604059617,-0.0789882496144,0.428716359227,10.0
Y1050309,-3.20734297937,0.534472728032,0.0547288598875,-0.049658002142,0.11676018295,0.29990916244,0.0121753397077,-0.0997208366796,0.0
Y1050310,-0.082550736488,-0.214011644905,0.488163586571,-0.463940451193,-0.58298962821,0.154945974989,0.145227759999,-0.315796316702,10.0
Y1050311,1.73241201422,1.59786142902,-3.53245747074,-1.58534783108,-0.773734694875,0.996974079383,2.62720466835,-0.696183023864,20.0
Y1050312,-0.00375155117776,-0.386752163228,-1.47635870517,0.92695529307,0.0483537078762,-0.210119291848,0.415841833976,0.0335212226244,10.0
Y1050313,-0.186038584487,-0.543182682562,-0.781272261673,1.35606572854,0.619017107481,-0.0638144332568,-0.422194035259,-0.0756855319423,30.0
Y1050314,1.32584963845,0.104351386564,-0.430855814923,-0.337027847685,-0.535904258385,1.34149452591,0.272413639221,-0.41696748157,30.0
Y1050315,2.14870436118,0.670968881118,-1.38515550885,-0.876937969265,0.349562514347,0.0787733008859,-0.46048476665,-0.422714073392,20.0
Y1050316,-0.164392566567,-0.386495586297,1.56320045971,-0.252778937111,-0.520546082188,1.04468908792,-0.726033801452,-0.219956127671,10.0
Y1050317,1.00608670073,0.420237808011,-1.69045285506,-0.74344412649,-0.309712967315,-0.0275307827468,1.0560845893,0.645947389392,55.0
Y1050318,1.67001899557,0.254143875817,1.00918025206,-1.42337329159,0.292152764188,-0.247349362398,0.0486849684497,-1.17180121109,40.0
Y1050319,1.63454072396,-0.87355414546,-0.533024908014,0.763132869225,0.0666155095208,-0.0244617643251,0.312928639437,0.56338306467,76.0
Y1050320,0.770285052708,-0.98843594091,0.215522884634,0.873791675135,-0.133890378015,0.0224556796169,-0.248503984142,-0.403372142619,10.0
Y1050321,-1.25524928393,-0.339262297054,-0.212369567505,-0.166532059111,-0.73785753537,-0.884787722471,-0.696603642067,0.370898569079,20.0
Y1050322,2.42173849741,-0.382807306183,0.572367470628,-1.55388506742,-1.00859200001,-0.48287178297,-0.017342470367,0.365004490414,99.0
Y1050323,1.90538372809,-0.313512124983,0.158770084264,-1.12244122907,-0.506673731976,-1.13272293748,-1.09909911171,-0.143423510262,88.0
Y1050324,2.2738192927,0.246568846301,-1.9144860451,-0.152506038047,0.475775799524,-0.264310902873,0.248916433924,-0.216767233725,30.0
Y1050325,1.75227818228,0.489662589585,-1.23358816853,-0.376912481468,-0.00264665809502,1.20228264836,0.230753084976,-0.320504156593,20.0
Y1050326,1.41223032824,-0.17498529619,0.688499914017,0.122220783278,1.29096526997,0.229691654824,0.468044632075,-0.314784759791,20.0
Y1050327,-3.20734297937,0.534472728032,0.0547288598875,-0.049658002142,0.11676018295,0.29990916244,0.0121753397077,-0.0997208366796,0.0
Y1050328,2.61631211492,1.85658345545,-0.0463634670912,-2.50038627647,2.59429231864,-0.761328235577,-0.711186297387,0.0547704318511,71.0
Y1050329,-0.702054826971,0.409580837215,-1.06882103329,-0.0822754647044,-0.24906254265,0.461811920255,-0.540093230341,-0.223961644401,20.0
Y1050330,0.482735411011,-0.794329497463,0.984425593194,-0.0476342855517,-1.07039952865,0.753177221905,-0.779035562322,0.271099300132,10.0
Y1050331,0.337743387498,-0.551210954205,0.0345655718081,0.392178557382,-0.860591466608,1.0751179263,-0.860141787244,0.12851746086,10.0
Y1050332,1.60340723211,-0.644140104522,1.38670433563,-0.26868320958,-0.308226560868,0.522943993002,-0.942622535692,-0.687447600683,40.0
Y1050333,-0.462552017673,-0.444655197088,-0.417260738197,0.313072052914,-0.487493374926,-0.110014831812,-0.124361714708,0.391573277508,10.0
Y1050334,0.970516814844,-0.0147622991847,-0.0871716992539,-0.713508243599,-0.528546701198,0.408035293269,0.118987153803,0.321493204161,20.0
Y1050335,1.03228803967,0.20847571676,0.0961773873168,-0.931231407849,0.139737632876,0.25656662915,0.535549857307,0.927333738376,10.0
Y1050336,2.28553534057,-0.645835476297,-1.60027706483,0.644469483267,-0.221749273683,-0.302065158883,-0.376671630833,-0.233158973625,50.0
