username,video_stop_avg,forum_num_days,problem_avg_count,video_backward_seek_avg,qz_mean,watched_time_hour,final_score
Y1050274,-0.803713208112,-0.167600380788,0.772197332796,-0.314771922739,1.107170608,0.717529471135,80.0
Y1050275,-0.542696369428,-0.167600380788,-0.680545187069,-0.104772648817,-0.0901438973144,-0.256778629786,20.0
Y1050276,0.409903546973,-0.167600380788,1.681637772,-0.578567249024,-0.356213787118,-0.728460137548,40.0
Y1050277,-0.803713208112,-0.167600380788,-0.922668940439,-0.649846082782,-1.02138851243,-0.0226860857519,10.0
Y1050278,1.16841402111,-0.167600380788,-0.0191339585717,-0.395024252352,0.0428910479865,1.0876279566,54.0
Y1050279,-0.307233625681,-0.167600380788,0.816488263278,-0.192203570934,0.974135663098,0.483925734661,70.0
Y1050280,3.14054124738,-0.167600380788,-0.462043263408,-0.649846082782,-0.755318622223,-0.963917951006,10.0
Y1050281,0.182350405022,-0.167600380788,-0.780937962891,-0.340971136884,-1.02138851243,-0.160178235003,10.0
Y1050282,0.305608357773,-0.167600380788,-0.408894146828,-0.389232847116,-0.223178842216,-0.517362488737,10.0
Y1050283,-0.212075039639,-0.167600380788,-0.656923357537,-0.510852357093,-0.0901438973144,-0.439770195982,20.0
Y1050284,-0.803713208112,-0.167600380788,-0.922668940439,-0.534017978041,0.0428910479865,0.544035861942,30.0
Y1050285,-0.803713208112,-0.167600380788,-0.922668940439,-0.649846082782,-1.02138851243,-1.08905063454,0.0
Y1050286,0.872594936879,-0.167600380788,0.16984067822,-0.155646169299,1.2402055533,-0.840758512764,72.0
Y1050287,1.19550368037,-0.167600380788,-0.0899994473438,0.251322029034,1.63931038841,-0.136790357779,50.0
Y1050288,-0.803713208112,-0.167600380788,-0.922668940439,-0.649846082782,-1.02138851243,-1.08905063454,0.0
Y1050289,-0.330402673334,5.96657355607,0.468066276751,3.41009445717,1.63931038841,-0.84979363819,60.0
Y1050290,-0.803713208112,-0.167600380788,-0.922668940439,-0.649846082782,-1.02138851243,-1.08905063454,0.0
Y1050291,2.60524957396,-0.167600380788,3.93161704057,-0.503130483521,1.5062754431,0.00195366097816,40.0
Y1050292,-0.803713208112,-0.167600380788,0.8117638973,0.948581762641,0.441995883091,1.51725039158,50.0
Y1050293,2.33326939012,-0.167600380788,2.07139796026,-0.259085333779,2.17145016841,2.34098303621,80.0
Y1050294,0.99395661239,-0.167600380788,-0.149054021263,-0.462739144284,0.441995883091,0.291590312243,40.0
Y1050295,0.00306611333874,-0.167600380788,0.908022852826,-0.25673251517,0.841100718196,2.52175686335,30.0
Y1050296,0.00306611333874,-0.167600380788,0.627513626492,-0.283408078651,-0.489248732419,-0.434656885275,20.0
Y1050297,-0.803713208112,-0.167600380788,-0.922668940439,-0.649846082782,-0.755318622223,-1.08905063454,10.0
Y1050298,0.675382213072,-0.167600380788,-0.532908752182,-0.0707055590785,-0.489248732419,0.754638261661,10.0
Y1050299,-0.803713208112,-0.167600380788,-0.922668940439,-0.649846082782,-0.489248732419,-1.08905063454,10.0
Y1050300,0.675382213072,-0.167600380788,0.16688794946,0.160950650406,-0.755318622223,-0.11048087443,10.0
Y1050301,-0.803713208112,-0.167600380788,-0.639206985343,-0.534017978041,-1.02138851243,-0.155003103567,10.0
Y1050302,-0.212075039639,-0.167600380788,-0.710072474117,-0.626680461834,-1.02138851243,-0.538284785548,10.0
Y1050303,0.886681560645,-0.167600380788,-0.187439494411,0.889013023091,-0.489248732419,0.959663815831,20.0
Y1050304,-0.803713208112,-0.167600380788,-0.692356101924,-0.649846082782,-1.02138851243,-0.194207984942,10.0
Y1050305,-0.475025337067,-0.167600380788,0.22003706604,-0.418189873301,0.175925992888,0.327576760931,20.0
Y1050306,-0.803713208112,-0.167600380788,-0.704167016725,-0.186533663819,-0.622283677321,0.771709889641,10.0
Y1050307,-0.381114515923,-0.167600380788,-0.267163169282,-0.583658594293,-1.02138851243,-0.438328473514,10.0
Y1050308,-0.000775695024908,-0.167600380788,-0.381729042802,1.39865668395,-1.02138851243,0.149383490941,10.0
Y1050309,-0.803713208112,-0.167600380788,-0.922668940439,-0.649846082782,-1.02138851243,-1.08905063454,0.0
Y1050310,-0.064165497522,-0.167600380788,-0.621490613149,-0.476103925671,-1.02138851243,-0.868705201129,10.0
Y1050311,0.0292117369909,-0.167600380788,0.776626425667,0.267906400389,0.0428910479865,-0.123789504334,20.0
Y1050312,-0.803713208112,-0.167600380788,-0.922668940439,-0.649846082782,-0.489248732419,-0.844675038274,10.0
Y1050313,-0.803713208112,-0.167600380788,-0.594916054859,0.0103741142403,-0.356213787118,-0.605306095683,30.0
Y1050314,-0.131397108382,-0.167600380788,1.01727381475,-0.534017978041,-0.622283677321,-0.320086046616,30.0
Y1050315,-0.507894123876,-0.167600380788,-0.338028658054,0.970092696411,-0.223178842216,0.541715916417,20.0
Y1050316,0.11191729212,-0.167600380788,1.97395791319,-0.316150828758,-0.489248732419,0.609032863669,10.0
Y1050317,0.193555673989,-0.167600380788,0.724953673554,0.533004562587,0.708065772895,-0.439355994023,55.0
Y1050318,1.92421552904,-0.167600380788,0.22003706604,2.10584454086,1.107170608,0.20080007146,40.0
Y1050319,-0.330402673334,-0.167600380788,1.60191409713,-0.584982344128,1.2402055533,0.435436124016,76.0
Y1050320,0.271992553819,-0.167600380788,0.990699256456,-0.165474008391,-0.489248732419,0.500232319229,10.0
Y1050321,-0.803713208112,-0.167600380788,-0.922668940439,-0.649846082782,1.107170608,-1.08905063454,20.0
Y1050322,0.379563128829,5.96657355607,-0.789796148988,0.600395459912,2.83662489372,1.45024438673,99.0
Y1050323,-0.0852954316874,-0.167600380788,0.22256797648,2.06770187941,2.70358994842,1.93976544061,88.0
Y1050324,-0.803713208112,-0.167600380788,-0.426610519022,3.2756235433,0.708065772895,-0.148796730714,30.0
Y1050325,-0.803713208112,-0.167600380788,1.31845214204,0.716925553161,0.175925992888,1.18946890313,20.0
Y1050326,-0.064165497522,-0.167600380788,1.36274307252,0.64005781088,0.175925992888,0.740440859643,20.0
Y1050327,-0.187423450273,-0.167600380788,0.370626229683,-0.50988712281,-1.02138851243,-0.82867873204,0.0
Y1050328,-0.557197305568,-0.167600380788,3.77216969083,1.29992701377,1.63931038841,-0.0338193797869,71.0
Y1050329,-0.803713208112,-0.167600380788,2.5143072651,0.059702307113,0.841100718196,-0.515994185088,20.0
Y1050330,1.85865855001,-0.167600380788,-0.603774240956,-0.418189873301,-0.622283677321,2.37566413401,10.0
Y1050331,-0.803713208112,-0.167600380788,-0.444326891215,0.506679993243,-0.755318622223,2.09941240321,10.0
Y1050332,1.54939314538,-0.167600380788,1.21510663763,1.33502643932,0.575030827993,2.00215398396,40.0
Y1050333,-0.803713208112,-0.167600380788,-0.261257711943,-0.649846082782,-0.888353567524,-0.719737555554,10.0
Y1050334,-0.310681400065,-0.167600380788,-0.816370707278,-0.534017978041,-0.489248732419,-0.360460939174,20.0
Y1050335,-0.121053782269,-0.167600380788,-0.302595913665,-0.28454206012,-0.489248732419,0.167818737439,10.0
Y1050336,-0.803713208112,-0.167600380788,-0.780937962891,-0.476103925671,1.5062754431,0.0443218065331,50.0
Y1050337,-0.212075039639,-0.167600380788,-0.834087079471,-0.186533663819,-0.489248732419,0.036189479407,10.0
Y1050338,-0.803713208112,-0.167600380788,-0.922668940439,-0.649846082782,-0.489248732419,-1.08905063454,10.0
Y1050339,-0.803713208112,-0.167600380788,-0.922668940439,-0.649846082782,-0.223178842216,-1.08905063454,20.0
Y1050340,-0.064165497522,-0.167600380788,-0.169723122214,0.334692807517,-0.755318622223,1.93627310692,10.0
Y1050341,-0.803713208112,-0.167600380788,-0.0235630516183,-0.36027582093,0.441995883091,-0.127602752888,20.0
Y1050342,-0.803713208112,-0.167600380788,-0.780937962891,-0.649846082782,1.77234533331,-0.121939309657,50.0
Y1050343,-0.803713208112,-0.167600380788,-0.922668940439,-0.649846082782,-1.02138851243,-1.08905063454,0.0
Y1050344,1.06980765773,-0.167600380788,0.14031339117,-0.549361441213,1.107170608,2.14627848287,40.0
Y1050345,-0.803713208112,-0.167600380788,-0.72778884631,-0.649846082782,-0.489248732419,-1.08905063454,10.0
Y1050346,-0.557197305568,-0.167600380788,-0.745505218504,-0.437494557347,-0.356213787118,-0.897529645992,50.0
Y1050347,1.0275477894,-0.167600380788,0.51088084294,-0.219627408064,0.841100718196,0.211081812401,20.0
Y1050348,-0.803713208112,-0.167600380788,-0.922668940439,-0.649846082782,-1.02138851243,-1.08905063454,10.0
