username,video_stop_backward_seek_avg,watched_time_hour,qz_mean,hw_mean,predict_score,real_score
Y1050274,2.21493165246,-1.64690943399,0.857254881851,-0.639945983488,74.9751269259,80.0
Y1050275,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,9.05216895171,20.0
Y1050276,0.810441251423,-0.926078297024,1.10109114928,-1.88953139658,40.4212673115,40.0
Y1050277,0.367130816776,0.0048643905233,-1.7896168641,-0.00487513597898,23.5911976693,10.0
Y1050278,2.30950732395,-1.25137839736,-0.17187503505,-1.16781836043,63.5718296539,54.0
Y1050279,2.96625433627,0.404419120037,0.846594670455,-0.810281856024,66.1136649009,70.0
Y1050280,-0.368977006446,0.0551223379599,-0.944152884463,-0.138608738705,15.9481068007,10.0
Y1050281,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,9.05216895171,10.0
Y1050282,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,9.05216895171,10.0
Y1050283,-0.290699643719,-0.628629979279,0.43399514207,0.998968324801,38.6540490413,20.0
Y1050284,-0.858083536102,-0.231361424237,0.309820855905,0.30220808079,21.1925604587,30.0
Y1050285,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,9.05216895171,0.0
Y1050286,1.60518561982,-0.937405029515,1.34466565343,0.870528320164,72.985415145,72.0
Y1050287,0.656403057066,-0.812918461391,-0.394944632743,1.36911800126,52.3483847231,50.0
Y1050288,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,9.05216895171,0.0
Y1050289,0.954386964884,-0.204954135921,0.863671734375,2.08170081254,62.9287412998,60.0
Y1050290,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,9.05216895171,0.0
Y1050291,-0.0761281992482,-0.55814129885,0.00330960582799,0.896972418556,38.1344260147,40.0
Y1050292,0.98352256399,-0.20824415074,-2.12748845202,0.390302906228,35.5104562304,50.0
Y1050293,3.30433347181,-0.530987831052,-0.540636223984,-0.794648202109,72.2465678809,80.0
Y1050294,1.78822606199,1.74537944922,-0.419865224316,1.21499511688,44.4874032107,40.0
Y1050295,0.518324501948,-0.257170113046,-1.41857531036,0.43939532426,33.2841507128,30.0
Y1050296,0.220597421486,0.0930862951822,-1.790574352,-0.161014580713,19.5455423105,20.0
Y1050297,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,9.05216895171,10.0
Y1050298,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,9.05216895171,10.0
Y1050299,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,9.05216895171,10.0
Y1050300,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,9.05216895171,10.0
Y1050301,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,9.05216895171,10.0
Y1050302,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,9.05216895171,10.0
Y1050303,-0.865444341794,0.116641625203,-0.433705401322,-0.274545140782,9.90180179531,20.0
Y1050304,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,9.05216895171,10.0
Y1050305,-1.08053281273,0.0751717802138,-0.0651455260976,-0.220636157926,9.48071693882,20.0
Y1050306,0.281017293362,0.102644540475,-1.73773960524,-0.534453703803,17.9689878197,10.0
Y1050307,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,9.05216895171,10.0
Y1050308,-0.610443552423,0.854594775473,-0.0350569171558,-0.144194850371,9.98647601539,10.0
Y1050309,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,9.05216895171,0.0
Y1050310,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,9.05216895171,10.0
Y1050311,0.281891440429,-0.180457489369,-1.27808962402,0.296144699367,28.8745570691,20.0
Y1050312,-1.15697312279,0.0604338084611,0.0658369994375,-0.201477439904,9.3310675557,10.0
Y1050313,-0.604081635823,-0.124151887647,-0.251441425397,0.142112961492,19.8104358844,30.0
Y1050314,-1.0503435079,-0.15195577101,0.387217085712,0.157529376925,17.0573848721,30.0
Y1050315,-0.628091368011,0.00516414000619,-0.500153462495,-0.073665268631,15.4408311979,20.0
Y1050316,-1.0503435079,-0.15195577101,0.387217085712,0.157529376925,17.0573848721,10.0
Y1050317,2.98273886414,2.33250683842,1.27149319507,-0.0295249117269,56.7216239185,55.0
Y1050318,1.35248567156,-0.515698958899,-1.23186256012,-0.763476845042,40.2263435613,40.0
Y1050319,3.15125824814,-1.66334270915,-0.396869935599,-0.367603320672,84.0455510576,76.0
Y1050320,-0.312359636655,1.09991774255,-0.317941021993,-0.165924754407,10.4569848468,10.0
Y1050321,-0.9257985512,-0.244417127164,0.425852354044,0.319179922992,21.0599928353,20.0
Y1050322,3.14608597036,-1.95094569851,0.181585411959,0.228861165171,93.8720359735,99.0
Y1050323,4.18177201214,-0.594776108403,-0.839128139805,-0.0769804812895,89.1172692773,88.0
Y1050324,-0.822390310209,-0.224479639553,0.248659554119,0.293262061999,21.2624381088,30.0
Y1050325,-0.297177274119,-0.0649796026281,-0.77733029691,0.0651915816443,20.4112713385,20.0
Y1050326,-0.500461480048,0.0705375777796,-0.807066944799,-0.173157066454,14.3751219278,20.0
Y1050327,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,9.05216895171,0.0
Y1050328,2.53490502132,-1.53116221105,0.495680357732,-1.53316736668,70.3324761714,71.0
Y1050329,-0.365433336066,-0.194613701165,-0.408325302176,0.275165065252,24.0364272229,20.0
Y1050330,-0.460420272143,0.0200206294224,-0.749655431469,-0.0867598297494,16.332903112,10.0
Y1050331,-0.528800058054,0.0650737961458,-0.758508029815,-0.166054389545,14.3196426824,10.0
Y1050332,2.03916791996,1.2547447936,0.018436289178,-0.370877655157,43.6466572583,40.0
