username,video_stop_backward_seek_avg,watched_time_hour,qz_mean,hw_mean,predict_score,real_score
Y1050333,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,9.05216895171,10.0
Y1050334,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,9.05216895171,20.0
Y1050335,-1.02791223655,0.085317220031,-0.155312297498,-0.233824785501,9.58373374707,10.0
Y1050336,0.445095784784,-0.975957061338,0.231784775431,1.62458861579,55.8814242987,50.0
Y1050337,-1.22586559326,0.0471510878247,0.183886099011,-0.18421048462,9.1961947942,10.0
Y1050338,-0.850825029916,0.119460282078,-0.458755985103,-0.278209271314,9.93042244065,10.0
Y1050339,-0.75345433388,0.138233708908,-0.625603289496,-0.302613904257,10.1210478395,20.0
Y1050340,0.583831214776,1.90279115995,-1.08920477698,-0.212836465198,11.8322660099,10.0
Y1050341,-0.769107244644,-0.330680549326,0.409403988004,0.472773426226,25.1255346278,20.0
Y1050342,0.0156012563934,-0.802522203632,0.413233115148,1.30793026547,46.7712685484,50.0
Y1050343,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,9.05216895171,0.0
Y1050344,1.45181674043,0.842870765947,-2.29532002309,0.239202104362,30.8692529733,40.0
Y1050345,-1.17488846442,-0.0594944149937,0.348581817437,-0.00412116889917,13.0547769149,10.0
Y1050346,1.15382025868,0.0638730433747,0.156304859535,0.604277692421,49.1652700289,50.0
Y1050347,-0.173872606726,1.62755532655,0.0524662363369,-0.0593526330654,10.4266153222,20.0
Y1050348,-0.718170699422,0.145036522863,-0.686062745351,-0.311457264558,10.1901236207,10.0
Y1050349,1.008802558,-1.32077754815,1.46195863111,-0.659814813513,57.5217227853,65.0
Y1050350,0.608128589224,2.32935847453,-0.61903447434,-0.0999403346968,11.6259229475,10.0
Y1050351,2.16244313671,-1.22916022014,-0.459530876606,-0.189719538654,66.6450984199,70.0
Y1050352,6.32196122386,6.21838316336,2.43389372128,0.269789981962,78.5372094401,80.0
Y1050353,1.17671429962,-0.667704252677,-0.978756513668,0.199678599965,47.2186331988,50.0
Y1050354,1.1744886323,0.352655536532,-0.400536130052,0.630837918514,44.0907971546,50.0
Y1050355,-0.840460095169,0.00498459948987,-0.224470180682,-0.0879410647129,13.7094969065,10.0
Y1050356,0.371503782466,0.754732557322,-0.0348812712332,0.3210046661,28.4981262133,30.0
Y1050357,-1.13129772966,-0.0918558895854,0.362104161327,0.052456522115,14.4556896993,20.0
Y1050358,2.7772526092,1.14624653935,-0.619111928007,-0.241740602259,52.9152650297,50.0
Y1050359,-1.23716094286,-0.0132637368471,0.329264183242,-0.0849464420537,11.0534729303,20.0
Y1050360,-0.956934790422,-0.221301788091,0.416193536947,0.278767286414,20.059340843,30.0
Y1050361,0.0470811130393,0.036336899286,-1.44284021445,-0.0789518843674,19.9576010171,30.0
Y1050362,1.98698962172,-1.62331226555,0.806342868979,0.00895773298711,75.7768059037,80.0
Y1050363,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,9.05216895171,0.0
Y1050364,1.78931874461,-1.10295194878,1.68677692005,0.312409549788,75.0176525086,72.0
Y1050365,4.06343875379,-1.50222629049,-0.0213292175646,-0.300654209291,98.3461424538,96.0
Y1050366,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,9.05216895171,10.0
Y1050367,1.90742961053,-1.88503844133,1.36626583693,0.697951643923,84.8441012605,90.0
Y1050368,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,9.05216895171,20.0
Y1050369,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,9.05216895171,10.0
Y1050370,0.0569725430624,0.11977585922,-1.63622192471,-0.216437261011,17.3458178368,20.0
Y1050371,-0.107985852502,-0.610873203103,0.158717110357,0.982103517875,39.5755704707,40.0
Y1050372,3.47474610852,0.734360882692,-0.450629544884,-1.50260829075,58.7441682349,50.0
Y1050373,-1.08147974694,-0.128840432075,0.377558268672,0.11711674059,16.0567328858,20.0
Y1050374,-0.600711691989,-0.18173919003,-0.131192715581,0.237701348878,21.6964246853,30.0
Y1050375,0.201501918114,-0.230899107684,-1.06472609759,0.374153044099,29.8448110205,30.0
Y1050376,2.81567562246,-0.833585703925,1.13552027927,0.0952253905567,83.070145034,90.0
Y1050377,0.752870915213,-0.490890111335,-0.837253304168,-0.0618946144102,38.339367849,40.0
Y1050378,4.22584382117,-0.902793074958,-0.595331636008,-0.297425833718,92.2720281766,93.0
Y1050379,0.578272407447,-1.08422531267,0.293436411953,1.81300565821,60.4647481316,60.0
Y1050380,2.60181483071,-1.84478676909,0.834550362239,-0.406324112508,83.938085512,80.0
Y1050381,1.96344718617,-0.864845124401,-1.19239302976,-0.324289703028,55.6101512408,55.0
Y1050382,-1.17488846442,-0.0594944149937,0.348581817437,-0.00412116889917,13.0547769149,20.0
Y1050383,-1.17488846442,-0.0594944149937,0.348581817437,-0.00412116889917,13.0547769149,10.0
Y1050384,0.220436967857,1.21107891861,-0.138966020865,0.323634975845,21.6388560141,30.0
Y1050385,1.41048463037,0.189421518399,-1.82751819899,0.744660638435,42.2428670864,40.0
Y1050386,-0.837504044034,-0.303101774676,0.438387502112,0.422413035677,23.676058295,30.0
Y1050387,-0.137685004375,1.10478550654,-0.2588553126,0.00788582413023,14.5049724407,10.0
Y1050388,-1.0503435079,-0.15195577101,0.387217085712,0.157529376925,17.0573848721,20.0
Y1050389,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,9.05216895171,0.0
Y1050390,-1.17488846442,-0.0594944149937,0.348581817437,-0.00412116889917,13.0547769149,10.0
Y1050391,-0.775036270764,0.660467419358,0.443316923569,0.0769732505795,13.4506674129,10.0
Y1050392,-1.0503435079,-0.15195577101,0.387217085712,0.157529376925,17.0573848721,20.0
Y1050393,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,9.05216895171,0.0
Y1050394,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,9.05216895171,20.0
Y1050395,-1.17488846442,-0.0594944149937,0.348581817437,-0.00412116889917,13.0547769149,10.0
Y1050396,0.580495757345,2.68970833113,0.265280960592,0.235835418042,15.0404244088,20.0
Y1050397,-1.17488846442,-0.0594944149937,0.348581817437,-0.00412116889917,13.0547769149,20.0
Y1050398,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,9.05216895171,0.0
Y1050399,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,9.05216895171,0.0
Y1050400,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,9.05216895171,20.0
Y1050401,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,9.05216895171,10.0
Y1050402,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,9.05216895171,0.0
Y1050403,-1.17488846442,-0.0594944149937,0.348581817437,-0.00412116889917,13.0547769149,20.0
Y1050404,-0.993793028,0.0918955284067,-0.213776478272,-0.242376298379,9.65052989832,10.0
Y1050405,-1.17488846442,-0.0594944149937,0.348581817437,-0.00412116889917,13.0547769149,10.0
Y1050406,-1.17488846442,-0.0594944149937,0.348581817437,-0.00412116889917,13.0547769149,10.0
Y1050407,-0.551456609109,0.0607055301195,-0.719685420711,-0.160375834962,14.2752873039,10.0
Y1050408,-1.17488846442,-0.0594944149937,0.348581817437,-0.00412116889917,13.0547769149,10.0
Y1050409,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,9.05216895171,10.0
Y1050410,-1.17488846442,-0.0594944149937,0.348581817437,-0.00412116889917,13.0547769149,20.0
Y1050411,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,9.05216895171,10.0
Y1050412,0.56423122163,1.27876423151,0.802951472826,0.59173488276,32.9352862244,30.0
Y1050413,1.3575107851,1.11329378607,1.56765856413,0.0228588414723,46.0068737807,60.0
Y1050414,3.02355681252,0.227279160774,-0.161954742144,-1.19429513041,60.4739875926,53.0
Y1050415,-0.589980131736,-0.063196025937,-0.401627931131,0.0421455944026,17.9586514316,30.0
Y1050416,4.34142880444,2.75738177025,1.36839826523,0.230595624224,75.0364219281,63.0
Y1050417,1.72281045665,-1.24881680366,0.0769831061748,-0.00646008663458,64.5645065404,62.0
Y1050418,0.09317559327,-0.0720966641882,-1.06549095901,-0.378580845758,21.4841909101,20.0
Y1050419,-0.335158240953,0.154821983685,-1.20373936668,-0.301377778029,13.0072885803,10.0
Y1050420,1.48091533151,-1.69793851833,1.69142804355,-0.0631807971026,73.2612954218,75.0
Y1050421,1.18178349159,-0.61949354152,1.30164794636,-1.20092981219,49.0117565977,60.0
Y1050422,0.379049899962,-0.516970926189,-0.675831740064,0.860034669109,40.5290543048,40.0
Y1050423,-0.951811164919,-0.115487262406,0.180572308277,0.103903687725,16.6864670503,10.0
Y1050424,0.622331725973,1.24514305271,-0.427953238167,0.470232073184,26.6937759042,30.0
Y1050425,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,9.05216895171,10.0
Y1050426,0.054452155922,-0.404843440258,-0.497694380224,0.652091599783,34.2554059079,40.0
Y1050427,3.6768381085,-0.673140611261,0.435394750696,0.426214475982,92.8017125371,96.0
Y1050428,-0.399956622731,1.00997543875,-0.256465394243,-0.164573394428,10.3294609478,20.0
Y1050429,-0.566961958605,1.55176625976,0.726035404644,0.0391698355696,9.65705304576,10.0
Y1050430,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,9.05216895171,0.0
Y1050431,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,9.05216895171,0.0
Y1050432,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,9.05216895171,0.0
Y1050433,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,9.05216895171,0.0
Y1050434,-0.350967433373,0.215834657493,-1.31527540993,-0.403491739898,10.9090079659,20.0
Y1050435,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,9.05216895171,10.0
Y1050436,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,9.05216895171,10.0
Y1050437,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,9.05216895171,0.0
Y1050438,-0.962035192129,0.0980185554803,-0.268194383496,-0.250335965497,9.71270312268,10.0
Y1050439,-0.995607249057,0.091545739942,-0.210667761736,-0.241921588689,9.64697814583,10.0
Y1050440,-0.291302933923,0.83002775122,-0.686362837843,-0.24846592331,10.6630852531,10.0
Y1050441,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,9.05216895171,0.0
Y1050442,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,9.05216895171,10.0
Y1050443,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,9.05216895171,0.0
Y1050444,-0.91508219339,0.107071265609,-0.348649608647,-0.262104092319,9.80462435235,10.0
Y1050445,-0.836246113537,-0.0524399693151,-0.105667752316,0.00743577614534,15.5971381043,20.0
Y1050446,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,9.05216895171,0.0
Y1050447,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,9.05216895171,10.0
Y1050448,0.188493788553,0.770607905657,-1.29946980408,-0.185853191724,15.3825168056,20.0
Y1050449,0.278569813039,0.616664461159,-0.284929883231,0.53326039684,28.5723538791,20.0
Y1050450,-0.549073833162,0.0611649380494,-0.723768371332,-0.160973045157,14.2799521326,10.0
Y1050451,-1.29943342112,0.0329669411608,0.309946549104,-0.165771714966,9.05216895171,0.0
Y1050452,0.724527042034,-0.607601675719,-0.927553469323,1.0338146976,46.2797614867,40.0
Y1050453,-0.615289361471,-0.0680757381285,-0.358259885822,0.0484890066084,17.9091028281,20.0
Y1050454,3.22638988325,-2.10977633809,0.674260249269,-0.105555243435,96.7173968716,90.0
Y9999984,3.07730156248,0.500162965735,-1.06442764667,0.462946398501,65.7663191328,66.0
Y9999985,0.808218870528,-1.01077227234,-0.163594631866,1.70715621387,59.9752252191,59.0
