number_of_comp,pMAPC,pMSE,r2,r2_adj
1.0,0.685755868017,133.049994002,0.78412387566,0.78293118989
2.0,0.691222764033,133.522108344,0.784140674747,0.781742237799
3.0,0.742654950999,86.3131911566,0.879510236666,0.877490855158
4.0,0.760341116118,70.0429726931,0.899547926033,0.897290576057
