evaluation_num,kfold_split_num,username,forum_num_days,qz_mean,video_stop_backward_seek_avg,watched_time_hour,watched_time_weekday,video_avg_count,hw_mean,label_val_predict,label_val_test
1,1,Y1050277,-0.18411492358,-0.361891100758,-0.628757275936,0.00972297164019,0.0481725257224,-0.0564659256456,-0.687837886,13.8716998569,10.0
1,1,Y1050293,-0.18411492358,1.94924737304,0.284960665972,2.17638453592,0.599145788673,0.615885453344,2.18228452049,81.8740137818,80.0
1,1,Y1050295,-0.18411492358,0.913219781335,-0.628757275936,1.70384956411,0.966461297306,-0.307484094129,-0.526798615161,36.4376579179,30.0
1,1,Y1050299,-0.18411492358,-0.999446541805,-0.628757275936,-0.787671465827,-0.686458491544,-0.284950104039,-0.687837886,3.83741811733,10.0
1,1,Y1050310,-0.18411492358,-0.52127996102,-0.628757275936,-0.668851324618,-1.05377400018,-0.693706203375,-0.687837886,12.7890341649,10.0
1,1,Y1050312,-0.18411492358,-0.52127996102,-0.628757275936,-0.65430947575,0.0481725257224,-0.580512206636,-0.687837886,12.890731411,10.0
1,1,Y1050317,-0.18411492358,0.992914211466,1.70341546969,-0.0402121254243,0.231830280039,0.702877136002,1.31166596165,58.8298449969,55.0
1,1,Y1050323,-0.18411492358,2.50710838395,0.2479768459,2.13777226539,-0.502800737228,0.0294776646808,2.34674587583,94.3496333935,88.0
1,1,Y1050331,-0.18411492358,-0.60097439115,-0.628757275936,1.55867735265,0.415488034356,0.155248772169,-0.526798615161,8.52360523405,10.0
1,1,Y1050334,-0.18411492358,-0.441585530889,-0.257559362407,-0.311629101774,-0.870116245861,-0.551165614868,-0.124200437549,19.5304821023,20.0
1,1,Y1050351,-0.18411492358,1.39138636212,-0.628757275936,2.16969325064,0.782803542989,0.265717728267,1.32515300069,63.17639906,70.0
1,1,Y1050383,-0.18411492358,-0.680668821281,-0.628757275936,-0.996452627437,-0.502800737228,-0.80061164474,-0.687837886,10.7664248451,10.0
1,1,Y1050407,5.4313902456,-0.60097439115,-0.133826726544,1.1090697933,1.33377680594,-0.102581998182,-0.300337140361,15.7895154365,10.0
1,1,Y1050409,-0.18411492358,-0.840057681543,-0.628757275936,-1.39236001991,-1.42108950881,-0.825765866238,-0.687837886,8.3311381628,10.0
1,1,Y1050419,-0.18411492358,-0.760363251412,-0.628757275936,-0.821226544444,-0.870116245861,-0.483039598333,-0.687837886,8.45580696725,10.0
1,1,Y1050422,-0.18411492358,0.913219781335,-0.358795159705,-0.0457474497889,1.33377680594,0.504263595448,-0.687837886,36.4545027096,40.0
1,1,Y1050429,-0.18411492358,-1.15883540207,0.219695098693,-0.54801207651,0.0481725257224,-0.168611829613,-0.687837886,0.659172010748,10.0
1,1,Y1050441,-0.18411492358,-1.31822426233,-0.628757275936,-1.39236001991,-1.42108950881,-0.825765866238,-0.687837886,0.0,0.0
1,1,Y1050451,-0.18411492358,-1.31822426233,-0.628757275936,-1.39236001991,-1.42108950881,-0.825765866238,-0.687837886,0.0,0.0
1,2,Y1050278,-0.18411492358,0.674136490943,-0.628757275936,1.48799004922,2.43572333184,-0.541732781825,1.7496927786,58.0311178076,54.0
1,2,Y1050290,-0.18411492358,-1.31822426233,-0.628757275936,-1.39236001991,-1.42108950881,-0.825765866238,-0.687837886,0.0,0.0
1,2,Y1050291,-0.18411492358,1.39138636212,-0.628757275936,-0.626222766191,0.231830280039,0.312462656529,-0.687837886,45.5713488174,40.0
1,2,Y1050292,-0.18411492358,0.674136490943,-0.628757275936,1.08444470618,-0.135485228594,-0.0941972576845,0.996431588983,48.5483927701,50.0
1,2,Y1050303,-0.18411492358,-0.202502240496,1.40752842199,0.491744142899,0.231830280039,0.478061281178,0.0704557810583,23.5460740131,20.0
1,2,Y1050328,-0.18411492358,1.15230307173,-0.339041830072,0.384249972552,-0.319142982911,5.19049506045,2.73424662147,68.4705633416,71.0
1,2,Y1050367,-0.18411492358,2.02894180317,0.113638551122,0.535667757653,0.231830280039,0.647537848707,2.20925859823,85.5150147174,90.0
1,2,Y1050370,-0.18411492358,0.0365810498961,-0.628757275936,0.249421147138,0.599145788673,0.185643456457,-0.687837886,20.5478645292,20.0
1,2,Y1050379,-0.18411492358,1.78985851277,-0.628757275936,-0.14101642998,0.415488034356,-0.535444226451,-0.687837886,53.2803806749,60.0
1,2,Y1050395,-0.18411492358,-1.15883540207,0.361103828788,-0.744378807311,-1.05377400018,-0.567935095887,-0.687837886,1.25955321401,10.0
1,2,Y1050399,-0.18411492358,-1.31822426233,-0.628757275936,-1.39236001991,-1.42108950881,-0.825765866238,-0.687837886,0.0,0.0
1,2,Y1050400,-0.18411492358,-0.202502240496,0.85603437818,0.645158399033,-0.870116245861,-0.321109297442,-0.169492732783,21.3288517438,20.0
