username,active_num_days,seek_video_sum,video_forward_seek_sum,video_backward_seek_sum,video_pause_sum,Problem_num_day,exam_mean,hw_mean,final_score
Y1050274,1.97899547696,-1.91959581074,0.32108872826,0.0938935409945,0.845151993064,-0.147389734718,-0.0161759822325,-0.645225547096,80.0
Y1050275,-0.0697306678603,0.273826932673,-0.324225194217,0.265460572535,0.128295921595,-0.291692465755,0.304950575481,-0.392583500928,20.0
Y1050276,0.95494123852,-2.1553236899,0.557250630697,1.29849395526,0.0558940658657,0.151670597105,-0.101433303837,0.0608795232231,40.0
Y1050277,-1.0090819425,0.645439224573,-0.580906921377,0.274315424004,0.45224926441,0.15766261999,0.17175927279,0.0425683021095,10.0
Y1050278,1.40249791425,-2.73283344811,0.599924373809,0.446528220459,-0.352357108727,-0.390025235469,-0.271615326918,0.26568986308,54.0
Y1050279,4.00732253741,-2.13112683006,-0.402863329953,1.32191786154,0.379530954547,1.06177937684,0.160759115606,0.169230062893,70.0
Y1050280,-1.28496381174,-0.525661577922,-0.0121203762065,0.0375700434679,-0.609513351556,0.289258787052,-0.212860781285,0.313723805486,10.0
Y1050281,-2.13101199725,0.0926406975222,0.0159147538212,0.253397915509,0.174457749282,-0.0272667800752,-0.023274730051,-0.0218706653962,10.0
Y1050282,-1.61595269483,0.0744945398045,-0.110046364199,-0.227258144936,0.0998550188777,0.00858078138159,-0.0434833644143,-0.00315086946437,10.0
Y1050283,-0.979911413114,-0.25346274281,-0.208917208368,-0.566834174573,-0.0264426423887,-0.179165606357,-0.169900031343,0.171614550266,20.0
Y1050284,-1.09458739389,-0.227969219693,-0.506901798192,-0.825654831598,-0.260551596148,0.329022572267,-0.255918742829,-0.00927145269159,30.0
Y1050285,-2.51968194218,0.139172515197,0.209905951628,0.60656781306,0.0683040216711,-0.0199824002222,-0.0385094973531,-0.0606517930253,0.0
Y1050286,2.31824235874,-1.01443176915,-0.751249466137,-0.200969819048,0.697212940401,0.861319830562,0.0563768437246,0.526976043252,72.0
Y1050287,0.821523330852,0.559656591255,-1.16627959561,-1.57937180603,0.474921099596,-0.592970643684,0.530390580277,0.041563509513,50.0
Y1050288,-2.51968194218,0.139172515197,0.209905951628,0.60656781306,0.0683040216711,-0.0199824002222,-0.0385094973531,-0.0606517930253,0.0
Y1050289,5.52025587756,4.79368355144,-2.90048746341,0.490812913887,0.0675488218723,-1.95404760609,-1.37843387582,-0.205502361292,60.0
Y1050290,-2.51968194218,0.139172515197,0.209905951628,0.60656781306,0.0683040216711,-0.0199824002222,-0.0385094973531,-0.0606517930253,0.0
Y1050291,-0.73977854879,-0.230674120571,-0.719095023361,-1.28154101284,1.00887373393,-0.242734665998,-0.012627762254,0.216768124676,40.0
Y1050292,2.11352087389,-0.808936346813,1.18375376932,-0.346059749718,-0.59850887373,-0.0909115472799,-0.342448983442,0.375638492184,50.0
Y1050293,1.87700179498,-2.02623741072,-0.175236010918,-0.308672219838,1.25932701711,-0.0336368646034,-0.249979890795,-0.73305011746,80.0
Y1050294,-0.163074729792,0.396707752157,-0.435978838811,-1.09927301697,0.0637494757548,0.112007681581,-0.0603115347186,0.0680018555622,40.0
Y1050295,0.168250867215,-0.0625143617999,-0.349200539857,-1.31069259403,-0.114631187588,-0.0660391024957,0.481974520843,0.110912323633,30.0
Y1050296,-0.435854115058,0.136143406005,0.095951890012,-0.0645579974107,-0.324312520949,-0.108971063296,0.180076471424,-0.288509784366,20.0
Y1050297,-2.33071710257,0.0483361638976,0.120681625161,0.368742984034,-0.0978445988482,0.061743003589,-0.116360151019,-0.0703192443773,10.0
Y1050298,-1.7705124486,0.0608118444718,-0.101818440445,-0.130261437209,0.244325069266,-0.118453984534,-0.0912591059616,0.0156543324893,10.0
Y1050299,-2.05817471364,0.305060594482,0.182696739924,0.337504236413,0.0669945766587,-0.0765810905196,-0.0332637798019,-0.0413874695091,10.0
Y1050300,-1.4522590392,0.18011918481,0.0875220163362,-0.402066532644,-0.110178107188,-0.0201120641979,-0.0891409255087,-0.0252616961829,10.0
Y1050301,-1.40131854256,0.234016523487,0.854880583777,0.612447170247,-0.212576852195,0.170124524885,-0.0245416477342,-0.234401909635,10.0
Y1050302,-1.06420360551,-0.366039513568,0.397215436303,0.940639147735,-0.489093263544,0.138276628557,-0.0098115906069,-0.352434505507,10.0
Y1050303,0.493365590096,1.06412583353,0.7194373129,-0.0827130317896,-0.0869370576594,-0.140948625474,-0.197068602807,-0.243311954489,20.0
Y1050304,-1.83825390031,0.277244347314,0.0812274499613,0.187387560446,0.0742751097334,0.142665077378,-0.07866018056,-0.00638737467274,10.0
Y1050305,-0.238540731163,-0.474652670395,-0.0607982725741,-0.561757190527,-0.206239008924,0.208013235381,-0.099875681248,-0.382451188041,20.0
Y1050306,-0.0273970436079,-1.4044998848,0.579991457071,0.946465219073,-1.30488076287,0.174413653678,-0.0758845155821,0.466640082972,10.0
Y1050307,-1.88860406224,-0.194208175428,0.447157499645,0.771579271556,-0.103562325176,0.0651047201365,-0.00733452935178,-0.239316629375,10.0
Y1050308,1.81707600754,2.03700059853,-0.336117886715,0.935663726219,-1.22102548981,1.43945366968,-0.649239719149,-0.287295917752,10.0
Y1050309,-2.51968194218,0.139172515197,0.209905951628,0.60656781306,0.0683040216711,-0.0199824002222,-0.0385094973531,-0.0606517930253,0.0
Y1050310,-1.92605693541,-0.00931268137263,-0.0925120239826,-0.049490595079,0.138980168174,-0.0988546521526,-0.0639711419009,-0.0180497229495,10.0
Y1050311,2.82617841938,2.2965488084,0.140538737423,-1.00611158094,-1.11355996133,0.873614452508,1.54428381852,-0.0175599197068,20.0
Y1050312,-1.88845180076,0.0704819073054,-0.00314807853204,-0.0453378741307,0.221700193716,-0.12738089043,0.141547403569,-0.0217705646495,10.0
Y1050313,-0.374190290684,-0.38111278161,0.107694475679,0.380991894187,-0.0930501211902,-0.288875181184,0.231857630229,0.214653569015,30.0
