username,watched_time_weekday,forum_num_days,qz_mean,final_score
Y1050274,2.397711288589754,-0.2062842492517587,1.2046200027803253,80
Y1050275,-0.2516245151248263,-0.2062842492517587,-0.5836683230831987,20
Y1050276,3.212891534945955,-0.2062842492517587,-0.5193414047533875,40
Y1050278,2.1939162263893186,-0.2062842492517587,0.31690853160435206,54
Y1050279,0.3597606702537099,4.847679857416329,0.7671969591411084,70
Y1050280,1.1749409178326815,-0.2062842492517587,-0.9889279077504909,10
Y1050283,-0.04782945292439094,-0.2062842492517587,-0.217004889336601,20
Y1050286,0.5635557324541453,-0.2062842492517587,1.3783026819234505,72
Y1050292,-0.2516245151248263,-0.2062842492517587,0.36193737447381635,50
Y1050293,0.3597606702537099,-0.2062842492517587,1.5391199775549982,80
Y1050295,0.5635557324541453,-0.2062842492517587,0.2525816136605025,30
Y1050296,-0.04782945292439094,-0.2062842492517587,-0.7766490776866712,20
Y1050301,-0.6592146383029269,-0.2062842492517587,-1.5485720961005611,10
Y1050302,-1.2705998236814633,-0.2062842492517587,-1.5485720961005611,10
Y1050303,-0.2516245151248263,-0.2062842492517587,-0.64799524141301,20
Y1050305,-1.2705998236814633,-0.2062842492517587,-0.326360650149915,20
Y1050306,-0.2516245151248263,-0.2062842492517587,-1.3555913414970886,10
Y1050307,-1.2705998236814633,-0.2062842492517587,-1.5485720961005611,10
Y1050308,-0.6592146383029269,-0.2062842492517587,-1.5485720961005611,10
Y1050311,0.3597606702537099,-0.2062842492517587,-0.3327933420986846,20
Y1050313,0.3597606702537099,-0.2062842492517587,-0.5193414047533875,30
Y1050314,-1.2705998236814633,-0.2062842492517587,-0.7766490776866712,30
Y1050315,-0.45541957732526195,-0.2062842492517587,-0.602966398543546,20
Y1050316,-1.4743948858818987,-0.2062842492517587,-0.9053029139603324,10
Y1050317,-0.04782945292439094,-0.2062842492517587,0.5549181290772888,55
Y1050318,-0.45541957732526195,-0.2062842492517587,0.23328353820015502,40
Y1050319,1.1749409178326815,-0.2062842492517587,1.4876584431227262,76
Y1050322,0.1559656080532745,4.847679857416329,2.3625045292432754,99
Y1050323,-0.8630097005033626,-0.2062842492517587,2.0215718640636795,88
Y1050324,1.378735978810347,-0.2062842492517587,-0.06905297760259266,30
Y1050325,0.3597606702537099,-0.2062842492517587,-0.64799524141301,20
Y1050328,-0.6592146383029269,-0.2062842492517587,0.7543315756295308,71
Y1050329,0.3597606702537099,-0.2062842492517587,-0.3906875684797263,20
Y1050331,-0.04782945292439094,-0.2062842492517587,-0.9696298322901437,10
Y1050332,0.5635557324541453,-0.2062842492517587,0.05960085905703007,40
Y1050333,-0.45541957732526195,-0.2062842492517587,-0.8409759960164824,10
Y1050334,-1.4743948858818987,-0.2062842492517587,-0.8409759960164824,20
Y1050335,0.1559656080532745,-0.2062842492517587,-0.8409759960164824,10
Y1050336,-0.04782945292439094,-0.2062842492517587,1.1595911602968232,50
Y1050337,-0.2516245151248263,-0.2062842492517587,-0.8409759960164824,10
Y1050339,-1.2705998236814633,-0.2062842492517587,-0.5193414047533875,20
Y1050344,-0.6592146383029269,-0.2062842492517587,0.38123544993416353,40
Y1050346,-1.066804762703798,-0.2062842492517587,0.14322585246122715,50
Y1050349,0.3597606702537099,-0.2062842492517587,0.5484854371285189,65
Y1050350,-0.2516245151248263,-0.2062842492517587,-0.9053029139603324,10
Y1050351,0.7673507934318108,-0.2062842492517587,1.1467257763992835,70
Y1050352,-0.45541957732526195,-0.2062842492517587,1.3783026819234505,80
