username,watched_time_weekday,forum_num_days,qz_mean,final_score
Y1050353,-0.45541957732526195,-0.2062842492517587,0.17538931181911346,50
Y1050354,0.7673507934318108,-0.2062842492517587,0.5549181290772888,50
Y1050356,0.3597606702537099,-0.2062842492517587,-0.326360650149915,30
Y1050357,-0.2516245151248263,-0.2062842492517587,-0.7316202348172071,20
Y1050358,0.3597606702537099,-0.2062842492517587,0.17538931181911346,50
Y1050359,-2.085780071260435,-0.2062842492517587,-0.9696298322901437,20
Y1050360,0.1559656080532745,-0.2062842492517587,-0.42285102745165126,30
Y1050361,0.1559656080532745,-0.2062842492517587,-0.30062988312675964,30
Y1050362,-0.04782945292439094,-0.2062842492517587,1.449062292202032,80
Y1050364,0.3597606702537099,-0.2062842492517587,1.60344689588481,72
Y1050365,1.1749409178326815,-0.2062842492517587,1.8607545684321314,96
Y1050367,-0.2516245151248263,-0.2062842492517587,1.8157257259486295,90
Y1050368,-0.2516245151248263,-0.2062842492517587,-0.64799524141301,20
Y1050371,0.5635557324541453,-0.2062842492517587,0.38123544993416353,40
Y1050372,1.1749409178326815,-0.2062842492517587,0.12392777700087963,50
Y1050376,-1.066804762703798,-0.2062842492517587,1.9122161032503655,90
Y1050377,-0.6592146383029269,-0.2062842492517587,0.49059121074747736,40
Y1050378,-0.6592146383029269,-0.2062842492517587,1.7835622665907427,93
Y1050380,-0.04782945292439094,-0.2062842492517587,1.0759661665066642,80
Y1050381,-0.8630097005033626,-0.2062842492517587,0.6835719653509498,55
Y1050385,2.805301411767855,-0.2062842492517587,1.088831550018242,40
Y1050386,0.3597606702537099,-0.2062842492517587,-0.11408182008609538,30
Y1050387,0.1559656080532745,-0.2062842492517587,-1.4199182598268998,10
Y1050390,-0.8630097005033626,-0.2062842492517587,-1.162610586893616,10
Y1050396,-1.2705998236814633,-0.2062842492517587,-0.5193414047533875,20
Y1050400,-1.4743948858818987,-0.2062842492517587,-0.64799524141301,20
Y1050401,-1.2705998236814633,-0.2062842492517587,-1.0339567506199552,10
Y1050403,-1.066804762703798,-0.2062842492517587,-0.7766490776866712,20
Y1050406,-1.8819850090599997,-0.2062842492517587,-1.162610586893616,10
Y1050407,0.9711458556322461,4.847679857416329,-0.9696298322901437,10
Y1050411,-1.8819850090599997,-0.2062842492517587,-1.0339567506199552,10
Y1050412,0.7673507934318108,-0.2062842492517587,0.12392777700087963,30
Y1050413,-0.6592146383029269,-0.2062842492517587,0.38123544993416353,60
Y1050414,0.1559656080532745,4.847679857416329,0.12392777700087963,53
Y1050415,-0.04782945292439094,-0.2062842492517587,-0.19770681387625383,30
Y1050416,-0.2516245151248263,-0.2062842492517587,0.7993604181130333,63
Y1050417,0.9711458556322461,-0.2062842492517587,0.9473123302330033,62
Y1050418,1.7863261032112177,-0.2062842492517587,-0.9889279077504909,20
Y1050420,-0.8630097005033626,-0.2062842492517587,0.9794757892049281,75
Y1050421,0.5635557324541453,-0.2062842492517587,0.3362066070646996,60
Y1050423,0.3597606702537099,-0.2062842492517587,-1.0532548260803023,10
Y1050424,-0.8630097005033626,-0.2062842492517587,-0.4035529519913041,30
Y1050427,0.7673507934318108,-0.2062842492517587,2.208119926718382,96
Y1050438,-0.04782945292439094,-0.2062842492517587,-1.2269375052234275,10
Y1050440,0.1559656080532745,-0.2062842492517587,-1.162610586893616,10
Y1050444,-1.066804762703798,-0.2062842492517587,-0.9053029139603324,10
Y1050448,0.9711458556322461,-0.2062842492517587,-0.5193414047533875,20
Y1050450,1.9901211641888832,-0.2062842492517587,-0.7766490776866712,10
Y1050453,1.7863261032112177,-0.2062842492517587,-0.64799524141301,20
Y1050454,0.3597606702537099,-0.2062842492517587,1.6291776629079646,90
Y9999984,0.7673507934318108,-0.2062842492517587,0.9794757892049281,66
