username,forum_num_days,qz_mean,video_stop_backward_seek_avg,watched_time_hour,watched_time_weekday,video_avg_count,hw_mean,predict_score,real_score
Y1050305,-0.207626225307,-0.158540803963,-0.572397636948,-0.505215843168,-0.146955359736,-0.00187346967098,-0.525091629304,32.78638803,20.0
Y1050306,-0.241395805428,-0.452030742895,-0.0967437239767,-0.0893050453623,-0.764117008137,-1.40047465674,-0.219558443317,12.5685667463,10.0
Y1050307,-1.67426502079,0.0896695581083,-0.239265408411,-0.11295957501,-0.0503913961358,-0.75278130559,0.116556897694,4.64755588085,10.0
Y1050308,0.00397413056565,0.347769766088,1.02441115664,-0.0276384055233,1.02183489474,-1.1205586867,-0.155412424607,2.56281322527,10.0
Y1050309,-2.61312276615,0.43609312364,-0.297635550992,-0.209233444613,0.31442661119,-0.163426515623,0.0599631923257,-0.097595328484,0.0
Y1050310,-1.71128589033,0.119244119483,-0.313849882319,-0.16827627877,-0.0329164097531,0.192471346176,-0.324733559364,12.7880561519,10.0
Y1050311,0.0919170430935,-0.417091419458,0.289484778397,0.887202493966,0.00198124925891,0.24925072542,-0.0816822062398,23.0887253928,20.0
Y1050312,-1.23999294706,-0.211527792341,0.108270924365,0.37085068631,-0.385879681662,0.113524108272,0.219439022251,12.9666419229,10.0
Y1050313,-0.244622798219,-0.546730350885,0.00666591884501,0.489640418371,-0.615516449108,-0.241976251728,0.466494981596,23.3418897734,30.0
Y1050314,-0.617751320547,0.122337082688,-0.282419439452,-0.27891249445,0.435658109703,-0.383258449038,-0.0697883776233,20.8106823852,30.0
Y1050315,0.920117634042,-0.16172653435,-0.111244789595,1.56123804194,1.56871811735,-0.567260396836,-0.787176623777,19.5264805994,20.0
Y1050316,-0.524214693843,0.174686671381,0.277289747676,-0.598017854261,0.171356258803,-0.338480416985,-0.799183796143,14.1787344329,10.0
Y1050317,1.79041264749,0.152501576761,0.156615170757,-0.996220849481,1.11226473919,0.298503945983,0.786899884459,58.9016890041,55.0
Y1050318,1.4692318701,-0.0208568208889,-0.109456724522,-0.858087266626,0.625998705855,-0.0594651972394,-0.453889511354,47.9800732275,40.0
Y1050319,2.35832115419,-1.04740377834,-0.592045888919,0.534951426124,-0.413181108135,0.297305657897,-0.0701711986931,63.641007625,76.0
Y1050320,-0.156351769179,-0.0274344970404,0.863742965835,0.0145014285498,0.0733688545719,-0.0574058065628,-0.408376955249,13.3079493985,10.0
Y1050321,-1.27162440888,0.0274487135634,-0.724182709087,-0.397124133636,-0.0726980646889,1.10298591509,-0.490733097067,32.7019911207,20.0
Y1050322,3.95471239051,3.87192673655,-2.68451789975,0.75377983238,-2.42307081975,0.390877697787,-0.258989519968,95.983022511,99.0
Y1050323,2.98032810977,-0.641285959178,-1.81764931994,-1.79520872079,-0.262199491447,0.256145384183,-0.870265185209,93.7355263297,88.0
Y1050324,3.70727748952,-0.29748412752,0.153991400872,4.98197564332,4.744331518,-0.4473895673,-0.403554065916,29.0495530516,30.0
Y1050325,0.835462198173,-0.368370283918,0.695153918645,0.252874945981,-0.0718555482134,-0.512519536635,-0.160114596535,22.6152893835,20.0
Y1050326,0.480366653523,-0.689610416018,1.02882967137,0.913342072816,-0.708532434416,-0.0760307078501,0.103880621655,17.5469156178,20.0
Y1050327,-2.18899351755,0.38875279326,0.0179352167201,-0.0127074373597,0.426827781909,-0.256689124746,0.102639901778,-0.751529873411,0.0
Y1050328,3.48048848022,-0.124126531427,-2.2782666834,1.81608268049,3.81442738202,-0.927973573669,-0.338585048929,69.4723476451,71.0
Y1050329,0.569343959198,-0.588661314248,7.18593721167e-05,1.16796823773,0.0772559348931,-0.12784902838,-0.186176482281,26.0794879197,20.0
Y1050330,0.0671443458242,-0.267812767279,0.665413985895,-0.510428822304,-0.763469972666,-0.428434821109,-1.49916140511,12.9730771677,10.0
Y1050331,0.240825849715,-0.611347356838,0.44288337183,0.578440139736,-0.732738325543,-0.888263717432,-1.18563457784,8.41224835933,10.0
Y1050332,2.90014493454,0.0757106236553,0.786054487818,-1.22209928056,1.01719910785,-0.651937150584,-0.525939119463,49.5250572555,40.0
Y1050333,-1.14889353201,-0.274332397161,0.122233666396,0.211592405093,-0.616973367475,0.101684719339,0.0644189485101,14.1915953327,10.0
Y1050334,-1.04686967902,0.101500707877,-0.29964643489,-0.462083006762,0.0541272847843,-0.114028672094,-0.20779235494,19.5288031344,20.0
Y1050335,-0.285725589547,-0.179322036383,0.944228037509,0.317004215434,-0.161200947745,-0.00828496997732,0.175445685364,13.0145648926,10.0
Y1050336,0.683658325382,-0.666095867608,-0.265647126543,0.772117047274,-0.255593448792,1.25854239947,-0.589864400798,45.4318118805,50.0
Y1050337,-0.40758877448,-0.206033031195,0.0413747941082,1.2863396055,0.63527475481,-0.100756716973,-0.0114558872128,13.6435432608,10.0
Y1050338,-1.21039288755,-0.0655591817569,-0.0780377520882,0.273927355624,-0.0413782434001,0.0236470574835,-0.309723339248,11.8648338352,10.0
Y1050339,-1.103521569,-0.0385128042786,-0.660439805699,-0.340653507768,-0.120959362121,0.2576092566,-0.171865562119,26.6805145552,20.0
Y1050340,0.868425064301,-0.639374784168,1.44216403263,0.293502442359,-1.00387402467,-0.820154147784,-0.94877428052,8.08352341213,10.0
Y1050341,0.0946955835946,-0.584028298399,0.169249169918,0.662466657338,-0.537491480048,-0.21873122936,-0.35916106567,20.3266540852,20.0
Y1050342,-0.141106858212,-0.426931339132,-0.383343945128,0.0347690117301,-0.510344778507,1.00019904689,-0.772356015865,37.8759383884,50.0
Y1050343,-2.61312276615,0.43609312364,-0.297635550992,-0.209233444613,0.31442661119,-0.163426515623,0.0599631923257,-0.097595328484,0.0
Y1050344,1.25230772257,-0.57483637128,-0.304828776753,-0.681909099171,-0.75443822996,0.114878494913,-1.62656647406,44.3986439509,40.0
Y1050345,-2.38996996637,0.374723548343,-0.444392425137,-0.26171513529,0.281790936627,0.222354328108,0.0300294731022,8.44541020742,10.0
Y1050346,-0.373966432186,-0.00876813308895,-0.690904011453,-0.497600485068,0.250762237218,0.182156413796,0.433580147309,38.4634871179,50.0
Y1050347,0.291124936983,-0.13538131598,0.963529661408,-0.20705307535,-0.136225449987,0.671396114489,-0.0612954085251,28.3320160059,20.0
Y1050348,-0.697533727925,-0.202011517679,0.0959714594935,0.684611307044,0.0655140154257,-0.176315421278,-0.473440099812,10.5663494242,10.0
Y1050349,0.506044499697,-0.666454017091,-1.23464189168,-0.357361404719,-0.628880613766,-0.0202071066908,1.47496706028,59.2126129645,65.0
Y1050350,0.618260291117,0.410223497891,1.85458662233,-0.307612473738,0.992433467772,-0.23130596313,-0.521202470677,8.9836912899,10.0
Y1050351,2.38563715786,-1.11061653249,-0.983228583081,-0.166271428886,-0.929166483758,-0.367148724964,-0.771303892337,62.7667940937,70.0
Y1050352,3.17378433094,0.277497088066,0.503497429034,-3.22512614728,0.487618388164,0.141317621684,0.248479289314,80.3305426016,80.0
Y1050353,1.23414222997,0.0339384712869,-0.346146609601,-1.04561980893,0.637871665797,-0.285432110792,0.0644112083266,49.3728012975,50.0
Y1050354,1.33558663376,-0.532307310566,-0.738413263849,-0.226786088062,-0.051861890466,0.17284249924,0.215909565292,57.1153664172,50.0
Y1050355,-1.44932616282,-0.0805619252243,-0.011854507964,0.00301758173909,-0.388524493696,-0.0733967378296,-0.235787297156,9.65202956292,10.0
Y1050356,0.37565077842,-0.158646949705,0.00906256265043,0.149138161348,0.439501176882,0.0110271343817,0.625321351708,34.5115454084,30.0
Y1050357,-0.436396661651,-0.0804660250119,-0.0974123098358,0.324622312848,0.404187104496,-0.104785998632,0.809892934371,24.9115712227,20.0
Y1050358,1.67842953646,-0.629869711107,-0.633139809923,-0.817294590659,-0.575675402667,-0.848046134435,-0.183599117492,51.4659260717,50.0
Y1050359,-1.96360275533,0.333075249925,-0.979057974099,-0.589958397454,0.36992598797,-0.0457193836617,0.393669732011,20.6737114146,20.0
Y1050360,0.695881168657,-0.198854360722,0.351834393336,0.398361545281,0.521578549221,-0.23265702694,0.293626100738,28.5462935228,30.0
Y1050361,0.970133217464,-0.854311574085,-0.0684519440312,0.00981827660915,-1.17599820326,-0.852699180468,-0.989524698729,28.3583677916,30.0
Y1050362,2.03592487616,-0.758679717327,-1.54131171336,-0.602773992947,-0.273595627431,0.125941997589,-0.0505599831538,75.4771569937,80.0
Y1050363,-2.61312276615,0.43609312364,-0.297635550992,-0.209233444613,0.31442661119,-0.163426515623,0.0599631923257,-0.097595328484,0.0
Y1050364,1.85464092672,-0.672321301135,-0.284836912959,0.15677424002,-0.0725275788818,0.935786774004,-0.126029829464,61.9167728817,72.0
Y1050365,3.86427767427,-0.935291176085,-0.960133376521,-0.738606365156,-0.086938065356,-0.312106419624,0.389284341822,88.7393371646,96.0
Y1050366,-0.218463947227,-0.127450415425,0.912864322921,0.200908441806,-0.0761036889696,0.0249567954043,-0.00957494707967,14.0896053222,10.0
Y1050367,2.4184597115,-0.556815948605,-1.61590299965,-0.71716187672,0.39713391879,0.384534852024,0.46281040436,85.9163221923,90.0
Y1050368,0.218518785553,-0.197572505811,-0.0550572645792,0.351840361386,0.391876395296,-0.335442491323,0.171587121459,26.391801413,20.0
Y1050369,-0.601606010203,-0.373939263571,0.686324954043,0.944608529044,-0.25344989531,0.284452064179,0.983932747517,16.1193558131,10.0
Y1050370,-0.0606681448899,-0.542939065057,0.24237094079,0.854475129517,-0.404805456462,0.145376454745,-0.294968781666,20.4206107027,20.0
Y1050371,0.250852727613,-0.632655938221,0.0520113441774,1.12657344794,-0.203307425414,0.666279563212,0.249800317363,32.7540596277,40.0
Y1050372,2.82583187114,-0.201034808279,0.448259536317,-1.14617746725,0.544054494665,-0.795770725653,0.945651364558,59.0755467611,50.0
Y1050373,-1.20236797673,0.0156914919131,0.144659716554,-0.0694209686034,-0.100372292906,0.500652413414,0.213351145918,18.9904316535,20.0
Y1050374,1.08458999783,-0.4931521301,1.55970676132,0.20527273743,-0.563686462337,0.417262794545,0.132407928123,27.4990280561,30.0
Y1050375,-0.181116746632,0.18832807827,0.762724767497,-0.441498616833,0.346695830414,0.618564346994,-0.238175235728,24.1997744554,30.0
Y1050376,2.37942159599,-0.498215885892,-2.11866860837,-1.14783462423,0.371352957736,0.411515555076,-0.171678232305,90.7850849349,90.0
Y1050377,0.651755829139,-0.201644384521,-0.0294546581443,-0.995454792071,-0.318832390173,0.634295023704,-0.176804679636,48.0208697454,40.0
Y1050378,4.29824587019,-0.260323853958,-1.49710319212,-0.31130988482,2.1787445368,-0.51818506038,-1.00198086258,85.1362036427,93.0
Y1050379,0.237535957741,-0.695783808907,-0.396802704555,0.226569919317,-0.826869994143,1.772702211,-0.0982499842992,53.4025872169,60.0
Y1050380,1.8838389795,-0.79687840381,-2.07659161201,-0.784412646632,-0.327977718729,-0.450564990727,0.831390614338,79.7272829352,80.0
Y1050381,2.14308352206,-0.0252477791958,-0.389224523294,-1.96687299223,0.31147614511,-0.138655633553,-0.4217727287,65.3484327737,55.0
Y1050382,0.264566430249,0.857585941565,2.57467168557,-1.49532918329,1.01454808517,0.865029137362,0.943827811332,21.848140257,20.0
Y1050383,-1.76783174582,0.0157111211389,-0.0916719607518,0.0741545271705,-0.20051541227,0.156709915798,0.219607497967,10.8575008226,10.0
Y1050384,2.2570015681,5.29449904915,1.4537728999,0.965047438449,-0.935606497208,0.16223603156,-0.321829701572,21.0140848881,30.0
Y1050385,3.56481799364,-0.850376307463,0.660731026987,1.77158752047,1.04037980495,0.779902362487,-0.2473276479,58.2755636481,40.0
Y1050386,0.0620572188822,-0.590651267756,-0.230436320041,0.555761385883,-0.451704691953,0.300442028386,0.516903852628,35.0207820291,30.0
Y1050387,0.572949104392,0.225028371485,2.53714255606,-0.809399435119,-0.0438811926424,-0.917301719068,-0.472648775021,-2.05109706202,10.0
Y1050388,-1.40065484692,-0.0147258305648,-0.410955753637,-0.193586790762,-0.197472361177,0.633628184294,-0.260293917943,22.8938671919,20.0
Y1050389,-2.61312276615,0.43609312364,-0.297635550992,-0.209233444613,0.31442661119,-0.163426515623,0.0599631923257,-0.097595328484,0.0
Y1050390,-1.81816757446,0.0153837530764,-0.0775282177988,0.17625074412,-0.143618449125,0.0373563335171,0.542549848485,9.89122638988,10.0
Y1050391,-1.27472602467,0.16383143742,-0.0322095514795,-0.128172612355,0.222524236152,0.280048476017,-0.308679301363,15.0709221325,10.0
Y1050392,-1.98085650009,0.262212660299,-0.713446694402,-0.357931568199,0.221958866594,0.92961920828,-0.024849012141,24.1075870232,20.0
Y1050393,-2.61312276615,0.43609312364,-0.297635550992,-0.209233444613,0.31442661119,-0.163426515623,0.0599631923257,-0.097595328484,0.0
Y1050394,-0.371009686596,0.189569829007,0.714720044238,-0.844319156294,0.0238125764008,0.0515944267151,-0.0314172090799,20.479198249,20.0
Y1050395,-1.70690265989,0.508560646059,0.509965722013,-0.530751645918,0.444039584223,-0.216315122054,-0.0976119838307,1.46837607963,10.0
Y1050396,1.08274577224,0.430973529847,1.01423319925,-1.83534029251,0.537046919599,-0.487103747516,-0.741025524809,29.8726362338,20.0
Y1050397,-2.09243289998,0.292897447947,-0.64006825733,-0.33169072286,0.238276703876,0.736728786415,-0.00988215252925,19.8360842553,20.0
Y1050398,-2.46558038195,0.374387069437,-0.219795552549,-0.0803001576576,0.291146759442,-0.211794892281,0.0807203600721,-0.330980910571,0.0
Y1050399,-2.61312276615,0.43609312364,-0.297635550992,-0.209233444613,0.31442661119,-0.163426515623,0.0599631923257,-0.097595328484,0.0
Y1050400,-0.0912131516729,0.263732354891,0.487128522096,-1.06067369166,0.232476162515,-0.155422864765,-0.77102011864,21.4152507593,20.0
Y1050401,-1.63803905033,0.00757996667969,-0.109619045475,-0.0633217730726,-0.266194264789,0.0190573231651,-0.169545750177,10.0392517078,10.0
Y1050402,-2.61312276615,0.43609312364,-0.297635550992,-0.209233444613,0.31442661119,-0.163426515623,0.0599631923257,-0.097595328484,0.0
Y1050403,-1.42503030721,-0.0611688158092,-0.275200234674,-0.0459832203524,-0.2498119501,0.244051061844,0.130369402491,18.2858543659,20.0
Y1050404,-2.31558569977,0.354267023244,-0.493311383185,-0.279209032183,0.270912378439,0.350947942684,0.0200515666943,11.2930787194,10.0
Y1050405,-2.46435423296,0.395180073442,-0.395473467088,-0.244221238398,0.292669494815,0.0937607135309,0.04000737951,5.59774169545,10.0
Y1050406,-1.97208797036,0.223914245647,-0.293731648822,-0.221361725977,0.059458130213,-0.0288969391592,-0.350598946714,7.18989863229,10.0
Y1050407,1.48126596735,4.2555072491,0.279295480875,1.85109119617,-2.91728462402,-0.817237227131,-0.0483734635153,14.8514190073,10.0
Y1050408,-1.63851868854,0.0103506034767,-0.17770980161,-0.0618111794845,-0.229684698856,0.202350322759,-0.0712809812211,13.1701782114,10.0
Y1050409,-2.38996996637,0.374723548343,-0.444392425137,-0.26171513529,0.281790936627,0.222354328108,0.0300294731022,8.44541020742,10.0
Y1050410,-1.54854012933,0.0221049424414,-0.343360545543,-0.177666166363,-0.185519982546,0.462019556322,-0.203123013116,18.7604701897,20.0
Y1050411,-1.85868289082,0.187788697128,-0.401455691597,-0.339386450395,-0.0156626806103,0.0357848126704,-0.326638534565,11.3727941946,10.0
Y1050412,1.20622115925,0.129269473891,0.339298618113,0.277820489061,1.5390195475,0.609838530057,0.71637773961,44.8403702178,30.0
Y1050413,0.746220888944,0.383967984735,-0.528140363666,-0.972141066908,1.41941851269,0.102493666182,0.620252425842,51.0223804961,60.0
Y1050414,4.44400721627,5.7977782934,0.646861328633,-0.844738731267,0.505967986612,-0.807975090501,0.365420613447,58.2524177609,53.0
Y1050415,0.29847906655,-0.348617329791,-0.569890519925,0.22765203438,0.133447456185,0.0381043950989,0.00376946955681,37.4425906486,30.0
Y1050416,2.46547633043,0.0707023078378,0.0696153664825,-2.67305140216,0.108709519526,-0.228553720592,-0.164055459254,68.4804160488,63.0
Y1050417,2.35535010131,-0.901988034198,-0.663445721841,-0.0151088535366,-0.396423366957,-0.185145231124,-0.219800117391,61.7649055161,62.0
Y1050418,0.164652749181,-0.896712968506,0.596818965296,0.683587528059,-1.3598825479,-0.936844386568,0.496258530091,14.2965882014,20.0
Y1050419,-1.74639229553,0.130057916909,-0.194417128631,0.0804469172449,0.11080533468,0.0234212664371,-0.146467077686,8.54927402371,10.0
Y1050420,0.600669618738,-0.390187110597,-2.25402528018,-1.07039449884,-0.0326650927082,0.209754182242,1.26418308529,76.7229922979,75.0
Y1050421,1.03381561444,-0.403371946274,-1.18068147074,-0.363909753029,0.214606387812,-0.348412571246,0.740579116192,56.46979848,60.0
Y1050422,0.688297492871,-0.736001801999,0.38507887612,1.16111757441,-0.34009238242,0.909702587358,0.223394917935,36.4302197248,40.0
Y1050423,-1.37131212547,-0.0868361568839,0.0673021928047,0.488881485396,-0.0484909052775,-0.0594585853706,0.200690658121,8.84736297167,10.0
Y1050424,-0.242840879271,0.181175669154,0.497121138379,0.191064364384,0.777338820147,0.15188849879,-0.609216671701,15.6694181251,30.0
Y1050425,-2.38996996637,0.374723548343,-0.444392425137,-0.26171513529,0.281790936627,0.222354328108,0.0300294731022,8.44541020742,10.0
Y1050426,1.0669425946,-0.283823498519,0.825462787187,-0.519819760885,-0.337725133631,1.01572219556,-0.821279286274,40.841405826,40.0
Y1050427,3.55619061656,-1.05543454722,-0.868195460169,-0.807014527873,-0.645329523153,0.276134890533,-0.167280042097,88.3308114921,96.0
Y1050428,0.0967894359117,-0.609967742494,0.953155761732,0.950550596205,-0.618109055073,0.077616401326,0.541488445249,17.3813362289,20.0
Y1050429,-1.08614729955,0.126018627167,0.856028733041,0.219382827813,0.184575878999,-0.397854543021,0.245734216462,0.900751451823,10.0
Y1050430,-2.61312276615,0.43609312364,-0.297635550992,-0.209233444613,0.31442661119,-0.163426515623,0.0599631923257,-0.097595328484,0.0
Y1050431,-2.61312276615,0.43609312364,-0.297635550992,-0.209233444613,0.31442661119,-0.163426515623,0.0599631923257,-0.097595328484,0.0
Y1050432,-2.60152723595,0.437988948039,-0.298438132501,-0.19121118628,0.336434952697,-0.166267820872,0.0542437777881,-0.14224777535,0.0
Y1050433,-2.61312276615,0.43609312364,-0.297635550992,-0.209233444613,0.31442661119,-0.163426515623,0.0599631923257,-0.097595328484,0.0
Y1050434,2.40734341371,0.519316785224,4.93821530426,-2.05908909614,0.0506588510655,0.11721474057,0.971423792478,16.6539700793,20.0
Y1050435,-2.27839356647,0.344038760695,-0.517770862209,-0.287955980629,0.265473099345,0.415244749973,0.0150626134904,12.7169129754,10.0
Y1050436,-2.06084175543,0.248917773895,-0.338175689542,-0.101079100786,0.200939350466,-0.124054231559,0.108981502835,7.18979286875,10.0
Y1050437,-2.05092022952,0.168979941979,-0.00266601318739,-0.0241339107627,-0.0709545521123,-0.441919353027,-0.140929944868,-1.24381450077,0.0
Y1050438,-0.642056943421,-0.10507191122,0.278202697332,1.18457395433,0.658228464067,-0.426749989782,0.462883785672,7.71959665104,10.0
Y1050439,-0.567557671135,-0.552524715247,0.392550548879,0.3678983131,-1.03084147257,-0.105931985947,-0.128329760868,14.538453784,10.0
Y1050440,0.439081682759,-0.259106434638,0.775232692312,0.150095452264,-0.0868728122169,-1.04402885137,-0.200713453106,11.8635297018,10.0
Y1050441,-2.61312276615,0.43609312364,-0.297635550992,-0.209233444613,0.31442661119,-0.163426515623,0.0599631923257,-0.097595328484,0.0
Y1050442,-0.887000269545,0.111668212559,0.323125268232,0.676329776414,0.718862240301,0.177021205485,0.213273988482,11.9399332158,10.0
Y1050443,-2.4704694837,0.374844189991,-0.220319909124,-0.0831036575636,0.288579813223,-0.209308964374,0.085658359742,-0.312332005603,0.0
Y1050444,-1.28376037455,0.000414826587604,-0.225407724921,0.350526404559,0.207439302546,0.0774671141213,0.0186344662916,14.1943143904,10.0
Y1050445,0.711038745857,-0.808836866921,0.442307651133,1.44905467635,-0.369433640471,0.217955246324,-0.214917463405,25.0538804888,20.0
Y1050446,-2.61312276615,0.43609312364,-0.297635550992,-0.209233444613,0.31442661119,-0.163426515623,0.0599631923257,-0.097595328484,0.0
Y1050447,-0.634207835241,-0.520256447071,0.620297078703,1.1321444044,-0.516585030228,-0.268705309882,0.558934427869,7.93308777357,10.0
Y1050448,0.878954292807,-0.832284916556,0.697078289084,0.627437530374,-0.979099793773,-0.456551643323,-0.386582375008,21.7332473795,20.0
Y1050449,1.76221887342,-1.12834646108,1.35700110643,1.85867092286,-0.683309211762,-0.14559937268,0.00374556494028,22.4042524462,20.0
Y1050450,1.11203817083,-0.895089608874,1.38383554048,1.53483157086,-0.62552087382,-0.539328989922,0.161807477457,12.8374292824,10.0
Y1050451,-2.61312276615,0.43609312364,-0.297635550992,-0.209233444613,0.31442661119,-0.163426515623,0.0599631923257,-0.097595328484,0.0
Y1050452,2.31760529493,-1.01898711651,1.55257202457,1.13696808907,-0.689349146507,0.500416829659,-0.1718033533,36.520436745,40.0
Y1050453,1.0176865506,-0.136774008558,2.55010679489,-0.073648066274,-0.15016001942,0.181307958947,1.22899374898,19.3073092928,20.0
Y1050454,2.16263602082,-0.817437945934,-1.60849793322,-0.439910974294,-0.196545740623,0.0886481269983,0.493735607315,79.2083011438,90.0
Y9999984,2.91249505338,0.150197400177,1.89983133982,-1.58135702055,0.649553245893,0.148693275307,0.209759146079,51.2032250456,66.0
Y9999985,1.19661339689,-0.900353527142,-0.189894931644,0.788070343472,-0.615621545755,1.40892388482,-0.719576566653,51.9705412628,59.0
