number_of_comp,pMAPC,pMSE,r2,r2_adj
1.0,0.6100126315300859,376.4038845277929,0.5131161019399911,0.5080443946685327
2.0,0.6142530697289752,401.4735966817698,0.5383838548345171,0.5286656201994543
3.0,0.8401143288790975,65.5106029723438,0.92111160134397,0.9185938864932456
