evaluation_num,score,num_of_same,num_of_positive,num_of_negative,posi_error,nega_error,max_posi_error,min_nega_error,mean_posi_error_rate,mean_nega_error_rate,max_posi_error_rate,min_naga_error_rate
1,0 to 10,0,21,0,10.9220822295,,11.2319678959,0.0,inf,0.0,inf,0.0
1,10 to 20,0,57,0,2.60887530706,,26.1643265461,0.0,0.260887530706,0.0,2.61643265461,0.0
1,20 to 30,0,6,30,9.96797992403,-7.85826582746,20.4024755299,-9.353957053,0.498398996202,-0.392913291373,1.02012377649,-0.46769785265
1,30 to 40,0,2,13,9.2800682266,-8.44093029955,12.9832597371,-19.2149284643,0.309335607553,-0.281364343318,0.43277532457,-0.640497615477
1,40 to 50,0,6,6,8.57808985648,-8.7795133278,14.4521635132,-23.1607780097,0.214452246412,-0.219487833195,0.36130408783,-0.579019450243
1,50 to 60,0,5,9,16.0954545233,-6.36970507932,24.5892177777,-16.0872837994,0.305192160574,-0.124377943687,0.418375037966,-0.321745675988
1,60 to 70,0,4,4,11.4530938765,-12.8963993742,20.6191760392,-23.8977016648,0.189044345884,-0.210847708905,0.343652933987,-0.398295027747
1,70 to 80,0,3,4,8.35518748043,-15.9721606997,12.8197057933,-38.0736167272,0.113371371304,-0.224014925323,0.168680339386,-0.536248122918
1,80 to 90,0,0,6,,-9.84802246615,0.0,-15.2408383848,0.0,-0.120937312381,0.0,-0.19051047981
1,90 to 100,0,1,6,1.9726964434,-8.40988782275,1.9726964434,-18.8229938335,0.0219188493711,-0.0902961018201,0.0219188493711,-0.209144375928
2,0 to 10,0,21,0,10.9659433722,,11.266573718,0.0,inf,0.0,inf,0.0
2,10 to 20,0,57,0,2.57189113987,,28.1460353537,0.0,0.257189113987,0.0,2.81460353537,0.0
2,20 to 30,0,6,30,10.2705854006,-7.88209055293,21.2905829455,-9.3139423454,0.51352927003,-0.394104527647,1.06452914728,-0.46569711727
2,30 to 40,0,3,12,7.0918117356,-9.34468949577,13.5369416227,-19.0709736087,0.23639372452,-0.311489649859,0.451231387423,-0.63569912029
2,40 to 50,0,7,5,8.449020184,-11.1529258594,15.1505758928,-25.586177005,0.2112255046,-0.278823146485,0.37876439732,-0.639654425125
2,50 to 60,0,5,9,16.7511529121,-6.9637415535,25.2125057796,-18.430291943,0.316875461698,-0.136008632163,0.434911801318,-0.36860583886
2,60 to 70,0,4,4,11.2666809431,-14.5620712643,22.8152570501,-25.5001064436,0.185617908004,-0.238303505848,0.380254284168,-0.42500177406
2,70 to 80,0,3,4,7.12016210337,-15.4975858363,10.8440670513,-33.8169533564,0.0966937989073,-0.217343243073,0.14268509278,-0.476295117696
2,80 to 90,0,0,6,,-10.3886384675,0.0,-16.3105063621,0.0,-0.127440469988,0.0,-0.203881329526
2,90 to 100,0,0,7,,-7.56626470131,0.0,-19.4655795346,0.0,-0.0811862261327,0.0,-0.216284217051
3,0 to 10,0,21,0,11.2609756493,,11.6004570751,0.0,inf,0.0,inf,0.0
3,10 to 20,0,57,0,2.71220897722,,26.7568897208,0.0,0.271220897722,0.0,2.67568897208,0.0
3,20 to 30,0,6,30,10.603782057,-7.89183935962,20.4229702271,-9.8153411485,0.530189102849,-0.394591967981,1.02114851136,-0.490767057425
3,30 to 40,0,2,13,8.41121370215,-8.29590190372,11.3231745182,-19.8153411485,0.280373790072,-0.276530063457,0.377439150607,-0.660511371617
3,40 to 50,0,7,5,8.507080356,-10.0297557983,15.4832182446,-23.3044397284,0.2126770089,-0.250743894957,0.387080456115,-0.58261099321
3,50 to 60,0,5,9,15.5247884189,-5.86963477818,26.3087246556,-14.7418988952,0.294277043708,-0.114799604098,0.445910587383,-0.294837977904
3,60 to 70,0,4,4,11.2556710182,-13.9187186729,22.6621496362,-24.5557703419,0.185472765115,-0.227687528902,0.377702493937,-0.409262839032
3,70 to 80,0,3,4,9.33029652577,-17.3813888599,14.2544079254,-40.7997776564,0.126854429138,-0.243843415778,0.187557999018,-0.574644755724
3,80 to 90,0,0,6,,-9.39384947548,0.0,-14.3219111015,0.0,-0.115368176652,0.0,-0.179023888769
