evaluation_num,kfold_split_num,username,video_stop_backward_seek_avg,qz_mean,watched_time_hour,video_avg_count,watched_time_weekday,mt_online_num_day,label_val_predict,label_val_test
1,1,Y1050278,-0.460152824344,0.670313398309,1.30348707899,-0.397079249361,1.13528577608,3.1096379695,61.7061397652,54.0
1,1,Y1050300,-0.460152824344,-0.806141559309,-0.333568263241,-0.381976232913,0.144786147844,-0.542889298911,8.372258188,10.0
1,1,Y1050309,-0.460152824344,-0.806141559309,-0.97352364144,-0.642503266642,-1.09333838746,-0.542889298911,8.54059746038,0.0
1,1,Y1050313,-0.460152824344,-0.111339226312,-0.390210029814,-0.266438157085,-0.102838759216,0.187616154771,26.6119983351,30.0
1,1,Y1050324,-0.460152824344,-0.0244889346876,-0.55184266302,7.51312561531,1.38291068314,-0.542889298911,29.9151837649,30.0
1,1,Y1050329,-0.460152824344,0.322912231811,0.192196389733,1.16482436828,1.38291068314,-0.542889298911,30.1784852499,20.0
1,1,Y1050332,1.72814541213,0.322912231811,1.46142016178,1.34480198101,1.13528577608,1.64862706214,48.9936304945,40.0
1,1,Y1050355,-0.460152824344,-0.63244097606,-0.465497578402,-0.60096997141,-0.845713480396,-0.542889298911,11.7642593482,10.0
1,1,Y1050361,-0.460152824344,0.0971014735868,1.57851860744,-0.238497576656,0.887660869023,-0.542889298911,25.158030267,30.0
1,1,Y1050363,-0.460152824344,-0.806141559309,-0.97352364144,-0.642503266642,-1.09333838746,-0.542889298911,8.54059746038,0.0
1,1,Y1050367,-0.460152824344,2.52022460991,-0.227439060231,0.775921694746,0.640035961963,0.918121608453,80.9224014563,90.0
1,1,Y1050372,1.6200812957,0.583463106684,1.56111500213,0.329375841791,1.13528577608,2.37913251582,57.9438648539,50.0
1,1,Y1050373,-0.460152824344,-0.502165538623,-0.97352364144,-0.642503266642,-1.09333838746,-0.542889298911,14.121230777,20.0
1,1,Y1050381,0.637113528293,0.99165947732,1.91230668135,-0.0718609618209,-0.102838759216,1.64862706214,59.3012290208,55.0
1,1,Y1050386,-0.460152824344,0.0884164444244,-0.798724389092,-0.00817657582344,-0.598088573336,0.187616154771,30.672904817,30.0
1,1,Y1050387,2.84660895584,-0.63244097606,0.798769711289,-0.25385231002,-0.350463666276,-0.542889298911,15.8519243595,10.0
1,1,Y1050401,-0.460152824344,-0.806141559309,-0.97352364144,-0.642503266642,-1.09333838746,-0.542889298911,8.54059746038,10.0
1,1,Y1050432,-0.460152824344,-0.806141559309,-0.97352364144,-0.642503266642,-1.09333838746,-0.542889298911,8.54059746038,0.0
1,1,Y1050437,-0.460152824344,-0.806141559309,-0.97352364144,-0.642503266642,-1.09333838746,-0.542889298911,8.54059746038,0.0
1,2,Y1050277,-0.460152824344,-0.285039809561,0.99054961609,-0.58209120085,0.887660869023,-0.542889298911,19.1838995428,10.0
1,2,Y1050282,-0.460152824344,-0.806141559309,-0.960987487278,-0.612297233746,-0.350463666276,-0.542889298911,8.13727167632,10.0
1,2,Y1050285,-0.460152824344,-0.806141559309,-0.97352364144,-0.642503266642,-1.09333838746,-0.542889298911,8.18539491817,0.0
1,2,Y1050295,-0.460152824344,0.757163689934,2.14497681116,-0.246678377228,1.13528577608,-0.542889298911,39.8870247266,30.0
1,2,Y1050330,0.431376086282,-0.545590684435,1.03157149425,-0.472594331601,-0.350463666276,-0.542889298911,15.1801398362,10.0
1,2,Y1050348,-0.460152824344,-0.806141559309,-0.0905345195565,0.0597869981928,-0.102838759216,-0.542889298911,9.15598209549,10.0
1,2,Y1050349,-0.460152824344,0.809273864908,-0.877440181333,-0.604745725522,-0.598088573336,1.64862706214,52.2421810187,65.0
1,2,Y1050356,0.253070304157,-0.0244889346876,0.244983300904,0.418483638834,1.38291068314,0.187616154771,29.3074790318,30.0
1,2,Y1050376,0.188231838578,2.30309888085,0.804825270805,0.56020027653,-0.350463666276,2.37913251582,87.4087442679,90.0
1,2,Y1050391,0.0153292637003,-0.63244097606,-0.839533599649,-0.144103723856,-0.845713480396,-0.542889298911,12.2565835833,10.0
1,2,Y1050398,-0.460152824344,-0.806141559309,-0.97352364144,-0.642503266642,-1.09333838746,-0.542889298911,8.18539491817,0.0
1,2,Y1050407,-0.460152824344,-0.198189517937,0.864922700345,-0.551885167953,0.144786147844,-0.542889298911,20.8439329163,10.0
1,2,Y1050415,-0.460152824344,-0.198189517937,-0.0697266120704,0.241526629476,-0.102838759216,-0.542889298911,20.80723783,30.0
1,2,Y1050418,-0.460152824344,-0.397945188673,1.25635203655,-0.483921593937,1.87816049726,0.918121608453,26.1427766758,20.0
1,2,Y1050419,-0.460152824344,-0.623755946897,0.387237941857,-0.0950189203998,0.392411054904,-0.542889298911,12.7647056393,10.0
1,2,Y1050422,-0.460152824344,0.757163689934,0.664344271532,0.478895704626,2.12578540432,-0.542889298911,39.3132104417,40.0
1,2,Y1050423,-0.460152824344,-0.484795480298,-0.182191157266,-0.000625067599415,1.87816049726,-0.542889298911,14.9306355765,10.0
1,2,Y1050449,0.134199780362,0.236061940186,0.757143146989,0.22088584028,1.87816049726,-0.542889298911,29.8181691107,20.0
1,2,Y9999985,-0.460152824344,2.13808332676,0.0241423836816,0.241023195569,0.887660869023,-0.542889298911,64.9986347837,59.0
1,3,Y1050274,-0.460152824344,1.43459596461,0.16095941589,0.603495590323,1.13528577608,1.64862706214,65.0686886399,80.0
1,3,Y1050275,-0.460152824344,-0.806141559309,-0.97352364144,-0.642503266642,-1.09333838746,-0.542889298911,8.15682424276,20.0
1,3,Y1050280,-0.460152824344,-0.571645771922,0.196134155697,-0.478887255119,1.6305355902,-0.542889298911,11.3841628201,10.0
1,3,Y1050286,-0.040609810516,1.58224146037,-0.702309188332,1.53799473305,1.13528577608,1.64862706214,69.1098170538,72.0
1,3,Y1050294,1.06818244898,0.696368485796,0.653256332487,-0.050465021878,-0.102838759216,-0.542889298911,38.3831505245,40.0
1,3,Y1050307,-0.460152824344,-0.806141559309,-0.97352364144,-0.642503266642,-1.09333838746,-0.542889298911,8.15682424276,10.0
1,3,Y1050310,-0.460152824344,-0.806141559309,-0.97352364144,-0.642503266642,-1.09333838746,-0.542889298911,8.15682424276,10.0
1,3,Y1050321,-0.460152824344,0.236061940186,-0.97352364144,-0.642503266642,-1.09333838746,-0.542889298911,27.9693102478,20.0
1,3,Y1050334,-0.460152824344,-0.806141559309,-0.97352364144,-0.642503266642,-1.09333838746,-0.542889298911,8.15682424276,20.0
1,3,Y1050353,0.230063109684,0.652943339984,1.57986097844,0.604628316556,0.392411054904,0.187616154771,41.8201708193,50.0
1,3,Y1050362,-0.460152824344,1.76462707278,0.612279038093,0.232716536523,0.887660869023,1.64862706214,71.1595470415,80.0
1,3,Y1050379,-0.460152824344,2.09465818095,-0.502360532881,-0.41658731227,0.887660869023,-0.542889298911,62.4871487367,60.0
1,3,Y1050384,2.46915645547,-0.154764372124,0.0389338250339,1.38885244562,0.887660869023,-0.542889298911,24.4007330634,30.0
1,3,Y1050430,-0.460152824344,-0.806141559309,-0.97352364144,-0.642503266642,-1.09333838746,-0.542889298911,8.15682424276,0.0
1,3,Y1050441,-0.460152824344,-0.806141559309,-0.97352364144,-0.642503266642,-1.09333838746,-0.542889298911,8.15682424276,0.0
1,3,Y1050444,-0.460152824344,-0.806141559309,-0.226236050873,0.120199063985,-0.350463666276,0.187616154771,13.2515110496,10.0
1,3,Y1050447,-0.460152824344,-0.806141559309,-0.154544038535,-0.355545954129,0.640035961963,-0.542889298911,7.53921430396,10.0
1,3,Y1050448,-0.040609810516,-0.63244097606,1.72412110568,0.0295809652967,0.144786147844,-0.542889298911,11.9510620464,20.0
1,3,Y1050454,-0.174863572944,2.70261022232,0.892826947854,0.531504545279,0.392411054904,1.64862706214,89.822559362,90.0
1,4,Y1050283,0.966293432657,0.470557727572,-0.345199096494,-0.495248856273,0.887660869023,-0.542889298911,33.8853091518,20.0
1,4,Y1050288,-0.460152824344,-0.806141559309,-0.97352364144,-0.642503266642,-1.09333838746,-0.542889298911,8.39151311133,0.0
1,4,Y1050297,-0.460152824344,-0.806141559309,-0.97352364144,-0.642503266642,-1.09333838746,-0.542889298911,8.39151311133,10.0
1,4,Y1050298,-0.460152824344,-0.806141559309,-0.152550110531,-0.559436676177,-0.598088573336,-0.542889298911,8.2633730709,10.0
1,4,Y1050311,-0.460152824344,0.140526619399,1.34320899773,0.242749254603,1.38291068314,-0.542889298911,26.3662316963,20.0
1,4,Y1050327,-0.162976518425,-0.806141559309,-0.742948218642,-0.237238991927,-0.598088573336,-0.542889298911,8.91532219185,0.0
1,4,Y1050328,-0.460152824344,1.17404508973,0.653771425739,5.51952744417,-0.102838759216,2.37913251582,70.0928247469,71.0
1,4,Y1050338,-0.460152824344,-0.806141559309,-0.292048097539,-0.242273330768,-0.598088573336,-0.542889298911,8.54273154671,10.0
1,4,Y1050351,-0.460152824344,1.53013128539,1.69788312391,-0.114652841707,0.640035961963,2.37913251582,71.87335418,70.0
1,4,Y1050365,-0.103541260094,2.58101981405,1.57900954003,1.01694066559,1.38291068314,2.37913251582,93.0856476635,96.0
1,4,Y1050383,-0.460152824344,-0.63244097606,-0.97352364144,-0.642503266642,-1.09333838746,-0.542889298911,11.7041186061,10.0
1,4,Y1050388,-0.460152824344,-0.198189517937,-0.97352364144,-0.642503266642,-1.09333838746,-0.542889298911,19.985632343,20.0
1,4,Y1050395,-0.460152824344,-0.63244097606,-0.97352364144,-0.642503266642,-1.09333838746,-0.542889298911,11.7041186061,10.0
1,4,Y1050400,-0.460152824344,-0.806141559309,-0.141612496178,-0.472594331601,-0.845713480396,-0.542889298911,8.39585038144,20.0
1,4,Y1050414,1.33705624957,0.757163689934,1.54584726777,1.39074032268,1.13528577608,1.64862706214,55.4727825509,53.0
1,4,Y1050436,-0.460152824344,-0.806141559309,-0.97352364144,-0.642503266642,-1.09333838746,-0.542889298911,8.39151311133,10.0
1,4,Y1050445,-0.460152824344,-0.0244889346876,-0.380925827375,0.694113689011,-0.102838759216,-0.542889298911,24.1228845579,20.0
1,4,Y1050451,-0.460152824344,-0.806141559309,-0.97352364144,-0.642503266642,-1.09333838746,-0.542889298911,8.39151311133,0.0
1,5,Y1050293,0.0884803519742,1.62566660618,2.59543770992,1.08112848549,1.13528577608,0.918121608453,64.3270920891,80.0
1,5,Y1050296,-0.460152824344,-0.45874039281,1.13233532101,0.364364496537,1.38291068314,-0.542889298911,13.8920269438,20.0
1,5,Y1050304,-0.460152824344,-0.806141559309,-0.97352364144,-0.642503266642,-1.09333838746,-0.542889298911,8.25072586744,10.0
1,5,Y1050312,-0.460152824344,-0.806141559309,-0.757113937131,-0.589642709074,-0.845713480396,-0.542889298911,8.10910282259,10.0
1,5,Y1050323,0.253070304157,2.27704379336,2.71710373081,-0.0811744886809,-0.102838759216,3.1096379695,91.5031549655,88.0
1,5,Y1050326,-0.460152824344,-0.371890101186,0.504385356817,0.0484597358568,0.887660869023,-0.542889298911,15.6616075775,20.0
1,5,Y1050337,-0.460152824344,-0.806141559309,-0.861767650054,1.37374942917,-0.598088573336,-0.542889298911,10.0376021731,10.0
1,5,Y1050342,-0.460152824344,1.25221035219,-0.74484117397,-0.344218691793,-0.845713480396,-0.542889298911,47.1465601643,50.0
1,5,Y1050345,-0.460152824344,-0.63244097606,-0.97352364144,-0.642503266642,-1.09333838746,-0.542889298911,11.5241017001,10.0
1,5,Y1050352,4.77323766567,1.58224146037,1.79341925613,-0.229687483703,0.144786147844,1.64862706214,72.7415315512,80.0
