username,problem_avg_count,video_forward_seek_avg,video_backward_seek_avg,qz_mean,watched_time_weekday,watched_time_hour,final_score
Y1050343,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,0.0
Y1050344,-0.131250110856,-0.247195823984,-0.236228944002,0.285664144411,0.251000698194,2.90202385519,40.0
Y1050345,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,10.0
Y1050346,-0.347868785059,-0.34766319296,-0.170020136474,1.4441909523,-0.270966662823,0.743090077118,50.0
Y1050347,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,20.0
Y1050348,-0.0229407737548,3.77551763826,0.401030829936,-0.666549670293,1.29493542023,0.932066319584,10.0
Y1050349,-0.139273024707,-0.444111867473,-0.467959771047,1.17439703814,-0.79293402384,-0.727030105598,65.0
Y1050350,-0.58855620084,-0.444111867473,0.227232709739,-0.666549670293,-0.270966662823,0.82779339753,10.0
Y1050351,-0.444143751371,0.530019744233,0.584760271435,2.01551924112,1.29493542023,0.805056147625,70.0
Y1050352,0.598835050265,1.29196427208,-0.467959771047,1.95203832014,0.251000698194,1.13481204506,80.0
Y1050353,-0.291708388051,1.26970688565,0.574828950132,0.888732893724,1.29493542023,1.11674672766,50.0
Y1050354,0.711155844377,-0.352047223619,-0.34156113805,0.238053453676,3.3828048643,1.68238965774,50.0
Y1050355,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,10.0
Y1050356,0.410296574651,-0.259982580103,-0.0255645559062,-0.190442762941,1.81690278124,0.772976925046,30.0
Y1050357,-0.58855620084,-0.444111867473,-0.467959771047,-0.555458058577,-0.79293402384,-0.727030105598,20.0
Y1050358,1.52548160102,-0.0281769590986,-0.14519183339,0.571328288823,1.29493542023,1.86539682604,50.0
Y1050359,-0.58855620084,-0.444111867473,-0.467959771047,-0.507847367842,-0.79293402384,-0.727030105598,20.0
Y1050360,-0.58855620084,-0.444111867473,-0.467959771047,-0.428496216617,-0.79293402384,-0.727030105598,30.0
Y1050361,-0.58855620084,-0.444111867473,0.0534345895429,-0.285664144411,0.772968059211,0.969036929268,30.0
Y1050362,0.610067129749,-0.122616285875,0.134540378852,1.65050394549,0.772968059211,-0.633681228187,80.0
Y1050363,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,0.0
Y1050364,0.0372310801904,1.71258765772,0.72931616793,1.87268716892,-0.270966662823,-0.602445245738,72.0
Y1050365,1.62576802434,0.636113285995,0.17509327368,2.66619868117,0.251000698194,1.373559982,96.0
Y1050366,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,10.0
Y1050367,0.855568293845,0.136509152516,0.102098063198,2.55510706946,-0.270966662823,-0.153823294376,90.0
Y1050368,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,20.0
Y1050369,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,10.0
Y1050370,0.189666443438,0.490698361412,0.467876260674,-0.190442762941,-0.270966662823,0.95332043575,20.0
Y1050371,0.0372310801904,-0.382735438237,-0.0571642141553,0.920473354214,1.81690278124,-0.421256697243,40.0
Y1050372,1.6739055075,0.934300437621,0.401030829936,0.285664144411,2.86083750328,2.24040552718,50.0
Y1050373,-0.58855620084,-0.444111867473,-0.467959771047,-0.428496216617,-0.79293402384,-0.727030105598,20.0
Y1050374,-0.58855620084,-0.444111867473,-0.467959771047,-0.0317404604901,0.772968059211,-0.570482311662,30.0
Y1050375,0.255855482778,0.113147140338,3.6149167034,0.523717598087,1.29493542023,1.86851569621,30.0
Y1050376,0.0372310801904,1.55534334445,0.842210673431,1.99964901088,-0.270966662823,-0.599806782116,90.0
Y1050377,-0.58855620084,-0.444111867473,-0.467959771047,0.396755756127,0.251000698194,0.341763614071,40.0
Y1050378,0.622903791843,-0.387850140617,-0.0831210763754,2.47575591823,0.772968059211,2.62545472554,93.0
Y1050379,0.29396432377,-0.413423652855,-0.467959771047,1.9361680899,2.33887014226,-0.0887315869034,60.0
Y1050380,1.26072544366,-0.444111867473,-0.467959771047,2.15835131333,-0.79293402384,-0.727030105598,80.0
Y1050381,0.657001175826,-0.17686866533,0.354684664666,0.714160361028,0.251000698194,1.9636725468,55.0
Y1050382,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,20.0
Y1050383,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,10.0
Y1050384,1.20055358972,2.09253463927,2.62029913412,-0.111091611715,1.29493542023,0.13413198243,30.0
Y1050385,-0.552453088473,0.0675737316449,6.7034995043,0.920473354214,2.33887014226,2.04113007655,40.0
Y1050386,-0.239559447957,-0.444111867473,-0.120363530654,-0.142832072206,-0.270966662823,-0.706078751188,30.0
Y1050387,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,10.0
Y1050388,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,20.0
Y1050389,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,0.0
Y1050390,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,10.0
Y1050391,0.783362069111,-0.219064960388,-0.166709695923,-0.666549670293,-0.270966662823,-0.475268907372,10.0
Y1050392,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,20.0
Y1050393,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,0.0
Y1050394,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,20.0
Y1050395,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,10.0
Y1050396,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,20.0
Y1050397,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,20.0
Y1050398,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,0.0
Y1050399,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,0.0
Y1050400,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,20.0
Y1050401,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,10.0
Y1050402,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,0.0
Y1050403,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,20.0
Y1050404,3.88822973268,-0.444111867473,-0.467959771047,-0.666549670293,-0.270966662823,0.145358342324,10.0
Y1050405,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,10.0
Y1050406,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,10.0
Y1050407,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,10.0
Y1050408,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,10.0
Y1050409,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,10.0
Y1050410,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,20.0
Y1050411,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,10.0
Y1050412,-0.0710782569109,0.534842177857,0.1924730857,-0.190442762941,1.81690278124,-0.171273033941,30.0
Y1050413,0.458434057807,1.06691736499,4.17769156774,0.761771051763,1.29493542023,-0.280643732636,60.0
Y1050414,-0.095146998489,0.544487045444,3.35559887328,0.920473354214,1.81690278124,2.65223706725,53.0
Y1050415,-0.516349976105,-0.444111867473,0.435790453975,-0.666549670293,0.251000698194,0.000649549037171,30.0
Y1050416,2.37189901326,0.943677392153,0.0572967699531,1.47593141279,1.81690278124,2.21335853353,63.0
Y1050417,0.125483132724,-0.382735438237,0.622228437332,1.52354210353,0.772968059211,-0.000450670814144,62.0
Y1050418,4.2011233732,-0.444111867473,-0.467959771047,-0.396755756127,0.251000698194,0.358997660023,20.0
Y1050419,1.98679914801,0.343552306818,1.62534203213,-0.491977137597,2.33887014226,1.82977905821,10.0
Y1050420,0.464451243201,-0.444111867473,-0.467959771047,1.7615955572,-0.79293402384,-0.727030105598,75.0
Y1050421,4.32146708109,0.0162113514573,-0.278361821899,0.174572532696,1.29493542023,-0.364204821392,60.0
Y1050422,-0.58855620084,-0.444111867473,-0.0571642141553,0.603068749313,1.29493542023,0.688015585473,40.0
Y1050423,0.759293327533,-0.444111867473,-0.467959771047,-0.555458058577,1.81690278124,-0.650471153431,10.0
Y1050424,0.0131623386123,-0.0451650777784,0.385231000985,-0.0634809209803,-0.270966662823,1.01452095274,30.0
Y1050425,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,10.0
Y1050426,0.326055979127,0.14663626333,-0.29416165085,0.603068749313,0.251000698194,0.725503003978,40.0
Y1050427,0.753276142138,0.737384394133,0.788734328702,2.72967960215,-0.270966662823,1.05564696226,96.0
Y1050428,-0.564487459262,-0.106541507014,-0.120363530654,-0.666549670293,-0.270966662823,0.222164707143,20.0
Y1050429,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,10.0
Y1050430,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,0.0
Y1050431,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,0.0
Y1050432,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,0.0
Y1050433,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,0.0
Y1050434,0.687087102799,-0.376597795381,-0.467959771047,-0.666549670293,1.29493542023,0.198694306562,20.0
Y1050435,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,10.0
Y1050436,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,10.0
Y1050437,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,0.0
Y1050438,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.270966662823,-0.0602358566973,10.0
Y1050439,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,10.0
Y1050440,0.54267465333,0.14663626333,0.140333649641,-0.666549670293,-0.270966662823,-0.275837600824,10.0
Y1050441,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,0.0
Y1050442,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,10.0
Y1050443,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,0.0
Y1050444,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.270966662823,0.0245652529044,10.0
Y1050445,-0.58855620084,-0.144049324805,-0.467959771047,-0.666549670293,0.251000698194,-0.159517555976,20.0
Y1050446,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,0.0
Y1050447,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,10.0
Y1050448,0.055282636374,-0.344826467358,-0.324831907314,-0.666549670293,-0.270966662823,1.31234112706,20.0
Y1050449,-0.197439150196,-0.359719277358,1.74796626146,-0.0317404604901,-0.270966662823,-0.483037374814,20.0
Y1050450,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,0.251000698194,1.05629211837,10.0
Y1050451,-0.58855620084,-0.444111867473,-0.467959771047,-0.666549670293,-0.79293402384,-0.727030105598,0.0
Y1050452,1.80628358618,0.498272055587,-0.149329883904,1.03156496593,0.251000698194,0.658720856807,40.0
Y1050453,-0.139273024635,-0.444111867473,-0.363680898929,-0.666549670293,0.251000698194,0.320021186151,20.0
Y1050454,1.27677127146,1.02673041733,1.29484973365,2.72967960215,0.772968059211,0.104279470807,90.0
Y9999984,0.117460218704,0.433972939132,2.27349867256,1.7615955572,0.251000698194,2.66313569518,66.0
Y9999985,1.68593987829,3.30291913362,-0.189882778732,2.17422154357,0.251000698194,0.863006204173,59.0
