username,qz_mean,video_stop_backward_seek_sum,video_pause_backward_seek_avg,final_score
Y1050343,-0.958261236525,-0.546788673522,-0.764753646451,0.0
Y1050344,1.57193130697,-0.546788673522,2.14775563209,40.0
Y1050345,-0.569000845217,-0.546788673522,-0.764753646451,10.0
Y1050346,-0.569000845217,-0.546788673522,-0.764753646451,50.0
Y1050347,1.76656150263,1.16367845903,-0.106728443457,20.0
Y1050348,-0.958261236525,-0.546788673522,-0.764753646451,10.0
Y1050349,0.598780328705,-0.546788673522,-0.548839126745,65.0
Y1050350,-0.958261236525,0.308444892756,1.44237255537,10.0
Y1050351,1.37730111132,-0.546788673522,-0.248802066379,70.0
Y1050352,1.96119169828,-0.546788673522,-0.390501812583,80.0
Y1050353,-0.17974045391,2.87414559159,0.747014569431,50.0
Y1050354,0.793410524359,-0.546788673522,1.76347619937,50.0
Y1050355,-0.958261236525,-0.546788673522,-0.764753646451,10.0
Y1050356,-0.374370649563,-0.546788673522,0.21898523464,30.0
Y1050357,-0.569000845217,0.308444892756,0.962562511192,20.0
Y1050358,-0.374370649563,-0.546788673522,-0.476867620465,50.0
Y1050359,-0.569000845217,-0.546788673522,-0.764753646451,20.0
Y1050360,-0.569000845217,2.01891202531,0.00294242370867,30.0
Y1050361,0.209519937398,-0.546788673522,-0.31133315507,30.0
Y1050362,1.76656150263,0.308444892756,0.500173263171,80.0
Y1050363,-0.958261236525,-0.546788673522,-0.764753646451,0.0
Y1050364,1.96119169828,0.308444892756,-0.0529475376839,72.0
Y1050365,1.57193130697,0.308444892756,0.895264479009,96.0
Y1050366,-0.569000845217,-0.546788673522,0.368797582002,10.0
Y1050367,1.57193130697,-0.546788673522,0.0577778577233,90.0
Y1050368,-0.17974045391,0.308444892756,0.177418803251,20.0
Y1050369,-0.569000845217,0.308444892756,-0.172530963584,10.0
Y1050370,-0.17974045391,-0.546788673522,-0.764753646451,20.0
Y1050371,0.014889741744,-0.546788673522,-0.764753646451,40.0
Y1050372,0.404150133051,3.72937915787,0.33935469303,50.0
Y1050373,-0.569000845217,-0.546788673522,-0.476867620465,20.0
Y1050374,0.598780328705,1.16367845903,0.228453144194,30.0
Y1050375,-0.374370649563,0.308444892756,0.962562511192,30.0
Y1050376,2.54508228524,-0.546788673522,-0.150494156825,90.0
Y1050377,1.18267091567,-0.546788673522,-0.764753646451,40.0
Y1050378,2.15582189393,0.308444892756,5.71268194471,93.0
Y1050379,1.37730111132,-0.546788673522,1.82147521552,60.0
Y1050380,0.598780328705,-0.546788673522,0.563951089799,80.0
Y1050381,0.793410524359,3.72937915787,0.839182785523,55.0
Y1050382,-0.17974045391,1.16367845903,-0.548839126745,20.0
Y1050383,-0.958261236525,-0.546788673522,-0.764753646451,10.0
Y1050384,-0.17974045391,2.87414559159,0.962562511192,30.0
Y1050385,2.15582189393,1.16367845903,0.458761965501,40.0
Y1050386,0.014889741744,-0.546788673522,0.22228415804,30.0
Y1050387,-0.958261236525,2.87414559159,0.700847941878,10.0
Y1050388,0.404150133051,-0.546788673522,-0.764753646451,20.0
Y1050389,-0.958261236525,-0.546788673522,-0.764753646451,0.0
Y1050390,-0.958261236525,-0.546788673522,-0.764753646451,10.0
Y1050391,-0.569000845217,-0.546788673522,-0.764753646451,10.0
Y1050392,0.598780328705,-0.546788673522,-0.764753646451,20.0
Y1050393,-0.958261236525,-0.546788673522,-0.764753646451,0.0
Y1050394,-0.17974045391,0.308444892756,-0.117010087335,20.0
Y1050395,-0.958261236525,-0.546788673522,-0.764753646451,10.0
Y1050396,-0.17974045391,2.01891202531,0.676545874845,20.0
Y1050397,-0.17974045391,-0.546788673522,-0.764753646451,20.0
Y1050398,-0.958261236525,-0.546788673522,-0.592022030687,0.0
Y1050399,-0.958261236525,-0.546788673522,-0.764753646451,0.0
Y1050400,-0.17974045391,1.16367845903,0.188868815869,20.0
Y1050401,-0.569000845217,-0.546788673522,-0.764753646451,10.0
Y1050402,-0.958261236525,-0.546788673522,-0.764753646451,0.0
Y1050403,-0.569000845217,-0.546788673522,-0.764753646451,20.0
Y1050404,-0.958261236525,-0.546788673522,-0.764753646451,10.0
Y1050405,-0.958261236525,-0.546788673522,-0.764753646451,10.0
Y1050406,-0.958261236525,-0.546788673522,-0.764753646451,10.0
Y1050407,0.014889741744,-0.546788673522,-0.419290414922,10.0
Y1050408,-0.958261236525,-0.546788673522,-0.764753646451,10.0
Y1050409,-0.958261236525,-0.546788673522,-0.764753646451,10.0
Y1050410,-0.569000845217,-0.546788673522,-0.764753646451,20.0
Y1050411,-0.958261236525,-0.546788673522,-0.764753646451,10.0
Y1050412,0.209519937398,1.16367845903,2.07660885709,30.0
Y1050413,0.988040720013,2.87414559159,1.8017444501,60.0
Y1050414,0.404150133051,2.01891202531,1.32242004432,53.0
Y1050415,0.793410524359,0.308444892756,2.55114626265,30.0
Y1050416,0.404150133051,0.308444892756,0.867223631834,63.0
Y1050417,0.793410524359,0.308444892756,0.0739912184256,62.0
Y1050418,-0.763631040871,-0.546788673522,-0.764753646451,20.0
Y1050419,-0.374370649563,-0.546788673522,-0.764753646451,10.0
Y1050420,0.404150133051,-0.546788673522,-0.548839126745,75.0
Y1050421,0.988040720013,1.16367845903,-0.36171320938,60.0
Y1050422,0.404150133051,0.308444892756,1.46168958279,40.0
Y1050423,-0.958261236525,-0.546788673522,0.469043609379,10.0
Y1050424,-0.958261236525,0.308444892756,1.25044853718,30.0
Y1050425,-0.958261236525,-0.546788673522,-0.764753646451,10.0
Y1050426,1.76656150263,0.308444892756,0.00294242370867,40.0
Y1050427,2.54508228524,0.308444892756,-0.246558799158,96.0
Y1050428,-0.17974045391,-0.546788673522,0.0372145699678,20.0
Y1050429,-0.958261236525,-0.546788673522,-0.764753646451,10.0
Y1050430,-0.958261236525,-0.546788673522,-0.764753646451,0.0
Y1050431,-0.958261236525,-0.546788673522,-0.764753646451,0.0
Y1050432,-0.958261236525,-0.546788673522,-0.764753646451,0.0
Y1050433,-0.958261236525,-0.546788673522,-0.764753646451,0.0
Y1050434,-0.17974045391,0.308444892756,1.3943915506,20.0
Y1050435,-0.958261236525,-0.546788673522,-0.764753646451,10.0
Y1050436,-0.958261236525,-0.546788673522,-0.764753646451,10.0
Y1050437,-0.958261236525,-0.546788673522,-0.764753646451,0.0
Y1050438,0.014889741744,0.308444892756,0.290828449695,10.0
Y1050439,-0.17974045391,-0.546788673522,-0.764753646451,10.0
Y1050440,-0.958261236525,2.87414559159,-0.343457022678,10.0
Y1050441,-0.958261236525,-0.546788673522,-0.764753646451,0.0
Y1050442,-0.17974045391,-0.546788673522,-0.764753646451,10.0
Y1050443,-0.958261236525,-0.546788673522,-0.764753646451,0.0
Y1050444,-0.569000845217,-0.546788673522,-0.476867620465,10.0
Y1050445,0.598780328705,-0.546788673522,-0.33292460704,20.0
Y1050446,-0.958261236525,-0.546788673522,-0.764753646451,0.0
Y1050447,-0.958261236525,-0.546788673522,-0.548839126745,10.0
Y1050448,-0.17974045391,-0.546788673522,0.592423334184,20.0
Y1050449,-0.374370649563,-0.546788673522,-0.117010087335,20.0
Y1050450,-0.569000845217,-0.546788673522,-0.0738271833936,10.0
Y1050451,-0.958261236525,-0.546788673522,-0.764753646451,0.0
Y1050452,0.404150133051,1.16367845903,-0.274038829096,40.0
Y1050453,-0.569000845217,2.01891202531,-0.0339660414271,20.0
Y1050454,2.7397124809,0.308444892756,0.138385944792,90.0
Y9999984,1.76656150263,3.72937915787,1.76050747491,66.0
Y9999985,1.96119169828,-0.546788673522,-0.33292460704,59.0
