username,watched_time_weekday,qz_mean,video_pause_backward_seek_avg,predict_score,real_score
Y1050274,1.74073382847,-1.71774470143,-0.354923202866,51.3436465815,80.0
Y1050275,0.71412768968,-0.595293623328,0.00600781826322,35.3714100611,20.0
Y1050276,0.870253890521,-1.42283099348,0.644360558772,24.3658625193,40.0
Y1050277,-0.400134626151,0.291931655068,0.636305847534,13.0627229715,10.0
Y1050278,1.59966228762,-2.72702802866,0.894920301684,25.8012081515,54.0
Y1050279,1.6905319791,1.13518729987,-0.03616901145,54.99321895,70.0
Y1050280,-0.148412268617,-0.39779351643,0.839728392673,10.8626580678,10.0
Y1050281,-1.30803926984,0.47585719999,-0.111196808616,13.5515655452,10.0
Y1050282,0.00988100445532,-0.502242200014,-0.0595360469304,27.24130794,10.0
Y1050283,-0.793379826591,0.124160036327,0.31105368601,12.4746848054,20.0
Y1050284,-0.0332926725682,-0.312672993242,-0.780103865437,38.9809057696,30.0
Y1050285,-2.19095539443,0.324298647651,0.189052237052,-3.73888203329,0.0
Y1050286,1.51242325093,0.568434803356,-0.186423027727,53.1406136336,72.0
Y1050287,1.20677907039,-0.254981294239,-1.12947849073,61.5754581967,50.0
Y1050288,-2.19095539443,0.324298647651,0.189052237052,-3.73888203329,0.0
Y1050289,1.97331098699,2.74221692235,0.0350970882653,63.0034009101,60.0
Y1050290,-2.19095539443,0.324298647651,0.189052237052,-3.73888203329,0.0
Y1050291,1.19349706702,0.403500687393,-1.1364843598,63.7022838688,40.0
Y1050292,0.1009297043,0.320196184425,-1.00869240606,46.6080535306,50.0
Y1050293,1.20598344326,-0.118552617789,-1.98694860164,75.9311966591,80.0
Y1050294,0.766797090261,-0.527582625073,0.049841638428,35.5963971012,40.0
Y1050295,1.28481145424,-0.0768733030003,0.13661387156,42.6794207903,30.0
Y1050296,-0.583732911647,-0.497120376708,0.137140793109,16.0568979763,20.0
Y1050297,-1.63165177975,-0.185246875033,0.304115214693,0.245172999054,10.0
Y1050298,1.0148391319,-1.57473292082,0.762666831276,23.8917038963,10.0
Y1050299,-1.14736174594,-0.115671613897,0.360796556521,6.09235589919,10.0
Y1050300,0.946398566915,-1.32494052969,0.707731548659,24.6911285215,10.0
Y1050301,-0.886177603374,-0.362748371579,1.26077838819,-5.80775119213,10.0
Y1050302,-1.44699975696,-0.0703973019322,0.800109230719,-4.92806296724,10.0
Y1050303,0.461967180936,-0.136289175515,-0.0276321867566,34.0427072398,20.0
Y1050304,-0.939154828834,0.274532424785,0.191757241547,12.9437611459,10.0
Y1050305,0.129532283402,0.249346113996,-1.15705925807,49.1653496967,20.0
Y1050306,-1.32491707098,-0.696627864592,0.725492680174,-4.15501151102,10.0
Y1050307,-1.66972293555,-0.356726908703,0.614749085183,-5.87946602413,10.0
Y1050308,1.0668371113,2.82357543426,2.89021219336,4.71847287264,10.0
Y1050309,-2.19095539443,0.324298647651,0.189052237052,-3.73888203329,0.0
Y1050310,-0.84981083578,0.29668581399,-0.420547474581,24.1576515002,10.0
Y1050311,0.409402094665,0.226618415146,0.617305576368,24.0777058461,20.0
Y1050312,-0.436902239308,-0.86137785306,-0.0870265703937,20.4625610934,10.0
Y1050313,-0.222404489201,-1.03102241986,-0.0827071877406,22.7221616126,30.0
Y1050314,-0.641873523978,0.10369204425,0.0928015924254,17.9921018425,30.0
Y1050315,0.0798699050159,0.601070181422,0.00478384047605,30.8156217041,20.0
Y1050316,-0.719389055094,0.557060035846,0.37465610309,13.8825311035,10.0
Y1050317,0.814749374239,0.224536446912,-0.420691903571,46.381922361,55.0
Y1050318,1.08553322842,1.4783667143,-0.361432707575,53.2490837167,40.0
Y1050319,1.14745186393,-0.791566354431,-0.838558854731,54.268238943,76.0
Y1050320,-0.234777032604,-0.816770934681,-0.263151358287,26.1962060973,10.0
Y1050321,-0.545233845795,0.1650550598,-1.54241047611,46.0314091732,20.0
Y1050322,2.53748504555,0.81002779574,-1.05503288304,81.8705036497,99.0
Y1050323,1.42195139324,0.942270816356,-1.6309912603,76.6021907163,88.0
Y1050324,1.83185092662,-0.386943182673,0.585812468083,41.7408573054,30.0
Y1050325,0.79127269824,0.149609578282,1.10323848101,21.0902592464,20.0
Y1050326,1.78329874965,-0.0188766554744,1.234089953,31.7929977925,20.0
Y1050327,-1.86073817168,0.0732638715889,0.459825706598,-4.51186057343,0.0
Y1050328,2.82149845297,3.26469811022,0.909119647646,62.0079126292,71.0
Y1050329,-0.401356738578,0.0900334845284,-0.223543206178,26.3248585262,20.0
Y1050330,-0.34178005861,-0.0635330642312,-0.00381365099522,23.052455193,10.0
Y1050331,-0.457467833923,-0.564953312881,0.412371402073,13.0693664103,10.0
Y1050332,0.499831891355,0.1425465762,-0.166266677958,37.7313494021,40.0
Y1050333,-0.176003826993,-0.971370418449,-0.0440904907537,22.9203705828,10.0
Y1050334,-0.379004666041,0.456547540472,-0.202916813484,27.5121206159,20.0
Y1050335,0.528975624566,0.610497809949,0.546672802147,28.1153822792,10.0
Y1050336,0.631559612024,-0.794147836101,-0.749369777155,45.8509463594,50.0
Y1050337,-0.27847154439,-0.765322828511,-0.127344684597,23.5744419626,10.0
Y1050338,-0.772532049351,0.0582557089364,-0.358256630577,23.395980965,10.0
Y1050339,-0.660583788024,0.232005131184,-1.29406744963,40.6684406853,20.0
Y1050340,0.813594784011,0.0706853990105,0.949644722828,23.6207271291,10.0
Y1050341,-0.12295527966,0.202869616911,0.692791645989,15.590079461,20.0
Y1050342,0.404878881914,-0.0722295207263,-0.931951565022,48.1579811844,50.0
Y1050343,-2.19095539443,0.324298647651,0.189052237052,-3.73888203329,0.0
Y1050344,1.65846199547,1.99967317645,-0.228958263248,60.5666843873,40.0
Y1050345,-1.85419685364,0.326745936814,-0.219367079557,7.44010400929,10.0
Y1050346,-1.34905904234,0.33041687056,-0.831996054623,24.2085830773,50.0
Y1050347,1.15783010416,-0.44044567927,-0.827897618397,55.4043526038,20.0
Y1050348,-0.568369135639,0.320724515142,-0.188343163835,24.2681004338,10.0
Y1050349,0.924889685339,-1.32276162601,-0.339148246631,41.3935014887,65.0
Y1050350,0.676713653668,0.570270180792,0.83977415729,25.2195763778,10.0
Y1050351,1.10220493462,-0.511956570143,-0.874191361085,55.1667394525,70.0
Y1050352,0.769852899935,-0.248751075554,-1.66123108937,64.3277248076,80.0
Y1050353,0.309365182041,1.23388446108,0.197804030588,32.8877341233,50.0
Y1050354,1.35961083781,1.26278080687,0.0347900680404,49.8011794996,50.0
Y1050355,-1.16458512425,-0.353055974957,0.00212011011626,10.8890130439,10.0
Y1050356,0.294128340474,0.308581633424,0.351222436214,27.1121888738,30.0
Y1050357,0.972682768514,0.275206546436,1.08204482661,24.3003007403,20.0
Y1050358,0.0454604220199,-0.564122950653,-0.202096463341,29.8284069559,50.0
Y1050359,-1.5174383126,0.32919322598,-0.627786396472,18.6190900603,20.0
Y1050360,0.799206178226,-0.838611748329,0.589279494837,26.245931332,30.0
Y1050361,-0.0727936393998,0.081944835818,-0.638783134178,37.4688362313,30.0
Y1050362,0.847045933704,0.74128651025,-1.24859722069,61.9708012874,80.0
Y1050363,-2.19095539443,0.324298647651,0.189052237052,-3.73888203329,0.0
Y1050364,1.47204094271,-0.697142823838,-1.08493494763,62.9601259043,72.0
Y1050365,2.27283754204,0.547591619033,-0.0741339801561,61.5106460229,96.0
Y1050366,0.779744089848,-0.52585335592,0.575106281125,27.2545765361,10.0
Y1050367,1.23420131297,-0.449885109933,-0.936509290476,58.1657012724,90.0
Y1050368,0.751026413841,-0.440236051352,0.208887771163,33.0939147696,20.0
Y1050369,1.08377725872,-1.48610709002,0.820040209744,24.1861857953,10.0
Y1050370,0.0836449772823,-0.284876011487,-0.340464765939,33.5184154015,20.0
Y1050371,-0.0604201296015,0.097852036035,-0.628485348418,37.5216919562,40.0
Y1050372,0.728108265361,-0.239541839268,0.01966707855,36.5229117609,50.0
Y1050373,-0.189433223326,-0.420699043843,-0.223390218615,27.4816816229,20.0
Y1050374,1.27714845757,-0.532124422251,-0.0439588100038,43.9900207764,30.0
Y1050375,0.167152917506,0.605658803648,-0.0947465422364,33.6235821435,30.0
Y1050376,0.957399669176,0.345050027241,-2.01761188832,74.617772511,90.0
Y1050377,-0.0320487107057,-0.173622251504,-1.63587653958,53.3453567118,40.0
Y1050378,3.46856654946,4.00385331411,0.760977761965,75.6042241589,93.0
Y1050379,1.84630287723,1.12020180871,-0.250871918256,60.5288529846,60.0
Y1050380,0.769628759868,-0.293784829727,-0.117948909114,39.1353891806,80.0
Y1050381,0.701070598591,0.984107273901,-0.681399625557,51.6067808204,55.0
Y1050382,0.624479153243,-0.602923327968,0.103569506627,32.5533448508,20.0
Y1050383,-1.03427700953,-0.523312364049,0.108544322151,10.3538670462,10.0
Y1050384,0.759428980893,0.583901855442,0.221952769814,36.4051511732,30.0
Y1050385,2.79438177744,-1.46923217642,-0.170763241911,63.4013955111,40.0
Y1050386,1.15223620028,-0.707624963943,0.36657322121,35.059309018,30.0
Y1050387,-0.0517249402175,-0.303324126683,1.94917503858,-5.51857632469,10.0
Y1050388,-0.482842613934,0.107812776937,-0.633677760521,31.9387876751,20.0
Y1050389,-2.19095539443,0.324298647651,0.189052237052,-3.73888203329,0.0
Y1050390,-1.07234816533,-0.694792397718,0.419178192641,4.22922802301,10.0
Y1050391,-1.0598885592,0.0266130163643,-0.595383509311,23.2602658329,10.0
Y1050392,-1.09649013668,0.332252337433,-1.13831054216,32.5928226114,20.0
Y1050393,-2.19095539443,0.324298647651,0.189052237052,-3.73888203329,0.0
Y1050394,0.0565638492854,-0.212069985816,-0.190831694065,30.9676183866,20.0
Y1050395,-1.86847161526,0.063321871513,0.453389590537,-4.54489540127,10.0
Y1050396,0.199172350043,0.876979952707,-0.238245734457,37.2872551325,20.0
Y1050397,-1.18067977182,0.331640515143,-1.03620571308,29.7980761028,20.0
Y1050398,-1.98640622018,0.249485460819,0.357263164264,-3.9568936787,0.0
Y1050399,-2.19095539443,0.324298647651,0.189052237052,-3.73888203329,0.0
Y1050400,-0.0413678795518,0.56774501009,-0.438434023105,36.2597432625,20.0
Y1050401,-0.903404529315,-0.232528327553,-0.124856154368,16.8749240098,10.0
Y1050402,-2.19095539443,0.324298647651,0.189052237052,-3.73888203329,0.0
Y1050403,-0.419114495498,-0.162953066422,-0.0681748125366,22.7221069099,20.0
Y1050404,-1.5174383126,0.32919322598,-0.627786396472,18.6190900603,10.0
Y1050405,-2.02257612391,0.325522292234,-0.0151574214056,1.85061099219,10.0
