username,qz_mean,watched_time_hour,predict_score,real_score
Y1050274,1.28465725912,-0.42098392209,55.3155451002,80.0
Y1050275,-1.23180167473,-0.0473286322221,7.89911796126,20.0
Y1050276,-0.538185427285,-0.0762409407074,19.9083531092,40.0
Y1050277,0.649991905674,0.389407836322,33.1070247051,10.0
Y1050278,2.14336761593,0.678569286698,53.9337516978,54.0
Y1050279,1.15520828612,-0.0687471911418,48.1101730753,70.0
Y1050280,0.378138672284,1.08092601084,18.6651227429,10.0
Y1050281,-1.23180167473,-0.0473286322221,7.89911796126,10.0
Y1050282,-1.23180167473,-0.0473286322221,7.89911796126,10.0
Y1050283,0.507719073048,-1.43876496014,56.8940033902,20.0
Y1050284,-0.864681315801,-0.161893977246,15.676097857,30.0
Y1050285,-1.23180167473,-0.0473286322221,7.89911796126,0.0
Y1050286,0.903000252247,-1.76601233687,68.1857324214,72.0
Y1050287,1.18453397066,-1.24363576649,65.4158093202,50.0
Y1050288,-1.23180167473,-0.0473286322221,7.89911796126,0.0
Y1050289,1.30643180813,-2.08510933692,79.4970633894,60.0
Y1050290,-1.23180167473,-0.0473286322221,7.89911796126,0.0
Y1050291,0.604659724832,-0.619295752426,46.7860848192,40.0
Y1050292,0.612073464067,0.110646542739,36.4628509395,50.0
Y1050293,2.05888839767,0.353247216459,57.1775976603,80.0
Y1050294,1.15991215523,-0.064043322024,48.1214860425,40.0
Y1050295,2.20524869642,0.740450367182,54.0825778281,30.0
Y1050296,1.06154556973,1.28264720433,27.2027826597,20.0
Y1050297,-1.23180167473,-0.0473286322221,7.89911796126,10.0
Y1050298,-1.23180167473,-0.0473286322221,7.89911796126,10.0
Y1050299,-1.23180167473,-0.0473286322221,7.89911796126,10.0
Y1050300,-1.23180167473,-0.0473286322221,7.89911796126,10.0
Y1050301,-1.23180167473,-0.0473286322221,7.89911796126,10.0
Y1050302,-1.23180167473,-0.0473286322221,7.89911796126,10.0
Y1050303,-0.42248251704,0.761990525468,9.84555841619,20.0
Y1050304,-1.23180167473,-0.0473286322221,7.89911796126,10.0
Y1050305,-0.823587587233,0.360885455275,8.88088690448,20.0
Y1050306,1.40932249869,2.11210983725,21.1451553692,10.0
Y1050307,-1.23180167473,-0.0473286322221,7.89911796126,10.0
Y1050308,-0.569632545042,0.614840497465,9.49165752959,10.0
Y1050309,-1.23180167473,-0.0473286322221,7.89911796126,0.0
Y1050310,-1.23180167473,-0.0473286322221,7.89911796126,10.0
Y1050311,0.724332974678,-0.0179367986269,40.1798603224,20.0
Y1050312,-0.966136352388,0.218336690119,8.53805221354,10.0
Y1050313,-0.274880959456,0.427906379098,17.0945880323,30.0
Y1050314,-0.990958822753,-0.288171484199,15.3723961025,30.0
Y1050315,-0.052560673694,0.65022666486,17.6292759784,20.0
Y1050316,-0.750115970777,-0.529014336175,22.8456742438,10.0
Y1050317,0.617896787779,-0.846901541455,50.2649418043,55.0
Y1050318,0.8432923899,0.341865468572,37.0189404215,40.0
Y1050319,2.84741297948,0.419243242335,69.4150906219,76.0
Y1050320,-0.183577659933,1.00089538257,10.4201328277,10.0
Y1050321,-0.5092731188,-0.769857188152,30.3189523851,20.0
Y1050322,2.79639414273,-0.595147002315,83.0804741326,99.0
Y1050323,3.2664174451,-0.365966551927,87.6579177596,88.0
Y1050324,-0.316433541761,-0.577017611113,30.7827382111,30.0
Y1050325,0.658710115053,0.638968897678,29.6809709063,20.0
Y1050326,0.266737983262,0.969525321817,18.3972002481,20.0
Y1050327,-1.23180167473,-0.0473286322221,7.89911796126,0.0
Y1050328,0.904407914052,-0.560390415183,50.9540109332,71.0
Y1050329,0.540010376452,0.0385834551234,36.2895367312,20.0
Y1050330,0.345701700166,0.807646186744,22.0341321002,10.0
Y1050331,0.213891137167,0.916678475722,18.2701017627,10.0
Y1050332,1.6271558408,0.403200363542,49.2452232027,40.0
Y1050333,-1.23180167473,-0.0473286322221,7.89911796126,10.0
Y1050334,-1.23180167473,-0.0473286322221,7.89911796126,20.0
Y1050335,-0.725458757691,0.459014284817,9.11689012003,10.0
Y1050336,1.2656466385,-1.40336595062,69.0579094734,50.0
Y1050337,-1.09460962241,0.0898634200933,8.22906957329,10.0
Y1050338,-0.395219874408,0.789253168099,9.9111260109,10.0
Y1050339,-0.705386004258,0.47908703825,9.16516578353,20.0
Y1050340,0.47740901718,1.66188205969,12.0098285568,10.0
Y1050341,-0.208482544575,-0.95075231788,37.9364068636,20.0
Y1050342,0.253143995179,-0.970811482078,45.9406773799,50.0
Y1050343,-1.23180167473,-0.0473286322221,7.89911796126,0.0
Y1050344,1.48282725136,0.499714626081,45.4510865803,40.0
Y1050345,-0.990958822753,-0.288171484199,15.3723961025,10.0
Y1050346,1.02069134341,0.0375787181258,44.3396338013,50.0
Y1050347,-0.378183725297,0.80628931721,9.9520985364,20.0
Y1050348,-0.147841089702,1.03663195281,10.5060805102,10.0
Y1050349,-0.297808041142,-0.79923496247,34.2745545744,65.0
Y1050350,-0.43386106188,0.750611980627,9.81819262386,10.0
Y1050351,2.26453416434,0.558892983133,57.6721828135,70.0
Y1050352,1.76996226833,-0.176521764854,59.9297417585,80.0
Y1050353,1.08171897408,-0.383079355155,51.3804501408,50.0
Y1050354,0.734093375534,-0.971547805677,53.9914199935,50.0
Y1050355,-0.367304221748,0.335483116806,16.8723069026,10.0
Y1050356,0.0531831446734,-0.448243776655,35.1187004678,30.0
Y1050357,-0.990958822753,-0.288171484199,15.3723961025,20.0
Y1050358,1.67189087478,0.447935397518,49.3528125005,50.0
Y1050359,-1.23180167473,-0.0473286322221,7.89911796126,20.0
Y1050360,-0.750115970777,-0.529014336175,22.8456742438,30.0
Y1050361,1.00910866101,1.71189599956,20.1826273024,30.0
Y1050362,1.5165250944,-0.911644642739,66.2142594098,80.0
Y1050363,-1.23180167473,-0.0473286322221,7.89911796126,0.0
Y1050364,0.634594482725,-1.55273240244,60.6461645139,72.0
Y1050365,3.58337845251,0.191837307466,84.9731985089,96.0
Y1050366,-1.23180167473,-0.0473286322221,7.89911796126,10.0
Y1050367,1.43070661199,-1.96083453306,79.7959485739,90.0
Y1050368,-1.23180167473,-0.0473286322221,7.89911796126,20.0
Y1050369,-1.23180167473,-0.0473286322221,7.89911796126,10.0
Y1050370,1.31055528138,1.77249976796,24.3546382018,20.0
Y1050371,0.331926501019,-0.651186124262,42.6831306277,40.0
Y1050372,1.90176916256,0.918656537281,46.4586563091,50.0
Y1050373,-0.990958822753,-0.288171484199,15.3723961025,20.0
Y1050374,-0.14388176903,0.0772198655717,24.3036883835,30.0
Y1050375,0.430427046384,0.169842977033,32.5789636546,30.0
Y1050376,1.95564644306,-0.954208998037,74.1644041662,90.0
Y1050377,1.52934757639,0.787077803086,42.115948172,40.0
Y1050378,2.95174459448,-0.19895369859,80.0070759282,93.0
Y1050379,1.22138930121,-1.68846613988,72.3984904452,60.0
Y1050380,2.06311622416,-0.846739216938,74.422872692,80.0
Y1050381,1.95692866527,0.01044463208,60.3794023841,55.0
Y1050382,-0.990958822753,-0.288171484199,15.3723961025,20.0
Y1050383,-0.990958822753,-0.288171484199,15.3723961025,10.0
Y1050384,0.0610696228936,0.523014109472,21.3495821489,30.0
Y1050385,2.46803359018,0.0398638530413,68.5026701212,40.0
Y1050386,-0.495584678491,-0.756168747842,30.3518735556,30.0
Y1050387,0.0714980670524,0.774285405607,17.9276415237,10.0
Y1050388,-0.750115970777,-0.529014336175,22.8456742438,20.0
Y1050389,-1.23180167473,-0.0473286322221,7.89911796126,0.0
Y1050390,-0.990958822753,-0.288171484199,15.3723961025,10.0
Y1050391,-0.826472171119,-0.123684832565,15.7679921662,10.0
Y1050392,-0.750115970777,-0.529014336175,22.8456742438,20.0
Y1050393,-1.23180167473,-0.0473286322221,7.89911796126,0.0
Y1050394,-1.23180167473,-0.0473286322221,7.89911796126,20.0
Y1050395,-0.990958822753,-0.288171484199,15.3723961025,10.0
Y1050396,0.103149864274,0.805937202829,18.0037651864,20.0
Y1050397,-0.990958822753,-0.288171484199,15.3723961025,20.0
Y1050398,-1.23180167473,-0.0473286322221,7.89911796126,0.0
Y1050399,-1.23180167473,-0.0473286322221,7.89911796126,0.0
