evaluation_num,kfold_split_num,username,exam_mean,label_val_predict,label_val_test
1,5,Y1050426,6.4,56.4290766077,40.0
1,5,Y1050427,9.4,84.2588258824,96.0
1,5,Y1050429,0.4,0.769578058296,10.0
1,5,Y1050451,0.0,0.0,0.0
1,6,Y1050297,0.4,0.443307521863,10.0
1,6,Y1050299,0.8,4.21248179025,10.0
1,6,Y1050303,2.8,23.0583531322,20.0
1,6,Y1050309,0.0,0.0,0.0
1,6,Y1050315,2.8,23.0583531322,20.0
1,6,Y1050317,5.8,51.3271601451,55.0
1,6,Y1050335,2.2,17.4045917296,10.0
1,6,Y1050340,2.0,15.5200045954,10.0
1,6,Y1050352,7.6,68.2884443528,80.0
1,6,Y1050357,2.4,19.2891788638,20.0
1,6,Y1050363,0.0,0.0,0.0
1,6,Y1050366,2.4,19.2891788638,10.0
1,6,Y1050395,0.4,0.443307521863,10.0
1,6,Y1050410,2.8,23.0583531322,20.0
1,6,Y1050412,5.2,45.6733987425,30.0
1,6,Y1050417,6.6,58.8655086818,62.0
1,6,Y1050433,0.0,0.0,0.0
1,6,Y9999985,8.0,72.0576186212,59.0
1,7,Y1050279,6.0,53.4564448056,70.0
1,7,Y1050321,4.8,42.1689945699,20.0
1,7,Y1050331,1.8,13.9503689805,10.0
1,7,Y1050338,2.0,15.8316106865,10.0
1,7,Y1050347,4.4,38.4065111579,20.0
1,7,Y1050360,3.2,27.1190609222,30.0
1,7,Y1050374,4.4,38.4065111579,30.0
1,7,Y1050390,1.2,8.30664386266,10.0
1,7,Y1050392,3.4,29.0003026282,20.0
1,7,Y1050398,0.0,0.0,0.0
1,7,Y1050402,0.0,0.0,0.0
1,7,Y1050408,2.0,15.8316106865,10.0
1,7,Y1050428,2.8,23.3565775103,20.0
1,7,Y1050430,0.0,0.0,0.0
1,7,Y1050431,0.0,0.0,0.0
1,7,Y1050434,2.8,23.3565775103,20.0
1,7,Y1050440,1.2,8.30664386266,10.0
1,7,Y1050452,6.0,53.4564448056,40.0
1,8,Y1050275,3.0,24.7463543284,20.0
1,8,Y1050310,2.0,15.5253370442,10.0
1,8,Y1050318,5.2,45.0325923538,40.0
1,8,Y1050322,9.8,87.4492718613,99.0
1,8,Y1050328,6.2,54.253609638,71.0
1,8,Y1050329,3.6,30.278964699,20.0
1,8,Y1050343,0.0,0.0,0.0
1,8,Y1050348,2.0,15.5253370442,10.0
1,8,Y1050353,4.6,39.4999819832,50.0
1,8,Y1050359,1.6,11.8369301305,20.0
1,8,Y1050372,4.8,41.3441854401,50.0
1,8,Y1050380,6.6,57.9420165517,80.0
1,8,Y1050385,8.2,72.6956442065,40.0
1,8,Y1050386,4.2,35.8115750695,30.0
1,8,Y1050394,2.6,21.0579474147,20.0
1,8,Y1050420,6.4,56.0978130949,75.0
1,8,Y1050453,2.8,22.9021508716,20.0
1,8,Y9999984,5.8,50.5652027243,66.0
1,9,Y1050289,8.0,71.7084471253,60.0
1,9,Y1050293,8.2,73.5747970936,80.0
1,9,Y1050298,2.4,19.4506480147,10.0
1,9,Y1050300,2.4,19.4506480147,10.0
1,9,Y1050301,0.0,0.0,10.0
1,9,Y1050306,0.6,2.65349830056,10.0
1,9,Y1050311,3.6,30.6487478241,20.0
1,9,Y1050316,2.0,15.7179480782,10.0
1,9,Y1050351,6.8,60.5103473159,70.0
1,9,Y1050355,1.6,11.9852481417,10.0
1,9,Y1050367,8.4,75.4411470618,90.0
1,9,Y1050370,3.4,28.7823978559,20.0
1,9,Y1050379,7.8,69.8420971571,60.0
1,9,Y1050401,1.6,11.9852481417,10.0
1,9,Y1050407,1.8,13.85159811,10.0
1,9,Y1050414,4.6,39.9804976653,53.0
1,9,Y1050438,1.0,6.38619823703,10.0
1,9,Y1050449,4.0,34.3814477606,20.0
1,10,Y1050274,6.8,60.4904328149,80.0
1,10,Y1050277,2.4,19.3973198514,10.0
1,10,Y1050280,1.6,11.9258447672,10.0
1,10,Y1050282,2.4,19.3973198514,10.0
1,10,Y1050304,1.2,8.19010722504,10.0
1,10,Y1050305,3.8,32.4724012489,20.0
1,10,Y1050307,0.0,0.0,10.0
1,10,Y1050320,2.4,19.3973198514,10.0
1,10,Y1050337,2.2,17.5294510804,10.0
1,10,Y1050375,3.8,32.4724012489,30.0
1,10,Y1050383,1.6,11.9258447672,10.0
1,10,Y1050387,0.4,0.718632140777,10.0
1,10,Y1050389,0.0,0.0,0.0
1,10,Y1050396,3.2,26.8687949357,20.0
1,10,Y1050400,2.8,23.1330573936,20.0
1,10,Y1050423,1.4,10.0579759961,10.0
1,10,Y1050432,0.0,0.0,0.0
1,10,Y1050441,0.0,0.0,0.0
2,1,Y1050294,5.0,43.6092277051,40.0
2,1,Y1050304,1.2,8.0463668234,10.0
2,1,Y1050306,0.6,2.43117826313,10.0
2,1,Y1050327,0.0,0.0,0.0
2,1,Y1050334,2.2,17.4050144239,20.0
2,1,Y1050338,2.0,15.5332849038,10.0
2,1,Y1050350,2.0,15.5332849038,10.0
2,1,Y1050353,4.6,39.8657686649,50.0
2,1,Y1050359,1.6,11.7898258636,20.0
2,1,Y1050387,0.4,0.559448743038,10.0
2,1,Y1050396,3.2,26.7636620243,20.0
2,1,Y1050397,2.8,23.0202029841,20.0
2,1,Y1050404,1.6,11.7898258636,10.0
2,1,Y1050423,1.4,9.91809634349,10.0
2,1,Y1050426,6.4,56.7113343458,40.0
2,1,Y1050440,1.2,8.0463668234,10.0
2,1,Y1050449,4.0,34.2505801047,20.0
2,1,Y1050453,2.8,23.0202029841,20.0
2,1,Y1050454,7.6,67.9417114663,90.0
2,2,Y1050291,6.8,60.6112760031,40.0
2,2,Y1050305,3.8,32.4406435387,20.0
2,2,Y1050309,0.0,0.0,0.0
2,2,Y1050314,2.0,15.53826406,30.0
2,2,Y1050316,2.0,15.53826406,10.0
2,2,Y1050319,7.4,66.245402496,76.0
2,2,Y1050320,2.4,19.2943483886,10.0
2,2,Y1050337,2.2,17.4163062243,10.0
2,2,Y1050344,6.0,53.0991073459,40.0
2,2,Y1050349,5.0,43.7088965245,65.0
2,2,Y1050354,6.0,53.0991073459,50.0
2,2,Y1050377,5.8,51.2210651816,40.0
2,2,Y1050382,3.2,26.8065170458,20.0
2,2,Y1050392,3.4,28.6845592101,20.0
2,2,Y1050398,0.0,0.0,0.0
2,2,Y1050413,4.6,39.9528121959,60.0
2,2,Y1050421,4.8,41.8308543602,60.0
2,2,Y1050431,0.0,0.0,0.0
2,2,Y1050443,0.0,0.0,0.0
2,3,Y1050275,3.0,24.6866561214,20.0
2,3,Y1050279,6.0,52.4679635634,70.0
2,3,Y1050280,1.6,11.7220459818,10.0
2,3,Y1050307,0.0,0.0,10.0
2,3,Y1050328,6.2,54.3200507262,71.0
2,3,Y1050357,2.4,19.130394633,20.0
2,3,Y1050369,2.4,19.130394633,10.0
2,3,Y1050371,4.8,41.3554405866,40.0
2,3,Y1050375,3.8,32.0950047726,30.0
2,3,Y1050379,7.8,69.1367480286,60.0
2,3,Y1050381,6.4,56.172137889,55.0
2,3,Y1050389,0.0,0.0,0.0
2,3,Y1050401,1.6,11.7220459818,10.0
2,3,Y1050402,0.0,0.0,0.0
2,3,Y1050415,4.2,35.7991790982,30.0
2,3,Y1050425,1.2,8.01787165617,10.0
2,3,Y1050427,9.4,83.953445331,96.0
2,3,Y1050446,0.0,0.0,0.0
2,3,Y9999984,5.8,50.6158764006,66.0
2,4,Y1050292,5.0,43.702207107,50.0
2,4,Y1050322,9.8,88.2215840226,99.0
2,4,Y1050325,2.8,23.2974926873,20.0
2,4,Y1050335,2.2,17.7325705728,10.0
2,4,Y1050339,3.2,27.0074407636,20.0
2,4,Y1050341,3.0,25.1524667254,20.0
2,4,Y1050343,0.0,0.0,0.0
2,4,Y1050347,4.4,38.1372849925,20.0
2,4,Y1050352,7.6,67.8168696029,80.0
2,4,Y1050368,2.8,23.2974926873,20.0
2,4,Y1050374,4.4,38.1372849925,30.0
2,4,Y1050399,0.0,0.0,0.0
2,4,Y1050405,0.8,4.74775230578,10.0
2,4,Y1050410,2.8,23.2974926873,20.0
2,4,Y1050419,1.4,10.3126744202,10.0
2,4,Y1050437,0.0,0.0,0.0
2,4,Y1050442,2.0,15.8775965347,10.0
2,4,Y1050445,4.2,36.2823109544,20.0
2,5,Y1050274,6.8,59.6789958903,80.0
2,5,Y1050277,2.4,19.0756804559,10.0
2,5,Y1050278,5.0,43.0685486672,54.0
2,5,Y1050297,0.4,0.619627985784,10.0
2,5,Y1050323,9.6,85.5174693485,88.0
2,5,Y1050362,7.6,67.0614168784,80.0
2,5,Y1050367,8.4,74.4438378664,90.0
2,5,Y1050373,2.8,22.76689095,20.0
2,5,Y1050390,1.2,8.00204897385,10.0
2,5,Y1050406,1.2,8.00204897385,10.0
2,5,Y1050408,2.0,15.3844699619,10.0
2,5,Y1050429,0.4,0.619627985784,10.0
2,5,Y1050430,0.0,0.0,0.0
2,5,Y1050434,2.8,22.76689095,20.0
2,5,Y1050436,0.8,4.31083847982,10.0
2,5,Y1050438,1.0,6.15644372683,10.0
2,5,Y1050447,1.4,9.84765422087,10.0
2,5,Y1050452,6.0,52.2965749022,40.0
2,6,Y1050276,3.0,25.0434856191,40.0
2,6,Y1050283,3.8,32.6112945951,20.0
2,6,Y1050287,7.8,70.4503394749,50.0
2,6,Y1050300,2.4,19.3676288871,10.0
2,6,Y1050302,0.0,0.0,10.0
2,6,Y1050311,3.6,30.7193423511,20.0
2,6,Y1050317,5.8,51.530817035,55.0
2,6,Y1050336,7.0,62.882530499,50.0
2,6,Y1050351,6.8,60.990578255,70.0
2,6,Y1050358,4.6,40.179103571,50.0
2,6,Y1050383,1.6,11.7998199111,10.0
2,6,Y1050386,4.2,36.395199083,30.0
2,6,Y1050393,0.0,0.0,0.0
2,6,Y1050394,2.6,21.2595811311,20.0
2,6,Y1050411,1.6,11.7998199111,10.0
2,6,Y1050417,6.6,59.098626011,62.0
2,6,Y1050433,0.0,0.0,0.0
2,6,Y1050439,2.4,19.3676288871,10.0
2,7,Y1050295,5.6,49.7113395198,30.0
2,7,Y1050301,0.0,0.0,10.0
2,7,Y1050308,0.0,0.0,10.0
2,7,Y1050310,2.0,15.6415442725,10.0
2,7,Y1050330,2.6,21.3198434804,10.0
2,7,Y1050333,2.2,17.5343106751,10.0
2,7,Y1050348,2.0,15.6415442725,10.0
2,7,Y1050360,3.2,26.9981426883,30.0
2,7,Y1050370,3.4,28.8909090909,20.0
2,7,Y1050384,3.4,28.8909090909,30.0
2,7,Y1050388,3.4,28.8909090909,20.0
2,7,Y1050395,0.4,0.499413051453,10.0
2,7,Y1050416,6.4,57.2824051304,63.0
2,7,Y1050422,5.6,49.7113395198,40.0
2,7,Y1050432,0.0,0.0,0.0
2,7,Y1050435,1.8,13.7487778699,10.0
2,7,Y1050441,0.0,0.0,0.0
2,7,Y1050450,2.4,19.4270770778,10.0
2,8,Y1050282,2.4,19.464738041,10.0
2,8,Y1050286,7.2,64.8014948872,72.0
2,8,Y1050289,8.0,72.3576210282,60.0
2,8,Y1050298,2.4,19.464738041,10.0
2,8,Y1050313,2.6,21.3537695763,30.0
2,8,Y1050318,5.2,45.9111795346,40.0
2,8,Y1050324,4.6,40.2440849289,30.0
2,8,Y1050329,3.6,30.7989272526,20.0
2,8,Y1050345,1.2,8.13054882951,10.0
2,8,Y1050346,3.8,32.6879587878,50.0
2,8,Y1050361,3.4,28.9098957173,30.0
2,8,Y1050363,0.0,0.0,0.0
2,8,Y1050364,7.8,70.468589493,72.0
2,8,Y1050378,8.4,76.1356840987,93.0
2,8,Y1050385,8.2,74.2466525635,40.0
2,8,Y1050400,2.8,23.2428011116,20.0
2,8,Y1050409,1.2,8.13054882951,10.0
2,8,Y1050444,2.0,15.6866749705,10.0
2,9,Y1050288,0.0,0.0,0.0
2,9,Y1050290,0.0,0.0,0.0
2,9,Y1050293,8.2,72.9162775928,80.0
2,9,Y1050312,2.0,15.680038887,10.0
2,9,Y1050315,2.8,23.0653600104,20.0
2,9,Y1050321,4.8,41.5286628187,20.0
2,9,Y1050332,5.0,43.3749930995,40.0
2,9,Y1050342,5.8,50.7603142228,50.0
2,9,Y1050355,1.6,11.9873783254,10.0
2,9,Y1050356,3.6,30.4506811337,30.0
2,9,Y1050365,8.4,74.7626078736,96.0
2,9,Y1050372,4.8,41.5286628187,50.0
2,9,Y1050376,9.0,80.3015987161,90.0
2,9,Y1050391,2.4,19.3726994487,10.0
2,9,Y1050403,2.4,19.3726994487,20.0
2,9,Y1050414,4.6,39.6823325378,53.0
2,9,Y1050451,0.0,0.0,0.0
2,9,Y9999985,8.0,71.069947312,59.0
2,10,Y1050281,1.2,8.20909231542,10.0
2,10,Y1050284,3.6,30.4520918762,30.0
2,10,Y1050285,0.0,0.0,0.0
2,10,Y1050296,2.4,19.3305920958,20.0
2,10,Y1050299,0.8,4.50192572196,10.0
2,10,Y1050303,2.8,23.0377586892,20.0
2,10,Y1050326,3.0,24.891341986,20.0
2,10,Y1050331,1.8,13.7698422056,10.0
2,10,Y1050340,2.0,15.6234255023,10.0
2,10,Y1050366,2.4,19.3305920958,10.0
2,10,Y1050380,6.6,58.2558413271,80.0
2,10,Y1050407,1.8,13.7698422056,10.0
2,10,Y1050412,5.2,45.28075825,30.0
2,10,Y1050418,1.4,10.0626756121,20.0
2,10,Y1050420,6.4,56.4022580303,75.0
2,10,Y1050424,2.8,23.0377586892,30.0
2,10,Y1050428,2.8,23.0377586892,20.0
2,10,Y1050448,3.2,26.7449252827,20.0
3,1,Y1050277,2.4,19.3768892844,10.0
3,1,Y1050285,0.0,0.0,0.0
3,1,Y1050298,2.4,19.3768892844,10.0
3,1,Y1050309,0.0,0.0,0.0
3,1,Y1050331,1.8,13.8569271407,10.0
3,1,Y1050337,2.2,17.5369019032,10.0
3,1,Y1050349,5.0,43.2967252404,65.0
3,1,Y1050350,2.0,15.6969145219,10.0
3,1,Y1050351,6.8,59.8566116714,70.0
3,1,Y1050359,1.6,12.0169397595,20.0
3,1,Y1050363,0.0,0.0,0.0
3,1,Y1050365,8.4,74.5765107212,96.0
3,1,Y1050366,2.4,19.3768892844,10.0
3,1,Y1050374,4.4,37.7767630967,30.0
3,1,Y1050397,2.8,23.0568640469,20.0
3,1,Y1050426,6.4,56.176636909,40.0
3,1,Y1050431,0.0,0.0,0.0
3,1,Y1050447,1.4,10.1769523783,10.0
3,1,Y9999984,5.8,50.6566747653,66.0
3,2,Y1050290,0.0,0.0,0.0
3,2,Y1050312,2.0,15.3478023025,10.0
3,2,Y1050313,2.6,20.9648310743,30.0
3,2,Y1050327,0.0,0.0,0.0
3,2,Y1050336,7.0,62.1563754005,50.0
3,2,Y1050340,2.0,15.3478023025,10.0
3,2,Y1050355,1.6,11.6031164547,10.0
3,2,Y1050369,2.4,19.0924881503,10.0
3,2,Y1050380,6.6,58.4116895527,80.0
3,2,Y1050382,3.2,26.581859846,20.0
3,2,Y1050402,0.0,0.0,0.0
3,2,Y1050405,0.8,4.11374475897,10.0
3,2,Y1050406,1.2,7.85843060682,10.0
3,2,Y1050414,4.6,39.6882603135,53.0
3,2,Y1050419,1.4,9.73077353074,10.0
3,2,Y1050424,2.8,22.8371739982,30.0
3,2,Y1050430,0.0,0.0,0.0
3,2,Y1050437,0.0,0.0,0.0
3,2,Y1050438,1.0,5.9860876829,10.0
3,3,Y1050279,6.0,53.3123004406,70.0
3,3,Y1050291,6.8,60.8144587248,40.0
3,3,Y1050293,8.2,73.9432357221,80.0
3,3,Y1050294,5.0,43.9346025854,40.0
3,3,Y1050303,2.8,23.303667304,20.0
3,3,Y1050333,2.2,17.6770485909,10.0
3,3,Y1050341,3.0,25.179206875,20.0
3,3,Y1050361,3.4,28.9302860171,30.0
3,3,Y1050372,4.8,42.0590630144,50.0
3,3,Y1050381,6.4,57.0633795827,55.0
3,3,Y1050388,3.4,28.9302860171,20.0
3,3,Y1050392,3.4,28.9302860171,20.0
3,3,Y1050393,0.0,0.0,0.0
3,3,Y1050412,5.2,45.8101421565,30.0
3,3,Y1050416,6.4,57.0633795827,63.0
3,3,Y1050423,1.4,10.1748903067,10.0
3,3,Y1050441,0.0,0.0,0.0
3,3,Y1050445,4.2,36.4324443013,20.0
3,3,Y1050451,0.0,0.0,0.0
3,4,Y1050280,1.6,12.0061559905,10.0
3,4,Y1050281,1.2,8.27987764183,10.0
3,4,Y1050282,2.4,19.4587126878,10.0
3,4,Y1050295,5.6,49.2689394769,30.0
3,4,Y1050311,3.6,30.6375477337,20.0
3,4,Y1050323,9.6,86.5317229633,88.0
3,4,Y1050339,3.2,26.911269385,20.0
3,4,Y1050347,4.4,38.090104431,20.0
3,4,Y1050362,7.6,67.9003312201,80.0
3,4,Y1050375,3.8,32.500686908,30.0
3,4,Y1050404,1.6,12.0061559905,10.0
3,4,Y1050409,1.2,8.27987764183,10.0
3,4,Y1050411,1.6,12.0061559905,10.0
3,4,Y1050417,6.6,58.5846353485,62.0
3,4,Y1050420,6.4,56.7214961742,75.0
3,4,Y1050429,0.4,0.827320944553,10.0
3,4,Y1050432,0.0,0.0,0.0
3,4,Y1050443,0.0,0.0,0.0
3,5,Y1050275,3.0,24.9593929203,20.0
3,5,Y1050284,3.6,30.5626663056,30.0
3,5,Y1050286,7.2,64.1823066172,72.0
3,5,Y1050288,0.0,0.0,0.0
3,5,Y1050328,6.2,54.8435176417,71.0
3,5,Y1050342,5.8,51.1080020515,50.0
3,5,Y1050352,7.6,67.9178222073,80.0
3,5,Y1050356,3.6,30.5626663056,30.0
3,5,Y1050370,3.4,28.6949085105,20.0
3,5,Y1050377,5.8,51.1080020515,40.0
3,5,Y1050383,1.6,11.8850883547,10.0
3,5,Y1050387,0.4,0.678541584161,10.0
3,5,Y1050391,2.4,19.356119535,10.0
3,5,Y1050401,1.6,11.8850883547,10.0
3,5,Y1050418,1.4,10.0173305596,20.0
3,5,Y1050434,2.8,23.0916351252,20.0
3,5,Y1050448,3.2,26.8271507154,20.0
3,5,Y9999985,8.0,71.6533377975,59.0
3,6,Y1050283,3.8,32.6082749053,20.0
3,6,Y1050301,0.0,0.0,10.0
3,6,Y1050318,5.2,45.9919333233,40.0
3,6,Y1050325,2.8,23.0485188925,20.0
3,6,Y1050335,2.2,17.3126652848,10.0
3,6,Y1050343,0.0,0.0,0.0
3,6,Y1050345,1.2,7.75290927192,10.0
3,6,Y1050360,3.2,26.8724212976,30.0
3,6,Y1050376,9.0,82.3190061722,90.0
3,6,Y1050385,8.2,74.6712013619,40.0
3,6,Y1050390,1.2,7.75290927192,10.0
3,6,Y1050395,0.4,0.105104461632,10.0
3,6,Y1050399,0.0,0.0,0.0
3,6,Y1050410,2.8,23.0485188925,20.0
3,6,Y1050421,4.8,42.1680309182,60.0
3,6,Y1050425,1.2,7.75290927192,10.0
3,6,Y1050428,2.8,23.0485188925,20.0
3,6,Y1050452,6.0,53.6397381336,40.0
3,7,Y1050276,3.0,24.9309655509,40.0
3,7,Y1050292,5.0,43.7336429789,50.0
3,7,Y1050302,0.0,0.0,10.0
3,7,Y1050307,0.0,0.0,10.0
3,7,Y1050321,4.8,41.8533752361,20.0
3,7,Y1050332,5.0,43.7336429789,40.0
3,7,Y1050334,2.2,17.4098945797,20.0
3,7,Y1050338,2.0,15.5296268369,10.0
3,7,Y1050344,6.0,53.1349816929,40.0
3,7,Y1050348,2.0,15.5296268369,10.0
3,7,Y1050368,2.8,23.0506978081,20.0
3,7,Y1050384,3.4,28.6915010365,30.0
3,7,Y1050394,2.6,21.1704300653,20.0
3,7,Y1050396,3.2,26.8112332937,20.0
3,7,Y1050422,5.6,49.3744462073,40.0
3,7,Y1050446,0.0,0.0,0.0
3,7,Y1050450,2.4,19.2901623225,10.0
3,7,Y1050454,7.6,68.1771236353,90.0
3,8,Y1050287,7.8,70.1313457433,50.0
3,8,Y1050296,2.4,19.4752661059,20.0
3,8,Y1050297,0.4,0.713755129075,10.0
3,8,Y1050304,1.2,8.2183595198,10.0
3,8,Y1050306,0.6,2.58990622676,10.0
3,8,Y1050310,2.0,15.7229639105,10.0
3,8,Y1050319,7.4,66.379043548,76.0
3,8,Y1050326,3.0,25.1037193989,20.0
3,8,Y1050357,2.4,19.4752661059,20.0
3,8,Y1050358,4.6,40.1129281804,50.0
3,8,Y1050379,7.8,70.1313457433,60.0
3,8,Y1050407,1.8,13.8468128129,10.0
3,8,Y1050408,2.0,15.7229639105,10.0
3,8,Y1050415,4.2,36.360625985,30.0
3,8,Y1050427,9.4,85.1405545248,96.0
3,8,Y1050442,2.0,15.7229639105,10.0
3,8,Y1050444,2.0,15.7229639105,10.0
3,8,Y1050449,4.0,34.4844748874,20.0
3,9,Y1050274,6.8,59.4504369232,80.0
3,9,Y1050278,5.0,43.0004373206,54.0
3,9,Y1050300,2.4,19.2393267834,10.0
3,9,Y1050308,0.0,0.0,10.0
3,9,Y1050314,2.0,15.5837713162,30.0
3,9,Y1050315,2.8,22.8948822507,20.0
3,9,Y1050317,5.8,50.3115482551,55.0
3,9,Y1050320,2.4,19.2393267834,10.0
3,9,Y1050322,9.8,86.8671029276,99.0
3,9,Y1050329,3.6,30.2059931852,20.0
3,9,Y1050353,4.6,39.3448818533,50.0
3,9,Y1050367,8.4,74.0726587922,90.0
3,9,Y1050371,4.8,41.172659587,40.0
3,9,Y1050386,4.2,35.6893263861,30.0
3,9,Y1050400,2.8,22.8948822507,20.0
3,9,Y1050439,2.4,19.2393267834,10.0
3,9,Y1050440,1.2,8.27266038165,10.0
3,9,Y1050453,2.8,22.8948822507,20.0
3,10,Y1050289,8.0,71.4470770623,60.0
3,10,Y1050299,0.8,4.31862126725,10.0
3,10,Y1050305,3.8,32.2888111818,20.0
3,10,Y1050316,2.0,15.5066972331,10.0
3,10,Y1050324,4.6,39.7475284924,30.0
3,10,Y1050330,2.6,21.100735216,10.0
3,10,Y1050346,3.8,32.2888111818,50.0
3,10,Y1050354,6.0,52.8002837859,50.0
3,10,Y1050364,7.8,69.5823977346,72.0
3,10,Y1050373,2.8,22.9654145436,20.0
3,10,Y1050378,8.4,75.1764357176,93.0
3,10,Y1050389,0.0,0.0,0.0
3,10,Y1050398,0.0,0.0,0.0
3,10,Y1050403,2.4,19.2360558884,20.0
3,10,Y1050413,4.6,39.7475284924,60.0
3,10,Y1050433,0.0,0.0,0.0
3,10,Y1050435,1.8,13.6420179054,10.0
3,10,Y1050436,0.8,4.31862126725,10.0
4,1,Y1050274,6.8,60.664590804,80.0
4,1,Y1050277,2.4,19.503844213,10.0
4,1,Y1050324,4.6,40.0842175085,30.0
4,1,Y1050326,3.0,25.1166732936,20.0
4,1,Y1050336,7.0,62.5355338308,50.0
4,1,Y1050347,4.4,38.2132744816,20.0
4,1,Y1050357,2.4,19.503844213,20.0
4,1,Y1050361,3.4,28.8585593473,30.0
4,1,Y1050362,7.6,68.1483629114,80.0
4,1,Y1050374,4.4,38.2132744816,30.0
4,1,Y1050377,5.8,51.3098756696,40.0
4,1,Y1050387,0.4,0.794413944336,10.0
4,1,Y1050392,3.4,28.8585593473,20.0
4,1,Y1050399,0.0,0.0,0.0
4,1,Y1050404,1.6,12.0200721055,10.0
4,1,Y1050411,1.6,12.0200721055,10.0
4,1,Y1050416,6.4,56.9227047502,63.0
4,1,Y1050418,1.4,10.1491290787,20.0
4,1,Y1050448,3.2,26.9876163204,20.0
