evaluation_num,kfold_split_num,username,exam_mean,label_val_predict,label_val_test
8,9,Y1050430,0.0,0.0,0.0
8,9,Y1050444,2.0,15.6647327519,10.0
8,9,Y1050446,0.0,0.0,0.0
8,9,Y1050449,4.0,34.1979336443,20.0
8,10,Y1050275,3.0,25.2449351544,20.0
8,10,Y1050287,7.8,71.0170141978,50.0
8,10,Y1050295,5.6,50.0381446363,30.0
8,10,Y1050308,0.0,0.0,10.0
8,10,Y1050311,3.6,30.9664450349,20.0
8,10,Y1050316,2.0,15.7090853537,10.0
8,10,Y1050317,5.8,51.9453145964,55.0
8,10,Y1050345,1.2,8.08040551319,10.0
8,10,Y1050366,2.4,19.523425274,10.0
8,10,Y1050381,6.4,57.6668244768,55.0
8,10,Y1050389,0.0,0.0,0.0
8,10,Y1050397,2.8,23.3377651943,20.0
8,10,Y1050398,0.0,0.0,0.0
8,10,Y1050412,5.2,46.223804716,30.0
8,10,Y1050415,4.2,36.6879549153,30.0
8,10,Y1050416,6.4,57.6668244768,63.0
8,10,Y1050419,1.4,9.98757547333,10.0
8,10,Y1050441,0.0,0.0,0.0
9,1,Y1050275,3.0,24.8547194813,20.0
9,1,Y1050278,5.0,43.429922355,54.0
9,1,Y1050279,6.0,52.7175237918,70.0
9,1,Y1050281,1.2,8.13703689508,10.0
9,1,Y1050285,0.0,0.0,0.0
9,1,Y1050298,2.4,19.2821586193,10.0
9,1,Y1050299,0.8,4.42199632035,10.0
9,1,Y1050304,1.2,8.13703689508,10.0
9,1,Y1050306,0.6,2.56447603299,10.0
9,1,Y1050334,2.2,17.4246383319,20.0
9,1,Y1050354,6.0,52.7175237918,50.0
9,1,Y1050362,7.6,67.5776860907,80.0
9,1,Y1050370,3.4,28.5697600561,20.0
9,1,Y1050386,4.2,35.9998412055,30.0
9,1,Y1050390,1.2,8.13703689508,10.0
9,1,Y1050392,3.4,28.5697600561,20.0
9,1,Y1050409,1.2,8.13703689508,10.0
9,1,Y1050410,2.8,22.997199194,20.0
9,1,Y1050444,2.0,15.5671180445,10.0
9,2,Y1050287,7.8,70.1926111894,50.0
9,2,Y1050288,0.0,0.0,0.0
9,2,Y1050314,2.0,15.3867700845,30.0
9,2,Y1050344,6.0,53.183901881,40.0
9,2,Y1050345,1.2,7.82734372526,10.0
9,2,Y1050351,6.8,60.7433282403,70.0
9,2,Y1050353,4.6,39.9549057522,50.0
9,2,Y1050377,5.8,51.2940452912,40.0
9,2,Y1050380,6.6,58.8534716505,80.0
9,2,Y1050405,0.8,4.04763054562,10.0
9,2,Y1050415,4.2,36.1751925726,30.0
9,2,Y1050426,6.4,56.9636150606,40.0
9,2,Y1050427,9.4,85.311463908,96.0
9,2,Y1050429,0.4,0.267917365971,10.0
9,2,Y1050430,0.0,0.0,0.0
9,2,Y1050438,1.0,5.93748713544,10.0
9,2,Y1050439,2.4,19.1664832642,10.0
9,2,Y1050446,0.0,0.0,0.0
9,2,Y1050450,2.4,19.1664832642,10.0
9,3,Y1050295,5.6,49.3066025178,30.0
9,3,Y1050297,0.4,1.02858543742,10.0
9,3,Y1050300,2.4,19.5970535453,10.0
9,3,Y1050303,2.8,23.3107471668,20.0
9,3,Y1050310,2.0,15.8833599237,10.0
9,3,Y1050312,2.0,15.8833599237,10.0
9,3,Y1050321,4.8,41.8792152747,20.0
9,3,Y1050328,6.2,54.8771429502,71.0
9,3,Y1050329,3.6,30.73813441,20.0
9,3,Y1050342,5.8,51.1634493286,50.0
9,3,Y1050355,1.6,12.1696663021,10.0
9,3,Y1050357,2.4,19.5970535453,20.0
9,3,Y1050376,9.0,80.8729983012,90.0
9,3,Y1050379,7.8,69.7319174364,60.0
9,3,Y1050381,6.4,56.733989761,55.0
9,3,Y1050398,0.0,0.0,0.0
9,3,Y1050435,1.8,14.0265131129,10.0
9,3,Y1050453,2.8,23.3107471668,20.0
9,3,Y1050454,7.6,67.8750706257,90.0
9,4,Y1050296,2.4,19.3621192227,20.0
9,4,Y1050316,2.0,15.6793368963,10.0
9,4,Y1050317,5.8,50.6657689978,55.0
9,4,Y1050322,9.8,87.4935922626,99.0
9,4,Y1050330,2.6,21.203510386,10.0
9,4,Y1050338,2.0,15.6793368963,10.0
9,4,Y1050347,4.4,37.7760308552,20.0
9,4,Y1050349,5.0,43.3002043449,65.0
9,4,Y1050369,2.4,19.3621192227,10.0
9,4,Y1050374,4.4,37.7760308552,30.0
9,4,Y1050383,1.6,11.9965545698,10.0
9,4,Y1050388,3.4,28.569075039,20.0
9,4,Y1050389,0.0,0.0,0.0
9,4,Y1050395,0.4,0.948207590349,10.0
9,4,Y1050401,1.6,11.9965545698,10.0
9,4,Y1050421,4.8,41.4588131816,60.0
9,4,Y1050437,0.0,0.0,0.0
9,4,Y9999984,5.8,50.6657689978,66.0
9,5,Y1050289,8.0,72.7681269343,60.0
9,5,Y1050301,0.0,0.0,10.0
9,5,Y1050305,3.8,32.7105022629,20.0
9,5,Y1050319,7.4,67.0456091241,76.0
9,5,Y1050323,9.6,88.0281744282,88.0
9,5,Y1050332,5.0,44.1555378833,40.0
9,5,Y1050360,3.2,26.9879844527,30.0
9,5,Y1050368,2.8,23.1729725792,20.0
9,5,Y1050385,8.2,74.6756328711,40.0
9,5,Y1050397,2.8,23.1729725792,20.0
9,5,Y1050400,2.8,23.1729725792,20.0
9,5,Y1050403,2.4,19.3579607058,20.0
9,5,Y1050406,1.2,7.91292508535,10.0
9,5,Y1050413,4.6,40.3405260098,60.0
9,5,Y1050417,6.6,59.4155853772,62.0
9,5,Y1050423,1.4,9.82043102209,10.0
9,5,Y1050447,1.4,9.82043102209,10.0
9,5,Y1050449,4.0,34.6180081996,20.0
9,6,Y1050274,6.8,60.458196636,80.0
9,6,Y1050276,3.0,24.6784200303,40.0
9,6,Y1050290,0.0,0.0,0.0
9,6,Y1050294,5.0,43.5098814017,40.0
9,6,Y1050302,0.0,0.0,10.0
9,6,Y1050324,4.6,39.7435891274,30.0
9,6,Y1050333,2.2,17.1458354817,10.0
9,6,Y1050336,7.0,62.3413427732,50.0
9,6,Y1050348,2.0,15.2626893445,10.0
9,6,Y1050359,1.6,11.4963970702,20.0
9,6,Y1050387,0.4,0.197520247378,10.0
9,6,Y1050399,0.0,0.0,0.0
9,6,Y1050404,1.6,11.4963970702,10.0
9,6,Y1050420,6.4,56.6919043617,75.0
9,6,Y1050425,1.2,7.73010479596,10.0
9,6,Y1050434,2.8,22.7952738931,20.0
9,6,Y1050451,0.0,0.0,0.0
9,6,Y1050452,6.0,52.9256120874,40.0
9,7,Y1050282,2.4,19.4734653287,10.0
9,7,Y1050313,2.6,21.3206735139,30.0
9,7,Y1050326,3.0,25.0150898843,20.0
9,7,Y1050327,0.0,0.0,0.0
9,7,Y1050335,2.2,17.6262571435,10.0
9,7,Y1050339,3.2,26.8622980696,20.0
9,7,Y1050350,2.0,15.7790489582,10.0
9,7,Y1050358,4.6,39.7927553661,50.0
9,7,Y1050366,2.4,19.4734653287,10.0
9,7,Y1050367,8.4,74.8897108853,90.0
9,7,Y1050378,8.4,74.8897108853,93.0
9,7,Y1050412,5.2,45.3343799218,30.0
9,7,Y1050418,1.4,10.2374244026,20.0
9,7,Y1050422,5.6,49.0287962922,40.0
9,7,Y1050428,2.8,23.1678816991,20.0
9,7,Y1050431,0.0,0.0,0.0
9,7,Y1050433,0.0,0.0,0.0
9,7,Y1050448,3.2,26.8622980696,20.0
9,8,Y1050277,2.4,19.3201676345,10.0
9,8,Y1050286,7.2,63.7677905017,72.0
9,8,Y1050291,6.8,60.0638219295,40.0
9,8,Y1050292,5.0,43.3959633542,50.0
9,8,Y1050308,0.0,0.0,10.0
9,8,Y1050311,3.6,30.4320733513,20.0
9,8,Y1050325,2.8,23.0241362067,20.0
9,8,Y1050331,1.8,13.7642147761,10.0
9,8,Y1050352,7.6,67.471759074,80.0
9,8,Y1050361,3.4,28.5800890651,30.0
9,8,Y1050365,8.4,74.8796962186,96.0
9,8,Y1050382,3.2,26.728104779,20.0
9,8,Y1050402,0.0,0.0,0.0
9,8,Y1050407,1.8,13.7642147761,10.0
9,8,Y1050408,2.0,15.6161990622,10.0
9,8,Y1050419,1.4,10.0602462038,10.0
9,8,Y1050424,2.8,23.0241362067,30.0
9,8,Y1050436,0.8,4.50429334537,10.0
9,9,Y1050315,2.8,23.225663707,20.0
9,9,Y1050320,2.4,19.4895462235,10.0
9,9,Y1050337,2.2,17.6214874818,10.0
9,9,Y1050341,3.0,25.0937224487,20.0
9,9,Y1050343,0.0,0.0,0.0
9,9,Y1050346,3.8,32.5659574156,50.0
9,9,Y1050356,3.6,30.6978986739,30.0
9,9,Y1050371,4.8,41.9062511243,40.0
9,9,Y1050372,4.8,41.9062511243,50.0
9,9,Y1050391,2.4,19.4895462235,10.0
9,9,Y1050393,0.0,0.0,0.0
9,9,Y1050394,2.6,21.3576049653,20.0
9,9,Y1050396,3.2,26.9617811904,20.0
9,9,Y1050440,1.2,8.28119377317,10.0
9,9,Y1050441,0.0,0.0,0.0
9,9,Y1050442,2.0,15.7534287401,10.0
9,9,Y1050443,0.0,0.0,0.0
9,9,Y1050445,4.2,36.3020748991,20.0
9,10,Y1050280,1.6,11.729999648,10.0
9,10,Y1050283,3.8,32.3998134591,20.0
9,10,Y1050284,3.6,30.5207394763,30.0
9,10,Y1050293,8.2,73.7394410812,80.0
9,10,Y1050307,0.0,0.0,10.0
9,10,Y1050309,0.0,0.0,0.0
9,10,Y1050318,5.2,45.5533313389,40.0
9,10,Y1050340,2.0,15.4881476137,10.0
9,10,Y1050363,0.0,0.0,0.0
9,10,Y1050364,7.8,69.9812931156,72.0
9,10,Y1050373,2.8,23.004443545,20.0
9,10,Y1050375,3.8,32.3998134591,30.0
9,10,Y1050384,3.4,28.6416654935,30.0
9,10,Y1050411,1.6,11.729999648,10.0
9,10,Y1050414,4.6,39.9161093904,53.0
9,10,Y1050416,6.4,56.8277752358,63.0
9,10,Y1050432,0.0,0.0,0.0
9,10,Y9999985,8.0,71.8603670984,59.0
10,1,Y1050279,6.0,52.1220488201,70.0
10,1,Y1050297,0.4,0.953367578311,10.0
10,1,Y1050310,2.0,15.5729907902,10.0
10,1,Y1050319,7.4,64.9142191305,76.0
10,1,Y1050320,2.4,19.2278965932,10.0
10,1,Y1050327,0.0,0.0,0.0
10,1,Y1050339,3.2,26.5377081992,20.0
10,1,Y1050347,4.4,37.5024256082,20.0
10,1,Y1050361,3.4,28.3651611007,30.0
10,1,Y1050363,0.0,0.0,0.0
10,1,Y1050384,3.4,28.3651611007,30.0
10,1,Y1050395,0.4,0.953367578311,10.0
10,1,Y1050401,1.6,11.9180849873,10.0
10,1,Y1050408,2.0,15.5729907902,10.0
10,1,Y1050415,4.2,35.6749727067,30.0
10,1,Y1050420,6.4,55.7769546231,75.0
10,1,Y1050450,2.4,19.2278965932,10.0
10,1,Y1050454,7.6,66.741672032,90.0
10,1,Y9999984,5.8,50.2945959186,66.0
10,2,Y1050274,6.8,59.3825253572,80.0
10,2,Y1050278,5.0,42.8665339732,54.0
10,2,Y1050288,0.0,0.0,0.0
10,2,Y1050294,5.0,42.8665339732,40.0
10,2,Y1050299,0.8,4.32922074381,10.0
10,2,Y1050316,2.0,15.3398816665,10.0
10,2,Y1050338,2.0,15.3398816665,10.0
10,2,Y1050354,6.0,52.0420847421,50.0
10,2,Y1050365,8.4,74.0634065874,96.0
10,2,Y1050367,8.4,74.0634065874,90.0
10,2,Y1050381,6.4,55.7123050496,55.0
10,2,Y1050387,0.4,0.659000436253,10.0
10,2,Y1050397,2.8,22.6803222816,20.0
10,2,Y1050398,0.0,0.0,0.0
10,2,Y1050399,0.0,0.0,0.0
10,2,Y1050406,1.2,7.99944105137,10.0
10,2,Y1050418,1.4,9.83455120515,20.0
10,2,Y1050425,1.2,7.99944105137,10.0
10,2,Y1050428,2.8,22.6803222816,20.0
10,3,Y1050289,8.0,72.21083351,60.0
10,3,Y1050293,8.2,74.0953688946,80.0
10,3,Y1050303,2.8,23.2129135083,20.0
10,3,Y1050304,1.2,8.13663043084,10.0
10,3,Y1050305,3.8,32.6355904317,20.0
10,3,Y1050307,0.0,0.0,10.0
10,3,Y1050328,6.2,55.2500150478,71.0
10,3,Y1050329,3.6,30.751055047,20.0
10,3,Y1050336,7.0,62.7881565866,50.0
10,3,Y1050337,2.2,17.5593073542,10.0
10,3,Y1050340,2.0,15.6747719696,10.0
10,3,Y1050343,0.0,0.0,0.0
10,3,Y1050386,4.2,36.404661201,30.0
10,3,Y1050396,3.2,26.9819842776,20.0
10,3,Y1050403,2.4,19.4438427389,20.0
10,3,Y1050410,2.8,23.2129135083,20.0
10,3,Y1050424,2.8,23.2129135083,30.0
10,3,Y1050451,0.0,0.0,0.0
10,3,Y1050453,2.8,23.2129135083,20.0
10,4,Y1050275,3.0,24.9950535035,20.0
10,4,Y1050282,2.4,19.355816389,10.0
10,4,Y1050292,5.0,43.7925105521,50.0
10,4,Y1050314,2.0,15.5963249793,30.0
10,4,Y1050333,2.2,17.4760706841,10.0
10,4,Y1050348,2.0,15.5963249793,10.0
10,4,Y1050350,2.0,15.5963249793,10.0
10,4,Y1050364,7.8,70.10895042,72.0
10,4,Y1050368,2.8,23.1153077987,20.0
10,4,Y1050373,2.8,23.1153077987,20.0
10,4,Y1050388,3.4,28.7545449132,20.0
10,4,Y1050405,0.8,4.31785075012,10.0
10,4,Y1050413,4.6,40.0330191424,60.0
10,4,Y1050417,6.6,58.8304761909,62.0
10,4,Y1050426,6.4,56.9507304861,40.0
10,4,Y1050429,0.4,0.558359340413,10.0
10,4,Y1050431,0.0,0.0,0.0
10,4,Y1050452,6.0,53.1912390763,40.0
10,5,Y1050277,2.4,19.3165483589,10.0
10,5,Y1050284,3.6,30.621974802,30.0
10,5,Y1050308,0.0,0.0,10.0
10,5,Y1050312,2.0,15.5480728778,10.0
10,5,Y1050313,2.6,21.2007860994,30.0
10,5,Y1050324,4.6,40.0431635046,30.0
10,5,Y1050341,3.0,24.9692615804,20.0
10,5,Y1050375,3.8,32.5062125425,30.0
10,5,Y1050380,6.6,58.8855409098,80.0
10,5,Y1050389,0.0,0.0,0.0
10,5,Y1050393,0.0,0.0,0.0
10,5,Y1050407,1.8,13.6638351373,10.0
10,5,Y1050409,1.2,8.01112191576,10.0
10,5,Y1050434,2.8,23.0850238399,20.0
10,5,Y1050441,0.0,0.0,0.0
10,5,Y1050445,4.2,36.2746880236,20.0
10,5,Y1050446,0.0,0.0,0.0
10,5,Y9999985,8.0,72.0752050935,59.0
10,6,Y1050285,0.0,0.0,0.0
10,6,Y1050290,0.0,0.0,0.0
10,6,Y1050301,0.0,0.0,10.0
10,6,Y1050306,0.6,2.32422311013,10.0
10,6,Y1050309,0.0,0.0,0.0
10,6,Y1050318,5.2,45.5471808818,40.0
10,6,Y1050321,4.8,41.7886628147,20.0
10,6,Y1050335,2.2,17.3582953785,10.0
10,6,Y1050352,7.6,68.0982892844,80.0
10,6,Y1050359,1.6,11.7205182779,20.0
10,6,Y1050369,2.4,19.2375544121,10.0
10,6,Y1050370,3.4,28.6338495798,20.0
10,6,Y1050394,2.6,21.1168134456,20.0
10,6,Y1050412,5.2,45.5471808818,30.0
10,6,Y1050414,4.6,39.9094037811,53.0
10,6,Y1050419,1.4,9.84125924433,10.0
10,6,Y1050421,4.8,41.7886628147,60.0
10,6,Y1050442,2.0,15.479036345,10.0
10,7,Y1050280,1.6,11.9978850619,10.0
10,7,Y1050281,1.2,8.21830807821,10.0
10,7,Y1050286,7.2,64.9119628337,72.0
10,7,Y1050298,2.4,19.5570390293,10.0
10,7,Y1050317,5.8,51.6834433907,55.0
10,7,Y1050344,6.0,53.5732318826,40.0
10,7,Y1050353,4.6,40.3447124397,50.0
10,7,Y1050377,5.8,51.6834433907,40.0
10,7,Y1050378,8.4,76.2506937848,93.0
10,7,Y1050385,8.2,74.3609052929,40.0
10,7,Y1050391,2.4,19.5570390293,10.0
10,7,Y1050392,3.4,29.0059814886,20.0
10,7,Y1050404,1.6,11.9978850619,10.0
10,7,Y1050422,5.6,49.7936548989,40.0
10,7,Y1050430,0.0,0.0,0.0
10,7,Y1050432,0.0,0.0,0.0
10,7,Y1050443,0.0,0.0,0.0
10,7,Y1050444,2.0,15.7774620456,10.0
10,8,Y1050276,3.0,25.2076112071,40.0
10,8,Y1050283,3.8,32.6245329234,20.0
10,8,Y1050295,5.6,49.3126067852,30.0
10,8,Y1050311,3.6,30.7703024943,20.0
10,8,Y1050315,2.8,23.353380778,20.0
10,8,Y1050322,9.8,88.251445796,99.0
10,8,Y1050325,2.8,23.353380778,20.0
10,8,Y1050326,3.0,25.2076112071,20.0
10,8,Y1050331,1.8,14.0822286325,10.0
10,8,Y1050345,1.2,8.51953734529,10.0
10,8,Y1050357,2.4,19.6449199198,20.0
10,8,Y1050383,1.6,12.2279982035,10.0
10,8,Y1050400,2.8,23.353380778,20.0
10,8,Y1050427,9.4,84.5429849378,96.0
10,8,Y1050435,1.8,14.0822286325,10.0
10,8,Y1050436,0.8,4.81107648712,10.0
10,8,Y1050448,3.2,27.0618416361,20.0
10,8,Y1050449,4.0,34.4787633525,20.0
10,9,Y1050323,9.6,86.5446424571,88.0
10,9,Y1050330,2.6,21.0940629057,10.0
10,9,Y1050332,5.0,43.5342616091,40.0
10,9,Y1050334,2.2,17.3540297885,20.0
10,9,Y1050342,5.8,51.0143278435,50.0
10,9,Y1050349,5.0,43.5342616091,65.0
10,9,Y1050356,3.6,30.4441456988,30.0
10,9,Y1050358,4.6,39.7942284918,50.0
10,9,Y1050372,4.8,41.6642450505,50.0
10,9,Y1050379,7.8,69.7144934296,60.0
10,9,Y1050382,3.2,26.7041125816,20.0
10,9,Y1050402,0.0,0.0,0.0
10,9,Y1050433,0.0,0.0,0.0
10,9,Y1050437,0.0,0.0,0.0
10,9,Y1050438,1.0,6.13393043686,10.0
10,9,Y1050439,2.4,19.2240463471,10.0
10,9,Y1050440,1.2,8.00394699547,10.0
10,9,Y1050447,1.4,9.87396355408,10.0
10,10,Y1050287,7.8,69.898896835,50.0
10,10,Y1050291,6.8,60.5287723941,40.0
10,10,Y1050296,2.4,19.3002248541,20.0
10,10,Y1050300,2.4,19.3002248541,10.0
10,10,Y1050302,0.0,0.0,10.0
10,10,Y1050346,3.8,32.4183990714,50.0
10,10,Y1050351,6.8,60.5287723941,70.0
10,10,Y1050355,1.6,11.8041253014,10.0
10,10,Y1050360,3.2,26.7963244068,30.0
10,10,Y1050362,7.6,68.0248719468,80.0
10,10,Y1050366,2.4,19.3002248541,10.0
10,10,Y1050371,4.8,41.7885235123,40.0
10,10,Y1050374,4.4,38.0404737359,30.0
10,10,Y1050376,9.0,81.1430461641,90.0
10,10,Y1050390,1.2,8.056075525,10.0
10,10,Y1050411,1.6,11.8041253014,10.0
10,10,Y1050416,6.4,56.7807226177,63.0
10,10,Y1050423,1.4,9.93010041318,10.0
11,1,Y1050275,3.0,25.118902764,20.0
11,1,Y1050277,2.4,19.5371189717,10.0
11,1,Y1050284,3.6,30.7006865562,30.0
11,1,Y1050293,8.2,73.4943622969,80.0
11,1,Y1050296,2.4,19.5371189717,20.0
11,1,Y1050304,1.2,8.37355138722,10.0
11,1,Y1050321,4.8,41.8642541408,20.0
11,1,Y1050327,0.0,0.0,0.0
11,1,Y1050332,5.0,43.7248487382,40.0
11,1,Y1050341,3.0,25.118902764,20.0
11,1,Y1050345,1.2,8.37355138722,10.0
11,1,Y1050348,2.0,15.8159297769,10.0
11,1,Y1050360,3.2,26.9794973614,30.0
11,1,Y1050367,8.4,75.3549568943,90.0
11,1,Y1050373,2.8,23.2583081666,20.0
11,1,Y1050419,1.4,10.2341459846,10.0
11,1,Y1050422,5.6,49.3066325304,40.0
11,1,Y1050433,0.0,0.0,0.0
11,1,Y1050447,1.4,10.2341459846,10.0
11,2,Y1050290,0.0,0.0,0.0
11,2,Y1050299,0.8,3.94820116986,10.0
11,2,Y1050314,2.0,15.0673602515,30.0
11,2,Y1050343,0.0,0.0,0.0
11,2,Y1050352,7.6,66.9567692991,80.0
11,2,Y1050355,1.6,11.3609738909,10.0
11,2,Y1050357,2.4,18.773746612,20.0
11,2,Y1050358,4.6,39.158871595,50.0
11,2,Y1050359,1.6,11.3609738909,20.0
11,2,Y1050362,7.6,66.9567692991,80.0
11,2,Y1050379,7.8,68.8099624793,60.0
11,2,Y1050387,0.4,0.241814809315,10.0
11,2,Y1050427,9.4,83.6355079215,96.0
11,2,Y1050429,0.4,0.241814809315,10.0
11,2,Y1050432,0.0,0.0,0.0
11,2,Y1050437,0.0,0.0,0.0
11,2,Y1050445,4.2,35.4524852345,20.0
11,2,Y1050451,0.0,0.0,0.0
11,2,Y1050454,7.6,66.9567692991,90.0
11,3,Y1050274,6.8,59.8924123686,80.0
11,3,Y1050297,0.4,0.59291659073,10.0
11,3,Y1050302,0.0,0.0,10.0
11,3,Y1050311,3.6,30.2426644797,20.0
11,3,Y1050312,2.0,15.4177905352,10.0
11,3,Y1050338,2.0,15.4177905352,10.0
11,3,Y1050339,3.2,26.5364459936,20.0
11,3,Y1050353,4.6,39.508210695,50.0
11,3,Y1050376,9.0,80.2766140423,90.0
11,3,Y1050396,3.2,26.5364459936,20.0
11,3,Y1050399,0.0,0.0,0.0
11,3,Y1050401,1.6,11.7115720491,10.0
11,3,Y1050405,0.8,4.29913507685,10.0
11,3,Y1050408,2.0,15.4177905352,10.0
11,3,Y1050414,4.6,39.508210695,53.0
11,3,Y1050416,6.4,56.1861938825,63.0
11,3,Y1050430,0.0,0.0,0.0
11,3,Y1050441,0.0,0.0,0.0
11,3,Y1050448,3.2,26.5364459936,20.0
11,4,Y1050280,1.6,11.9685537716,10.0
11,4,Y1050283,3.8,32.7050358463,20.0
11,4,Y1050291,6.8,60.9820568572,40.0
11,4,Y1050308,0.0,0.0,10.0
11,4,Y1050315,2.8,23.279362176,20.0
11,4,Y1050320,2.4,19.5090927079,10.0
11,4,Y1050329,3.6,30.8199011122,20.0
11,4,Y1050330,2.6,21.3942274419,10.0
11,4,Y1050337,2.2,17.6239579738,10.0
11,4,Y1050346,3.8,32.7050358463,50.0
11,4,Y1050372,4.8,42.1307095166,50.0
11,4,Y1050384,3.4,28.9347663782,30.0
11,4,Y1050392,3.4,28.9347663782,20.0
11,4,Y1050400,2.8,23.279362176,20.0
11,4,Y1050415,4.2,36.4753053144,30.0
11,4,Y1050418,1.4,10.0834190375,20.0
11,4,Y1050452,6.0,53.4415179209,40.0
11,4,Y9999984,5.8,51.5563831869,66.0
11,5,Y1050279,6.0,53.1915415022,70.0
11,5,Y1050306,0.6,2.37561046193,10.0
11,5,Y1050310,2.0,15.550111102,10.0
11,5,Y1050316,2.0,15.550111102,10.0
11,5,Y1050328,6.2,55.0736130222,71.0
11,5,Y1050331,1.8,13.668039582,10.0
11,5,Y1050354,6.0,53.1915415022,50.0
11,5,Y1050361,3.4,28.7246117421,30.0
11,5,Y1050366,2.4,19.314254142,10.0
11,5,Y1050377,5.8,51.3094699822,40.0
11,5,Y1050385,8.2,73.8943282223,40.0
11,5,Y1050390,1.2,8.02182502196,10.0
11,5,Y1050402,0.0,0.0,0.0
11,5,Y1050406,1.2,8.02182502196,10.0
11,5,Y1050417,6.6,58.8377560622,62.0
11,5,Y1050421,4.8,41.8991123821,60.0
11,5,Y1050434,2.8,23.078397182,20.0
11,5,Y1050453,2.8,23.078397182,20.0
11,6,Y1050281,1.2,8.33914970261,10.0
11,6,Y1050294,5.0,43.5563202125,40.0
11,6,Y1050295,5.6,49.1169260825,30.0
11,6,Y1050305,3.8,32.4351084725,20.0
11,6,Y1050322,9.8,88.0411671723,99.0
11,6,Y1050323,9.6,86.1876318824,88.0
11,6,Y1050351,6.8,60.2381378224,70.0
11,6,Y1050365,8.4,75.0664201424,96.0
11,6,Y1050369,2.4,19.4603614426,10.0
11,6,Y1050371,4.8,41.7027849225,40.0
11,6,Y1050375,3.8,32.4351084725,30.0
11,6,Y1050383,1.6,12.0462202826,10.0
11,6,Y1050395,0.4,0.92500854263,10.0
11,6,Y1050397,2.8,23.1674320226,20.0
11,6,Y1050435,1.8,13.8997555726,10.0
11,6,Y1050440,1.2,8.33914970261,10.0
11,6,Y1050443,0.0,0.0,0.0
11,6,Y9999985,8.0,71.3593495624,59.0
11,7,Y1050285,0.0,0.0,0.0
11,7,Y1050286,7.2,64.1124571654,72.0
11,7,Y1050301,0.0,0.0,10.0
11,7,Y1050319,7.4,65.9907623073,76.0
11,7,Y1050326,3.0,24.6680491865,20.0
11,7,Y1050334,2.2,17.1548286191,20.0
11,7,Y1050342,5.8,50.9643211724,50.0
11,7,Y1050363,0.0,0.0,0.0
11,7,Y1050382,3.2,26.5463543284,20.0
11,7,Y1050388,3.4,28.4246594702,20.0
11,7,Y1050389,0.0,0.0,0.0
11,7,Y1050393,0.0,0.0,0.0
11,7,Y1050394,2.6,20.9114389028,20.0
11,7,Y1050403,2.4,19.033133761,20.0
11,7,Y1050424,2.8,22.7897440447,30.0
11,7,Y1050431,0.0,0.0,0.0
11,7,Y1050438,1.0,5.88499776802,10.0
11,7,Y1050446,0.0,0.0,0.0
11,8,Y1050278,5.0,43.4920368871,54.0
11,8,Y1050300,2.4,19.3912842115,10.0
11,8,Y1050303,2.8,23.0990923154,20.0
11,8,Y1050307,0.0,0.0,10.0
11,8,Y1050309,0.0,0.0,0.0
11,8,Y1050335,2.2,17.5373801595,10.0
11,8,Y1050340,2.0,15.6834761075,10.0
11,8,Y1050349,5.0,43.4920368871,65.0
11,8,Y1050368,2.8,23.0990923154,20.0
11,8,Y1050380,6.6,58.3232693029,80.0
11,8,Y1050381,6.4,56.4693652509,55.0
11,8,Y1050391,2.4,19.3912842115,10.0
11,8,Y1050398,0.0,0.0,0.0
11,8,Y1050409,1.2,8.26785989962,10.0
11,8,Y1050410,2.8,23.0990923154,20.0
11,8,Y1050412,5.2,45.3459409391,30.0
11,8,Y1050444,2.0,15.6834761075,10.0
11,8,Y1050450,2.4,19.3912842115,10.0
11,9,Y1050276,3.0,24.9421459282,40.0
11,9,Y1050282,2.4,19.3444692112,10.0
11,9,Y1050288,0.0,0.0,0.0
11,9,Y1050292,5.0,43.6010683183,50.0
11,9,Y1050313,2.6,21.2103614502,30.0
11,9,Y1050324,4.6,39.8692838403,30.0
11,9,Y1050344,6.0,52.9305295133,40.0
11,9,Y1050350,2.0,15.6126847332,10.0
11,9,Y1050356,3.6,30.5398226453,30.0
11,9,Y1050370,3.4,28.6739304063,20.0
11,9,Y1050378,8.4,75.3212363813,93.0
11,9,Y1050386,4.2,36.1374993623,30.0
11,9,Y1050407,1.8,13.7467924942,10.0
11,9,Y1050413,4.6,39.8692838403,60.0
11,9,Y1050425,1.2,8.14911577722,10.0
11,9,Y1050426,6.4,56.6623139913,40.0
11,9,Y1050436,0.8,4.41733129922,10.0
11,9,Y1050442,2.0,15.6126847332,10.0
11,10,Y1050287,7.8,70.9859247172,50.0
11,10,Y1050289,8.0,72.8802579396,60.0
11,10,Y1050298,2.4,19.8389277148,10.0
11,10,Y1050317,5.8,52.0425924941,55.0
11,10,Y1050318,5.2,46.3595928272,40.0
11,10,Y1050325,2.8,23.6275941594,20.0
11,10,Y1050333,2.2,17.9445944925,10.0
11,10,Y1050336,7.0,63.408591828,50.0
11,10,Y1050347,4.4,38.7822599379,20.0
11,10,Y1050364,7.8,70.9859247172,72.0
11,10,Y1050374,4.4,38.7822599379,30.0
11,10,Y1050404,1.6,12.2615948255,10.0
11,10,Y1050411,1.6,12.2615948255,10.0
11,10,Y1050420,6.4,57.7255921611,75.0
11,10,Y1050423,1.4,10.3672616032,10.0
11,10,Y1050428,2.8,23.6275941594,20.0
11,10,Y1050439,2.4,19.8389277148,10.0
