number_of_comp,pMAPC,pMSE
1.0,0.607347178655,221.384293561
2.0,0.709223396144,122.940652846
3.0,0.710182007267,123.015405406
4.0,0.738307655589,101.753479856
5.0,0.81608753044,51.5710344669
6.0,0.831921731025,41.9558154291
7.0,0.836176823804,40.5642562672
8.0,0.841374607818,37.1477247823
