evaluation_num,kfold_split_num,username,qz_mean,video_pause_backward_seek_avg,label_val_predict,label_val_test
1,1,Y1050288,-1.83680357774,-0.662882387285,2.99435145201,0.0
1,1,Y1050289,0.904917912689,3.84754223742,43.8534223382,60.0
1,1,Y1050301,-1.83680357774,-0.173062517991,3.50654360141,10.0
1,1,Y1050304,-0.191770683484,0.332064221223,25.7203226639,10.0
1,1,Y1050310,0.904917912689,-0.435466019399,39.374789799,10.0
1,1,Y1050321,0.356573614603,-0.662882387285,31.9084593313,20.0
1,1,Y1050323,0.904917912689,0.486833693304,40.3392150946,88.0
1,1,Y1050336,0.356573614603,-0.486002990394,32.0934176071,50.0
1,1,Y1050350,0.904917912689,0.0446352002799,39.8768194043,10.0
1,1,Y1050376,0.904917912689,-0.0791803764296,39.7473486124,90.0
1,1,Y1050381,0.904917912689,0.246783082669,40.0882002912,55.0
1,1,Y1050383,-0.191770683484,-0.662882387285,24.6799323615,10.0
1,1,Y1050385,0.904917912689,0.133074899522,39.969298543,40.0
1,1,Y1050386,0.904917912689,0.292266356883,40.1357609914,30.0
1,1,Y1050391,0.356573614603,-0.540427419962,32.0365073686,10.0
1,1,Y1050405,-1.28845927966,-0.662882387285,10.2228784218,10.0
1,1,Y1050408,0.356573614603,-0.662882387285,31.9084593313,10.0
1,1,Y1050423,-0.74011498157,-0.662882387285,17.4514053916,10.0
1,1,Y1050451,-1.83680357774,-0.662882387285,2.99435145201,0.0
1,2,Y1050274,0.904917912689,-0.662882387285,38.3492794014,80.0
1,2,Y1050277,-0.191770683484,2.05663834211,30.2563947505,10.0
1,2,Y1050284,0.904917912689,0.0193667163742,39.9126713966,30.0
1,2,Y1050293,0.904917912689,-0.435466019399,38.8704100664,80.0
1,2,Y1050295,0.356573614603,-0.662882387285,31.186909978,30.0
1,2,Y1050308,-1.83680357774,1.59931200747,7.72131100205,10.0
1,2,Y1050328,0.0824014655595,1.161995294,31.7874810853,71.0
1,2,Y1050331,0.0824014655595,-0.662882387285,27.6057252664,10.0
1,2,Y1050335,0.0824014655595,0.554464050799,30.3953070577,10.0
1,2,Y1050348,0.904917912689,1.00862791501,42.1795897859,10.0
1,2,Y1050388,-0.191770683484,0.292266356883,26.2132893458,20.0
1,2,Y1050393,-1.83680357774,-0.662882387285,2.53743228466,0.0
1,2,Y1050411,0.356573614603,-0.662882387285,31.186909978,10.0
1,2,Y1050419,-0.74011498157,-0.662882387285,16.8621711313,10.0
1,2,Y1050421,0.904917912689,-0.662882387285,38.3492794014,60.0
1,2,Y1050429,-1.28845927966,-0.662882387285,9.699801708,10.0
1,2,Y1050439,0.356573614603,0.292266356883,33.3756587692,10.0
1,2,Y1050444,0.356573614603,0.929032186328,34.8348246299,10.0
1,2,Y1050446,-1.83680357774,-0.662882387285,2.53743228466,0.0
1,3,Y1050300,0.904917912689,-0.662882387285,39.0050550145,10.0
1,3,Y1050302,-1.83680357774,0.133074899522,3.32319173919,10.0
1,3,Y1050305,0.904917912689,-0.132244196611,39.6587169121,20.0
1,3,Y1050312,-0.191770683484,-0.662882387285,24.3401125655,10.0
1,3,Y1050317,0.904917912689,0.258752365189,40.1403625211,55.0
1,3,Y1050326,-0.191770683484,0.929032186328,26.3010982601,20.0
1,3,Y1050338,-0.191770683484,0.133074899522,25.3206054128,10.0
1,3,Y1050354,0.630745763646,0.610649271606,36.907607958,50.0
1,3,Y1050357,0.356573614603,1.08064309772,33.8203300265,20.0
1,3,Y1050361,0.630745763646,-0.0659144221802,36.0741890378,30.0
1,3,Y1050377,0.904917912689,-0.662882387285,39.0050550145,40.0
1,3,Y1050379,0.904917912689,0.587907635294,40.5458294894,60.0
1,3,Y1050387,-1.83680357774,0.221514598763,3.43213538976,10.0
1,3,Y1050389,-1.83680357774,-0.662882387285,2.34269889188,0.0
1,3,Y1050394,0.630745763646,-0.264903743882,35.8290658259,20.0
1,3,Y1050414,-0.191770683484,0.531053542925,25.8108518364,53.0
1,3,Y1050418,-0.74011498157,-0.662882387285,17.0076413409,20.0
1,3,Y1050427,0.904917912689,0.701615818442,40.6858998954,96.0
1,3,Y1050436,-0.74011498157,-0.344499472563,17.3998384799,10.0
1,4,Y1050278,0.904917912689,-0.344499472563,40.3056239434,54.0
1,4,Y1050279,0.904917912689,1.95240584102,44.5156903239,70.0
1,4,Y1050290,-1.83680357774,-0.662882387285,0.0,0.0
1,4,Y1050297,-1.83680357774,-0.662882387285,0.0,10.0
1,4,Y1050299,-1.83680357774,0.133074899522,0.686179677708,10.0
1,4,Y1050303,0.904917912689,0.292266356883,41.4727710586,20.0
1,4,Y1050309,-1.83680357774,-0.662882387285,0.0,0.0
1,4,Y1050370,0.904917912689,0.684122251681,42.1910154368,20.0
1,4,Y1050395,-1.83680357774,-0.397563291152,0.0,10.0
1,4,Y1050399,-1.83680357774,-0.662882387285,0.0,0.0
1,4,Y1050401,-0.191770683484,-0.264903743882,24.2535954919,10.0
1,4,Y1050402,-1.83680357774,-0.662882387285,0.0,0.0
1,4,Y1050409,-0.191770683484,-0.662882387285,23.5241285449,10.0
1,4,Y1050410,0.904917912689,-0.662882387285,39.7220503857,20.0
1,4,Y1050430,-1.83680357774,-0.662882387285,0.0,0.0
1,4,Y1050449,0.356573614603,1.16781937237,34.9786374217,20.0
1,4,Y1050453,0.356573614603,0.439212317034,33.6431517793,20.0
1,4,Y1050454,-1.83680357774,-0.662882387285,0.0,90.0
1,5,Y1050292,0.904917912689,-0.0659144221802,39.4148955938,50.0
1,5,Y1050296,0.356573614603,-0.662882387285,30.9894211776,20.0
1,5,Y1050314,0.0824014655595,0.133074899522,29.2105610541,30.0
1,5,Y1050316,-0.191770683484,0.194302382387,25.7977694596,10.0
1,5,Y1050318,0.356573614603,0.663713090195,33.9395752184,40.0
1,5,Y1050320,0.356573614603,-0.662882387285,30.9894211776,10.0
1,5,Y1050327,-1.83680357774,-0.662882387285,2.59780078819,0.0
1,5,Y1050332,0.356573614603,0.000415352251024,32.4644981997,40.0
1,5,Y1050337,0.0824014655595,-0.662882387285,27.4404686289,10.0
1,5,Y1050351,0.904917912689,0.0951721712751,39.7731285839,70.0
1,5,Y1050364,0.904917912689,-0.321757836251,38.8459373133,72.0
1,5,Y1050372,0.356573614603,-0.0659144221802,32.3169904965,50.0
1,5,Y1050373,0.904917912689,-0.295517485315,38.9042920104,20.0
1,5,Y1050382,0.904917912689,0.929032186328,41.6275111253,20.0
1,5,Y1050406,-0.74011498157,-0.662882387285,16.7936109829,10.0
1,5,Y1050417,0.904917912689,-0.662882387285,38.0873262749,62.0
1,5,Y1050422,0.904917912689,-0.662882387285,38.0873262749,40.0
1,5,Y1050442,-0.191770683484,3.38926379937,32.9028956977,10.0
1,6,Y1050275,0.356573614603,-0.662882387285,32.4005180013,20.0
1,6,Y1050281,-0.191770683484,-0.662882387285,24.9034848664,10.0
1,6,Y1050283,-0.191770683484,-0.344499472563,25.4195100961,20.0
1,6,Y1050306,-1.83680357774,-0.662882387285,2.41238546172,10.0
1,6,Y1050334,0.0824014655595,0.133074899522,29.942064508,20.0
1,6,Y1050340,0.356573614603,0.133074899522,33.6905810755,10.0
1,6,Y1050341,-0.74011498157,-0.327742476716,17.9496361843,20.0
1,6,Y1050344,0.356573614603,1.2184712,35.4497579952,40.0
1,6,Y1050359,-0.191770683484,-0.662882387285,24.9034848664,20.0
1,6,Y1050360,0.904917912689,0.265734446792,41.4026247218,30.0
1,6,Y1050363,-1.83680357774,-0.662882387285,2.41238546172,0.0
1,6,Y1050396,0.904917912689,0.199404673953,41.2951194674,20.0
1,6,Y1050398,-1.83680357774,-0.662882387285,2.41238546172,0.0
1,6,Y1050415,0.356573614603,-0.662882387285,32.4005180013,30.0
1,6,Y1050433,-1.83680357774,-0.662882387285,2.41238546172,0.0
1,6,Y1050447,0.0824014655595,-0.208049651512,29.3891803341,10.0
1,6,Y1050450,0.356573614603,0.246783082669,33.8748757992,10.0
1,6,Y1050452,0.904917912689,0.0718474166557,41.0883785904,40.0
1,7,Y1050280,-0.191770683484,0.929032186328,25.3474564977,10.0
1,7,Y1050307,-1.83680357774,-0.662882387285,3.23557228389,10.0
1,7,Y1050319,0.904917912689,0.0446352002799,37.8286235695,76.0
1,7,Y1050322,0.904917912689,0.752152789437,38.6504741414,99.0
1,7,Y1050325,-0.465942832527,0.663713090195,21.6621424614,20.0
1,7,Y1050343,-1.83680357774,-0.662882387285,3.23557228389,0.0
1,7,Y1050345,-1.28845927966,-0.662882387285,9.989812427,10.0
1,7,Y1050347,0.356573614603,0.0718474166557,31.1059930654,20.0
1,7,Y1050349,0.904917912689,-0.344499472563,37.3766057563,65.0
1,7,Y1050362,0.630745763646,0.0534791708408,34.4617766309,80.0
1,7,Y1050365,0.904917912689,2.08678823943,40.2007831721,96.0
1,7,Y1050367,0.904917912689,-0.264903743882,37.4690639455,90.0
1,7,Y1050374,0.904917912689,0.292266356883,38.1162712701,30.0
1,7,Y1050412,0.904917912689,0.451457814244,38.3011876486,30.0
1,7,Y1050428,0.904917912689,-0.662882387285,37.0067729994,20.0
1,7,Y1050440,-0.191770683484,-0.662882387285,23.4982927132,10.0
1,7,Y1050445,0.904917912689,-0.450627111334,37.2533281701,20.0
1,7,Y9999985,0.630745763646,-0.662882387285,33.6296529279,59.0
1,8,Y1050285,-1.83680357774,-0.662882387285,1.57036539714,0.0
1,8,Y1050298,0.356573614603,0.531053542925,33.4893126863,10.0
1,8,Y1050329,-1.5626314287,-0.208049651512,6.08907528663,20.0
1,8,Y1050330,0.904917912689,-0.530222840015,39.1159099099,10.0
1,8,Y1050371,0.904917912689,0.822904547557,41.457570778,40.0
1,8,Y1050378,0.356573614603,1.32701082973,34.8667602558,93.0
1,8,Y1050380,0.356573614603,-0.662882387285,31.4231413322,80.0
1,8,Y1050390,-0.74011498157,-0.662882387285,16.4967533646,10.0
1,8,Y1050392,-0.465942832527,-0.662882387285,20.2283503565,20.0
1,8,Y1050400,0.904917912689,0.0667451250903,40.148995587,20.0
1,8,Y1050403,0.356573614603,0.531053542925,33.4893126863,20.0
1,8,Y1050404,0.356573614603,-0.662882387285,31.4231413322,10.0
1,8,Y1050413,0.356573614603,-0.662882387285,31.4231413322,60.0
1,8,Y1050420,0.904917912689,-0.662882387285,38.8863353159,75.0
1,8,Y1050424,0.904917912689,-0.662882387285,38.8863353159,30.0
1,8,Y1050426,0.356573614603,0.292266356883,33.0760784155,40.0
1,8,Y1050434,0.904917912689,1.72498947313,43.0186780243,20.0
1,8,Y1050435,0.630745763646,-0.662882387285,35.154738324,10.0
1,9,Y1050286,0.904917912689,0.531053542925,41.0623657324,72.0
1,9,Y1050287,0.904917912689,-0.435466019399,37.0856931325,50.0
1,9,Y1050291,0.904917912689,-0.662882387285,36.1500054608,40.0
1,9,Y1050294,0.904917912689,0.474199450555,40.8284438128,40.0
1,9,Y1050324,0.904917912689,0.322588539162,40.2046520339,30.0
1,9,Y1050342,0.356573614603,0.0193667163742,32.1444771593,50.0
1,9,Y1050352,0.904917912689,-0.47559831952,36.920571779,80.0
1,9,Y1050358,0.904917912689,-0.208049651512,38.0213808042,50.0
1,9,Y1050368,0.904917912689,0.133074899522,39.4249123085,20.0
1,9,Y1050384,0.904917912689,0.398393995654,40.5165479266,30.0
1,9,Y1050397,0.356573614603,-0.662882387285,29.3374141441,20.0
1,9,Y1050416,0.356573614603,-0.662882387285,29.3374141441,63.0
1,9,Y1050425,-0.191770683484,-0.662882387285,22.5248228275,10.0
1,9,Y1050437,-1.83680357774,8.8886050544,41.3859310506,0.0
1,9,Y1050438,-1.83680357774,-0.662882387285,2.08704887757,10.0
1,9,Y1050441,-1.83680357774,-0.662882387285,2.08704887757,0.0
1,9,Y1050443,-1.83680357774,-0.662882387285,2.08704887757,0.0
1,9,Y1050448,0.904917912689,0.504521632834,40.9532021686,20.0
1,10,Y1050276,0.904917912689,0.133074899522,41.3842264952,40.0
1,10,Y1050282,-0.191770683484,-0.264903743882,25.3398203607,10.0
1,10,Y1050311,-0.191770683484,1.14611144579,27.2434318352,20.0
1,10,Y1050313,0.356573614603,-0.662882387285,32.5566493422,30.0
1,10,Y1050315,0.356573614603,0.597383317356,34.2568835239,20.0
1,10,Y1050333,0.904917912689,-0.463893065584,40.5788524095,10.0
1,10,Y1050339,0.904917912689,-0.435466019399,40.6172035567,20.0
1,10,Y1050346,0.356573614603,-0.662882387285,32.5566493422,50.0
1,10,Y1050353,0.356573614603,1.2641720969,35.1564534089,50.0
1,10,Y1050355,-0.191770683484,-0.662882387285,24.8029043035,10.0
1,10,Y1050356,0.356573614603,0.856672433706,34.6066924705,30.0
1,10,Y1050366,0.904917912689,0.0667451250903,41.2947404849,10.0
1,10,Y1050369,0.904917912689,0.133074899522,41.3842264952,10.0
1,10,Y1050375,0.904917912689,-0.662882387285,40.3103943809,30.0
1,10,Y1050407,-1.28845927966,0.531053542925,10.9061623976,10.0
1,10,Y1050431,-1.83680357774,-0.662882387285,1.54166918744,0.0
1,10,Y1050432,-1.83680357774,-0.662882387285,1.54166918744,0.0
1,10,Y9999984,-0.74011498157,0.597383317356,18.7493934465,66.0
2,1,Y1050278,0.904917912689,-0.344499472563,39.7555937667,54.0
2,1,Y1050282,-0.191770683484,-0.264903743882,25.1485994481,10.0
2,1,Y1050284,0.904917912689,0.0193667163742,40.4096492885,30.0
2,1,Y1050286,0.904917912689,0.531053542925,41.3294148629,72.0
2,1,Y1050294,0.904917912689,0.474199450555,41.227218687,40.0
2,1,Y1050347,0.356573614603,0.0718474166557,33.1289497375,20.0
2,1,Y1050348,0.904917912689,1.00862791501,42.1878627336,10.0
2,1,Y1050359,-0.191770683484,-0.662882387285,24.4332262226,20.0
2,1,Y1050369,0.904917912689,0.133074899522,40.6140416374,10.0
2,1,Y1050379,0.904917912689,0.587907635294,41.4316110388,60.0
2,1,Y1050387,-1.83680357774,0.221514598763,3.89784105722,10.0
2,1,Y1050396,0.904917912689,0.199404673953,40.7332705093,20.0
2,1,Y1050398,-1.83680357774,-0.662882387285,2.30812277696,0.0
2,1,Y1050409,-0.191770683484,-0.662882387285,24.4332262226,10.0
2,1,Y1050416,0.356573614603,-0.662882387285,31.8082607044,63.0
2,1,Y1050422,0.904917912689,-0.662882387285,39.1832951863,40.0
2,1,Y1050423,-0.74011498157,-0.662882387285,17.0581917407,10.0
2,1,Y1050433,-1.83680357774,-0.662882387285,2.30812277696,0.0
2,1,Y1050447,0.0824014655595,-0.208049651512,28.9383128649,10.0
2,2,Y1050285,-1.83680357774,-0.662882387285,2.18631595926,0.0
2,2,Y1050306,-1.83680357774,-0.662882387285,2.18631595926,10.0
2,2,Y1050315,0.356573614603,0.597383317356,32.9971416688,20.0
2,2,Y1050319,0.904917912689,0.0446352002799,39.6918926069,76.0
2,2,Y1050321,0.356573614603,-0.662882387285,31.5333591765,20.0
2,2,Y1050328,0.0824014655595,1.161995294,29.984550854,71.0
2,2,Y1050332,0.356573614603,0.000415352251024,32.3037710148,40.0
2,2,Y1050361,0.630745763646,-0.0659144221802,35.8951102326,30.0
2,2,Y1050371,0.904917912689,0.822904547557,40.5958424967,40.0
2,2,Y1050378,0.356573614603,1.32701082973,33.8445946897,93.0
2,2,Y1050381,0.904917912689,0.246783082669,39.926684786,55.0
2,2,Y1050391,0.356573614603,-0.540427419962,31.6755890544,10.0
2,2,Y1050397,0.356573614603,-0.662882387285,31.5333591765,20.0
2,2,Y1050411,0.356573614603,-0.662882387285,31.5333591765,10.0
2,2,Y1050417,0.904917912689,-0.662882387285,38.8701199808,62.0
2,2,Y1050434,0.904917912689,1.72498947313,41.6436025966,20.0
2,2,Y1050438,-1.83680357774,-0.662882387285,2.18631595926,10.0
2,2,Y1050439,0.356573614603,0.292266356883,32.6427522228,10.0
2,2,Y1050440,-0.191770683484,-0.662882387285,24.1965983722,10.0
2,3,Y1050275,0.356573614603,-0.662882387285,31.8770986748,20.0
2,3,Y1050281,-0.191770683484,-0.662882387285,24.4559409946,10.0
2,3,Y1050283,-0.191770683484,-0.344499472563,24.9087291928,20.0
2,3,Y1050289,0.904917912689,3.84754223742,45.7127558292,60.0
2,3,Y1050299,-1.83680357774,0.133074899522,3.32443844947,10.0
2,3,Y1050329,-1.5626314287,-0.208049651512,6.54988707784,20.0
2,3,Y1050337,0.0824014655595,-0.662882387285,28.1665198347,10.0
2,3,Y1050339,0.904917912689,-0.435466019399,39.6216764969,20.0
2,3,Y1050340,0.356573614603,0.133074899522,33.0090691704,10.0
2,3,Y1050342,0.356573614603,0.0193667163742,32.8473591005,50.0
2,3,Y1050350,0.904917912689,0.0446352002799,40.3044523501,10.0
2,3,Y1050352,0.904917912689,-0.47559831952,39.5646023544,80.0
2,3,Y1050362,0.630745763646,0.0534791708408,36.6064509609,80.0
2,3,Y1050370,0.904917912689,0.684122251681,41.2138987318,20.0
2,3,Y1050399,-1.83680357774,-0.662882387285,2.19246795389,0.0
2,3,Y1050403,0.356573614603,0.531053542925,33.5750544182,20.0
2,3,Y1050405,-1.28845927966,-0.662882387285,9.61362563411,10.0
