evaluation_num,kfold_split_num,username,forum_num_days,stop_video_avg,qz_mean,video_pause_backward_seek_avg,seek_video_avg,num_incomplete,watched_time_hour,watched_time_weekday,label_val_predict,label_val_test
1,1,Y1050278,-0.14948701855,2.4357651563,0.500826962913,-0.638311912926,-0.892737467401,-0.504865945811,0.668284632267,2.5162838781,21.4287986784,54.0
1,1,Y1050286,-0.14948701855,0.411036781586,1.6117522261,1.29259501905,0.917753899867,-0.504865945811,-0.146019646523,0.015374443247,54.3998528524,72.0
1,1,Y1050290,-0.14948701855,-0.915509397263,-1.72102356346,-0.836353649539,-1.2403518098,-0.967976061517,-1.47277128912,-1.23508027418,0.0,0.0
1,1,Y1050291,-0.14948701855,-0.0776907588718,1.6117522261,-0.53929104462,-0.718930296198,-0.504865945811,-0.827212239451,0.015374443247,46.9079275751,40.0
1,1,Y1050317,-0.14948701855,-0.504617482989,0.500826962913,0.682124259212,0.19002299769,2.27379474843,-0.169702825694,0.015374443247,40.7159681434,55.0
1,1,Y1050338,-0.14948701855,0.655400549721,0.13051854185,-0.341249308007,-0.154056989792,-0.736421003664,-0.549582491477,-0.297239236109,25.2118117653,10.0
1,1,Y1050344,-0.14948701855,0.671268323662,0.871135383976,1.5127128364,0.369809862096,2.04223969057,1.74576331662,-0.609852915466,60.8025321789,40.0
1,1,Y1050345,-0.14948701855,-0.915509397263,-0.980406721339,-0.836353649539,-1.2403518098,-0.967976061517,-1.47277128912,-1.23508027418,7.64172335925,10.0
1,1,Y1050354,-0.14948701855,1.99358309529,0.685981173444,1.33110313461,0.111481744375,-0.273310887958,1.22194299203,-0.609852915466,49.0697250982,50.0
1,1,Y1050359,-0.14948701855,-0.915509397263,-0.239789879213,-0.836353649539,-1.2403518098,-0.967976061517,-1.47277128912,-1.23508027418,19.5462408423,20.0
1,1,Y1050360,-0.14948701855,0.539036849013,0.500826962913,0.401407204291,0.763258636383,1.57912957487,0.06797520698,0.953215481316,33.8794911088,30.0
1,1,Y1050366,-0.14948701855,0.917218874218,0.500826962913,-0.073067790007,-0.298896298547,0.421354285602,0.275118832883,0.953215481316,31.8190050233,10.0
1,1,Y1050384,6.68954408013,-0.56641829933,0.500826962913,0.813994155898,1.94611299499,0.652909343455,1.46530620049,0.327988122604,57.7545534804,30.0
1,1,Y1050417,-0.14948701855,-0.915509397263,0.500826962913,-0.712577564156,-0.588574917797,-0.273310887958,1.53020586431,1.89105651939,33.7312554891,62.0
