evaluation_num,kfold_split_num,username,forum_num_days,qz_mean,video_stop_backward_seek_sum,mt_online_num_day,label_val_predict,label_val_test
1,1,Y1050274,-0.105117666246,1.13180612613,-0.522934133025,1.2257006513,56.394328136,80.0
1,1,Y1050282,-0.105117666246,-0.840770265059,-0.522934133025,-0.554483627967,8.72744618066,10.0
1,1,Y1050285,-0.105117666246,-0.840770265059,-0.522934133025,-0.554483627967,8.72744618066,0.0
1,1,Y1050313,-0.105117666246,-0.260600738157,-0.522934133025,0.335608511664,25.5373843268,30.0
1,1,Y1050322,9.51314879522,2.52421299042,-0.522934133025,2.11579279093,88.9725523087,99.0
1,1,Y1050328,-0.105117666246,1.24784003137,-0.522934133025,2.11579279093,65.1774058982,71.0
1,1,Y1050330,-0.105117666246,-0.492668548987,0.23656544113,-0.554483627967,15.0859727268,10.0
1,1,Y1050331,-0.105117666246,-0.608702454229,-0.522934133025,-0.554483627967,12.7408763727,10.0
1,1,Y1050342,-0.105117666246,0.8997383153,-0.522934133025,-0.554483627967,38.8281726056,50.0
1,1,Y1050351,-0.105117666246,1.36387393661,-0.522934133025,2.11579279093,67.1841209912,70.0
1,1,Y1050363,-0.105117666246,-0.840770265059,-0.522934133025,-0.554483627967,8.72744618066,0.0
1,1,Y1050367,-0.105117666246,2.40817908483,-0.522934133025,1.2257006513,78.468194177,90.0
1,1,Y1050383,-0.105117666246,-0.608702454229,-0.522934133025,-0.554483627967,12.7408763727,10.0
1,1,Y1050389,-0.105117666246,-0.840770265059,-0.522934133025,-0.554483627967,8.72744618066,0.0
1,1,Y1050429,-0.105117666246,-0.840770265059,4.03406331191,-0.554483627967,10.7577337475,10.0
1,1,Y1050443,-0.105117666246,-0.840770265059,-0.522934133025,-0.554483627967,8.72744618066,0.0
1,1,Y1050445,-0.105117666246,0.203534883156,-0.522934133025,-0.554483627967,26.7878820356,20.0
1,1,Y1050449,-0.105117666246,0.551636599228,0.996065015287,-0.554483627967,33.4847898429,20.0
1,1,Y1050454,-0.105117666246,2.52421299042,0.23656544113,1.2257006513,80.8132905371,90.0
1,2,Y1050276,-0.105117666246,-0.260600738157,-0.522934133025,2.11579279093,38.6819074854,40.0
1,2,Y1050278,-0.105117666246,0.667670504469,-0.522934133025,3.00588493055,62.6118128152,54.0
1,2,Y1050295,-0.105117666246,1.24784003137,-0.522934133025,-0.554483627967,47.4371966491,30.0
1,2,Y1050296,-0.105117666246,-0.376634643746,-0.522934133025,-0.554483627967,16.9607082047,20.0
1,2,Y1050302,-0.105117666246,-0.840770265059,-0.522934133025,-0.554483627967,8.25314008055,10.0
1,2,Y1050311,-0.105117666246,0.319568788398,-0.522934133025,-0.554483627967,30.0220603942,20.0
1,2,Y1050335,-0.105117666246,-0.840770265059,-0.522934133025,-0.554483627967,8.25314008055,10.0
1,2,Y1050341,-0.105117666246,0.203534883156,-0.522934133025,-0.554483627967,27.8451683648,20.0
1,2,Y1050347,-0.105117666246,0.087500977915,0.23656544113,-0.554483627967,25.7095021599,20.0
1,2,Y1050366,-0.105117666246,-0.840770265059,-0.522934133025,-0.554483627967,8.25314008055,10.0
1,2,Y1050370,-0.105117666246,-0.492668548987,-0.522934133025,-0.554483627967,14.7838161753,20.0
1,2,Y1050379,-0.105117666246,2.06007736876,-0.522934133025,-0.554483627967,62.6754408681,60.0
1,2,Y1050405,-0.105117666246,-0.608702454229,-0.522934133025,-0.554483627967,12.6069241459,10.0
1,2,Y1050412,-0.105117666246,0.783704410059,2.51506416359,-0.554483627967,38.8945318227,30.0
1,2,Y1050431,-0.105117666246,-0.840770265059,-0.522934133025,-0.554483627967,8.25314008055,0.0
1,2,Y1050434,-0.105117666246,-0.840770265059,0.23656544113,-0.554483627967,8.294365905,20.0
1,2,Y1050450,-0.105117666246,-0.608702454229,-0.522934133025,-0.554483627967,12.6069241459,10.0
1,2,Y1050452,-0.105117666246,1.4799078422,0.23656544113,-0.554483627967,51.8322065389,40.0
1,2,Y9999985,-0.105117666246,2.06007736876,-0.522934133025,-0.554483627967,62.6754408681,59.0
1,3,Y1050281,-0.105117666246,-0.840770265059,-0.522934133025,-0.554483627967,8.25859774139,10.0
1,3,Y1050288,-0.105117666246,-0.840770265059,-0.522934133025,-0.554483627967,8.25859774139,0.0
1,3,Y1050294,-0.105117666246,0.435602693987,1.75556458944,-0.554483627967,30.510509107,40.0
1,3,Y1050299,-0.105117666246,-0.840770265059,-0.522934133025,-0.554483627967,8.25859774139,10.0
1,3,Y1050303,-0.105117666246,-0.840770265059,0.996065015287,-0.554483627967,7.88648051068,20.0
1,3,Y1050310,-0.105117666246,-0.840770265059,-0.522934133025,-0.554483627967,8.25859774139,10.0
1,3,Y1050320,-0.105117666246,-0.840770265059,0.23656544113,-0.554483627967,8.07253912604,10.0
1,3,Y1050326,-0.105117666246,-0.260600738157,-0.522934133025,-0.554483627967,18.6268192024,20.0
1,3,Y1050345,-0.105117666246,-0.608702454229,-0.522934133025,-0.554483627967,12.405886327,10.0
1,3,Y1050350,-0.105117666246,-0.840770265059,0.996065015287,-0.554483627967,7.88648051068,10.0
1,3,Y1050364,-0.105117666246,1.82800955827,0.996065015287,1.2257006513,70.1183851466,72.0
1,3,Y1050386,-0.105117666246,0.203534883156,-0.522934133025,0.335608511664,34.1904393288,30.0
1,3,Y1050388,-0.105117666246,-0.0285329276743,-0.522934133025,-0.554483627967,22.7741077818,20.0
1,3,Y1050394,-0.105117666246,-0.840770265059,0.23656544113,-0.554483627967,8.07253912604,20.0
1,3,Y1050396,-0.105117666246,-0.608702454229,0.996065015287,0.335608511664,19.3028120577,20.0
1,3,Y1050409,-0.105117666246,-0.840770265059,-0.522934133025,-0.554483627967,8.25859774139,10.0
1,3,Y1050418,-0.105117666246,-0.492668548987,-0.522934133025,1.2257006513,29.0176165395,20.0
1,3,Y1050425,-0.105117666246,-0.840770265059,-0.522934133025,-0.554483627967,8.25859774139,10.0
1,3,Y1050433,-0.105117666246,-0.840770265059,-0.522934133025,-0.554483627967,8.25859774139,0.0
1,4,Y1050305,-0.105117666246,-0.260600738157,-0.522934133025,-0.554483627967,18.5706358308,20.0
1,4,Y1050319,-0.105117666246,1.82800955827,-0.522934133025,2.11579279093,77.7029324935,76.0
1,4,Y1050324,-0.105117666246,0.203534883156,-0.522934133025,-0.554483627967,26.7883113382,30.0
1,4,Y1050325,-0.105117666246,-0.0285329276743,-0.522934133025,-0.554483627967,22.6794735815,20.0
1,4,Y1050336,-0.105117666246,1.36387393661,-0.522934133025,-0.554483627967,47.3325001098,50.0
1,4,Y1050338,-0.105117666246,-0.840770265059,-0.522934133025,-0.554483627967,8.298541442,10.0
1,4,Y1050340,-0.105117666246,-0.840770265059,3.27456373776,-0.554483627967,7.90160278736,10.0
1,4,Y1050352,-0.105117666246,1.4799078422,1.75556458944,1.2257006513,63.9172603785,80.0
1,4,Y1050355,-0.105117666246,-0.608702454229,-0.522934133025,-0.554483627967,12.4073791988,10.0
1,4,Y1050357,-0.105117666246,-0.608702454229,-0.522934133025,-0.554483627967,12.4073791988,20.0
1,4,Y1050369,-0.105117666246,-0.840770265059,-0.522934133025,-0.554483627967,8.298541442,10.0
1,4,Y1050377,-0.105117666246,0.667670504469,-0.522934133025,1.2257006513,49.7744914257,40.0
1,4,Y1050381,-0.105117666246,1.24784003137,0.996065015287,2.11579279093,67.2720626427,55.0
1,4,Y1050382,-0.105117666246,-0.608702454229,0.996065015287,-0.554483627967,12.2486037369,20.0
1,4,Y1050399,-0.105117666246,-0.840770265059,-0.522934133025,-0.554483627967,8.298541442,0.0
1,4,Y1050414,-0.105117666246,0.8997383153,2.51506416359,2.11579279093,60.9500305488,53.0
1,4,Y1050427,-0.105117666246,2.52421299042,1.75556458944,2.11579279093,89.7912825648,96.0
1,4,Y1050447,-0.105117666246,-0.840770265059,-0.522934133025,-0.554483627967,8.298541442,10.0
1,5,Y1050279,9.51314879522,1.01577222054,0.23656544113,3.00588493055,79.1388335954,70.0
1,5,Y1050287,-0.105117666246,1.59594174744,0.23656544113,-0.554483627967,52.0364876617,50.0
1,5,Y1050300,-0.105117666246,-0.840770265059,-0.522934133025,-0.554483627967,8.19797548241,10.0
1,5,Y1050301,-0.105117666246,-0.840770265059,-0.522934133025,-0.554483627967,8.19797548241,10.0
