number_of_comp,pMAPC,pMSE,r2,r2_adj
1.0,0.595065041361,240.836230394,0.632320077931,0.630288697146
2.0,0.592445112224,252.96812229,0.632814943319,0.628735109355
3.0,0.693842100338,137.725271027,0.805585794051,0.802327455404
4.0,0.785244668008,61.6802220734,0.912602433814,0.910638443562
