username,active_num_days,seek_video_sum,video_forward_seek_sum,video_backward_seek_sum,video_pause_sum,Problem_num_day,hw_mean,final_score
Y1050333,-35.6369314021,-3.3929186745,-0.154090442981,-0.50466984058,-0.0364873721546,1.92834610481,0.0789832857016,10.0
Y1050334,-19.8522156358,-7.37960931067,-2.28939050416,0.146918581536,-0.399611027949,0.332777491392,0.0702137154321,20.0
Y1050335,-0.695651660306,-9.63109833856,-6.81039022782,-2.46101295947,0.107002233655,0.307203923712,0.177917717783,10.0
Y1050336,4.39084077477,-5.08635169673,-8.38176422858,-2.06273396391,1.50494168248,-0.421344430566,0.181502936634,50.0
Y1050337,-0.981850293652,1.08780909646,-6.78857092211,-2.13889925927,0.170073995272,-0.899245687541,0.149021366745,10.0
Y1050338,-25.5905925934,6.58909883858,0.835434443482,-1.07410145576,0.257034591175,0.520733761271,-0.060527974945,10.0
Y1050339,-29.6017150135,-4.9125070808,-1.34628692288,0.00552420117808,-0.893245592389,-0.171388659228,-0.0846088644297,20.0
Y1050340,21.63624946,-8.29694510138,-4.86085473362,-1.77044231204,2.37804920264,1.24028514549,-0.105553851612,10.0
Y1050341,6.24289553634,4.10262687186,-3.99485771648,-1.02475615936,1.58280629982,-0.682711614991,-0.165644189207,20.0
Y1050342,-14.9562743409,-10.1023578227,-2.7272849406,-1.67666916288,0.290635722999,0.298817642123,-0.0497216795003,50.0
Y1050343,-38.7449300322,-2.19002024686,0.00145469981392,-1.59698339253,-0.977804428551,-0.676269662372,0.00194040253982,0.0
Y1050344,11.5462625846,-11.8936817083,-11.6664854393,2.70492393445,4.80097788072,1.45346686262,0.0251528741018,40.0
Y1050345,-38.7272818244,-2.18933500998,0.0066398039115,-1.3360382652,-0.840063932241,0.0664458094243,-0.029206187394,10.0
Y1050346,-17.5086710846,-9.52528513596,-2.31834151349,2.9644144617,-0.299254808273,2.08716999575,0.448693162049,50.0
Y1050347,-5.08740649058,-2.42931051233,-3.07881065461,-0.419214444789,3.05685819272,0.394849336053,-0.111534235841,20.0
Y1050348,11.0860277431,29.8995879106,-0.927267341282,-2.92679114721,0.0461178021815,-0.312322444734,0.0320717313719,10.0
Y1050349,-34.5069628842,-1.20187626846,-0.830025827415,5.59348077347,-2.97983253944,1.38109069921,-0.00615237779531,65.0
Y1050350,33.7746632733,64.3504846339,25.4760342093,-2.3912621113,-0.400193401473,2.92181407641,0.0717692644023,10.0
Y1050351,32.7962413763,10.5539128698,-1.88937878475,4.37792945331,1.74166559455,-0.0102090396181,0.319823413823,70.0
Y1050352,-13.3574354645,17.4710597053,1.51554796172,7.69182062218,-1.56277487236,0.900310982834,-0.524220864912,80.0
Y1050353,62.1186281753,13.3393122715,-1.44357593203,3.85916942454,2.86923302742,0.751151624847,-0.0935153552074,50.0
Y1050354,51.7203345304,-25.5924455226,-2.80030245631,1.94424088467,0.666458407048,0.399668203202,-0.137764413161,50.0
Y1050355,-37.1193755111,-1.99049946094,-0.292339217983,-1.20352885622,-0.519462564079,0.139184469912,-0.0380584752231,10.0
Y1050356,31.0274943494,-13.3414011185,2.0688868907,2.54941406148,4.0124009611,-0.407491391306,0.111040992157,30.0
Y1050357,13.9926413163,-5.5667218623,8.52567066877,0.615731082066,0.72909927001,-0.929735940017,-0.0988020099479,20.0
Y1050358,2.47949774992,2.03312729183,-4.54680269208,4.64586154238,-1.17860563979,0.302405022869,-0.155178833798,50.0
Y1050359,-38.6176911334,-2.19067094032,-0.0579800191244,1.13532794167,-1.94438854729,0.468024505216,-0.265586388335,20.0
Y1050360,15.1070469947,-3.20846856268,18.6025050681,0.170599434727,-0.583348933817,-1.06858233154,-0.308227959852,30.0
Y1050361,-11.887888035,7.73700097173,-4.56552885349,1.44523013308,-0.292573866848,1.17691648287,0.0573412507219,30.0
Y1050362,86.3883438997,-35.9602544288,-15.0553036629,3.79017277721,2.31433018497,0.449497244949,0.0823167613581,80.0
Y1050363,-38.7449300322,-2.19002024686,0.00145469981392,-1.59698339253,-0.977804428551,-0.676269662372,0.00194040253982,0.0
Y1050364,45.3013071297,38.5468380829,1.7233256071,0.725729113963,1.77934912219,0.466186665054,-0.174639804389,72.0
Y1050365,86.6631983542,-29.443505343,-18.9881459647,3.70946985501,-2.03292980806,-1.08131629036,-0.170926751398,96.0
Y1050366,-15.9802057018,-6.29904612866,0.393809959731,-1.64060430677,0.377240036823,-0.376576277981,-0.0358140999226,10.0
Y1050367,18.0964740053,26.0991961693,-0.745477758464,6.69375176113,0.36274199613,-1.9954232518,-0.416099354269,90.0
Y1050368,15.4806331582,23.217289723,-13.85608317,-0.402845431394,0.0161565535768,-0.995414737002,-0.190041158427,20.0
Y1050369,-19.655313543,-5.60704143704,-0.985174968233,-1.25215430133,0.817003555681,-0.283362247334,-0.0475706232929,10.0
Y1050370,-3.22413667378,4.43635534032,9.78236217608,-1.56684053195,0.865621899958,-0.441895082277,-0.0626664526143,20.0
Y1050371,1.91585020539,-12.4016510491,-6.02844026614,-1.92953243087,0.46108412389,-0.228675380589,0.103981971186,40.0
Y1050372,28.6646045012,4.21038790531,-4.97911103907,6.16092693212,0.605799218128,-1.80498431823,0.400697482247,50.0
Y1050373,-32.7524156168,-3.86517274619,-1.20343874491,-0.818604242975,0.383476981701,0.385880752982,-0.0669231500047,20.0
Y1050374,-9.08328803218,4.60766790027,-1.87449272745,-1.3116622058,1.34474125273,0.0313361097365,-0.0520819994834,30.0
Y1050375,-11.4338260609,-9.96583712722,5.43460786116,-0.595606761957,0.270626359262,4.29846141692,-0.225731601407,30.0
Y1050376,59.7115355764,21.2403644024,-1.12251092562,4.7462375127,-2.35727738812,1.25683804338,0.283831288104,90.0
Y1050377,-31.8276029664,-4.60874196853,-1.95428919182,1.45329916321,-1.52127285973,0.809570154751,0.481455855174,40.0
Y1050378,280.37906739,-124.857975243,-48.6350157989,-6.30171313856,-3.98881375186,-1.29474879682,-0.192091047429,93.0
Y1050379,-7.0866398723,-14.9369329113,-8.32035599141,-0.897573813479,1.02026965209,3.83399101122,-0.178124488207,60.0
Y1050380,-1.72680493008,-3.9267161888,-1.41385757398,7.80794271485,-3.71284171108,1.8820947875,-0.564539623437,80.0
Y1050381,36.3912702818,-10.6793571754,4.77126461715,6.57646953899,3.30349339168,-0.532686637214,0.454836255766,55.0
Y1050382,-22.1791274267,3.4335097181,6.03271128,-0.890682033653,0.430181239984,0.739185969921,-0.0941789695566,20.0
Y1050383,-38.3839351755,-2.35118293978,-0.0935135132491,-1.48569286445,-0.911246957987,-0.305259819832,-0.0131113956566,10.0
Y1050384,53.2488946772,13.2708031957,14.9718009724,-3.84498014897,0.170221712897,0.609496907308,-0.0549559459907,30.0
Y1050385,134.003316015,-40.8659216578,33.9069933367,-4.88267761855,-1.8374547385,0.644420443716,0.101499918285,40.0
Y1050386,-23.7761160933,-2.59703791838,-0.847250035047,1.37627854677,-0.0399076999098,1.84610705158,-0.064005848165,30.0
Y1050387,0.928212452852,3.70316199565,7.76075097793,-0.77729498258,1.87643904693,1.16866851504,0.0575992249683,10.0
Y1050388,-36.6229038268,-2.85025075789,-0.345962708504,-1.26492691619,-0.404225079988,-0.301558172992,-0.0252280997722,20.0
Y1050389,-38.7449300322,-2.19002024686,0.00145469981392,-1.59698339253,-0.977804428551,-0.676269662372,0.00194040253982,0.0
Y1050390,-37.6608279109,-2.67456158855,-0.298441718328,-1.1042072799,-1.08789747361,-0.201105384866,0.116898573739,10.0
Y1050391,-27.7433344799,-3.86512596,0.554263972114,-1.18134868696,0.275576366128,-0.24327809537,-0.0441110971189,10.0
Y1050392,-38.7449300322,-2.19002024686,0.00145469981392,-1.59698339253,-0.977804428551,-0.676269662372,0.00194040253982,20.0
Y1050393,-38.7449300322,-2.19002024686,0.00145469981392,-1.59698339253,-0.977804428551,-0.676269662372,0.00194040253982,0.0
Y1050394,-31.894567251,-3.8700427654,0.881484487126,0.234490658562,0.191045193096,-0.636816048714,-0.238104375782,20.0
Y1050395,-32.1653478716,7.07515142362,-3.09227280508,-1.53584717544,-0.423277917805,-0.297723401665,-0.000901313043044,10.0
Y1050396,31.6532513577,22.3218597937,3.08319637964,0.979099388188,0.0862881570475,1.67202800004,-0.0597286179037,20.0
Y1050397,-38.7449300322,-2.19002024686,0.00145469981392,-1.59698339253,-0.977804428551,-0.676269662372,0.00194040253982,20.0
Y1050398,-36.2602748119,-2.24225828367,-0.786872349296,-1.59912199976,-0.821429999868,-0.542768329106,-0.00252569795986,0.0
Y1050399,-38.7449300322,-2.19002024686,0.00145469981392,-1.59698339253,-0.977804428551,-0.676269662372,0.00194040253982,0.0
Y1050400,1.83775423164,2.95220531356,-6.58857332791,-0.509768815923,0.340969930164,0.785884576013,-0.0981713972499,20.0
Y1050401,-37.9466091898,-2.32281523207,-0.22136885796,-1.39775465402,-0.763483683354,-0.364858851922,0.183039330443,10.0
Y1050402,-38.7449300322,-2.19002024686,0.00145469981392,-1.59698339253,-0.977804428551,-0.676269662372,0.00194040253982,0.0
Y1050403,-36.2455123878,-3.32073266959,-0.694122834848,-1.01864356483,-1.1941337147,-0.242919840785,0.0886936529717,20.0
Y1050404,-38.7449300322,-2.19002024686,0.00145469981392,-1.59698339253,-0.977804428551,-0.676269662372,0.00194040253982,10.0
Y1050405,-38.7449300322,-2.19002024686,0.00145469981392,-1.59698339253,-0.977804428551,-0.676269662372,0.00194040253982,10.0
Y1050406,-38.3562595676,-2.33445283202,-0.0668048326504,-1.28606435617,-0.585666947654,-0.428550342413,0.17972629047,10.0
Y1050407,-4.25152644316,-10.3401512629,-4.14332586946,-0.392185450184,1.13967820662,-0.123195183695,-0.0463121877003,10.0
Y1050408,-38.3883472275,-2.351354249,-0.0948097892735,-1.55092914628,-0.945682082065,-0.490938687781,-0.00532474817311,10.0
Y1050409,-38.7449300322,-2.19002024686,0.00145469981392,-1.59698339253,-0.977804428551,-0.676269662372,0.00194040253982,10.0
Y1050410,-38.0317644228,-2.51268825114,-0.191074278361,-1.50487490004,-0.913559735578,-0.305607713191,-0.012589898886,20.0
Y1050411,-38.5425892621,-2.27076816304,-0.0534456621261,-1.08890550782,-1.06260200469,-0.192102518899,0.121689398901,10.0
Y1050412,102.751428622,23.5144588944,-7.23366349138,-2.5744558,0.499378677785,0.784440081263,-0.301497498582,30.0
Y1050413,71.6820254522,-29.5024138872,28.1820360597,2.06852293644,-0.7229825019,-0.494888337036,0.0838648663913,60.0
Y1050414,170.247481769,-10.5740114244,21.8971185268,-0.385122872059,-2.79973764299,-0.696331808599,0.210708612932,53.0
Y1050415,48.9352081319,-4.32135024004,-6.69129315823,-0.0754653955707,1.83327506254,-0.963454496652,0.0716046262384,30.0
Y1050416,-18.4208983425,-5.1304320657,0.256046063002,7.17389539988,-1.73257471507,2.36056420219,-0.0543391790404,63.0
Y1050417,18.2561751239,20.37967623,4.34916340903,2.93037601219,-1.96471389339,0.396541803137,0.201798729446,62.0
Y1050418,-34.2497326299,-3.9213093192,-0.186699625208,0.604638992968,-1.4276490136,-0.15133947076,0.630735621554,20.0
Y1050419,-25.704303415,-5.56410199707,4.26387890015,-1.59541423092,-0.294131344781,-0.710451149274,-0.0261663327406,10.0
Y1050420,-27.7604575369,2.88176742929,-1.69444655323,7.72894442616,-2.99969985467,0.909505102034,0.0461249721864,75.0
Y1050421,-3.60154979758,24.3011430248,-2.89521372199,5.62812113858,0.151544080589,-2.32277790109,0.0461369539255,60.0
Y1050422,20.3388382349,-8.71103515613,-8.802901968,-2.06536060102,2.76414988758,-0.604800228492,-0.0339537945994,40.0
Y1050423,-16.1158794123,-6.73645050888,-3.530101983,-1.37140069689,0.555928366666,0.180088641159,0.133181036426,10.0
Y1050424,1.70349780725,9.00149920396,3.55087253052,-1.37129888196,1.94668263257,-0.779966898561,0.149925469507,30.0
Y1050425,-38.7405179802,-2.18984893764,0.00275097583832,-1.5317471107,-0.943369304474,-0.490590794423,-0.00584624494363,10.0
Y1050426,-15.832603641,-0.977600000111,-2.38566000506,-0.619488354152,2.08656666269,0.0338997353534,-0.080597883274,40.0
Y1050427,20.6042240964,12.1585743622,12.868371868,5.17812243716,-1.69792891292,-1.00363070283,-0.333276674921,96.0
Y1050428,-12.3684296552,-2.11133655501,-6.68973077303,-1.39294441759,1.0939411174,0.439745115328,-0.0511935199133,20.0
Y1050429,-5.88922203544,8.78135726207,28.1812812612,-1.25142521459,0.308419463041,-0.73569805987,-0.10477638876,10.0
Y1050430,-38.7449300322,-2.19002024686,0.00145469981392,-1.59698339253,-0.977804428551,-0.676269662372,0.00194040253982,0.0
Y1050431,-38.7449300322,-2.19002024686,0.00145469981392,-1.59698339253,-0.977804428551,-0.676269662372,0.00194040253982,0.0
Y1050432,-38.7405179802,-2.18984893764,0.00275097583832,-1.5317471107,-0.943369304474,-0.490590794423,-0.00584624494363,0.0
Y1050433,-38.7449300322,-2.19002024686,0.00145469981392,-1.59698339253,-0.977804428551,-0.676269662372,0.00194040253982,0.0
Y1050434,-23.7259956741,-6.03125910117,-1.82980012035,-1.3151800304,0.0145281619209,0.85146925823,-0.067897136875,20.0
Y1050435,-38.7449300322,-2.19002024686,0.00145469981392,-1.59698339253,-0.977804428551,-0.676269662372,0.00194040253982,10.0
Y1050436,-36.0391690854,-2.17269261405,-0.223118414845,-0.978925682067,-0.960529108841,-0.53297308119,-0.104443097509,10.0
Y1050437,-37.1513375409,-2.91645152954,-0.434976191141,-1.55282998901,-0.919341679556,-0.306477446587,-0.0112861569597,0.0
Y1050438,19.0056881315,22.5767035627,-8.76518007422,-2.12809833079,0.696092364509,-1.04444517493,0.298343135862,10.0
Y1050439,-32.6741982487,-4.93235566479,-1.63244906262,-0.683588642721,-0.362854290126,2.84571464156,-0.137140454547,10.0
Y1050440,21.4758467051,1.26880191238,9.35512201584,0.944947213853,2.56558254963,-1.14366312226,-0.0657857653261,10.0
Y1050441,-38.7449300322,-2.19002024686,0.00145469981392,-1.59698339253,-0.977804428551,-0.676269662372,0.00194040253982,0.0
Y1050442,-8.92879417206,-6.90425023055,-3.36669468422,-2.22936302011,0.0234824975043,-0.243883962507,-0.0125807887323,10.0
Y1050443,-37.0699186476,-1.65686743303,-0.586514102294,-1.55863206709,-0.82226272055,-0.53957372749,-0.00333225495895,0.0
Y1050444,-19.7603593929,-10.1784338902,-5.25928335083,-1.19824041195,-0.501776992854,1.06874971099,0.257615142926,10.0
Y1050445,24.6113059138,6.72462569572,-17.2251492902,-2.39416859067,2.45185793846,0.589460129099,-0.0182921685548,20.0
Y1050446,-38.7449300322,-2.19002024686,0.00145469981392,-1.59698339253,-0.977804428551,-0.676269662372,0.00194040253982,0.0
Y1050447,-26.2588093017,-1.45903089489,1.22770789721,-1.69448913928,-0.372067360622,-0.629987484055,-0.011474601083,10.0
Y1050448,40.8071840458,-28.7827707291,-14.8843661299,-1.80139123798,1.60689507495,2.1054703253,-0.0858618801437,20.0
Y1050449,66.2838436747,-33.1741029325,24.7185665307,-3.01532691319,2.34971252926,-0.210110660489,-0.160308941415,20.0
Y1050450,1.74944712058,0.57037331142,-1.98917708633,-1.40040872961,1.30521377605,0.254094098768,0.0975492883068,10.0
Y1050451,-38.7449300322,-2.19002024686,0.00145469981392,-1.59698339253,-0.977804428551,-0.676269662372,0.00194040253982,0.0
Y1050452,9.87957357899,19.5455395968,-6.77863424955,-0.436643173281,4.56173584769,-0.44203988428,-0.0736982574191,40.0
Y1050453,10.4255048972,-16.5189796961,-11.1167805265,-2.06452856387,0.576316160485,1.35663739726,0.0737088910218,20.0
Y1050454,15.1503067278,5.8397595475,11.0575283917,8.54363242672,3.69793271765,-2.82951344497,-0.482263579118,90.0
Y9999984,28.6937558559,-2.56097944177,32.1505888025,3.88141594859,2.65210393349,-1.22799082609,-0.11397926888,66.0
Y9999985,-16.3332479321,38.1009117514,-8.0526354704,-1.28059875286,1.1810875844,0.0223015785607,0.00640682999104,59.0
