username,forum_num_days,qz_mean,video_stop_backward_seek_sum,mt_online_num_day,final_score
Y1050274,-0.105117666246,1.13180612613,-0.522934133025,1.2257006513,80.0
Y1050275,-0.105117666246,-0.840770265059,-0.522934133025,-0.554483627967,20.0
Y1050276,-0.105117666246,-0.260600738157,-0.522934133025,2.11579279093,40.0
Y1050277,-0.105117666246,-0.144566832916,-0.522934133025,-0.554483627967,10.0
Y1050278,-0.105117666246,0.667670504469,-0.522934133025,3.00588493055,54.0
Y1050279,9.51314879522,1.01577222054,0.23656544113,3.00588493055,70.0
Y1050280,-0.105117666246,-0.608702454229,-0.522934133025,-0.554483627967,10.0
Y1050281,-0.105117666246,-0.840770265059,-0.522934133025,-0.554483627967,10.0
Y1050282,-0.105117666246,-0.840770265059,-0.522934133025,-0.554483627967,10.0
Y1050283,-0.105117666246,0.667670504469,0.23656544113,-0.554483627967,20.0
Y1050284,-0.105117666246,-0.376634643746,-0.522934133025,-0.554483627967,30.0
Y1050285,-0.105117666246,-0.840770265059,-0.522934133025,-0.554483627967,0.0
Y1050286,-0.105117666246,1.24784003137,0.23656544113,1.2257006513,72.0
Y1050287,-0.105117666246,1.59594174744,0.23656544113,-0.554483627967,50.0
Y1050288,-0.105117666246,-0.840770265059,-0.522934133025,-0.554483627967,0.0
Y1050289,-0.105117666246,2.40817908483,0.23656544113,-0.554483627967,60.0
Y1050290,-0.105117666246,-0.840770265059,-0.522934133025,-0.554483627967,0.0
Y1050291,-0.105117666246,1.01577222054,-0.522934133025,-0.554483627967,40.0
Y1050292,-0.105117666246,0.667670504469,-0.522934133025,0.335608511664,50.0
Y1050293,-0.105117666246,1.59594174744,0.23656544113,1.2257006513,80.0
Y1050294,-0.105117666246,0.435602693987,1.75556458944,-0.554483627967,40.0
Y1050295,-0.105117666246,1.24784003137,-0.522934133025,-0.554483627967,30.0
Y1050296,-0.105117666246,-0.376634643746,-0.522934133025,-0.554483627967,20.0
Y1050297,-0.105117666246,-0.840770265059,-0.522934133025,-0.554483627967,10.0
Y1050298,-0.105117666246,-0.840770265059,-0.522934133025,-0.554483627967,10.0
Y1050299,-0.105117666246,-0.840770265059,-0.522934133025,-0.554483627967,10.0
Y1050300,-0.105117666246,-0.840770265059,-0.522934133025,-0.554483627967,10.0
Y1050301,-0.105117666246,-0.840770265059,-0.522934133025,-0.554483627967,10.0
Y1050302,-0.105117666246,-0.840770265059,-0.522934133025,-0.554483627967,10.0
Y1050303,-0.105117666246,-0.840770265059,0.996065015287,-0.554483627967,20.0
Y1050304,-0.105117666246,-0.840770265059,-0.522934133025,-0.554483627967,10.0
Y1050305,-0.105117666246,-0.260600738157,-0.522934133025,-0.554483627967,20.0
Y1050306,-0.105117666246,-0.492668548987,-0.522934133025,0.335608511664,10.0
Y1050307,-0.105117666246,-0.840770265059,-0.522934133025,-0.554483627967,10.0
Y1050308,-0.105117666246,-0.840770265059,0.996065015287,-0.554483627967,10.0
Y1050309,-0.105117666246,-0.840770265059,-0.522934133025,-0.554483627967,0.0
Y1050310,-0.105117666246,-0.840770265059,-0.522934133025,-0.554483627967,10.0
Y1050311,-0.105117666246,0.319568788398,-0.522934133025,-0.554483627967,20.0
Y1050312,-0.105117666246,-0.840770265059,-0.522934133025,-0.554483627967,10.0
Y1050313,-0.105117666246,-0.260600738157,-0.522934133025,0.335608511664,30.0
Y1050314,-0.105117666246,-0.492668548987,-0.522934133025,0.335608511664,30.0
Y1050315,-0.105117666246,-0.608702454229,-0.522934133025,-0.554483627967,20.0
Y1050316,-0.105117666246,-0.376634643746,-0.522934133025,-0.554483627967,10.0
Y1050317,-0.105117666246,1.13180612613,2.51506416359,1.2257006513,55.0
Y1050318,-0.105117666246,0.551636599228,0.996065015287,3.00588493055,40.0
Y1050319,-0.105117666246,1.82800955827,-0.522934133025,2.11579279093,76.0
Y1050320,-0.105117666246,-0.840770265059,0.23656544113,-0.554483627967,10.0
Y1050321,-0.105117666246,0.551636599228,-0.522934133025,-0.554483627967,20.0
Y1050322,9.51314879522,2.52421299042,-0.522934133025,2.11579279093,99.0
Y1050323,-0.105117666246,2.40817908483,0.23656544113,3.00588493055,88.0
Y1050324,-0.105117666246,0.203534883156,-0.522934133025,-0.554483627967,30.0
Y1050325,-0.105117666246,-0.0285329276743,-0.522934133025,-0.554483627967,20.0
Y1050326,-0.105117666246,-0.260600738157,-0.522934133025,-0.554483627967,20.0
Y1050327,-0.105117666246,-0.840770265059,0.996065015287,-0.554483627967,0.0
Y1050328,-0.105117666246,1.24784003137,-0.522934133025,2.11579279093,71.0
Y1050329,-0.105117666246,0.667670504469,-0.522934133025,-0.554483627967,20.0
Y1050330,-0.105117666246,-0.492668548987,0.23656544113,-0.554483627967,10.0
Y1050331,-0.105117666246,-0.608702454229,-0.522934133025,-0.554483627967,10.0
Y1050332,-0.105117666246,0.667670504469,2.51506416359,2.11579279093,40.0
Y1050333,-0.105117666246,-0.724736359818,-0.522934133025,-0.554483627967,10.0
Y1050334,-0.105117666246,-0.840770265059,-0.522934133025,-0.554483627967,20.0
Y1050335,-0.105117666246,-0.840770265059,-0.522934133025,-0.554483627967,10.0
Y1050336,-0.105117666246,1.36387393661,-0.522934133025,-0.554483627967,50.0
Y1050337,-0.105117666246,-0.840770265059,-0.522934133025,-0.554483627967,10.0
Y1050338,-0.105117666246,-0.840770265059,-0.522934133025,-0.554483627967,10.0
Y1050339,-0.105117666246,-0.840770265059,-0.522934133025,-0.554483627967,20.0
Y1050340,-0.105117666246,-0.840770265059,3.27456373776,-0.554483627967,10.0
Y1050341,-0.105117666246,0.203534883156,-0.522934133025,-0.554483627967,20.0
