evaluation_num,kfold_split_num,username,qz_mean,watched_time_hour,label_val_predict,label_val_test
1,1,Y1050279,0.865467217839,0.768244007752,48.3414649977,70.0
1,1,Y1050283,1.37637205934,-0.658348860359,57.7748076332,20.0
1,1,Y1050297,-0.83754892049,-0.904481714067,7.77914514904,10.0
1,1,Y1050329,0.354562376341,0.409127621859,36.3751836956,20.0
1,1,Y1050354,1.20607044551,-0.167905637776,54.6515123873,50.0
1,1,Y1050356,0.354562376341,-0.279350051854,35.3986127802,30.0
1,1,Y1050360,-0.156342465158,-0.904481714067,23.0550022025,30.0
1,1,Y1050386,0.184260762508,-0.885123336134,30.7203896137,30.0
1,1,Y1050410,-0.496945692824,-0.904481714067,15.4170736758,20.0
1,1,Y1050413,0.0139591486748,-0.665120958908,27.2134876453,60.0
1,1,Y1050418,-0.496945692824,0.563619328449,17.4995010859,20.0
1,1,Y1050421,-0.156342465158,-0.641482004988,23.4280540479,60.0
1,1,Y1050423,-0.326644078991,-0.666093518029,19.5741795924,10.0
1,1,Y1050432,-0.83754892049,-0.904481714067,7.77914514904,0.0
1,1,Y1050433,-0.83754892049,-0.904481714067,7.77914514904,0.0
1,1,Y1050434,-0.83754892049,1.59688737661,11.3272112606,20.0
1,1,Y1050438,-0.83754892049,-0.0146685714243,9.04130028992,10.0
1,1,Y1050446,-0.83754892049,-0.904481714067,7.77914514904,0.0
1,1,Y1050449,0.695165604006,0.751705631418,44.4990418802,20.0
1,2,Y1050277,0.184260762508,0.734966605929,33.041124373,10.0
1,2,Y1050280,-0.496945692824,1.03171453163,18.520757269,10.0
1,2,Y1050281,-0.83754892049,-0.904481714067,7.55152587001,10.0
1,2,Y1050282,-0.83754892049,-0.904481714067,7.55152587001,10.0
1,2,Y1050293,1.20607044551,1.70563744989,57.3407760719,80.0
1,2,Y1050305,-0.83754892049,-0.327179815177,8.57871140512,20.0
1,2,Y1050308,-0.83754892049,0.031966849722,9.21773625481,10.0
1,2,Y1050314,-0.496945692824,-0.904481714067,15.0757092265,30.0
1,2,Y1050337,-0.83754892049,-0.710462853033,7.89674103035,10.0
1,2,Y1050350,-0.83754892049,0.223976722593,9.55937684943,10.0
1,2,Y1050357,-0.496945692824,-0.904481714067,15.0757092265,20.0
1,2,Y1050359,-0.83754892049,-0.904481714067,7.55152587001,20.0
1,2,Y1050363,-0.83754892049,-0.904481714067,7.55152587001,0.0
1,2,Y1050381,1.37637205934,1.39114299968,60.5432919879,55.0
1,2,Y1050394,-0.83754892049,-0.904481714067,7.55152587001,20.0
1,2,Y1050396,-0.496945692824,0.642821629837,17.8288053385,20.0
1,2,Y1050412,0.865467217839,-0.557949464092,45.7890228426,30.0
1,2,Y1050440,-0.83754892049,0.983705794119,10.911152609,10.0
1,2,Y1050448,-0.496945692824,1.96592919261,20.1829929005,20.0
1,3,Y1050284,-0.496945692824,-0.725898351112,15.6790122611,30.0
1,3,Y1050291,0.865467217839,-0.0103492343618,47.0333679879,40.0
1,3,Y1050299,-0.83754892049,-0.904481714067,7.84096516439,10.0
1,3,Y1050307,-0.83754892049,-0.904481714067,7.84096516439,10.0
1,3,Y1050316,-0.156342465158,-0.904481714067,22.8802870447,10.0
1,3,Y1050333,-0.83754892049,-0.904481714067,7.84096516439,10.0
1,3,Y1050335,-0.83754892049,-0.188404693579,9.11761830021,10.0
1,3,Y1050348,-0.83754892049,0.628470046357,10.5739779773,10.0
1,3,Y1050353,1.03576883167,0.494012812146,51.6923969658,50.0
1,3,Y1050355,-0.496945692824,-0.0225009190893,16.9330596772,10.0
1,3,Y1050368,-0.83754892049,-0.904481714067,7.84096516439,20.0
1,3,Y1050374,-0.156342465158,-0.047137083982,24.4087981953,30.0
1,3,Y1050382,-0.496945692824,-0.904481714067,15.3606261046,20.0
1,3,Y1050402,-0.83754892049,-0.904481714067,7.84096516439,0.0
1,3,Y1050408,-0.496945692824,-0.904481714067,15.3606261046,10.0
1,3,Y1050414,0.865467217839,1.03237424335,48.8923805795,53.0
1,3,Y1050416,2.05757851467,1.7886367934,76.559491509,63.0
1,3,Y1050430,-0.83754892049,-0.904481714067,7.84096516439,0.0
1,3,Y1050450,-0.496945692824,0.745965845823,18.3031155192,10.0
1,4,Y1050274,1.20607044551,0.610709273344,54.5641242343,80.0
1,4,Y1050275,-0.83754892049,-0.904481714067,7.45773317591,20.0
1,4,Y1050302,-0.83754892049,-0.904481714067,7.45773317591,10.0
1,4,Y1050306,-0.496945692824,2.49002868423,22.5600423673,10.0
1,4,Y1050309,-0.83754892049,-0.904481714067,7.45773317591,0.0
1,4,Y1050313,-0.496945692824,0.108205311923,17.0631294812,30.0
1,4,Y1050315,-0.496945692824,0.422613675238,17.7887397023,20.0
1,4,Y1050325,0.0139591486748,0.917597629705,29.8334788703,20.0
1,4,Y1050328,1.03576883167,0.243257106297,50.0819677466,71.0
1,4,Y1050336,1.88727690084,-0.0973822595029,67.4664632577,50.0
1,4,Y1050349,0.354562376341,-0.775726547107,33.1937824355,65.0
1,4,Y1050366,-0.83754892049,-0.904481714067,7.45773317591,10.0
1,4,Y1050367,2.39818174234,-0.374857047886,77.7284764407,90.0
1,4,Y1050371,0.695165604006,-0.225750644555,41.7313066363,40.0
1,4,Y1050373,-0.496945692824,-0.904481714067,14.7259904525,20.0
1,4,Y1050388,-0.156342465158,-0.904481714067,21.9942477291,20.0
1,4,Y1050399,-0.83754892049,-0.904481714067,7.45773317591,0.0
1,4,Y1050425,-0.83754892049,-0.904481714067,7.45773317591,10.0
1,5,Y1050276,-0.326644078991,-0.434465051347,20.0520773568,40.0
1,5,Y1050287,1.716975287,-0.0417912806117,66.2592720189,50.0
1,5,Y1050289,2.39818174234,-0.550608160962,80.7787978612,60.0
1,5,Y1050317,1.03576883167,-0.161930814248,50.8717124393,55.0
1,5,Y1050327,-0.83754892049,-0.904481714067,7.98708446518,0.0
1,5,Y1050331,-0.496945692824,0.799433439877,17.9495639979,10.0
1,5,Y1050369,-0.83754892049,-0.904481714067,7.98708446518,10.0
1,5,Y1050375,0.184260762508,0.424455004101,32.6538026163,30.0
1,5,Y1050390,-0.496945692824,-0.904481714067,15.5979609201,10.0
