evaluation_num,kfold_split_num,username,forum_num_days,problem_avg_count,video_backward_seek_avg,watched_time_hour,qz_mean,label_val_predict,label_val_test
1,1,Y1050277,-0.18411492358,-0.963071350043,-0.667295808023,-0.244071338658,-0.368920367155,19.2468332464,10.0
1,1,Y1050290,-0.18411492358,-0.963071350043,-0.667295808023,-1.14060768501,-0.945128849567,4.99674135128,0.0
1,1,Y1050328,-0.18411492358,3.8830123436,1.40734008268,0.0154787606927,1.35970508008,58.9215659471,71.0
1,1,Y1050335,-0.18411492358,-0.446745842349,-0.376492144696,-0.0839061321719,-0.560989861292,15.3184818532,10.0
1,1,Y1050339,-0.18411492358,-0.702449903253,-0.552038258539,-0.733495616668,-0.368920367155,18.4612030647,20.0
1,1,Y1050345,-0.18411492358,-0.800797619053,-0.667295808023,-1.14060768501,-0.560989861292,13.5901955129,10.0
1,1,Y1050373,-0.18411492358,-0.446745842349,-0.667295808023,-0.965529480023,-0.560989861292,14.151359295,20.0
1,1,Y1050387,-0.18411492358,-0.382819827159,1.00507959287,1.36835265873,-0.75305935543,11.9761263093,10.0
1,1,Y1050389,-0.18411492358,-0.963071350043,-0.667295808023,-1.14060768501,-0.945128849567,4.99674135128,0.0
1,1,Y1050395,-0.18411492358,-0.963071350043,-0.667295808023,-1.14060768501,-0.75305935543,9.23374575302,10.0
1,1,Y1050422,-0.18411492358,-0.771293304328,-0.0839229643823,0.471613955896,0.78349659767,45.3438221742,40.0
1,1,Y1050427,-0.18411492358,1.98367208316,0.448160845104,2.06730537929,2.60815679198,89.7288082303,96.0
1,1,Y1050429,-0.18411492358,-0.849971476924,0.158167784434,-0.129718542125,-0.945128849567,5.83222901535,10.0
1,1,Y1050430,-0.18411492358,-0.963071350043,-0.667295808023,-1.14060768501,-0.945128849567,4.99674135128,0.0
1,1,Y1050432,-0.18411492358,-0.963071350043,-0.667295808023,-1.14060768501,-0.945128849567,4.99674135128,0.0
1,1,Y1050440,-0.18411492358,1.09854264139,0.366086513765,0.730044298841,-0.945128849567,8.49479116725,10.0
1,1,Y1050444,-0.18411492358,-0.786045461691,-0.667295808023,-0.426978101752,-0.75305935543,10.5891335021,10.0
1,1,Y1050446,-0.18411492358,-0.963071350043,-0.667295808023,-1.14060768501,-0.945128849567,4.99674135128,0.0
1,1,Y9999984,-0.18411492358,0.000736264270679,2.01128009681,1.43961526564,1.45573982715,59.9079262456,66.0
1,2,Y1050280,-0.18411492358,-0.56476310125,-0.605825115026,-0.0568610795726,-0.75305935543,10.7794991368,10.0
1,2,Y1050285,-0.18411492358,-0.963071350043,-0.667295808023,-1.14060768501,-0.945128849567,4.76995320041,0.0
1,2,Y1050287,-0.18411492358,0.0695796653458,0.525676491404,0.0545588417796,1.83987881543,68.0033537327,50.0
1,2,Y1050288,-0.18411492358,-0.963071350043,-0.667295808023,-1.14060768501,-0.945128849567,4.76995320041,0.0
1,2,Y1050291,-0.18411492358,3.19703702624,-0.550501491274,-0.223355694525,1.35970508008,64.3979801411,40.0
1,2,Y1050301,-0.18411492358,-0.72703683224,-0.575089768436,-0.355315674233,-0.945128849567,5.86310312287,10.0
1,2,Y1050309,-0.18411492358,-0.963071350043,-0.667295808023,-1.14060768501,-0.945128849567,4.76995320041,0.0
1,2,Y1050323,-0.18411492358,0.263465162218,2.17221113495,2.24646240234,2.70419153904,87.3372487329,88.0
1,2,Y1050343,-0.18411492358,-0.963071350043,-0.667295808023,-1.14060768501,-0.945128849567,4.76995320041,0.0
1,2,Y1050348,-0.18411492358,-0.61639565202,-0.206265610088,-0.30230924421,-0.945128849567,5.56891151586,10.0
1,2,Y1050365,-0.18411492358,1.19689035719,0.173216129312,1.90472962689,2.12798305663,78.8830682528,96.0
1,2,Y1050369,-0.18411492358,1.36776951326,-0.359942342672,-0.832338985224,-0.75305935543,13.1726670057,10.0
1,2,Y1050377,-0.18411492358,-0.645899966745,-0.667295808023,0.249732871359,0.879531344739,47.3236911993,40.0
1,2,Y1050378,-0.18411492358,0.841609233944,-0.0756941204713,2.10128417504,2.32005255077,83.0717559391,93.0
1,2,Y1050404,-0.18411492358,-0.963071350043,-0.667295808023,-1.14060768501,-0.945128849567,4.76995320041,10.0
1,2,Y1050406,-0.18411492358,2.09062522404,-0.667295808023,-0.350718898659,-0.75305935543,15.4483223247,10.0
1,2,Y1050413,-0.18411492358,0.0971170258053,2.59171276591,-0.161759966507,0.495392356464,34.8609256635,60.0
1,2,Y1050434,-0.18411492358,0.0695796653458,-0.298471649675,1.27459026607,-0.560989861292,17.1065473585,20.0
1,2,Y1050443,-0.18411492358,-0.963071350043,-0.667295808023,-1.05127549658,-0.945128849567,4.86068232266,0.0
1,3,Y1050276,-0.18411492358,1.84573941181,-0.529412314922,-0.76139640558,-0.464955114223,18.6839179399,40.0
1,3,Y1050279,5.4313902456,0.927663485325,0.0351035798122,0.578784621692,0.975566091807,53.6699636596,70.0
1,3,Y1050286,-0.18411492358,0.285944640048,-0.143710140145,-0.851030912906,1.55177457422,60.9143335111,72.0
