username,video_stop_avg,forum_num_days,problem_avg_count,video_backward_seek_avg,qz_mean,watched_time_hour,final_score
Y1050401,-1.89655492455,0.260084627635,-0.0417507161102,0.0271946738113,0.0918386950308,-0.169465646383,10.0
Y1050402,-2.01972183121,0.291488104787,0.0672508293246,0.0400579124777,-0.0697738247058,-0.0411242468007,0.0
Y1050403,-1.77338801808,0.22868115053,-0.150752261381,0.0143314351643,0.253451214525,-0.297807045773,20.0
Y1050404,-2.01972183121,0.291488104787,0.0672508293246,0.0400579124777,-0.0697738247058,-0.0411242468007,10.0
Y1050405,-1.89655492455,0.260084627635,-0.0417507161102,0.0271946738113,0.0918386950308,-0.169465646383,10.0
Y1050406,0.106952802553,-0.908889686581,-1.78456932625,-0.373916339924,-2.1048680615,0.793512023838,10.0
Y1050407,2.01388749092,4.63429533552,-0.261937477523,-3.14993518025,0.140250196454,1.70040242677,10.0
Y1050408,-1.89655492455,0.260084627635,-0.0417507161102,0.0271946738113,0.0918386950308,-0.169465646383,10.0
Y1050409,-2.01972183121,0.291488104787,0.0672508293246,0.0400579124777,-0.0697738247058,-0.0411242468007,10.0
Y1050410,-1.77338801808,0.22868115053,-0.150752261381,0.0143314351643,0.253451214525,-0.297807045773,20.0
Y1050411,-1.06230529648,-0.157705655665,-0.341436798966,-0.0374284939717,-0.489993814736,0.813313815357,10.0
Y1050412,0.94728630179,0.160291719033,-0.234137388292,0.865675258056,-0.786714539205,-1.47661897226,30.0
Y1050413,1.84950165877,0.660092503921,0.778221871506,1.88735617581,-0.437845160624,-1.25596996721,60.0
Y1050414,3.90571063823,5.00204600294,-0.876930805514,-1.60718174396,-1.91081188573,0.383482722042,53.0
Y1050415,0.629053574098,-0.0177943852491,-0.466119440765,0.680981996826,0.201316190244,-0.278743039525,30.0
Y1050416,1.07028363842,-0.721212551632,-0.125339444117,-0.687883965592,-0.172648231103,-0.85792713278,63.0
Y1050417,1.78295029742,0.105093965405,-0.341649789511,1.55783795439,0.72004435497,0.706566115597,62.0
Y1050418,0.714981115462,-0.59287170615,0.0204654041683,-0.00882041517968,-0.224635074586,1.82193784586,20.0
Y1050419,-1.83497147131,0.244382889082,-0.0962514887458,0.0207630544878,0.172644954778,-0.233636346078,10.0
Y1050420,0.386181802486,-0.591289656771,-1.01818688288,-0.321713188499,0.0107431003411,-0.317900301912,75.0
Y1050421,1.190921848,-0.848841307015,-1.21979984514,-0.290711795677,-0.550213507282,-0.0208403127684,60.0
Y1050422,0.673039273551,-0.404229540214,1.20367914045,-0.79734059503,0.745041182809,-1.00310358876,40.0
Y1050423,-0.91912815423,0.113473577017,0.129359585656,0.214207660855,0.00553485861088,0.255880150663,10.0
Y1050424,1.89806834637,-0.85370128225,-0.080766886119,-0.124192667288,-1.99469001415,0.613964849902,30.0
Y1050425,-2.01972183121,0.291488104787,0.0672508293246,0.0400579124777,-0.0697738247058,-0.0411242468007,10.0
Y1050426,1.0493196848,-0.749608231262,-1.22871547754,-0.246526706137,0.385033492288,-0.103372203359,40.0
Y1050427,2.82050213135,-1.25130012157,-1.30326427243,-0.435062735568,0.924492062868,-0.00152688573461,96.0
Y1050428,0.342613909386,-0.505530255268,2.42032454413,-1.3600919492,-0.0424483808701,-0.505960342335,20.0
Y1050429,0.692513473899,-0.227310809464,3.22726506413,-0.935539343683,-0.64377927611,-0.620156732861,10.0
Y1050430,-2.01972183121,0.291488104787,0.0672508293246,0.0400579124777,-0.0697738247058,-0.0411242468007,0.0
Y1050431,-2.01972183121,0.291488104787,0.0672508293246,0.0400579124777,-0.0697738247058,-0.0411242468007,0.0
Y1050432,-2.01972183121,0.291488104787,0.0672508293246,0.0400579124777,-0.0697738247058,-0.0411242468007,0.0
Y1050433,-2.01972183121,0.291488104787,0.0672508293246,0.0400579124777,-0.0697738247058,-0.0411242468007,0.0
Y1050434,1.4703936605,-0.760802239992,3.22037543792,-1.5118123541,-0.018049823618,0.00525050419796,20.0
Y1050435,-2.01972183121,0.291488104787,0.0672508293246,0.0400579124777,-0.0697738247058,-0.0411242468007,10.0
Y1050436,-2.01972183121,0.291488104787,0.0672508293246,0.0400579124777,-0.0697738247058,-0.0411242468007,10.0
Y1050437,-2.01972183121,0.291488104787,0.0672508293246,0.0400579124777,-0.0697738247058,-0.0411242468007,0.0
Y1050438,-0.450555791222,-0.179343852016,-0.903026151653,0.191041424206,-0.928893231022,-0.0719231697285,10.0
Y1050439,-0.530694257631,-0.340454715088,-0.627326623318,-0.0717352390453,-0.212000115504,0.861314390607,10.0
Y1050440,0.36757847924,-0.277028291976,0.321083343467,0.223664607594,-0.898298297526,1.11173793088,10.0
Y1050441,-2.01972183121,0.291488104787,0.0672508293246,0.0400579124777,-0.0697738247058,-0.0411242468007,0.0
Y1050442,-1.77338801808,0.22868115053,-0.150752261381,0.0143314351643,0.253451214525,-0.297807045773,10.0
Y1050443,-1.96679223785,0.276526496136,0.0829213098948,0.0460758603667,-0.0362140414962,0.0416797827775,0.0
Y1050444,-1.60972289262,0.144070001947,-0.0922497193996,0.0233484606148,0.0727165232696,0.153384491495,10.0
Y1050445,-0.530972632165,-0.0756992257041,-0.351233880521,0.121689352747,1.18202120037,0.36719489985,20.0
Y1050446,-2.01972183121,0.291488104787,0.0672508293246,0.0400579124777,-0.0697738247058,-0.0411242468007,0.0
Y1050447,-0.912196419378,0.279701520107,0.813771844232,0.323521582424,-0.122973806163,0.295202384289,10.0
Y1050448,0.122437866907,-0.37980673811,-0.660271367783,0.200747580641,-0.0409484027955,1.16220702731,20.0
Y1050449,1.49537485138,0.699916556544,1.21258596012,2.02354838381,0.465567408865,0.528490865449,20.0
Y1050450,0.33269312271,-0.495672576578,0.373082926226,-0.459686842363,-0.841511315234,0.124392158596,10.0
Y1050451,-2.01972183121,0.291488104787,0.0672508293246,0.0400579124777,-0.0697738247058,-0.0411242468007,0.0
Y1050452,2.71989702126,-1.48779453091,1.51963332675,-1.90283896686,-0.608598328549,-0.635735394959,40.0
Y1050453,0.423308494961,-0.707316324604,1.05188542914,-1.19099261408,-0.517901411236,-0.384174610734,20.0
Y1050454,2.92546793922,-0.898722761989,-2.03392970086,0.528687625892,0.684801389116,-0.0407249789115,90.0
Y9999984,2.60885650445,-0.177518256649,1.24333088222,0.453812275897,0.80976818358,-0.933178740904,66.0
Y9999985,1.49607235884,-0.832271593724,-2.37328679573,0.119995648834,-0.117656573757,-0.455253523586,59.0
