username,active_num_days,seek_video_sum,video_forward_seek_sum,video_backward_seek_sum,video_pause_sum,Problem_num_day,exam_mean,hw_mean,final_score
Y1050274,0.366777261628,0.268100119508,-0.120532774234,-0.261475842133,0.36678167821,1.18332819737,1.39138636212,2.25958337022,80.0
Y1050275,-0.336052464842,0.371825958557,-0.34530347075,0.28915797962,0.0668831152949,-0.341665183748,-0.122807810366,0.117358468538,20.0
Y1050276,0.132500686138,-0.406117834308,-0.495150601761,-0.459704017965,0.24026197198,1.94582488793,-0.122807810366,1.75955643415,40.0
Y1050277,-0.804605615823,-0.198666156211,-0.405242323154,-0.0522349898669,0.357409848119,-0.722913529028,-0.361891100758,-0.687837886,10.0
Y1050278,0.835330412608,-0.354254914784,-0.540104741064,-0.382615282919,-0.471997114943,2.32707323321,0.674136490943,1.7496927786,54.0
Y1050279,1.42102185133,0.786729314752,-0.180471626638,0.190043891705,2.48012936375,2.70832157849,1.0726086416,2.54804496447,70.0
Y1050280,0.132500686138,-0.872884110027,-0.547597097614,-0.624894164491,-0.542285840626,0.0395831615318,-0.680668821281,-0.546928523888,10.0
Y1050281,-1.03888219131,-0.872884110027,-0.562581810715,-0.613881488056,-0.640690056582,-0.722913529028,-0.840057681543,-0.687837886,10.0
Y1050282,-0.570329040333,-0.66543243193,-0.427719392806,-0.547805429445,-0.561029500808,-0.722913529028,-0.361891100758,-0.687837886,10.0
Y1050283,-0.101775889352,-0.561706592881,-0.412734679705,-0.371602606484,-0.607888651264,-0.341665183748,0.195969910158,-0.567058432956,20.0
Y1050284,0.366777261628,-0.717295351454,-0.540104741064,-0.580843458751,-0.378278814032,-0.722913529028,0.116275480027,-0.687837886,30.0
Y1050285,-1.2731587668,-1.0284728686,-0.585058880367,-0.657932193796,-0.776581592903,-0.722913529028,-1.31822426233,-0.687837886,0.0
Y1050286,0.952468700353,0.371825958557,-0.0306244956273,-0.140336401348,1.75381253169,1.18332819737,1.55077522238,0.754872682553,72.0
Y1050287,0.366777261628,1.04604391237,-0.255395192143,0.421310096841,0.179345076388,-0.722913529028,1.78985851277,-0.687837886,50.0
Y1050288,-1.2731587668,-1.0284728686,-0.585058880367,-0.657932193796,-0.776581592903,-0.722913529028,-1.31822426233,-0.687837886,0.0
Y1050289,1.0696069881,2.70565733715,1.46784681448,6.62144692979,3.04712508426,-0.722913529028,1.8695529429,-0.325499526526,60.0
Y1050290,-1.2731587668,-1.0284728686,-0.585058880367,-0.657932193796,-0.776581592903,-0.722913529028,-1.31822426233,-0.687837886,0.0
Y1050291,-0.453190752588,-0.406117834308,-0.48765824521,-0.547805429445,-0.209585872392,-0.722913529028,1.39138636212,-0.687837886,40.0
Y1050292,1.30388356359,0.423688878081,1.18313726556,0.20105656814,-0.228329532574,1.56457654265,0.674136490943,0.996431588983,50.0
Y1050293,0.366777261628,-0.0430773976377,-0.367780540401,-0.338564577179,0.591705600396,0.802079852092,1.94924737304,2.18228452049,80.0
Y1050294,0.366777261628,0.00878552188664,0.0742684960802,-0.118311048477,-0.0549506758893,-0.722913529028,0.674136490943,-0.687837886,40.0
Y1050295,0.601053837118,0.52741471713,-0.128025130784,-0.404640635789,-0.293932343212,-0.341665183748,0.913219781335,-0.526798615161,30.0
Y1050296,0.0153623983928,0.112511360935,-0.120532774234,-0.0852730191722,-0.406394304305,-0.341665183748,-0.361891100758,-0.0839406200963,20.0
Y1050297,-0.921743903568,-1.0284728686,-0.585058880367,-0.657932193796,-0.771895677858,-0.722913529028,-1.15883540207,-0.687837886,10.0
Y1050298,-0.804605615823,-0.769158270978,-0.480165888659,-0.51476740014,-0.6219463964,-0.722913529028,-0.361891100758,-0.687837886,10.0
Y1050299,-1.03888219131,-0.769158270978,-0.360288183851,-0.4707166944,-0.687549207038,-0.722913529028,-0.999446541805,-0.687837886,10.0
Y1050300,-0.336052464842,-0.561706592881,-0.180471626638,-0.481729370835,-0.715664697311,-0.722913529028,-0.361891100758,-0.687837886,10.0
Y1050301,-0.687467328078,-0.509843673357,0.21662327054,-0.481729370835,-0.617260481355,-0.341665183748,-1.31822426233,-0.0839406200963,10.0
Y1050302,-0.336052464842,-0.509843673357,-0.427719392806,-0.338564577179,-0.439195709624,0.0395831615318,-1.31822426233,0.298527648446,10.0
Y1050303,0.0153623983928,0.423688878081,1.15316783936,0.586500243368,-0.0971239112992,-0.341665183748,-0.202502240496,0.0704557810583,20.0
Y1050304,-0.804605615823,-0.769158270978,-0.300349331447,-0.525780076575,-0.471997114943,-0.722913529028,-0.840057681543,-0.687837886,10.0
Y1050305,0.483915549373,-0.250529075735,-0.240410479042,-0.44869134153,-0.31736191844,-0.341665183748,0.195969910158,0.177748195403,20.0
Y1050306,0.718192124863,-0.457980753832,-0.465181175558,-0.382615282919,-0.504798520262,1.56457654265,-1.07914097194,0.45453444219,10.0
Y1050307,-0.921743903568,-0.821021190503,-0.457688819008,-0.635906840926,-0.682863291992,-0.341665183748,-1.31822426233,-0.117557567865,10.0
Y1050308,1.53816013908,0.579277636654,1.26555318762,1.57764112252,1.96467870874,-0.341665183748,-1.31822426233,-0.00845346160162,10.0
Y1050309,-1.2731587668,-1.0284728686,-0.585058880367,-0.657932193796,-0.776581592903,-0.722913529028,-1.31822426233,-0.687837886,0.0
Y1050310,-0.804605615823,-0.821021190503,-0.585058880367,-0.580843458751,-0.696921037129,-0.722913529028,-0.52127996102,-0.687837886,10.0
Y1050311,1.88957500231,3.06869777382,1.7825257896,0.652576301978,1.27584919705,-0.341665183748,0.116275480027,-0.577123387149,20.0
Y1050312,-0.921743903568,-0.613569512405,-0.517627671412,-0.646919517361,-0.692235122083,-0.722913529028,-0.52127996102,-0.687837886,10.0
Y1050313,-0.336052464842,-0.0430773976377,-0.367780540401,-0.151349077783,-0.322047833485,0.420831506812,-0.282196670627,-0.0235508932321,30.0
Y1050314,-0.804605615823,0.216237199984,-0.247902835593,-0.305526547874,-0.289246428167,1.18332819737,-0.52127996102,0.197878104129,30.0
Y1050315,-0.453190752588,1.35722142952,2.83894806323,1.09308335938,1.34613792273,0.0395831615318,-0.202502240496,-0.0201288087246,20.0
Y1050316,-0.101775889352,-0.406117834308,-0.457688819008,-0.250463165698,-0.0221492705705,0.0395831615318,-0.52127996102,-0.325499526526,10.0
Y1050317,0.718192124863,0.838592234276,-0.255395192143,0.696627007718,0.826001352673,1.18332819737,0.992914211466,1.31166596165,55.0
Y1050318,1.53816013908,1.97957646381,0.0817608526307,2.38156650229,1.09778442531,2.70832157849,0.753830921073,0.862165096897,40.0
Y1050319,-0.570329040333,-0.0430773976377,0.20913091399,-0.547805429445,-0.204899957347,0.420831506812,1.63046965251,0.902424914693,76.0
Y1050320,1.18674527584,-0.302391995259,0.00683728712535,-0.360589930049,-0.607888651264,-0.722913529028,-0.361891100758,-0.687837886,10.0
Y1050321,-1.15602047906,-0.976609949076,-0.547597097614,-0.657932193796,-0.74846610263,-0.722913529028,0.594442060812,-0.687837886,20.0
Y1050322,1.65529842682,1.0979068319,-0.0531015652789,0.674601654848,1.85690266269,2.32707323321,2.58680281408,2.16054421883,99.0
Y1050323,2.35812815329,1.40908434904,0.0517914264286,2.57979467812,0.900975993402,3.08956992377,2.50710838395,2.34674587583,88.0
Y1050324,0.0153623983928,2.49820565905,5.08665502839,3.26258061709,1.19150272623,0.0395831615318,0.514747630681,0.211365143171,30.0
Y1050325,0.0153623983928,0.475551797606,-0.195456339739,-0.0962856956072,0.0481394551127,0.0395831615318,-0.202502240496,0.0251634861668,20.0
Y1050326,-0.453190752588,-0.250529075735,-0.277872261795,-0.228437812828,-0.298618258258,-0.722913529028,-0.122807810366,-0.687837886,20.0
Y1050327,-0.921743903568,0.060648441411,-0.562581810715,-0.338564577179,-0.411080219351,-0.722913529028,-1.31822426233,-0.687837886,0.0
Y1050328,1.42102185133,2.96497193477,8.59307789404,1.36840027026,2.30206459202,1.56457654265,1.15230307173,2.73424662147,71.0
Y1050329,1.0696069881,0.683003475703,0.860965933886,-0.00818428412662,-0.293932343212,-0.341665183748,0.116275480027,-0.184590164414,20.0
Y1050330,0.366777261628,-0.613569512405,-0.562581810715,-0.547805429445,-0.27518868303,-0.722913529028,-0.282196670627,-0.687837886,10.0
Y1050331,0.0153623983928,0.216237199984,-0.0381168521779,-0.0742603427371,-0.19084221221,-0.341665183748,-0.60097439115,-0.526798615161,10.0
Y1050332,0.483915549373,2.29075398096,1.59521687584,1.45650168174,0.469871809212,1.56457654265,0.674136490943,1.35031538685,40.0
Y1050333,0.483915549373,-0.872884110027,-0.585058880367,-0.624894164491,-0.701606952174,-0.341665183748,-0.441585530889,-0.687837886,10.0
Y1050334,-0.101775889352,-0.561706592881,-0.495150601761,-0.49274204727,-0.326733748531,0.0395831615318,-0.441585530889,-0.124200437549,20.0
Y1050335,-0.336052464842,-0.509843673357,-0.277872261795,-0.415653312225,0.118428180796,-0.341665183748,-0.441585530889,-0.687837886,10.0
Y1050336,-0.453190752588,0.00878552188664,-0.0456092087284,-0.393627959354,0.188716906479,-0.341665183748,1.47108079225,-0.687837886,50.0
Y1050337,-0.921743903568,-0.250529075735,0.0817608526307,-0.360589930049,0.0106521347483,-0.341665183748,-0.441585530889,-0.526798615161,10.0
Y1050338,-0.218914177097,-0.457980753832,-0.120532774234,-0.349577253614,-0.593830906127,-0.722913529028,-0.52127996102,-0.687837886,10.0
Y1050339,-0.570329040333,-0.769158270978,-0.547597097614,-0.591856135186,-0.556343585763,-0.341665183748,-0.0431133802347,-0.159427778249,20.0
Y1050340,0.835330412608,0.423688878081,0.044299069878,0.0578917744839,0.554218280032,-0.722913529028,-0.52127996102,-0.687837886,10.0
Y1050341,-0.336052464842,0.371825958557,0.254085053293,-0.0852730191722,0.11374226575,-0.722913529028,-0.122807810366,-0.392532123075,20.0
Y1050342,-0.336052464842,-0.561706592881,-0.517627671412,-0.44869134153,-0.195528127256,-0.722913529028,0.992914211466,-0.687837886,50.0
Y1050343,-1.2731587668,-1.0284728686,-0.585058880367,-0.657932193796,-0.776581592903,-0.722913529028,-1.31822426233,-0.687837886,0.0
Y1050344,1.88957500231,1.0979068319,-0.165486913537,-0.503754723705,0.413640828665,0.420831506812,1.0726086416,0.0972285598118,40.0
Y1050345,-0.804605615823,-1.0284728686,-0.585058880367,-0.657932193796,-0.776581592903,-0.722913529028,-0.840057681543,-0.687837886,10.0
Y1050346,1.42102185133,-0.354254914784,-0.540104741064,-0.4707166944,-0.261130937893,1.56457654265,0.195969910158,0.541696947465,50.0
Y1050347,0.366777261628,0.423688878081,-0.128025130784,-0.272488518568,-0.0643225059804,-0.722913529028,0.43505320055,-0.687837886,20.0
Y1050348,-0.570329040333,0.216237199984,1.17564490901,0.311183332491,-0.0455788457982,-0.722913529028,-0.52127996102,-0.687837886,10.0
Y1050349,1.0696069881,-0.769158270978,-0.495150601761,-0.624894164491,-0.701606952174,1.56457654265,0.674136490943,1.60193924782,65.0
Y1050350,1.65529842682,1.14976975142,2.4343608095,2.2604270615,-0.0549506758893,-0.341665183748,-0.52127996102,-0.687837886,10.0
Y1050351,1.42102185133,1.51281018809,0.801027081482,0.498398831887,0.582333770305,1.94582488793,1.39138636212,1.32515300069,70.0
Y1050352,1.65529842682,0.423688878081,0.396439827753,-0.0522349898669,-0.457939369806,1.18332819737,1.71016408264,2.23603137698,80.0
Y1050353,2.24098986555,2.18702814191,1.28053790072,1.02700730077,1.15870132091,1.18332819737,0.514747630681,1.28992566033,50.0
Y1050354,1.30388356359,0.8904551538,-0.165486913537,0.575487566933,1.3227083475,0.802079852092,1.0726086416,1.04997714649,50.0
Y1050355,-0.687467328078,-0.924747029551,-0.555089454165,-0.646919517361,-0.743780187584,-0.722913529028,-0.680668821281,-0.687837886,10.0
Y1050356,1.0696069881,1.61653602714,-0.06808627838,0.531436861192,0.751026711944,0.802079852092,0.116275480027,0.409242147298,30.0
Y1050357,-0.101775889352,0.631140556179,-0.0755786349305,0.641563625543,0.291807037481,0.0395831615318,-0.361891100758,0.204520974156,20.0
Y1050358,0.952468700353,0.216237199984,0.134207348484,-0.184387107088,0.0528253701582,1.18332819737,0.514747630681,1.57516646872,50.0
Y1050359,-0.218914177097,-1.0284728686,-0.585058880367,-0.657932193796,-0.776581592903,-0.341665183748,-0.680668821281,0.186001458018,20.0
Y1050360,-0.336052464842,0.52741471713,-0.0605939218295,1.20321012373,0.235576056934,-0.341665183748,-0.0431133802347,0.238137921925,30.0
Y1050361,0.718192124863,-0.198666156211,0.141699705035,-0.393627959354,-0.293932343212,0.420831506812,0.0365810498961,0.276787346789,30.0
Y1050362,2.24098986555,1.72026186619,0.0368067133275,0.454348126147,2.20366037606,1.94582488793,1.71016408264,1.79981625195,80.0
Y1050363,-1.2731587668,-1.0284728686,-0.585058880367,-0.657932193796,-0.776581592903,-0.722913529028,-1.31822426233,-0.687837886,0.0
Y1050364,1.18674527584,1.66839894667,1.89491113786,1.06004533008,0.558904195077,0.0395831615318,1.78985851277,0.379047284037,72.0
Y1050365,0.952468700353,0.8904551538,0.299039192596,0.311183332491,2.17085897074,1.94582488793,2.02894180317,2.67385689495,96.0
Y1050366,-0.687467328078,-0.406117834308,-0.427719392806,-0.283501195004,-0.270502767984,-0.722913529028,-0.361891100758,-0.687837886,10.0
Y1050367,0.483915549373,1.56467310762,1.12319841316,0.399284743971,0.123114095841,1.18332819737,2.02894180317,2.20925859823,90.0
Y1050368,-0.453190752588,0.319963039033,1.10821370005,-0.327551900744,0.179345076388,-0.341665183748,-0.202502240496,0.268332785185,20.0
Y1050369,-0.570329040333,-0.354254914784,-0.442704105907,-0.415653312225,-0.345477408713,-0.722913529028,-0.361891100758,-0.687837886,10.0
Y1050370,-0.453190752588,0.216237199984,0.029314356777,0.476373479017,-0.162726721937,-0.722913529028,0.0365810498961,-0.687837886,20.0
Y1050371,-0.453190752588,-0.302391995259,-0.34530347075,-0.349577253614,0.193402821525,-0.341665183748,0.594442060812,-0.531831092257,40.0
