number_of_comp,pMAPC,pMSE,r2,r2_adj
1.0,0.516443965486,345.042159381,0.477204112166,0.474315737095
2.0,0.574431481753,246.816681656,0.632148474302,0.628061235128
3.0,0.63922170884,185.459241205,0.728250352723,0.723695889361
