username,watched_time_weekday,qz_mean,video_pause_backward_seek_avg,final_score
Y1050274,2.01167645851,1.37329043731,-0.417136430824,80.0
Y1050275,0.814872843724,0.446916003344,-0.0252444754273,20.0
Y1050276,1.77231573554,0.0498983887306,-0.231078956227,40.0
Y1050277,-0.142570048097,-0.744136840497,0.27595486204,10.0
Y1050278,3.20848007328,0.314576798606,-0.634965122714,54.0
Y1050279,0.0967906748565,1.10861202783,1.70571618758,70.0
Y1050280,0.575512120771,-0.744136840497,0.0213498972308,10.0
Y1050281,-1.10001293992,-0.744136840497,-0.431281150866,10.0
Y1050282,0.33615139781,0.0498983887306,-0.374702270023,10.0
Y1050283,-0.381930771057,-0.744136840497,-0.204965626818,20.0
Y1050284,-0.142570048097,0.579255208083,-0.592935096712,30.0
Y1050285,-1.33937366288,-1.53817206972,-0.883912199642,0.0
Y1050286,0.33615139781,1.10861202783,1.14161174239,72.0
Y1050287,0.33615139781,1.63796884719,-0.0333637462815,50.0
Y1050288,-1.33937366288,-1.53817206972,-0.883912199642,0.0
Y1050289,-0.860652216966,1.24095123257,3.02229374912,60.0
Y1050290,-1.33937366288,-1.53817206972,-0.883912199642,0.0
Y1050291,-0.142570048097,1.63796884719,0.419018604366,40.0
Y1050292,-0.621291494011,0.843933617958,-0.178733599894,50.0
Y1050293,-0.142570048097,2.29966487167,-0.328071323871,80.0
Y1050294,0.814872843724,0.446916003344,0.0710895727204,40.0
Y1050295,0.814872843724,0.711594413219,0.710583539918,30.0
Y1050296,0.0967906748565,-0.479458430622,-0.606161329003,20.0
Y1050297,-0.621291494011,-1.27349365985,-0.883912199642,10.0
Y1050298,2.01167645851,0.0498983887306,-0.204965626818,10.0
Y1050299,-0.381930771057,-1.00881525037,-0.544438913229,10.0
Y1050300,1.77231573554,0.0498983887306,-0.0918078644533,10.0
Y1050301,0.33615139781,-1.53817206972,-0.165795632021,10.0
Y1050302,-0.381930771057,-1.53817206972,-0.476544255947,10.0
Y1050303,0.33615139781,0.314576798606,0.144206896157,20.0
Y1050304,-0.621291494011,-0.744136840497,-0.233255067578,10.0
Y1050305,-0.621291494011,0.976272822697,-0.280404134834,20.0
Y1050306,0.0967906748565,-1.40583286499,-0.883912199642,10.0
Y1050307,-0.381930771057,-1.53817206972,-0.883912199642,10.0
Y1050308,-0.142570048097,-1.53817206972,3.88300742247,10.0
Y1050309,-1.33937366288,-1.53817206972,-0.883912199642,0.0
Y1050310,-0.860652216966,-0.214780021144,-0.447446545587,10.0
Y1050311,0.33615139781,-0.214780021144,0.664005975939,20.0
Y1050312,0.33615139781,-0.214780021144,-0.883912199642,10.0
Y1050313,0.575512120771,-0.0824408160083,-0.883912199642,30.0
Y1050314,-0.381930771057,-0.479458430622,-0.235826834365,30.0
Y1050315,-0.381930771057,0.0498983887306,0.468323058127,20.0
Y1050316,-0.621291494011,-0.744136840497,0.168703686367,10.0
Y1050317,0.0967906748565,0.843933617958,0.411852461794,55.0
Y1050318,-0.621291494011,0.976272822697,1.46815271317,40.0
Y1050319,0.814872843724,1.37329043731,-0.310579538448,76.0
Y1050320,0.33615139781,0.0498983887306,-0.822189783869,10.0
Y1050321,-1.10001293992,0.843933617958,-0.883912199642,20.0
Y1050322,0.33615139781,2.43200407641,1.47662729917,99.0
Y1050323,-0.621291494011,2.16732566654,0.697602237602,88.0
Y1050324,1.53295501259,0.711594413219,0.996123191267,30.0
Y1050325,0.814872843724,-0.347119225883,1.03976975647,20.0
Y1050326,1.53295501259,0.18223759347,1.5232620128,20.0
Y1050327,-0.860652216966,-1.53817206972,-0.756609717237,0.0
Y1050328,-0.381930771057,1.10861202783,4.25096625047,71.0
Y1050329,-0.381930771057,-0.0824408160083,-0.257870554623,20.0
Y1050330,-0.142570048097,-0.214780021144,-0.233255067578,10.0
Y1050331,0.33615139781,-0.611797635758,-0.459570591627,10.0
Y1050332,0.0967906748565,0.446916003344,0.297814884478,40.0
Y1050333,0.575512120771,-0.0824408160083,-0.799043878039,10.0
Y1050334,-0.621291494011,-0.0824408160083,0.0213498972308,20.0
Y1050335,0.0967906748565,-0.0824408160083,0.9670620544,10.0
Y1050336,0.575512120771,0.976272822697,-0.553868726816,50.0
Y1050337,0.33615139781,-0.0824408160083,-0.748122885077,10.0
Y1050338,-0.621291494011,-0.214780021144,-0.544438913229,10.0
Y1050339,-1.10001293992,0.579255208083,-0.786919831998,20.0
Y1050340,0.814872843724,-0.214780021144,0.926611994784,10.0
Y1050341,0.0967906748565,-0.611797635758,0.390601542696,20.0
Y1050342,-0.142570048097,0.976272822697,-0.253461810299,50.0
Y1050343,-1.33937366288,-1.53817206972,-0.883912199642,0.0
Y1050344,-0.621291494011,1.24095123257,2.20808691115,40.0
Y1050345,-1.33937366288,-1.00881525037,-0.883912199642,10.0
Y1050346,-1.33937366288,-0.214780021144,-0.883912199642,50.0
Y1050347,0.575512120771,1.37329043731,-0.0532596156614,20.0
