username,watched_time_weekday,qz_mean,video_pause_backward_seek_avg,final_score
Y1050348,-0.621291494011,-0.214780021144,-0.171018298176,10.0
Y1050349,1.29359428964,0.843933617958,-0.578386241871,65.0
Y1050350,0.33615139781,-0.214780021144,1.15292751883,10.0
Y1050351,0.575512120771,1.37329043731,-0.154999861441,70.0
Y1050352,-0.142570048097,1.77030805192,-0.509825950799,80.0
Y1050353,-0.621291494011,0.0498983887306,1.12641517388,50.0
Y1050354,-0.142570048097,0.843933617958,1.64675959848,50.0
Y1050355,-0.381930771057,-0.744136840497,-0.883912199642,10.0
Y1050356,0.0967906748565,-0.0824408160083,0.537518727091,30.0
Y1050357,0.814872843724,-0.214780021144,1.21758909704,20.0
Y1050358,0.33615139781,0.18223759347,-0.463611940307,50.0
Y1050359,-1.33937366288,-0.479458430622,-0.883912199642,20.0
Y1050360,1.29359428964,0.0498983887306,0.115648032422,30.0
Y1050361,-0.381930771057,0.446916003344,-0.2728602841,30.0
Y1050362,-0.621291494011,1.50562964245,0.416009354281,80.0
Y1050363,-1.33937366288,-1.53817206972,-0.883912199642,0.0
Y1050364,0.814872843724,1.77030805192,-0.178852297406,72.0
Y1050365,0.814872843724,1.50562964245,1.59380191653,96.0
Y1050366,1.05423356668,0.0498983887306,0.318389022843,10.0
Y1050367,0.575512120771,1.50562964245,-0.0675597723728,90.0
Y1050368,0.814872843724,0.314576798606,0.196230075368,20.0
Y1050369,2.01167645851,0.0498983887306,-0.0788755488135,10.0
Y1050370,0.0967906748565,0.314576798606,-0.309418945818,20.0
Y1050371,-0.381930771057,0.446916003344,-0.250228731898,40.0
Y1050372,0.575512120771,0.446916003344,0.238664236171,50.0
Y1050373,0.0967906748565,0.0498983887306,-0.500916697092,20.0
Y1050374,1.05423356668,0.843933617958,0.304244302801,30.0
Y1050375,-0.381930771057,0.18223759347,0.473980946008,30.0
Y1050376,-0.621291494011,2.16732566654,-0.152077987708,90.0
Y1050377,-0.621291494011,1.24095123257,-0.883912199642,40.0
Y1050378,-0.621291494011,1.63796884719,5.05687031258,93.0
Y1050379,0.0967906748565,1.37329043731,1.68265506451,60.0
Y1050380,0.575512120771,0.579255208083,0.160620989007,80.0
Y1050381,-0.621291494011,0.976272822697,0.764958048258,55.0
Y1050382,0.814872843724,0.314576798606,-0.0352289836102,20.0
Y1050383,-0.142570048097,-0.744136840497,-0.883912199642,10.0
Y1050384,0.0967906748565,0.314576798606,0.926611994784,30.0
Y1050385,2.49039790441,1.90264725706,0.417402065165,40.0
Y1050386,1.29359428964,0.446916003344,0.299394684521,30.0
Y1050387,1.05423356668,-1.53817206972,0.645432101084,10.0
Y1050388,-0.621291494011,0.18223759347,-0.476544255947,20.0
Y1050389,-1.33937366288,-1.53817206972,-0.883912199642,0.0
Y1050390,0.0967906748565,-1.00881525037,-0.883912199642,10.0
Y1050391,-0.860652216966,-0.214780021144,-0.831685540142,10.0
Y1050392,-1.33937366288,0.18223759347,-0.883912199642,20.0
Y1050393,-1.33937366288,-1.53817206972,-0.883912199642,0.0
Y1050394,0.0967906748565,0.18223759347,-0.204965626818,20.0
Y1050395,-0.860652216966,-1.53817206972,-0.770754437278,10.0
Y1050396,-0.621291494011,0.314576798606,0.616897730347,20.0
Y1050397,-1.33937366288,0.0498983887306,-0.883912199642,20.0
Y1050398,-1.10001293992,-1.53817206972,-0.748122885077,0.0
Y1050399,-1.33937366288,-1.53817206972,-0.883912199642,0.0
Y1050400,-0.621291494011,0.314576798606,0.176941820396,20.0
Y1050401,-0.381930771057,-0.479458430622,-0.714175556436,10.0
Y1050402,-1.33937366288,-1.53817206972,-0.883912199642,0.0
Y1050403,-0.142570048097,-0.214780021144,-0.374702270023,20.0
Y1050404,-1.33937366288,-0.479458430622,-0.883912199642,10.0
Y1050405,-1.33937366288,-1.27349365985,-0.883912199642,10.0
Y1050406,-1.10001293992,-1.00881525037,-0.883912199642,10.0
Y1050407,1.29359428964,-0.611797635758,-0.103123640894,10.0
Y1050408,-0.381930771057,-0.479458430622,-0.883912199642,10.0
Y1050409,-1.33937366288,-0.744136840497,-0.883912199642,10.0
Y1050410,-0.621291494011,0.0498983887306,-0.883912199642,20.0
Y1050411,-1.10001293992,-0.479458430622,-0.883912199642,10.0
Y1050412,0.575512120771,0.579255208083,1.82502757201,30.0
Y1050413,-0.860652216966,0.843933617958,1.13368611796,60.0
Y1050414,-0.142570048097,0.18223759347,1.2660852812,53.0
Y1050415,0.33615139781,0.711594413219,1.72281253822,30.0
Y1050416,-0.621291494011,0.446916003344,0.399032297944,63.0
Y1050417,1.29359428964,0.976272822697,-0.224550624214,62.0
Y1050418,2.01167645851,-0.876476045236,-0.883912199642,20.0
Y1050419,-1.33937366288,-0.611797635758,-0.883912199642,10.0
Y1050420,-0.381930771057,0.711594413219,-0.714175556436,75.0
Y1050421,0.575512120771,1.10861202783,-0.56707046543,60.0
Y1050422,0.575512120771,0.711594413219,0.866359160225,40.0
Y1050423,0.0967906748565,-1.00881525037,0.0860114761124,10.0
Y1050424,-0.381930771057,-0.214780021144,0.700296470057,30.0
Y1050425,-1.33937366288,-0.744136840497,-0.883912199642,10.0
Y1050426,0.0967906748565,1.37329043731,0.126963808861,40.0
Y1050427,1.05423356668,2.16732566654,0.105409949235,96.0
Y1050428,2.01167645851,0.314576798606,-0.253461810299,20.0
Y1050429,0.33615139781,-1.27349365985,-0.883912199642,10.0
Y1050430,-1.33937366288,-1.53817206972,-0.883912199642,0.0
Y1050431,-1.33937366288,-1.53817206972,-0.883912199642,0.0
Y1050432,-1.33937366288,-1.53817206972,-0.883912199642,0.0
Y1050433,-1.33937366288,-1.53817206972,-0.883912199642,0.0
Y1050434,1.77231573554,0.314576798606,1.83187409165,20.0
Y1050435,-1.33937366288,-0.347119225883,-0.883912199642,10.0
Y1050436,-0.860652216966,-1.00881525037,-0.748122885077,10.0
Y1050437,-0.621291494011,-1.53817206972,3.18976723731,0.0
Y1050438,0.0967906748565,-0.876476045236,-0.0540886107854,10.0
Y1050439,0.814872843724,0.0498983887306,-0.476544255947,10.0
Y1050440,0.33615139781,-0.744136840497,-0.552718749517,10.0
Y1050441,-1.33937366288,-1.53817206972,-0.883912199642,0.0
Y1050442,0.33615139781,-0.214780021144,0.844315439966,10.0
Y1050443,-1.10001293992,-1.53817206972,-0.883912199642,0.0
Y1050444,-0.621291494011,-0.214780021144,0.0213498972308,10.0
Y1050445,1.53295501259,0.843933617958,-0.453912703746,20.0
Y1050446,-1.33937366288,-1.53817206972,-0.883912199642,0.0
Y1050447,2.01167645851,-0.611797635758,-0.520190821148,10.0
Y1050448,1.53295501259,0.314576798606,0.680897996256,20.0
Y1050449,2.72975862737,-0.0824408160083,0.406086288724,20.0
Y1050450,2.72975862737,-0.214780021144,0.0472145285125,10.0
Y1050451,-1.33937366288,-1.53817206972,-0.883912199642,0.0
Y1050452,1.53295501259,0.711594413219,-0.184787144568,40.0
Y1050453,1.53295501259,-0.214780021144,0.160620989007,20.0
Y1050454,0.33615139781,0.976272822697,-0.173928069008,90.0
Y9999984,0.0967906748565,0.843933617958,1.63876791052,66.0
Y9999985,1.05423356668,1.63796884719,-0.544438913229,59.0
