username,video_stop_backward_seek_avg,qz_mean,watched_time_hour,video_avg_count,watched_time_weekday,mt_online_num_day,final_score
Y1050274,2.0548804869,-1.22732603224,-0.51565527573,-0.0350033366817,-0.624545734329,0.529830229251,80.0
Y1050275,-1.88511506024,-0.113103333915,-0.27103633455,0.24922514862,0.0833886618299,0.0574673045385,20.0
Y1050276,2.40076670915,-0.735987765295,0.662444633373,-1.16162713753,-1.61558326458,3.24165914747,40.0
Y1050277,0.163305537325,0.209958665842,0.455236897275,-1.53816914233,0.215298681701,-0.0732654543661,10.0
Y1050278,2.50518289623,-0.727859054378,-1.73379406884,-0.924575446173,0.427906763801,1.6207489904,54.0
Y1050279,3.0092746771,0.32337576064,-0.892378999354,0.665835734516,0.058075231758,0.775809862957,70.0
Y1050280,0.0245628548913,0.14861376865,0.936559811816,-1.48770290684,-0.541239466763,0.594695262852,10.0
Y1050281,-1.88511506024,-0.113103333915,-0.27103633455,0.24922514862,0.0833886618299,0.0574673045385,10.0
Y1050282,-1.54176248739,-0.0796121696304,0.0711625800329,-0.0961173968668,-0.269907215253,0.327171245846,10.0
Y1050283,0.270794121536,0.902520553964,0.195574843844,-0.243859108399,-1.24225954079,-0.271023376355,20.0
Y1050284,-0.174719979025,-0.182150018782,0.555678791505,-0.700043342117,-0.302099695306,-0.00703239142795,30.0
Y1050285,-1.88511506024,-0.113103333915,-0.27103633455,0.24922514862,0.0833886618299,0.0574673045385,0.0
Y1050286,2.15969139586,-1.3600588117,-0.0102052658605,1.09607274104,-1.11472327484,0.64228786122,72.0
Y1050287,1.44296763694,-0.382504255762,0.784726235999,-0.430573813004,-1.0948364325,-0.882271365878,50.0
Y1050288,-1.88511506024,-0.113103333915,-0.27103633455,0.24922514862,0.0833886618299,0.0574673045385,0.0
Y1050289,1.53966968879,-0.950202571415,0.93355662258,0.736290340206,-1.79450249889,-1.18380688434,60.0
Y1050290,-1.88511506024,-0.113103333915,-0.27103633455,0.24922514862,0.0833886618299,0.0574673045385,0.0
Y1050291,0.132242219141,-0.810950721204,0.394532887584,0.176855780223,-0.638461279174,-0.745448707915,40.0
Y1050292,1.61613948001,-0.191559831577,-0.0256860247672,-1.39586629003,0.95424133679,-0.670493785788,50.0
Y1050293,3.26691476858,-0.328393607438,0.0951565185229,-0.779699926526,0.860865695658,-0.740895758974,80.0
Y1050294,0.589428139668,0.939384887348,-0.0459008917857,0.0926564612461,-0.081272528333,-1.0551640318,40.0
Y1050295,1.41243842076,0.0319711225297,0.433156573125,-1.9204007893,0.504155052931,-0.951144169232,30.0
Y1050296,0.706963678493,0.0445669969547,1.30433820517,-1.29260497468,0.373368375795,0.176026434704,20.0
Y1050297,-1.88511506024,-0.113103333915,-0.27103633455,0.24922514862,0.0833886618299,0.0574673045385,10.0
Y1050298,-1.25520413596,0.0558656481533,-0.00822139363422,-0.318141370202,0.412371699135,0.0171512136699,10.0
Y1050299,-1.88511506024,-0.113103333915,-0.27103633455,0.24922514862,0.0833886618299,0.0574673045385,10.0
Y1050300,-0.949045432594,0.00723185922301,0.424961710236,-0.487033835094,-0.0353898776715,0.338650107897,10.0
Y1050301,-1.88511506024,-0.113103333915,-0.27103633455,0.24922514862,0.0833886618299,0.0574673045385,10.0
Y1050302,-1.88511506024,-0.113103333915,-0.27103633455,0.24922514862,0.0833886618299,0.0574673045385,10.0
Y1050303,-0.270287233551,0.948258752366,0.407999903422,-0.0729606116869,0.854360582862,-0.192087206639,20.0
Y1050304,-1.88511506024,-0.113103333915,-0.27103633455,0.24922514862,0.0833886618299,0.0574673045385,10.0
Y1050305,-1.32278060085,-0.24810612418,-0.135777047896,0.16715516321,0.0642034745525,-0.215531700381,20.0
Y1050306,-0.147920894749,0.0578733456659,-0.351590934683,-0.745872231926,1.06457417337,0.0949282898246,10.0
Y1050307,-1.88511506024,-0.113103333915,-0.27103633455,0.24922514862,0.0833886618299,0.0574673045385,10.0
Y1050308,-0.3182999652,1.52713347419,0.484570904892,0.760036588167,0.242890466738,-0.0460550473123,10.0
Y1050309,-1.88511506024,-0.113103333915,-0.27103633455,0.24922514862,0.0833886618299,0.0574673045385,0.0
Y1050310,-1.88511506024,-0.113103333915,-0.27103633455,0.24922514862,0.0833886618299,0.0574673045385,10.0
Y1050311,1.03866187423,-0.0658450319801,1.03934108741,-1.42154473717,0.226712900812,-0.257341370081,20.0
Y1050312,-1.65645825327,-0.0713084346708,-0.131789548082,0.0616799962863,0.119554485845,0.0897771444372,10.0
Y1050313,-0.405591709003,-0.401801196992,-0.253143513331,-0.0859768256222,-0.124204987772,0.283401601486,30.0
Y1050314,-1.36846485402,-0.381786867095,-0.829714200213,0.419037486619,-0.00604007254522,0.242236306001,30.0
Y1050315,-0.691981748952,-0.216008132151,0.581772009828,-0.0805333620661,0.207180901007,0.0642949330745,20.0
Y1050316,-1.12951209964,-0.121262858321,-0.10755049158,-0.0649151792893,0.439080773552,-0.29554305382,10.0
Y1050317,2.50947791548,1.71729661779,-0.896448578124,1.3526231862,-0.315617974604,0.222463042453,55.0
Y1050318,2.90928155238,0.247551733942,-1.56224484982,0.0625530397166,1.33065574026,1.28403644754,40.0
Y1050319,2.66240803744,-1.24241660808,-1.70631130674,-0.359248234088,-0.0944899286831,0.162150777895,76.0
Y1050320,-1.12104320663,0.550897786606,-0.0348603155404,0.162042349726,0.491598395294,-0.121648263631,10.0
Y1050321,-1.40298765797,-0.441092980773,-0.600802067507,0.31930580986,-0.367293591895,-0.597813446255,20.0
Y1050322,3.47093183911,-1.51928243351,-1.39968800404,-0.369395367468,-0.347182529545,-0.135797013421,99.0
Y1050323,3.65018583802,-0.491312484765,-2.63519229961,-0.396620714288,1.25646859488,-0.270434321936,88.0
Y1050324,2.69337213818,-2.51354446758,5.54776932988,3.749101101,0.80996879969,0.330734923251,30.0
Y1050325,0.0641301504266,-0.158245847916,0.752274137325,-0.717025064144,0.0634476922174,-0.0572927863574,20.0
Y1050326,0.123412206434,-0.0448207516828,0.87070906712,-0.946322388399,0.0798387282408,0.110419088907,20.0
Y1050327,-1.34165085438,0.0978699176151,0.174977676406,0.264954781672,0.0408838219058,0.158187990068,0.0
Y1050328,3.70231071412,-2.67362279993,1.61072638553,3.37012031864,1.74660497614,0.543532172608,71.0
Y1050329,0.918530208473,-0.625113399567,1.55106924828,-0.33248757587,-0.402480635616,-0.0641870041822,20.0
Y1050330,-0.225249075985,0.968927537385,0.0148505334134,-0.553572551326,0.841906819347,-0.428678580872,10.0
Y1050331,0.0646855519864,0.0193289920349,0.890142900847,-0.762280957231,0.774706950697,-0.0185070106581,10.0
Y1050332,2.94758865777,1.0528036725,0.160775063316,0.614835732672,0.534301504663,0.74553400351,40.0
Y1050333,-1.28714252255,-0.0426154151741,0.143575627322,-0.324627988202,-0.274267008344,0.299977403148,10.0
Y1050334,-1.88511506024,-0.113103333915,-0.27103633455,0.24922514862,0.0833886618299,0.0574673045385,20.0
Y1050335,-0.811045601749,-0.00274335671614,0.64394232296,-0.642827068318,-0.398309319394,0.567920118021,10.0
Y1050336,-0.0995733293733,-0.950563378098,-0.259552339518,0.448109110704,-0.621348808108,-1.31470608508,50.0
Y1050337,-0.890528375239,-0.650461514212,1.17764512677,1.15428701132,0.409767766285,0.201487976552,10.0
Y1050338,-1.20615039948,-0.0647135962554,0.186443386259,-0.0659078991481,0.396309830226,0.0536555794674,10.0
Y1050339,-1.11887343459,0.0517801121704,0.139699868315,-0.402390449716,0.311120471141,0.105689321023,20.0
Y1050340,0.994578941494,1.2712216999,1.23694374692,-1.2138402893,0.634190110283,0.189145094526,10.0
Y1050341,-0.815197133735,-0.397191622077,0.261247910679,-0.083785205039,-0.740186059218,0.00661503772887,20.0
Y1050342,-0.610320002641,-0.787991141456,-0.633007324161,0.339876986185,-0.701753088717,-1.20868265958,50.0
Y1050343,-1.88511506024,-0.113103333915,-0.27103633455,0.24922514862,0.0833886618299,0.0574673045385,0.0
Y1050344,1.7330571378,0.475614667077,-0.263343420824,-1.23249754216,1.54860975958,-0.955305317381,40.0
Y1050345,-1.80476049319,-0.167768275058,-0.325997290043,0.260905258826,0.00827495287577,-0.0517461539271,10.0
Y1050346,0.752844912384,-0.228889955111,-0.687817860188,0.191684514515,-0.258478836445,0.243472229548,50.0
Y1050347,-0.39940287994,0.703556725041,-0.0414960612851,0.0586531376526,0.00490913383342,-0.445156206516,20.0
Y1050348,-0.785964967667,-0.0851905577354,0.586123655524,-0.218064732633,0.360770638959,0.180092860505,10.0
Y1050349,0.0855582990918,-0.982542182984,-1.80750018793,0.519478294489,-0.492021863925,0.57118744718,65.0
Y1050350,0.52187262925,1.93577933149,0.943719840642,0.137831721782,0.166867738438,0.122246250394,10.0
Y1050351,2.65457323493,-0.895020793964,-1.62951737079,-0.783415657819,0.539951805036,0.332379484465,70.0
Y1050352,3.42763683942,3.74771441632,-1.80479387291,1.32090046018,-0.215056512252,-0.673025361255,80.0
Y1050353,1.56493823438,0.124249080768,0.205781666909,-0.385459501009,0.723983965856,-0.591978879627,50.0
Y1050354,1.73676489822,-0.0235876540446,0.583736370082,-0.824165226549,-0.88024454983,0.0740742908323,50.0
Y1050355,-1.44438663491,-0.0634849019493,-0.195047354685,-0.0677214252713,0.238663753314,-0.0982957818479,10.0
Y1050356,1.0042345402,0.193398218501,0.742942914253,-0.393572783305,-0.427108549126,0.558798831915,30.0
Y1050357,-1.08445838781,-0.225274608241,0.425244272656,-0.118924598928,-0.52284766063,0.356922915503,20.0
