username,qz_mean,watched_time_hour,final_score
Y1050362,1.5165250944,-0.911644642739,80.0
Y1050363,-1.23180167473,-0.0473286322221,0.0
Y1050364,0.634594482725,-1.55273240244,72.0
Y1050365,3.58337845251,0.191837307466,96.0
Y1050366,-1.23180167473,-0.0473286322221,10.0
Y1050367,1.43070661199,-1.96083453306,90.0
Y1050368,-1.23180167473,-0.0473286322221,20.0
Y1050369,-1.23180167473,-0.0473286322221,10.0
Y1050370,1.31055528138,1.77249976796,20.0
Y1050371,0.331926501019,-0.651186124262,40.0
Y1050372,1.90176916256,0.918656537281,50.0
Y1050373,-0.990958822753,-0.288171484199,20.0
Y1050374,-0.14388176903,0.0772198655717,30.0
Y1050375,0.430427046384,0.169842977033,30.0
Y1050376,1.95564644306,-0.954208998037,90.0
Y1050377,1.52934757639,0.787077803086,40.0
Y1050378,2.95174459448,-0.19895369859,93.0
Y1050379,1.22138930121,-1.68846613988,60.0
Y1050380,2.06311622416,-0.846739216938,80.0
Y1050381,1.95692866527,0.01044463208,55.0
Y1050382,-0.990958822753,-0.288171484199,20.0
Y1050383,-0.990958822753,-0.288171484199,10.0
Y1050384,0.0610696228936,0.523014109472,30.0
Y1050385,2.46803359018,0.0398638530413,40.0
Y1050386,-0.495584678491,-0.756168747842,30.0
Y1050387,0.0714980670524,0.774285405607,10.0
Y1050388,-0.750115970777,-0.529014336175,20.0
Y1050389,-1.23180167473,-0.0473286322221,0.0
Y1050390,-0.990958822753,-0.288171484199,10.0
Y1050391,-0.826472171119,-0.123684832565,10.0
Y1050392,-0.750115970777,-0.529014336175,20.0
Y1050393,-1.23180167473,-0.0473286322221,0.0
Y1050394,-1.23180167473,-0.0473286322221,20.0
Y1050395,-0.990958822753,-0.288171484199,10.0
Y1050396,0.103149864274,0.805937202829,20.0
Y1050397,-0.990958822753,-0.288171484199,20.0
Y1050398,-1.23180167473,-0.0473286322221,0.0
Y1050399,-1.23180167473,-0.0473286322221,0.0
Y1050400,-1.23180167473,-0.0473286322221,20.0
Y1050401,-1.23180167473,-0.0473286322221,10.0
Y1050402,-1.23180167473,-0.0473286322221,0.0
Y1050403,-0.990958822753,-0.288171484199,20.0
Y1050404,-1.23180167473,-0.0473286322221,10.0
Y1050405,-0.990958822753,-0.288171484199,10.0
Y1050406,-0.990958822753,-0.288171484199,10.0
Y1050407,0.171640348635,0.874427687189,10.0
Y1050408,-0.990958822753,-0.288171484199,10.0
Y1050409,-1.23180167473,-0.0473286322221,10.0
Y1050410,-0.990958822753,-0.288171484199,20.0
Y1050411,-1.23180167473,-0.0473286322221,10.0
Y1050412,0.21744788901,-1.00650758825,30.0
Y1050413,-0.460440931665,-0.48018214904,60.0
Y1050414,1.34197656682,0.118021089563,53.0
Y1050415,-0.367038120514,-0.145936485912,30.0
Y1050416,2.71968492624,-0.190170514853,63.0
Y1050417,1.64842718445,-0.538899700713,62.0
Y1050418,0.0471453798767,0.749932718431,20.0
Y1050419,-0.347634208705,0.836838833803,10.0
Y1050420,0.599333215058,-1.82883652208,75.0
Y1050421,-0.564147093037,-0.343045458435,60.0
Y1050422,1.48101194187,0.0162136126326,40.0
Y1050423,-0.701971486792,-0.240027000214,10.0
Y1050424,-0.381500744386,-0.160399109785,30.0
Y1050425,-1.23180167473,-0.0473286322221,10.0
Y1050426,1.10365261352,-0.120302863742,40.0
Y1050427,3.12462960478,-0.266911540268,96.0
Y1050428,-0.280889451937,0.90358359057,20.0
Y1050429,-1.11123153298,0.0732415095263,10.0
Y1050430,-1.23180167473,-0.0473286322221,0.0
Y1050431,-1.23180167473,-0.0473286322221,0.0
Y1050432,-1.23180167473,-0.0473286322221,0.0
Y1050433,-1.23180167473,-0.0473286322221,0.0
Y1050434,0.536933371536,1.72140641404,20.0
Y1050435,-1.23180167473,-0.0473286322221,10.0
Y1050436,-1.23180167473,-0.0473286322221,10.0
Y1050437,-1.23180167473,-0.0473286322221,0.0
Y1050438,-0.602608767578,0.581864274929,10.0
Y1050439,-0.665215201999,0.519257840508,10.0
Y1050440,0.103348516461,1.28782155897,10.0
Y1050441,-1.23180167473,-0.0473286322221,0.0
Y1050442,-1.23180167473,-0.0473286322221,10.0
Y1050443,-1.23180167473,-0.0473286322221,0.0
Y1050444,-0.515049049602,0.669423992906,10.0
Y1050445,-0.355152463877,0.106792022701,20.0
Y1050446,-1.23180167473,-0.0473286322221,0.0
Y1050447,-1.23180167473,-0.0473286322221,10.0
Y1050448,1.03872819415,1.7415155327,20.0
Y1050449,1.02309246207,0.0399798367909,20.0
Y1050450,0.176083838838,0.878871177392,10.0
Y1050451,-1.23180167473,-0.0473286322221,0.0
Y1050452,2.05256780085,0.106083767658,40.0
Y1050453,0.0611893641091,0.28229099871,20.0
Y1050454,2.53992221277,-0.85161893228,90.0
Y9999984,1.95470087495,0.489902545718,66.0
Y9999985,1.73378171864,-0.93523087048,59.0
