username,qz_mean,watched_time_hour,final_score
Y1050274,1.28465725912,-0.42098392209,80.0
Y1050275,-1.23180167473,-0.0473286322221,20.0
Y1050276,-0.538185427285,-0.0762409407074,40.0
Y1050277,0.649991905674,0.389407836322,10.0
Y1050278,2.14336761593,0.678569286698,54.0
Y1050279,1.15520828612,-0.0687471911418,70.0
Y1050280,0.378138672284,1.08092601084,10.0
Y1050281,-1.23180167473,-0.0473286322221,10.0
Y1050282,-1.23180167473,-0.0473286322221,10.0
Y1050283,0.507719073048,-1.43876496014,20.0
Y1050284,-0.864681315801,-0.161893977246,30.0
Y1050285,-1.23180167473,-0.0473286322221,0.0
Y1050286,0.903000252247,-1.76601233687,72.0
Y1050287,1.18453397066,-1.24363576649,50.0
Y1050288,-1.23180167473,-0.0473286322221,0.0
Y1050289,1.30643180813,-2.08510933692,60.0
Y1050290,-1.23180167473,-0.0473286322221,0.0
Y1050291,0.604659724832,-0.619295752426,40.0
Y1050292,0.612073464067,0.110646542739,50.0
Y1050293,2.05888839767,0.353247216459,80.0
Y1050294,1.15991215523,-0.064043322024,40.0
Y1050295,2.20524869642,0.740450367182,30.0
Y1050296,1.06154556973,1.28264720433,20.0
Y1050297,-1.23180167473,-0.0473286322221,10.0
Y1050298,-1.23180167473,-0.0473286322221,10.0
Y1050299,-1.23180167473,-0.0473286322221,10.0
Y1050300,-1.23180167473,-0.0473286322221,10.0
Y1050301,-1.23180167473,-0.0473286322221,10.0
Y1050302,-1.23180167473,-0.0473286322221,10.0
Y1050303,-0.42248251704,0.761990525468,20.0
Y1050304,-1.23180167473,-0.0473286322221,10.0
Y1050305,-0.823587587233,0.360885455275,20.0
Y1050306,1.40932249869,2.11210983725,10.0
Y1050307,-1.23180167473,-0.0473286322221,10.0
Y1050308,-0.569632545042,0.614840497465,10.0
Y1050309,-1.23180167473,-0.0473286322221,0.0
Y1050310,-1.23180167473,-0.0473286322221,10.0
Y1050311,0.724332974678,-0.0179367986269,20.0
Y1050312,-0.966136352388,0.218336690119,10.0
Y1050313,-0.274880959456,0.427906379098,30.0
Y1050314,-0.990958822753,-0.288171484199,30.0
Y1050315,-0.052560673694,0.65022666486,20.0
Y1050316,-0.750115970777,-0.529014336175,10.0
Y1050317,0.617896787779,-0.846901541455,55.0
Y1050318,0.8432923899,0.341865468572,40.0
Y1050319,2.84741297948,0.419243242335,76.0
Y1050320,-0.183577659933,1.00089538257,10.0
Y1050321,-0.5092731188,-0.769857188152,20.0
Y1050322,2.79639414273,-0.595147002315,99.0
Y1050323,3.2664174451,-0.365966551927,88.0
Y1050324,-0.316433541761,-0.577017611113,30.0
Y1050325,0.658710115053,0.638968897678,20.0
Y1050326,0.266737983262,0.969525321817,20.0
Y1050327,-1.23180167473,-0.0473286322221,0.0
Y1050328,0.904407914052,-0.560390415183,71.0
Y1050329,0.540010376452,0.0385834551234,20.0
Y1050330,0.345701700166,0.807646186744,10.0
Y1050331,0.213891137167,0.916678475722,10.0
Y1050332,1.6271558408,0.403200363542,40.0
Y1050333,-1.23180167473,-0.0473286322221,10.0
Y1050334,-1.23180167473,-0.0473286322221,20.0
Y1050335,-0.725458757691,0.459014284817,10.0
Y1050336,1.2656466385,-1.40336595062,50.0
Y1050337,-1.09460962241,0.0898634200933,10.0
Y1050338,-0.395219874408,0.789253168099,10.0
Y1050339,-0.705386004258,0.47908703825,20.0
Y1050340,0.47740901718,1.66188205969,10.0
Y1050341,-0.208482544575,-0.95075231788,20.0
Y1050342,0.253143995179,-0.970811482078,50.0
Y1050343,-1.23180167473,-0.0473286322221,0.0
Y1050344,1.48282725136,0.499714626081,40.0
Y1050345,-0.990958822753,-0.288171484199,10.0
Y1050346,1.02069134341,0.0375787181258,50.0
Y1050347,-0.378183725297,0.80628931721,20.0
Y1050348,-0.147841089702,1.03663195281,10.0
Y1050349,-0.297808041142,-0.79923496247,65.0
Y1050350,-0.43386106188,0.750611980627,10.0
Y1050351,2.26453416434,0.558892983133,70.0
Y1050352,1.76996226833,-0.176521764854,80.0
Y1050353,1.08171897408,-0.383079355155,50.0
Y1050354,0.734093375534,-0.971547805677,50.0
Y1050355,-0.367304221748,0.335483116806,10.0
Y1050356,0.0531831446734,-0.448243776655,30.0
Y1050357,-0.990958822753,-0.288171484199,20.0
Y1050358,1.67189087478,0.447935397518,50.0
Y1050359,-1.23180167473,-0.0473286322221,20.0
Y1050360,-0.750115970777,-0.529014336175,30.0
Y1050361,1.00910866101,1.71189599956,30.0
