username,qz_mean,video_stop_backward_seek_sum,video_pause_backward_seek_avg,predict_score,real_score
Y1050312,-0.869548265828,-0.234670974544,-0.323956742677,22.0321700558,10.0
Y1050313,-0.981976826648,-0.122586681421,-0.211360814654,18.0616167052,30.0
Y1050314,-0.0735970975718,1.42817819164,-0.175184842632,12.5902961896,30.0
Y1050315,0.227285894775,0.315744964267,0.223332185011,25.00930259,20.0
Y1050316,-0.767691845315,0.0962375582795,0.794072800931,7.96236639767,10.0
Y1050317,1.19034922564,0.542046904314,-0.386039061008,41.9513710109,55.0
Y1050318,3.12248036196,1.43411447172,-0.354091004416,57.8496200541,40.0
Y1050319,0.690649103648,-0.488091679715,-1.20526817886,55.3408595736,76.0
Y1050320,-0.377259149241,0.444451777005,-0.50843620859,23.0228239743,10.0
Y1050321,-0.194976900909,-0.907176733279,-0.999532310815,45.8554901594,20.0
Y1050322,2.33991381018,-2.32833556093,-0.418032005756,90.1961404361,99.0
Y1050323,2.023211825,-1.30068289798,-1.08438154346,81.3262778894,88.0
Y1050324,0.639662850415,-0.820425175347,0.756806498671,37.7946677523,30.0
Y1050325,0.220614928389,-0.466765227041,0.995625606548,25.6143446089,20.0
Y1050326,0.855217845388,-0.866316538856,1.01772391742,38.5029613563,20.0
Y1050327,-0.331587221504,1.57125234239,-0.238783149039,8.14144112229,0.0
Y1050328,3.63991569651,-1.98806533945,2.89633994243,69.2599602366,71.0
Y1050329,0.151893206144,-0.981024904487,-0.579665199938,46.9952729712,20.0
Y1050330,-0.399579867565,0.801797452788,0.459283765354,8.54498582264,10.0
Y1050331,-0.978586510915,0.141136744042,0.538796453548,7.2693862012,10.0
Y1050332,1.51755985392,1.34446304651,-0.521652428863,38.7984688289,40.0
Y1050333,-1.20683394829,0.101581904824,0.0138310413918,10.1205100039,10.0
Y1050334,-0.415313601753,-0.331376913046,0.225869235947,23.5247427857,20.0
Y1050335,1.08512273998,0.917043104533,0.48132805952,27.2011122422,10.0
Y1050336,0.121857258827,-1.06277869875,-0.864706548358,50.4977012388,50.0
Y1050337,-0.760531946406,-0.257880399793,-0.191998507755,22.3903875111,10.0
Y1050338,-0.869548265828,-0.234670974544,-0.323956742677,22.0321700558,10.0
Y1050339,-0.644691144188,-0.458839560789,-0.549148598723,29.973276757,20.0
Y1050340,0.0866047397826,-0.261937828543,1.33078265858,17.9717524544,10.0
Y1050341,-0.0735074979518,-0.315998558541,0.888291143253,21.0467621667,20.0
Y1050342,0.189992458466,-1.07728458953,-0.782232651532,50.7215871483,50.0
Y1050343,-1.31926250911,0.213666197947,0.126426969415,6.14995665334,0.0
Y1050344,1.98048438376,-1.63477468338,0.887689969957,63.8072237538,40.0
Y1050345,-1.09440538747,-0.0105023882982,-0.0987648866312,14.0910633546,10.0
Y1050346,-1.09440538747,-0.0105023882982,-0.0987648866312,14.0910633546,50.0
Y1050347,1.55551009503,-0.0645857832578,-1.43613894874,64.7579970917,20.0
Y1050348,-1.31926250911,0.213666197947,0.126426969415,6.14995665334,10.0
Y1050349,-0.283563623271,-0.712019928596,-0.609392661116,38.3621552774,65.0
Y1050350,0.51646003893,0.606773810013,1.56809948965,11.5550074966,10.0
Y1050351,0.355513382966,-1.20067217424,-0.83056320501,54.8665970529,70.0
Y1050352,0.603367928423,-1.5178852869,-1.27660244215,66.4843947317,80.0
Y1050353,1.8555208642,2.32088725979,-0.146884067448,28.4786442224,50.0
Y1050354,1.28823938432,-1.13480304473,1.04450359394,47.1280769127,50.0
Y1050355,-1.31926250911,0.213666197947,0.126426969415,6.14995665334,10.0
Y1050356,-0.361108483502,-0.25476870221,0.540166031192,20.101732159,30.0
Y1050357,0.438494050823,0.447075849513,0.976356980747,18.50106571,20.0
Y1050358,-0.800282961127,-0.161269056798,0.00856957666337,18.6586457968,50.0
Y1050359,-1.09440538747,-0.0105023882982,-0.0987648866312,14.0910633546,20.0
Y1050360,0.71832032002,1.95536208151,-0.245665287998,18.1666243408,30.0
Y1050361,-0.358523305706,-0.51976430207,-0.202758232052,30.9135975772,30.0
Y1050362,1.49580847965,-0.83580582195,-0.728036199529,65.1887853453,80.0
Y1050363,-1.31926250911,0.213666197947,0.126426969415,6.14995665334,0.0
Y1050364,1.25914522171,-0.873568944483,-1.26318849777,68.0122555468,72.0
Y1050365,1.63273432912,-0.776808741613,-0.313610526878,62.0375873243,96.0
Y1050366,-0.378985791263,-0.1628142415,0.767211030048,16.4418654051,10.0
Y1050367,0.661434112468,-1.35395068534,-0.708947547226,59.4729476186,90.0
Y1050368,0.167822447868,0.328404650756,0.151354966022,24.8139112509,20.0
Y1050369,-0.277898905222,0.599594929693,0.109202865731,16.1470652899,10.0
Y1050370,-0.869548265828,-0.234670974544,-0.323956742677,22.0321700558,20.0
Y1050371,-0.757119705008,-0.346755267666,-0.4365526707,26.0027234064,40.0
Y1050372,2.37825590608,2.72908289645,-1.04056390019,40.3727113763,50.0
Y1050373,-0.912711521947,-0.0491847636758,0.121165504686,14.6880924462,20.0
Y1050374,1.09248230227,0.562882638397,-0.504501567658,41.6297894309,30.0
Y1050375,0.550922611642,0.33499155639,0.863761052724,22.4716190606,30.0
Y1050376,1.09212994107,-1.88638726971,-1.43103649285,78.8937918731,90.0
Y1050377,-0.0825483400888,-1.0192610264,-1.11212823884,49.8260435101,40.0
Y1050378,5.0104426864,-1.76036344857,3.02886544879,83.9397926398,93.0
Y1050379,1.66213005795,-1.47884907664,0.751024130408,59.1600175506,60.0
Y1050380,0.418753049675,-0.861542187364,0.240722890484,40.6699023444,80.0
Y1050381,2.91857015319,2.4377539198,-0.883912324983,49.3503807623,55.0
Y1050382,0.152194621595,1.11566222451,-0.647929912718,24.1355974795,20.0
Y1050383,-1.31926250911,0.213666197947,0.126426969415,6.14995665334,10.0
Y1050384,1.99155990468,2.29192473419,0.0177836791607,28.9256558181,30.0
Y1050385,2.13726588158,-0.364737606956,-1.22932467839,73.8718395101,40.0
Y1050386,-0.134169308235,-0.479380554824,0.317494386094,28.0496802942,30.0
Y1050387,1.37666941987,2.77542770251,0.268230671693,12.5006886956,10.0
Y1050388,-0.532262583368,-0.570923853912,-0.661744526746,33.9438301076,20.0
Y1050389,-1.31926250911,0.213666197947,0.126426969415,6.14995665334,0.0
Y1050390,-1.31926250911,0.213666197947,0.126426969415,6.14995665334,10.0
Y1050391,-1.09440538747,-0.0105023882982,-0.0987648866312,14.0910633546,10.0
Y1050392,-0.419834022548,-0.683008147034,-0.774340454769,37.9143834582,20.0
Y1050393,-1.31926250911,0.213666197947,0.126426969415,6.14995665334,0.0
Y1050394,-0.0180008239235,0.367966171079,-0.0735738435646,24.2033133155,20.0
Y1050395,-1.31926250911,0.213666197947,0.126426969415,6.14995665334,10.0
Y1050396,1.36830962529,1.64068343503,0.0437418890069,27.5046757362,20.0
Y1050397,-0.869548265828,-0.234670974544,-0.323956742677,22.0321700558,20.0
Y1050398,-1.21024618969,0.190456772697,0.258385204337,6.50817410865,0.0
Y1050399,-1.31926250911,0.213666197947,0.126426969415,6.14995665334,0.0
Y1050400,0.617785152641,1.01653863747,-0.0843582841828,25.6654845289,20.0
Y1050401,-1.09440538747,-0.0105023882982,-0.0987648866312,14.0910633546,10.0
Y1050402,-1.31926250911,0.213666197947,0.126426969415,6.14995665334,0.0
Y1050403,-1.09440538747,-0.0105023882982,-0.0987648866312,14.0910633546,20.0
Y1050404,-1.31926250911,0.213666197947,0.126426969415,6.14995665334,10.0
Y1050405,-1.31926250911,0.213666197947,0.126426969415,6.14995665334,10.0
Y1050406,-1.31926250911,0.213666197947,0.126426969415,6.14995665334,10.0
Y1050407,-0.539087066165,-0.393174118166,-0.172636200855,26.719158317,10.0
Y1050408,-1.31926250911,0.213666197947,0.126426969415,6.14995665334,10.0
Y1050409,-1.31926250911,0.213666197947,0.126426969415,6.14995665334,10.0
Y1050410,-1.09440538747,-0.0105023882982,-0.0987648866312,14.0910633546,20.0
Y1050411,-1.31926250911,0.213666197947,0.126426969415,6.14995665334,10.0
Y1050412,2.0340539936,0.538720126258,1.13258795783,37.5214589911,30.0
Y1050413,3.1957652101,1.50666063417,-0.0166992496964,54.4893036399,60.0
Y1050414,2.11322667538,1.21764639521,0.19936936658,40.7557744335,53.0
Y1050415,2.22809881477,-0.550967400646,1.40178327872,49.5894051281,30.0
Y1050416,0.940465509454,-0.100535218976,0.340543249525,38.1561150353,63.0
Y1050417,0.66468887176,-0.218119562822,-0.490638127857,44.4521859083,62.0
Y1050418,-1.20683394829,0.101581904824,0.0138310413918,10.1205100039,20.0
Y1050419,-0.981976826648,-0.122586681421,-0.211360814654,18.0616167052,10.0
Y1050420,-0.395992184091,-0.599935635474,-0.496796733093,34.3916019268,75.0
Y1050421,0.944866999403,0.418012921717,-1.18055072614,48.3469864937,60.0
Y1050422,1.3156515442,-0.180411812448,0.79468522731,39.3889413438,40.0
Y1050423,-0.540574513005,0.0478845889704,1.06898579057,8.7086527635,10.0
Y1050424,0.395330794704,0.632562060381,1.42147922811,11.1569881004,30.0
Y1050425,-1.31926250911,0.213666197947,0.126426969415,6.14995665334,10.0
Y1050426,1.18199056171,-0.768994416584,-1.10789546058,64.1576089436,40.0
Y1050427,1.47423678799,-1.1838068637,-1.74888551208,79.5223971326,96.0
Y1050428,-0.363401068279,-0.342429020396,0.288706491174,23.6953225277,20.0
Y1050429,-1.31926250911,0.213666197947,0.126426969415,6.14995665334,10.0
Y1050430,-1.31926250911,0.213666197947,0.126426969415,6.14995665334,0.0
Y1050431,-1.31926250911,0.213666197947,0.126426969415,6.14995665334,0.0
Y1050432,-1.31926250911,0.213666197947,0.126426969415,6.14995665334,0.0
Y1050433,-1.31926250911,0.213666197947,0.126426969415,6.14995665334,0.0
Y1050434,0.935891971017,0.164883700143,1.08106071201,27.3377160495,20.0
Y1050435,-1.31926250911,0.213666197947,0.126426969415,6.14995665334,10.0
Y1050436,-1.31926250911,0.213666197947,0.126426969415,6.14995665334,10.0
Y1050437,-1.31926250911,0.213666197947,0.126426969415,6.14995665334,0.0
Y1050438,0.351827379854,0.201081846142,0.125398282944,29.0196578797,10.0
Y1050439,-0.869548265828,-0.234670974544,-0.323956742677,22.0321700558,10.0
Y1050440,0.717575929162,2.91574780492,-0.529565604535,10.334968973,10.0
Y1050441,-1.31926250911,0.213666197947,0.126426969415,6.14995665334,0.0
Y1050442,-0.869548265828,-0.234670974544,-0.323956742677,22.0321700558,10.0
Y1050443,-1.31926250911,0.213666197947,0.126426969415,6.14995665334,0.0
Y1050444,-0.912711521947,-0.0491847636758,0.121165504686,14.6880924462,10.0
Y1050445,-0.147293223994,-0.741031710159,-0.444444867463,38.8099270965,20.0
Y1050446,-1.31926250911,0.213666197947,0.126426969415,6.14995665334,0.0
Y1050447,-1.18299210983,0.184654416385,0.291374763068,6.59772847248,10.0
Y1050448,-0.0129914706052,-0.417030744313,0.712857960002,24.8467357754,20.0
Y1050449,-0.573165628816,-0.209622026108,0.283482566305,19.4049321626,20.0
Y1050450,-0.658340109781,-0.103340089297,0.429068053059,15.5239331758,10.0
Y1050451,-1.31926250911,0.213666197947,0.126426969415,6.14995665334,0.0
Y1050452,0.662915357581,0.742485259541,-0.775784141348,36.6171489372,40.0
Y1050453,0.695026234529,1.96032136044,-0.273861492216,18.0900821491,20.0
Y1050454,1.82961600368,-1.34761501884,-1.5674030878,84.2912636698,90.0
Y9999984,4.06218975402,1.75353683973,-0.743046411035,71.1138260225,66.0
Y9999985,0.639706701745,-1.52562176202,-1.23261636362,66.6038005508,59.0
