username,qz_mean,watched_time_hour,final_score
Y1050274,1.20607044551,0.610709273344,80.0
Y1050275,-0.83754892049,-0.904481714067,20.0
Y1050276,-0.326644078991,-0.434465051347,40.0
Y1050277,0.184260762508,0.734966605929,10.0
Y1050278,1.03576883167,1.99541071993,54.0
Y1050279,0.865467217839,0.768244007752,70.0
Y1050280,-0.496945692824,1.03171453163,10.0
Y1050281,-0.83754892049,-0.904481714067,10.0
Y1050282,-0.83754892049,-0.904481714067,10.0
Y1050283,1.37637205934,-0.658348860359,20.0
Y1050284,-0.496945692824,-0.725898351112,30.0
Y1050285,-0.83754892049,-0.904481714067,0.0
Y1050286,1.88727690084,-0.610241697283,72.0
Y1050287,1.716975287,-0.0417912806117,50.0
Y1050288,-0.83754892049,-0.904481714067,0.0
Y1050289,2.39818174234,-0.550608160962,60.0
Y1050290,-0.83754892049,-0.904481714067,0.0
Y1050291,0.865467217839,-0.0103492343618,40.0
Y1050292,0.354562376341,0.511040217712,50.0
Y1050293,1.20607044551,1.70563744989,80.0
Y1050294,0.865467217839,0.774896283254,40.0
Y1050295,1.03576883167,2.0829237832,30.0
Y1050296,-0.156342465158,1.65759460695,20.0
Y1050297,-0.83754892049,-0.904481714067,10.0
Y1050298,-0.83754892049,-0.904481714067,10.0
Y1050299,-0.83754892049,-0.904481714067,10.0
Y1050300,-0.83754892049,-0.904481714067,10.0
Y1050301,-0.83754892049,-0.904481714067,10.0
Y1050302,-0.83754892049,-0.904481714067,10.0
Y1050303,-0.83754892049,0.240068415027,20.0
Y1050304,-0.83754892049,-0.904481714067,10.0
Y1050305,-0.83754892049,-0.327179815177,20.0
Y1050306,-0.496945692824,2.49002868423,10.0
Y1050307,-0.83754892049,-0.904481714067,10.0
Y1050308,-0.83754892049,0.031966849722,10.0
Y1050309,-0.83754892049,-0.904481714067,0.0
Y1050310,-0.83754892049,-0.904481714067,10.0
Y1050311,0.524863990174,0.49949752629,20.0
Y1050312,-0.83754892049,-0.528774212159,10.0
Y1050313,-0.496945692824,0.108205311923,30.0
Y1050314,-0.496945692824,-0.904481714067,30.0
Y1050315,-0.496945692824,0.422613675238,20.0
Y1050316,-0.156342465158,-0.904481714067,10.0
Y1050317,1.03576883167,-0.161930814248,55.0
Y1050318,0.354562376341,0.838033158502,40.0
Y1050319,1.716975287,2.30987476625,76.0
Y1050320,-0.83754892049,0.577930904064,10.0
Y1050321,0.184260762508,-0.904481714067,20.0
Y1050322,2.39818174234,1.55651678006,99.0
Y1050323,2.56848335617,2.05092849506,88.0
Y1050324,0.184260762508,-0.631765368856,30.0
Y1050325,0.0139591486748,0.917597629705,20.0
Y1050326,-0.496945692824,0.874170166354,20.0
Y1050327,-0.83754892049,-0.904481714067,0.0
Y1050328,1.03576883167,0.243257106297,71.0
Y1050329,0.354562376341,0.409127621859,20.0
Y1050330,-0.326644078991,0.815540111902,10.0
Y1050331,-0.496945692824,0.799433439877,10.0
Y1050332,0.865467217839,1.43567864031,40.0
Y1050333,-0.83754892049,-0.904481714067,10.0
Y1050334,-0.83754892049,-0.904481714067,20.0
Y1050335,-0.83754892049,-0.188404693579,10.0
Y1050336,1.88727690084,-0.0973822595029,50.0
Y1050337,-0.83754892049,-0.710462853033,10.0
Y1050338,-0.83754892049,0.278623613982,10.0
Y1050339,-0.83754892049,-0.16001753344,20.0
Y1050340,-0.83754892049,1.51270722739,10.0
Y1050341,0.524863990174,-0.81970283223,20.0
Y1050342,0.865467217839,-0.507467546623,50.0
Y1050343,-0.83754892049,-0.904481714067,0.0
Y1050344,0.695165604006,1.40186880553,40.0
Y1050345,-0.496945692824,-0.904481714067,10.0
Y1050346,0.695165604006,0.748309936837,50.0
Y1050347,-0.83754892049,0.302716367105,20.0
Y1050348,-0.83754892049,0.628470046357,10.0
Y1050349,0.354562376341,-0.775726547107,65.0
Y1050350,-0.83754892049,0.223976722593,10.0
Y1050351,1.20607044551,1.99646448217,70.0
Y1050352,1.37637205934,1.12673258543,80.0
Y1050353,1.03576883167,0.494012812146,50.0
Y1050354,1.20607044551,-0.167905637776,50.0
Y1050355,-0.496945692824,-0.0225009190893,10.0
Y1050356,0.354562376341,-0.279350051854,30.0
Y1050357,-0.496945692824,-0.904481714067,20.0
Y1050358,0.865467217839,1.49894353208,50.0
Y1050359,-0.83754892049,-0.904481714067,20.0
Y1050360,-0.156342465158,-0.904481714067,30.0
Y1050361,-0.496945692824,1.92404084713,30.0
Y1050362,1.716975287,0.427715069178,80.0
Y1050363,-0.83754892049,-0.904481714067,0.0
Y1050364,1.54667367317,-0.649221549094,72.0
Y1050365,2.39818174234,2.66948066432,96.0
Y1050366,-0.83754892049,-0.904481714067,10.0
Y1050367,2.39818174234,-0.374857047886,90.0
Y1050368,-0.83754892049,-0.904481714067,20.0
Y1050369,-0.83754892049,-0.904481714067,10.0
Y1050370,-0.326644078991,2.18004913216,20.0
Y1050371,0.695165604006,-0.225750644555,40.0
Y1050372,0.695165604006,1.99434213819,50.0
Y1050373,-0.496945692824,-0.904481714067,20.0
Y1050374,-0.156342465158,-0.047137083982,30.0
Y1050375,0.184260762508,0.424455004101,30.0
Y1050376,2.05757851467,0.708123208307,90.0
Y1050377,0.524863990174,1.63796009394,40.0
Y1050378,2.2278801285,1.94651710967,93.0
Y1050379,2.05757851467,-0.330273199955,60.0
Y1050380,2.05757851467,0.860108430283,80.0
Y1050381,1.37637205934,1.39114299968,55.0
Y1050382,-0.496945692824,-0.904481714067,20.0
Y1050383,-0.496945692824,-0.904481714067,10.0
Y1050384,-0.326644078991,0.413009567936,30.0
Y1050385,1.716975287,1.77335128862,40.0
Y1050386,0.184260762508,-0.885123336134,30.0
Y1050387,-0.496945692824,0.598059228933,10.0
Y1050388,-0.156342465158,-0.904481714067,20.0
Y1050389,-0.83754892049,-0.904481714067,0.0
Y1050390,-0.496945692824,-0.904481714067,10.0
Y1050391,-0.496945692824,-0.671862460497,10.0
Y1050392,-0.156342465158,-0.904481714067,20.0
Y1050393,-0.83754892049,-0.904481714067,0.0
Y1050394,-0.83754892049,-0.904481714067,20.0
Y1050395,-0.496945692824,-0.904481714067,10.0
Y1050396,-0.496945692824,0.642821629837,20.0
Y1050397,-0.496945692824,-0.904481714067,20.0
Y1050398,-0.83754892049,-0.904481714067,0.0
Y1050399,-0.83754892049,-0.904481714067,0.0
Y1050400,-0.83754892049,-0.904481714067,20.0
Y1050401,-0.83754892049,-0.904481714067,10.0
Y1050402,-0.83754892049,-0.904481714067,0.0
Y1050403,-0.496945692824,-0.904481714067,20.0
Y1050404,-0.83754892049,-0.904481714067,10.0
Y1050405,-0.496945692824,-0.904481714067,10.0
Y1050406,-0.496945692824,-0.904481714067,10.0
Y1050407,-0.496945692824,0.739681801714,10.0
Y1050408,-0.496945692824,-0.904481714067,10.0
Y1050409,-0.83754892049,-0.904481714067,10.0
Y1050410,-0.496945692824,-0.904481714067,20.0
Y1050411,-0.83754892049,-0.904481714067,10.0
Y1050412,0.865467217839,-0.557949464092,30.0
Y1050413,0.0139591486748,-0.665120958908,60.0
Y1050414,0.865467217839,1.03237424335,53.0
Y1050415,-0.156342465158,-0.362727822781,30.0
Y1050416,2.05757851467,1.7886367934,63.0
Y1050417,1.54667367317,0.784554407664,62.0
Y1050418,-0.496945692824,0.563619328449,20.0
Y1050419,-0.83754892049,0.345919907794,10.0
Y1050420,1.716975287,-0.869390125888,75.0
Y1050421,-0.156342465158,-0.641482004988,60.0
Y1050422,1.03576883167,1.05869834255,40.0
Y1050423,-0.326644078991,-0.666093518029,10.0
Y1050424,-0.156342465158,-0.383181061609,30.0
Y1050425,-0.83754892049,-0.904481714067,10.0
Y1050426,0.865467217839,0.695333276343,40.0
Y1050427,2.39818174234,2.02071182213,96.0
Y1050428,-0.83754892049,0.440311248033,20.0
Y1050429,-0.83754892049,-0.733969784389,10.0
Y1050430,-0.83754892049,-0.904481714067,0.0
Y1050431,-0.83754892049,-0.904481714067,0.0
Y1050432,-0.83754892049,-0.904481714067,0.0
Y1050433,-0.83754892049,-0.904481714067,0.0
Y1050434,-0.83754892049,1.59688737661,20.0
Y1050435,-0.83754892049,-0.904481714067,10.0
Y1050436,-0.83754892049,-0.904481714067,10.0
Y1050437,-0.83754892049,-0.904481714067,0.0
Y1050438,-0.83754892049,-0.0146685714243,10.0
Y1050439,-0.83754892049,-0.103207440074,10.0
Y1050440,-0.83754892049,0.983705794119,10.0
Y1050441,-0.83754892049,-0.904481714067,0.0
Y1050442,-0.83754892049,-0.904481714067,10.0
Y1050443,-0.83754892049,-0.904481714067,0.0
Y1050444,-0.83754892049,0.109159569256,10.0
Y1050445,-0.326644078991,-0.175617352134,20.0
Y1050446,-0.83754892049,-0.904481714067,0.0
Y1050447,-0.83754892049,-0.904481714067,10.0
Y1050448,-0.496945692824,1.96592919261,20.0
Y1050449,0.695165604006,0.751705631418,20.0
Y1050450,-0.496945692824,0.745965845823,10.0
Y1050451,-0.83754892049,-0.904481714067,0.0
Y1050452,1.37637205934,1.52639716231,40.0
Y1050453,-0.156342465158,0.242877293754,20.0
Y1050454,2.39818174234,1.19381069833,90.0
Y9999984,1.03576883167,1.72859565607,66.0
Y9999985,1.88727690084,0.564660719855,59.0
