active_num_days,seek_video_sum,video_forward_seek_sum,video_backward_seek_sum,video_pause_sum,Problem_num_day,hw_mean
0.298777486861,-0.0511553809134,-0.112965418703,6.03682280936,-1.27525078039,0.721310367707,-12.9613512384
