evaluation_num,kfold_split_num,username,forum_num_days,video_stop_backward_seek_avg,qz_mean,watched_time_hour,label_val_predict,label_val_test
1,1,Y1050276,-0.18411492358,-0.55376517513,-0.44255979021,-0.695979361998,15.6068149,40.0
1,1,Y1050283,-0.18411492358,0.751139089381,0.212515927523,-0.59497043168,32.555814393,20.0
1,1,Y1050284,-0.18411492358,-0.55376517513,0.00921656684706,0.0992724618645,27.47769806,30.0
1,1,Y1050298,-0.18411492358,-0.55376517513,-0.593151909229,0.231514835845,13.8028605251,10.0
1,1,Y1050306,-0.18411492358,-0.55376517513,-0.668447968738,1.02197717596,13.4907147903,10.0
1,1,Y1050344,-0.18411492358,-0.0100550670918,0.762177161942,2.83496069977,50.4900256981,40.0
1,1,Y1050351,-0.18411492358,-0.55376517513,1.50760815109,1.82804002008,65.2087374531,70.0
1,1,Y1050360,-0.18411492358,0.533655047471,-0.329615700946,-0.309959833222,20.2755287398,30.0
1,1,Y1050385,-0.18411492358,0.877050906896,1.43984169753,1.7178885702,65.2380490036,40.0
1,1,Y1050395,-0.18411492358,-0.55376517513,-0.743744028248,-1.11200885188,7.89895117541,10.0
1,1,Y1050404,-0.18411492358,-0.55376517513,-0.894336147267,-0.729948103259,5.11030504716,10.0
1,1,Y1050410,-0.18411492358,-0.55376517513,-0.593151909229,-1.11200885188,11.3773461061,20.0
1,1,Y1050411,-0.18411492358,-0.55376517513,-0.894336147267,-0.376984365093,5.74752390985,10.0
1,1,Y1050414,5.4313902456,1.27154733928,0.611585042923,1.68347108984,46.1867256266,53.0
1,1,Y1050417,-0.18411492358,-0.0518789190469,1.27419036661,1.23079066281,59.3680753589,62.0
1,1,Y1050425,-0.18411492358,-0.55376517513,-0.894336147267,-1.11200885188,4.42055624469,10.0
1,1,Y1050434,-0.18411492358,5.97075614743,-0.593151909229,0.981371853666,23.3347373235,20.0
1,1,Y1050443,-0.18411492358,-0.55376517513,-0.894336147267,-1.03457988604,4.56034170199,0.0
1,1,Y1050446,-0.18411492358,-0.55376517513,-0.894336147267,-1.11200885188,4.42055624469,0.0
1,2,Y1050290,-0.18411492358,-0.55376517513,-0.894336147267,-1.11200885188,4.95951812103,0.0
1,2,Y1050308,-0.18411492358,1.21717632391,-0.894336147267,-0.0337352785249,8.17191369473,10.0
1,2,Y1050312,-0.18411492358,-0.55376517513,-0.593151909229,-0.933928698027,12.1774779487,10.0
1,2,Y1050324,-0.18411492358,-0.55376517513,0.0845126263565,-0.426831762147,28.5812646044,30.0
1,2,Y1050336,-0.18411492358,-0.55376517513,1.67325948201,0.0964505721268,66.0171959819,50.0
1,2,Y1050339,-0.18411492358,-0.55376517513,-0.44255979021,-0.429516669903,16.4241614525,20.0
1,2,Y1050340,-0.18411492358,0.465691281519,-0.743744028248,1.84308748692,13.8649170302,10.0
1,2,Y1050354,-0.18411492358,0.0393731275137,0.890180463108,0.807314878612,49.5741711815,50.0
1,2,Y1050366,-0.18411492358,-0.55376517513,-0.743744028248,-0.15947467746,9.89418525145,10.0
1,2,Y1050373,-0.18411492358,-0.55376517513,-0.480207819964,-0.960259246379,14.741263974,20.0
1,2,Y1050383,-0.18411492358,-0.55376517513,-0.743744028248,-1.09308249304,8.46085530745,10.0
1,2,Y1050384,5.4313902456,2.12594894136,-0.179023581927,0.55315191321,29.8130303759,30.0
1,2,Y1050396,-0.18411492358,2.13654069268,-0.44255979021,0.994428094608,20.9755333847,20.0
1,2,Y1050406,-0.18411492358,-0.55376517513,-0.743744028248,-0.427370168688,9.48289624654,10.0
1,2,Y1050407,5.4313902456,-0.55376517513,-0.3672637307,0.776883983102,23.4602309787,10.0
1,2,Y1050416,-0.18411492358,2.52208058842,1.25160154875,0.863050743883,60.1759454701,63.0
1,2,Y1050428,-0.18411492358,-0.0100550670918,-0.593151909229,0.180421963316,14.3663109387,20.0
1,2,Y1050447,-0.18411492358,-0.55376517513,-0.894336147267,-0.438083372655,5.99416838131,10.0
1,2,Y1050448,-0.18411492358,-0.169969805902,-0.44255979021,1.24605910043,19.334027504,20.0
1,3,Y1050278,-0.18411492358,-0.55376517513,0.536288983413,1.17800445832,41.0737611032,54.0
1,3,Y1050296,-0.18411492358,-0.55376517513,-0.593151909229,0.62086948283,14.2831896951,20.0
1,3,Y1050317,-0.18411492358,2.66071489629,0.814884403598,0.255611440485,48.5434716803,55.0
1,3,Y1050320,-0.18411492358,0.632511430157,-0.593151909229,0.0461254186519,14.3795027225,10.0
1,3,Y1050322,5.4313902456,-0.55376517513,2.93070367581,1.52881412336,98.4611554843,99.0
1,3,Y1050337,-0.18411492358,-0.55376517513,-0.593151909229,-0.200067288948,13.2926283568,10.0
1,3,Y1050348,-0.18411492358,-0.55376517513,-0.894336147267,-0.38541094272,6.10410322589,10.0
1,3,Y1050352,-0.18411492358,4.23370826438,1.77867396532,1.92093721295,73.887810102,80.0
1,3,Y1050371,-0.18411492358,-0.55376517513,0.611585042923,-0.790299722653,40.4399809482,40.0
1,3,Y1050372,-0.18411492358,2.23892765697,0.460992923904,1.33408438972,41.3802198144,50.0
1,3,Y1050378,-0.18411492358,0.286514080968,2.40363125925,2.49256856204,86.4016832943,93.0
1,3,Y1050379,-0.18411492358,-0.55376517513,1.92173647839,-0.568075120009,71.0053728464,60.0
1,3,Y1050386,-0.18411492358,-0.55376517513,0.0318053846999,-0.599039539457,27.2633559435,30.0
1,3,Y1050412,-0.18411492358,1.38348765123,0.310400804885,-0.756649123847,34.8055052647,30.0
1,3,Y1050413,-0.18411492358,2.23660920094,0.762177161942,-0.171757935352,46.5265771335,60.0
1,3,Y1050419,-0.18411492358,-0.55376517513,-0.585622303278,0.00774052756608,13.7174962147,10.0
1,3,Y1050426,-0.18411492358,-0.191291765422,1.06336139998,0.663245070661,52.8825211727,40.0
1,3,Y1050432,-0.18411492358,-0.55376517513,-0.894336147267,-1.11200885188,5.227373346,0.0
1,3,Y1050435,-0.18411492358,-0.55376517513,-0.894336147267,-1.11200885188,5.227373346,10.0
1,4,Y1050281,-0.18411492358,-0.55376517513,-0.894336147267,-0.435125634636,6.34494420845,10.0
1,4,Y1050292,-0.18411492358,-0.55376517513,0.58899622507,2.1305962218,43.7863793863,50.0
1,4,Y1050294,-0.18411492358,1.34623279107,0.709469920285,0.936377855727,46.9714662363,40.0
1,4,Y1050316,-0.18411492358,-0.55376517513,-0.593151909229,0.125410003482,14.0025724197,10.0
1,4,Y1050325,-0.18411492358,-0.55376517513,-0.216671611681,0.548382431115,23.1865424465,20.0
1,4,Y1050326,-0.18411492358,-0.55376517513,-0.216671611681,0.221168976545,22.7292810718,20.0
1,4,Y1050330,-0.18411492358,0.26179999019,-0.668447968738,1.41278064614,14.9862408407,10.0
1,4,Y1050357,-0.18411492358,-0.0100550670918,-0.540444667572,-0.96284134389,14.2869589504,20.0
1,4,Y1050362,-0.18411492358,-0.292784322228,1.93679569029,0.807816332765,72.9894546676,80.0
1,4,Y1050393,-0.18411492358,-0.55376517513,-0.894336147267,-1.11200885188,5.3990401018,0.0
1,4,Y1050399,-0.18411492358,-0.55376517513,-0.894336147267,-1.11200885188,5.3990401018,0.0
