number_of_comp,pMAPC,pMSE,r2,r2_adj
1.0,0.508668862764,324.365554751,0.507167408884,0.504444576889
2.0,0.510448837762,328.878175189,0.52244206613,0.517135866865
3.0,0.571120105553,268.312398653,0.629907796537,0.623705133909
4.0,0.571698099209,280.138622194,0.632997421689,0.624750172738
5.0,0.659992083969,169.790161853,0.773902392156,0.767515454081
6.0,0.695468633476,134.748391181,0.818697527738,0.812516761638
