evaluation_num,kfold_split_num,username,watched_time_weekday,qz_mean,video_pause_backward_seek_avg,label_val_predict,label_val_test
1,1,Y1050276,1.77231573554,0.0498983887306,-0.231078956227,23.0886238666,40.0
1,1,Y1050288,-1.33937366288,-1.53817206972,-0.883912199642,0.0,0.0
1,1,Y1050306,0.0967906748565,-1.40583286499,-0.883912199642,0.0,10.0
1,1,Y1050308,-0.142570048097,-1.53817206972,3.88300742247,4.77258965381,10.0
1,1,Y1050330,-0.142570048097,-0.214780021144,-0.233255067578,22.1993348287,10.0
1,1,Y1050355,-0.381930771057,-0.744136840497,-0.883912199642,9.76875900489,10.0
1,1,Y1050358,0.33615139781,0.18223759347,-0.463611940307,28.8826856159,50.0
1,1,Y1050363,-1.33937366288,-1.53817206972,-0.883912199642,0.0,0.0
1,1,Y1050364,0.814872843724,1.77030805192,-0.178852297406,62.375384464,72.0
1,1,Y1050372,0.575512120771,0.446916003344,0.238664236171,35.7935192314,50.0
1,1,Y1050380,0.575512120771,0.579255208083,0.160620989007,38.4156773667,80.0
1,1,Y1050385,2.49039790441,1.90264725706,0.417402065165,62.5995646878,40.0
1,1,Y1050392,-1.33937366288,0.18223759347,-0.883912199642,31.9503214864,20.0
1,1,Y1050405,-1.33937366288,-1.27349365985,-0.883912199642,0.8432312346,10.0
1,1,Y1050409,-1.33937366288,-0.744136840497,-0.883912199642,12.1549004163,10.0
1,1,Y1050418,2.01167645851,-0.876476045236,-0.883912199642,0.975488183039,20.0
1,1,Y1050420,-0.381930771057,0.711594413219,-0.714175556436,41.3233558727,75.0
1,1,Y1050446,-1.33937366288,-1.53817206972,-0.883912199642,0.0,0.0
1,1,Y1050448,1.53295501259,0.314576798606,0.680897996256,31.7453992773,20.0
1,2,Y1050289,-0.860652216966,1.24095123257,3.02229374912,63.9130704791,60.0
1,2,Y1050293,-0.142570048097,2.29966487167,-0.328071323871,77.3670052606,80.0
1,2,Y1050294,0.814872843724,0.446916003344,0.0710895727204,35.9729282964,40.0
1,2,Y1050299,-0.381930771057,-1.00881525037,-0.544438913229,6.72728395885,10.0
1,2,Y1050310,-0.860652216966,-0.214780021144,-0.447446545587,25.2340751049,10.0
1,2,Y1050312,0.33615139781,-0.214780021144,-0.883912199642,21.0392406088,10.0
1,2,Y1050321,-1.10001293992,0.843933617958,-0.883912199642,47.600856341,20.0
1,2,Y1050326,1.53295501259,0.18223759347,1.5232620128,31.5041938764,20.0
1,2,Y1050329,-0.381930771057,-0.0824408160083,-0.257870554623,27.1779994793,20.0
1,2,Y1050339,-1.10001293992,0.579255208083,-0.786919831998,42.1453492752,20.0
1,2,Y1050344,-0.621291494011,1.24095123257,2.20808691115,61.4991038757,40.0
1,2,Y1050365,0.814872843724,1.50562964245,1.59380191653,61.9348197329,96.0
1,2,Y1050366,1.05423356668,0.0498983887306,0.318389022843,27.3604314042,10.0
