username,forum_num_days,video_stop_backward_seek_avg,qz_mean,watched_time_hour,final_score
Y1050327,-1.26698698533,0.0931056848168,0.381101566969,0.0680530702723,0.0
Y1050328,0.708365685951,-0.122655752238,-1.24554890954,0.310407243231,71.0
Y1050329,-0.176380513942,0.00378362666213,-0.661568657579,0.209411518349,20.0
Y1050330,0.566033417396,-0.515942508956,0.297055114329,-1.36761732142,10.0
Y1050331,0.0238657570348,-0.253502455398,-0.280641268442,-1.48922156496,10.0
Y1050332,2.01636813823,-0.982040555684,0.866961803882,-0.510355629866,40.0
Y1050333,-1.29876590105,0.150847976128,0.109190681359,-0.0191098433628,10.0
Y1050334,-1.00586008832,0.0972576938972,-0.0578202189754,-0.0739888020721,20.0
Y1050335,-0.306413275768,-0.251819895393,0.680154535402,-0.082343299277,10.0
Y1050336,0.719039115875,-0.0574382999908,-1.40235541569,0.814086642128,50.0
Y1050337,-0.768589086802,0.0223985681871,-0.122544384795,-0.355193292937,10.0
Y1050338,-0.987276503536,0.0913945631274,-0.0628895574772,-0.0960133540205,10.0
Y1050339,-0.824901629184,0.0660463086848,-0.165256685923,-0.0936126430726,20.0
Y1050340,0.884096173332,-0.655313633438,0.427986089708,-1.67530870107,10.0
Y1050341,-0.572146575162,0.051004715705,-0.379388592873,0.0939347219259,20.0
Y1050342,0.332075064751,0.00771063325847,-1.16903526612,0.844050988452,50.0
Y1050343,-1.50965004624,0.204441482908,0.195753669034,0.133401365199,0.0
Y1050344,2.14966051828,-0.734931731115,-0.938177713653,-1.61572683002,40.0
Y1050345,-1.33649752318,0.201573978405,0.032372986357,0.317870004662,10.0
Y1050346,0.0193927226615,-0.110711163731,-0.249634762052,0.548528667269,50.0
Y1050347,0.397847522162,-0.414924273488,0.706288643617,0.506577588682,20.0
Y1050348,-1.05716372558,0.0616818108755,0.0723218149036,-0.402868067674,10.0
Y1050349,-0.451163574008,0.162944917128,-0.749217714368,1.08062917863,65.0
Y1050350,0.721384514593,-0.759107970256,1.46534634452,-0.851293529996,10.0
Y1050351,1.70214653405,-0.396078421381,-1.6066522626,-0.565379867273,70.0
Y1050352,4.108417902,-1.72108197168,2.06218776481,0.847363933562,80.0
Y1050353,1.06962783909,-0.49073543002,-0.151761067449,-0.295034324099,50.0
Y1050354,0.983178243764,-0.351229836003,-0.623605331817,-0.0272332848299,50.0
Y1050355,-1.16273666575,0.12087123277,0.0430470520095,-0.0829058836555,10.0
Y1050356,-0.0965377372787,-0.18251126154,0.0945751119301,0.0636533432155,30.0
Y1050357,-0.964292157056,0.0236504272687,0.413600767268,0.389434205118,20.0
Y1050358,1.56851115175,-0.701933375563,-0.0278288566159,-0.902705953797,50.0
Y1050359,-1.37978565394,0.202290854531,0.0732181570263,0.271752844796,20.0
Y1050360,-0.187495570196,-0.25474670857,0.623484561751,0.186075657151,30.0
Y1050361,0.693797219251,-0.356165548052,-0.707298045482,-1.46486566534,30.0
Y1050362,1.43307298854,-0.270808886119,-1.45728125071,0.522169944459,80.0
Y1050363,-1.50965004624,0.204441482908,0.195753669034,0.133401365199,0.0
Y1050364,1.44410095015,-0.328769384194,-0.975815186338,1.10945520914,72.0
Y1050365,2.39666968085,-0.572906381628,-1.38534862321,0.340556762667,96.0
Y1050366,-0.829886440719,0.0158568117977,-0.0477497711167,-0.477387204442,10.0
Y1050367,1.10641538392,-0.073543190725,-1.74612778463,1.1538320025,90.0
Y1050368,-0.596148106694,-0.107880414374,0.379237118847,-0.0746619331552,20.0
Y1050369,-1.0574722306,0.0320194886178,0.416801110848,0.147933396664,10.0
Y1050370,-0.296162201791,-0.0878307067212,-0.338526088878,-0.622833741283,20.0
Y1050371,-0.44354418968,0.126895562462,-0.675800540632,0.818305436822,40.0
Y1050372,2.07183893338,-1.04982920371,1.28014416887,-0.0745920712677,50.0
Y1050373,-1.17706378803,0.170683378982,-0.0546734498966,0.275046144884,20.0
Y1050374,0.402537818931,-0.356788965747,0.273792732687,0.120024563445,30.0
Y1050375,0.915165120688,-0.607484925544,0.680596320969,-0.189159231408,30.0
Y1050376,1.73581226261,-0.328581171674,-1.41255254594,1.03892764538,90.0
Y1050377,0.180163148777,-0.0478854924879,-0.895301591078,0.244726427299,40.0
Y1050378,3.01594196139,-0.764076831605,-1.53307838762,-0.276190566353,93.0
Y1050379,0.448058883993,0.0707599268442,-1.42425723099,1.45672997423,60.0
Y1050380,1.16780797282,-0.215847827721,-1.48702538153,0.155576234802,80.0
Y1050381,2.34012791525,-0.938165806859,0.219587157094,-0.440327620381,55.0
Y1050382,0.829821395774,-1.01242726832,3.40804535689,1.50121959207,20.0
Y1050383,-1.41128746057,0.199289139195,0.110848185546,0.211666985609,10.0
Y1050384,2.67180188933,4.42948711578,2.73968437862,-0.304849871431,30.0
Y1050385,2.24988059792,-0.763564116806,-0.406023038745,-0.13249256038,40.0
Y1050386,-0.657756182736,0.094837309351,-0.393783322358,0.322042715272,30.0
Y1050387,1.31658347692,-1.04831176521,2.16571055057,-0.548301868882,10.0
Y1050388,-1.03348060782,0.196555845524,-0.253543208328,0.640690123722,20.0
Y1050389,-1.50965004624,0.204441482908,0.195753669034,0.133401365199,0.0
Y1050390,-1.42307378471,0.203007730656,0.114063327696,0.225635684931,10.0
Y1050391,-1.06862644298,0.0614197522587,0.361770257428,0.355994125775,10.0
Y1050392,-0.990192477054,0.195838969399,-0.294388378998,0.686807283588,20.0
Y1050393,-1.50965004624,0.204441482908,0.195753669034,0.133401365199,0.0
Y1050394,-0.143054844581,-0.383610661249,1.21607637574,0.236927451406,20.0
Y1050395,-1.42307378471,0.203007730656,0.114063327696,0.225635684931,10.0
Y1050396,1.29397007212,-0.94660053564,1.7460402074,-0.405442119614,20.0
Y1050397,-1.24992126165,0.200140226153,-0.0493173549817,0.410104324393,20.0
Y1050398,-1.45790050055,0.188114474038,0.181637126536,0.0720697884124,0.0
Y1050399,-1.50965004624,0.204441482908,0.195753669034,0.133401365199,0.0
Y1050400,-0.11863992866,-0.286987156466,0.45478751544,-0.458748138993,20.0
Y1050401,-1.42307378471,0.203007730656,0.114063327696,0.225635684931,10.0
Y1050402,-1.50965004624,0.204441482908,0.195753669034,0.133401365199,0.0
Y1050403,-1.33649752318,0.201573978405,0.032372986357,0.317870004662,20.0
Y1050404,-1.27172304393,0.129375388605,0.130850555499,-0.148580592637,10.0
Y1050405,-1.42307378471,0.203007730656,0.114063327696,0.225635684931,10.0
Y1050406,-0.996717426081,0.0684920753799,-0.00224064319482,-0.279665519119,10.0
Y1050407,1.47564572355,5.11731045577,0.659076093046,-1.32147998156,10.0
Y1050408,-1.42307378471,0.203007730656,0.114063327696,0.225635684931,10.0
Y1050409,-1.50965004624,0.204441482908,0.195753669034,0.133401365199,10.0
Y1050410,-1.33649752318,0.201573978405,0.032372986357,0.317870004662,20.0
Y1050411,-1.05191610368,0.060026183405,0.0708903380339,-0.409087347896,10.0
Y1050412,0.291488445666,-0.404581612398,1.03234776853,1.14123145428,30.0
Y1050413,1.30617157211,-0.756201966194,1.37071501394,1.2206345065,60.0
Y1050414,3.43892796696,4.43262857839,1.4349735224,-0.889591549644,53.0
Y1050415,-0.106417539613,-0.0945993300957,-0.386946712847,-0.106308290184,30.0
Y1050416,2.36270904449,-1.04194377141,1.15790938771,0.835078931065,63.0
Y1050417,1.42587387256,-0.413230838417,-0.976888006949,-0.129654421241,62.0
Y1050418,0.297001437902,-0.304737416201,-0.433548122387,-1.5498958993,20.0
Y1050419,-0.634848678793,-0.0185025456563,-0.161930550507,-0.503955235895,10.0
Y1050420,0.190692331418,0.0471407391928,-1.11885334772,0.972644144614,75.0
Y1050421,0.402128634248,-0.242550684819,-0.209283170878,0.345897572556,60.0
Y1050422,0.448737509315,-0.166675559783,-0.702865427883,0.198099468771,40.0
Y1050423,-0.943966934728,0.0738482058353,-0.0659927592544,-0.176568371566,10.0
Y1050424,0.978525069937,-0.696130407597,0.856457232097,-0.672056414341,30.0
Y1050425,-1.50965004624,0.204441482908,0.195753669034,0.133401365199,10.0
Y1050426,0.887381313074,-0.261736121729,-0.877688256628,0.121796006877,40.0
Y1050427,2.82781296221,-0.680376278589,-1.36085398153,0.619744380265,96.0
Y1050428,-0.282630600554,-0.200472538467,0.247978904988,-0.486639342182,20.0
Y1050429,-0.537130353019,-0.221619190051,0.792897017469,-0.257203139688,10.0
Y1050430,-1.50965004624,0.204441482908,0.195753669034,0.133401365199,0.0
Y1050431,-1.50965004624,0.204441482908,0.195753669034,0.133401365199,0.0
Y1050432,-1.50965004624,0.204441482908,0.195753669034,0.133401365199,0.0
Y1050433,-1.50965004624,0.204441482908,0.195753669034,0.133401365199,0.0
Y1050434,2.95526957583,-1.98709218617,4.89867029762,0.565351990136,20.0
Y1050435,-1.50965004624,0.204441482908,0.195753669034,0.133401365199,10.0
Y1050436,-1.50965004624,0.204441482908,0.195753669034,0.133401365199,10.0
Y1050437,-1.50965004624,0.204441482908,0.195753669034,0.133401365199,0.0
Y1050438,-0.810961623733,0.0177961448654,0.0835711838446,-0.0100018120463,10.0
Y1050439,-0.710105372431,0.00394692555896,-0.13849791305,-0.424505948163,10.0
Y1050440,-0.0216511009691,-0.398611680004,0.756141649802,-0.776365514287,10.0
Y1050441,-1.50965004624,0.204441482908,0.195753669034,0.133401365199,0.0
Y1050442,-1.33649752318,0.201573978405,0.032372986357,0.317870004662,10.0
Y1050443,-1.46143142708,0.189228483216,0.182600313243,0.0762545071184,0.0
Y1050444,-1.03787967158,0.081478785474,0.00898783388944,-0.230881604461,10.0
Y1050445,-0.220779847876,-0.0598516714619,-0.475236455336,-0.32249164716,20.0
Y1050446,-1.50965004624,0.204441482908,0.195753669034,0.133401365199,0.0
Y1050447,-1.08996529812,0.0720307242538,0.081269618918,-0.363992901956,10.0
Y1050448,0.394329208171,-0.36771644866,-0.142726134386,-1.22483828696,20.0
Y1050449,0.499693586382,-0.343771815608,-0.197722301263,-0.634455226146,20.0
Y1050450,-0.312502252876,-0.121497067674,-0.246958407907,-0.895729916045,10.0
Y1050451,-1.50965004624,0.204441482908,0.195753669034,0.133401365199,0.0
Y1050452,1.26721933325,-0.459518464186,-0.501449102985,-0.0644048879605,40.0
Y1050453,0.190008332037,-0.446760945964,0.95105115827,-0.0655404455526,20.0
Y1050454,2.14921882687,-0.344054762315,-1.99526971399,0.822984351476,90.0
Y9999984,3.72651803966,-1.49555519203,1.39368139305,0.592670230538,66.0
Y9999985,1.2031779887,-0.13512916793,-1.70283497424,0.805343253186,59.0
