username,forum_num_days,qz_mean,video_stop_backward_seek_sum,mt_online_num_day,predict_score,real_score
Y1050274,1.27631739301,0.281054639665,-1.14802515299,-0.20468872686,57.6868214971,80.0
Y1050275,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,20.0
Y1050276,0.993219198839,0.320291343433,-0.749362437866,-1.78280305284,39.6993871499,40.0
Y1050277,-0.652105974113,0.276023570628,-0.216072039092,0.254446762623,20.7536641695,10.0
Y1050278,2.1356180076,0.317560996636,-1.3388588907,-1.81972128616,63.3736819527,54.0
Y1050279,5.62800157273,6.78667858352,4.76436861852,-0.436445180875,74.4981691533,70.0
Y1050280,-0.937205374657,0.28441698074,-0.0184402055304,-0.0537924558596,12.4213183408,10.0
Y1050281,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,10.0
Y1050282,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,10.0
Y1050283,0.0992115940034,-0.259529028585,-0.0744613569547,0.858781798348,35.4021284872,20.0
Y1050284,-0.794655674492,0.280220275687,-0.117256122237,0.100327153266,16.587491252,30.0
Y1050285,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,0.0
Y1050286,1.5999858602,-0.241907844376,-0.709966720436,-0.0627125189743,59.8367670685,72.0
Y1050287,0.669410395306,-0.276315848815,-0.469725024226,1.47526023554,52.066820151,50.0
Y1050288,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,0.0
Y1050289,1.16833434631,-0.291004316512,-0.815580732996,2.01467886795,66.6484253529,60.0
Y1050290,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,0.0
Y1050291,0.0606425273557,0.255040045345,-0.71015162307,1.02504480894,41.5845287446,40.0
Y1050292,0.419017984571,0.275391576357,-0.756160533571,0.140468724726,42.3448725168,50.0
Y1050293,1.81381041066,-0.248202901962,-0.858190595645,0.168466894945,66.0860264417,80.0
Y1050294,0.461449128058,-1.29706058656,0.999287341568,0.834494995869,31.3696738075,40.0
Y1050295,0.203192227735,0.250843340286,-0.808967539925,1.1791644183,45.7507016621,30.0
Y1050296,-0.794655674492,0.280220275687,-0.117256122237,0.100327153266,16.587491252,20.0
Y1050297,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,10.0
Y1050298,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,10.0
Y1050299,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,10.0
Y1050300,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,10.0
Y1050301,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,10.0
Y1050302,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,10.0
Y1050303,-0.574967840816,-0.753114577233,1.05530849314,-0.0780792585699,8.38886365481,20.0
Y1050304,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,10.0
Y1050305,-0.723380824195,0.278121923154,-0.166664080739,0.17738695806,18.6705777139,20.0
Y1050306,-0.293730516897,0.29637510164,-0.262080949593,-0.630129321595,21.5140079417,10.0
Y1050307,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,10.0
Y1050308,-0.574967840816,-0.753114577233,1.05530849314,-0.0780792585699,8.38886365481,10.0
Y1050309,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,0.0
Y1050310,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,10.0
Y1050311,-0.367006573568,0.267630160516,-0.413703872654,0.562685981105,29.0860099983,20.0
Y1050312,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,10.0
Y1050313,-0.151180816518,0.292178396581,-0.360896866448,-0.476009712238,25.6801808592,30.0
Y1050314,-0.293730516897,0.29637510164,-0.262080949593,-0.630129321595,21.5140079417,30.0
Y1050315,-0.937205374657,0.28441698074,-0.0184402055304,-0.0537924558596,12.4213183408,20.0
Y1050316,-0.794655674492,0.280220275687,-0.117256122237,0.100327153266,16.587491252,10.0
Y1050317,2.28589186145,-1.80240188639,0.801840410636,0.054976886432,57.9542579602,55.0
Y1050318,2.56913039174,-0.722068913869,-0.314518150527,-1.76694828408,61.4243137286,40.0
Y1050319,2.27616650161,0.28252099792,-1.63870568912,-0.395726569319,77.1949433887,76.0
Y1050320,-0.827361457927,-0.232250445716,0.567842102232,-0.142995661893,8.32200453904,10.0
Y1050321,-0.224456873189,0.263433455457,-0.512519789509,0.716805590462,33.2521829158,20.0
Y1050322,5.72998100009,7.26620765873,3.82883155399,1.15381254657,94.5018308467,99.0
Y1050323,3.45713437702,-0.234778422806,-1.59251187583,-0.598907813243,94.6868379342,88.0
Y1050324,-0.438281423651,0.269728513042,-0.3642959143,0.485626176542,27.0029235427,30.0
Y1050325,-0.58083112403,0.273925218101,-0.265479997445,0.331506567186,22.8367506252,20.0
Y1050326,-0.723380824195,0.278121923154,-0.166664080739,0.17738695806,18.6705777139,20.0
Y1050327,-0.574967840816,-0.753114577233,1.05530849314,-0.0780792585699,8.38886365481,0.0
Y1050328,1.91979225077,0.293012760565,-1.39166589705,-0.781025592596,66.7795110981,71.0
Y1050329,-0.153182023106,0.26133510293,-0.561927747862,0.793865395025,35.3352693715,20.0
Y1050330,-0.613536907465,-0.238545503302,0.419618227023,0.0881837520263,14.5712639122,10.0
Y1050331,-0.937205374657,0.28441698074,-0.0184402055304,-0.0537924558596,12.4213183408,10.0
Y1050332,2.57299246837,-1.77995200285,0.805239458637,-0.90665900258,56.6315152705,40.0
Y1050333,-1.00848022495,0.286515333272,0.0309677529711,-0.130852260654,10.3382318789,10.0
Y1050334,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,20.0
Y1050335,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,10.0
Y1050336,0.274467077818,0.248744987759,-0.858375498278,1.25622422286,47.8337881177,50.0
Y1050337,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,10.0
Y1050338,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,10.0
Y1050339,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,20.0
Y1050340,0.182213010515,-2.31570697178,2.51770766587,0.1166699514,8.58944100214,10.0
Y1050341,-0.438281423651,0.269728513042,-0.3642959143,0.485626176542,27.0029235427,20.0
Y1050342,-0.010632322727,0.257138397871,-0.660743664717,0.947985004381,39.501442289,50.0
Y1050343,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,0.0
Y1050344,0.885236152143,-0.251767612744,-0.416918017872,0.436564541969,48.6609910057,40.0
Y1050345,-0.937205374657,0.28441698074,-0.0184402055304,-0.0537924558596,12.4213183408,10.0
Y1050346,0.958512208816,-0.22302267162,-0.265295094812,-0.756250760733,41.0889889491,50.0
Y1050347,-0.257162656624,-0.249037265946,0.17257843496,0.473482775303,24.9866962028,20.0
Y1050348,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,10.0
Y1050349,0.848668292085,0.293644754836,-0.851577402574,-0.667047554699,45.1883027508,65.0
Y1050350,-0.574967840816,-0.753114577233,1.05530849314,-0.0780792585699,8.38886365481,10.0
Y1050351,1.99106710085,0.290914408039,-1.44107385541,-0.703965788033,68.8625975537,70.0
Y1050352,2.2473227948,-1.28783281247,0.166150144525,0.221239897029,64.1366582176,80.0
Y1050353,1.1761988359,-1.28720081819,0.706238639152,0.335217934696,42.5454498641,50.0
Y1050354,0.956511002439,-0.253865965276,-0.466325976373,0.513624346763,50.7440774676,50.0
Y1050355,-0.937205374657,0.28441698074,-0.0184402055304,-0.0537924558596,12.4213183408,10.0
Y1050356,0.315037351054,-0.23498079252,-0.0216543507487,-0.179913894996,31.9962993481,30.0
Y1050357,-0.937205374657,0.28441698074,-0.0184402055304,-0.0537924558596,12.4213183408,20.0
Y1050358,1.67326191687,-0.213162903252,-0.558343797375,-1.25552782167,52.2647650119,50.0
Y1050359,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,20.0
Y1050360,-0.794655674492,0.280220275687,-0.117256122237,0.100327153266,16.587491252,30.0
Y1050361,-0.509556273733,0.271826865569,-0.314887955947,0.40856637198,24.9198370871,30.0
Y1050362,1.56141679355,0.272661229553,-1.34565698655,0.103550491622,66.0191673259,80.0
Y1050363,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,0.0
Y1050364,2.20875372815,-0.773263738537,-0.469540121591,0.387502907625,70.319058475,72.0
Y1050365,2.88493436935,-0.248834896233,-1.39827909012,0.054488857049,87.6772347889,96.0
Y1050366,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,10.0
Y1050367,2.06034074456,0.257972761856,-1.69151269532,0.642969124024,80.6007725278,90.0
Y1050368,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,20.0
Y1050369,-1.07975507504,0.288613685799,0.0803757113245,-0.207912065216,8.25514542326,10.0
Y1050370,-0.865930524575,0.282318628213,-0.0678481638838,0.0232673487032,14.5044047964,20.0
Y1050371,-0.224456873189,0.263433455457,-0.512519789509,0.716805590462,33.2521829158,40.0
Y1050372,2.64426731866,-1.78205035538,0.755831500135,-0.829599197786,58.7146017324,50.0
Y1050373,-0.937205374657,0.28441698074,-0.0184402055304,-0.0537924558596,12.4213183408,20.0
Y1050374,-0.509556273733,0.271826865569,-0.314887955947,0.40856637198,24.9198370871,30.0
Y1050375,-0.652105974113,0.276023570628,-0.216072039092,0.254446762623,20.7536641695,30.0
