feature,pearson,p-value,distance_correlation
active_num_days,0.613155849376019,2.804104207445547e-20,0.38684415062398103
active_avg_count,0.48129862837128523,5.3176638803270985e-12,0.5187013716287148
active_sum_count,0.6296581468744061,1.3278289598912358e-21,0.370341853125594
problem_num_days,0.594659173668483,6.969172711446625e-19,0.40534082633151713
problem_avg_count,0.36324655762565733,4.3277736472604483e-07,0.6367534423743426
problem_sum_count,0.5445637757065926,1.6055229580599068e-15,0.45543622429340735
video_num_days,0.5954447768700643,6.105669374775847e-19,0.40455522312993586
video_avg_count,0.3491823492540156,1.268323238243753e-06,0.6508176507459844
video_sum_count,0.4754438114554904,1.0382472519075126e-11,0.5245561885445096
forum_num_days,0.06161462664357509,0.40734012173887657,0.9383853733564249
forum_avg_count,-0.020274083691874865,0.7853056843959224,1.020274083691875
forum_sum_count,-0.020274083691874865,0.7853056843959224,1.020274083691875
num_watched,0.6114493257718823,3.805160596259806e-20,0.38855067422811773
num_complete,0.5841956437449874,3.923115097291766e-18,0.41580435625501255
num_incomplete,0.35636987222178435,7.368705201451e-07,0.6436301277782157
complete_rate,0.5068966935844278,2.445703772170386e-13,0.4931033064155723
incomplete_rate,0.1472951440831555,0.04661463125456735,0.8527048559168445
watched_time_hour,0.5359741524603189,5.3390558925390044e-15,0.4640258475396811
watched_time_weekday,0.24932547080729725,0.0006650082004386298,0.7506745291927028
seek_video_sum,0.5222601069558025,3.3929173127945146e-14,0.4777398930441976
seek_video_avg,0.428384314834057,1.4523846024551907e-09,0.571615685165943
pause_video_sum,0.6107287292747388,4.326287472559608e-20,0.38927127072526135
pause_video_avg,0.5329094901245763,8.130065587004193e-15,0.46709050987542367
stop_video_sum,0.48589403939794185,3.1171200285836093e-12,0.5141059606020582
stop_video_avg,0.29775014951318485,4.248646775908523e-05,0.7022498504868151
video_forward_seek_sum,0.2535885108998793,0.0005326618403933493,0.7464114891001206
video_forward_seek_avg,0.20698554018059773,0.004933053393527985,0.7930144598194022
video_backward_seek_sum,0.36977414036831985,2.581207346909676e-07,0.6302258596316802
video_backward_seek_avg,0.3154607203811758,1.3624792672272542e-05,0.6845392796188241
video_pause_forward_seek_sum,0.4829792673777174,4.378102991330012e-12,0.5170207326222827
video_pause_forward_seek_avg,0.4292358216231607,1.3368914968988873e-09,0.5707641783768393
video_pause_backward_seek_sum,0.4744408355169001,1.1628639382210057e-11,0.5255591644830999
video_pause_backward_seek_avg,0.39454494138969715,3.265253109270194e-08,0.6054550586103028
video_stop_backward_seek_sum,0.278721293054118,0.00013311247187497427,0.721278706945882
video_stop_backward_seek_avg,0.17216096825724994,0.019783974264366278,0.82783903174275
all_type_video_forward_seek_sum,0.4242810324044466,2.1582238987062316e-09,0.5757189675955534
all_type_video_forward_seek_avg,0.38272286380969883,8.947969402942244e-08,0.6172771361903011
all_type_video_backward_seek_sum,0.42219813323258143,2.6335223483650032e-09,0.5778018667674185
all_type_video_backward_seek_avg,0.37347102933779847,1.916454804586346e-07,0.6265289706622015
all_type_video_seek_sum,0.44665402809740623,2.331764131862809e-10,0.5533459719025937
all_type_video_seek_avg,0.40185024177508566,1.7166142551101637e-08,0.5981497582249143
video_pause_sum,0.5216344403178147,3.6843143384679816e-14,0.4783655596821853
video_pause_avg,0.4696115370537339,1.9968035479961944e-11,0.5303884629462661
video_stop_sum,0.4796085914032241,6.459003701555589e-12,0.5203914085967759
video_stop_avg,0.2999285005623025,3.7085581024636486e-05,0.7000714994376975
video_play_sum,0.46865483645452044,2.2203281577512962e-11,0.5313451635454796
video_play_avg,0.4230920807212039,2.418299577478653e-09,0.576907919278796
video_events_sum,0.48018447020086186,6.04565003531185e-12,0.5198155297991383
video_events_avg,0.43558805610353374,7.152749953354514e-10,0.5644119438964663
mt_practice_sum,0.7539208256794944,7.388729499397174e-35,0.24607917432050563
mt_unit_sum,0.7539208256794944,7.388729499397174e-35,0.24607917432050563
mt_online_num_day,0.7233586304955743,6.259048618254749e-31,0.27664136950442575
mt_online_practice_num_day,0.7539208256794944,7.388729499397174e-35,0.24607917432050563
hw_mean,0.7947318697163666,4.1972654832183406e-41,0.20526813028363333
qz_mean,0.8358792566096007,5.0064139929038576e-49,0.1641207433903994
