feature,pearson,p-value,distance_correlation
num_days,0.717283015044,3.27442739777e-30,0.282716984956
active_num_days,0.717283015044,3.27442739777e-30,0.282716984956
active_avg_count,0.65039943435,2.19396288111e-23,0.34960056565
active_sum_count,0.743870675129,1.66616193939e-33,0.256129324871
problem_num_days,0.684605247915,1.1990069617e-26,0.315394752085
problem_avg_count,0.555581114742,3.26661281665e-16,0.444418885258
problem_sum_count,0.659256645603,3.44562875656e-24,0.340743354397
video_num_days,0.691737544397,2.19514297664e-27,0.308262455603
video_avg_count,0.470820881847,1.74533844557e-11,0.529179118153
video_sum_count,0.587551967281,2.2691254735e-18,0.412448032719
forum_num_days,0.187994767832,0.0108192180425,0.812005232168
forum_avg_count,0.0192752888099,0.795644015117,0.98072471119
forum_sum_count,0.0192752888099,0.795644015117,0.98072471119
num_watched,0.725566500953,3.39306998987e-31,0.274433499047
num_complete,0.703086667911,1.32742685592e-28,0.296913332089
num_incomplete,0.477078617855,8.62417626026e-12,0.522921382145
complete_rate,0.679411965077,4.00501318872e-26,0.320588034923
incomplete_rate,0.306742296206,2.40682267295e-05,0.693257703794
watched_time_hour,0.596320241785,5.26658467691e-19,0.403679758215
watched_time_weekday,0.476251367038,9.47431765965e-12,0.523748632962
seek_video_sum,0.622548052362,5.05260941081e-21,0.377451947638
seek_video_avg,0.595533735028,6.0147592611e-19,0.404466264972
pause_video_sum,0.72706315933,2.23283615738e-31,0.27293684067
pause_video_avg,0.690849258073,2.71931753036e-27,0.309150741927
stop_video_sum,0.54526540219,1.45321628895e-15,0.45473459781
stop_video_avg,0.425021040734,2.01022336057e-09,0.574978959266
video_forward_seek_sum,0.393073752652,3.70971810391e-08,0.606926247348
video_forward_seek_avg,0.355090302172,8.12461549332e-07,0.644909697828
video_backward_seek_sum,0.40685910497,1.09466776391e-08,0.59314089503
video_backward_seek_avg,0.351467558297,1.0687513454e-06,0.648532441703
video_pause_forward_seek_sum,0.540322670437,2.91832117446e-15,0.459677329563
video_pause_forward_seek_avg,0.48390387956,3.93221446662e-12,0.51609612044
video_pause_backward_seek_sum,0.425279432868,1.96089327387e-09,0.574720567132
video_pause_backward_seek_avg,0.388977624598,5.27517211237e-08,0.611022375402
video_stop_backward_seek_sum,0.329168973903,5.36850339914e-06,0.670831026097
video_stop_backward_seek_avg,0.265784318443,0.000276417306502,0.734215681557
all_type_video_forward_seek_sum,0.569423402347,4.0578496109e-17,0.430576597653
all_type_video_forward_seek_avg,0.522795372489,3.16156276952e-14,0.477204627511
all_type_video_backward_seek_sum,0.494196721067,1.16354639059e-12,0.505803278933
all_type_video_backward_seek_avg,0.458344171357,6.8249760685e-11,0.541655828643
all_type_video_seek_sum,0.560009520938,1.69390585192e-16,0.439990479062
all_type_video_seek_avg,0.519402625454,4.93632272824e-14,0.480597374546
video_pause_sum,0.560815744701,1.50143813999e-16,0.439184255299
video_pause_avg,0.509663725774,1.72609775241e-13,0.490336274226
video_stop_sum,0.540738885826,2.75312356831e-15,0.459261114174
video_stop_avg,0.426000531527,1.82933393769e-09,0.573999468473
video_play_sum,0.582571757198,5.10142945502e-18,0.417428242802
video_play_avg,0.542348591802,2.1959409308e-15,0.457651408198
video_events_sum,0.578870670542,9.23199101382e-18,0.421129329458
video_events_avg,0.535517971548,5.68547044009e-15,0.464482028452
mt_practice_sum,0.81419036357,1.32449377934e-44,0.18580963643
mt_unit_sum,0.81419036357,1.32449377934e-44,0.18580963643
mt_online_num_day,0.784680985226,1.93432155776e-39,0.215319014774
mt_online_practice_num_day,0.81419036357,1.32449377934e-44,0.18580963643
hw_mean,0.843501513147,9.75803751869e-51,0.156498486853
qz_mean,0.952536045691,2.01153173482e-95,0.047463954309
