feature,pearson,p-value,distance_correlation
num_days,0.665408793617,9.17648415378e-25,0.334591206383
active_num_days,0.665408793617,9.17648415378e-25,0.334591206383
active_avg_count,0.622721828446,4.89223988075e-21,0.377278171554
active_sum_count,0.700976099088,2.25915922483e-28,0.299023900912
problem_num_days,0.663065595885,1.5244875718e-24,0.336934404115
problem_avg_count,0.552647438288,5.02022983e-16,0.447352561712
problem_sum_count,0.64725824342,4.16841711122e-23,0.35274175658
video_num_days,0.640062836755,1.76324356725e-22,0.359937163245
video_avg_count,0.38451051275,7.70234645201e-08,0.61548948725
video_sum_count,0.551494274555,5.93721485983e-16,0.448505725445
forum_num_days,0.235344928483,0.00134108581602,0.764655071517
forum_avg_count,0.235344928483,0.00134108581602,0.764655071517
forum_sum_count,0.235344928483,0.00134108581602,0.764655071517
num_watched,0.646653768266,4.71233603584e-23,0.353346231734
num_complete,0.630901678494,1.04735048108e-21,0.369098321506
num_incomplete,0.411161425563,7.39373278366e-09,0.588838574437
complete_rate,0.641213207852,1.4037642924e-22,0.358786792148
incomplete_rate,0.268029485582,0.000244129222523,0.731970514418
watched_time_hour,0.526363241322,1.96822915953e-14,0.473636758678
watched_time_weekday,0.418399202348,3.77299464757e-09,0.581600797652
seek_video_sum,0.558042122575,2.27049787775e-16,0.441957877425
seek_video_avg,0.549915206889,7.46272979638e-16,0.450084793111
pause_video_sum,0.651947554209,1.59455701655e-23,0.348052445791
pause_video_avg,0.638308933184,2.49156894365e-22,0.361691066816
stop_video_sum,0.43631853196,6.65083688741e-10,0.56368146804
stop_video_avg,0.356576015075,7.25339229484e-07,0.643423984925
video_forward_seek_sum,0.351804593341,1.04198427519e-06,0.648195406659
video_forward_seek_avg,0.329944732238,5.08594079902e-06,0.670055267762
video_backward_seek_sum,0.385181568027,7.27921561516e-08,0.614818431973
video_backward_seek_avg,0.351499537157,1.066183699e-06,0.648500462843
video_pause_forward_seek_sum,0.519783701866,4.69652186433e-14,0.480216298134
video_pause_forward_seek_avg,0.464257990435,3.60061100748e-11,0.535742009565
video_pause_backward_seek_sum,0.421222625459,2.8894749726e-09,0.578777374541
video_pause_backward_seek_avg,0.407488135452,1.0339892956e-08,0.592511864548
video_stop_backward_seek_sum,0.237423018671,0.00121136006244,0.762576981329
video_stop_backward_seek_avg,0.181971129085,0.0136855844586,0.818028870915
all_type_video_forward_seek_sum,0.5274230174,1.707938992e-14,0.4725769826
all_type_video_forward_seek_avg,0.494682698436,1.09742398346e-12,0.505317301564
all_type_video_backward_seek_sum,0.479738111224,6.3637084302e-12,0.520261888776
all_type_video_backward_seek_avg,0.45864740186,6.60677947e-11,0.54135259814
all_type_video_seek_sum,0.531108132481,1.03892082134e-14,0.468891867519
all_type_video_seek_avg,0.505828656145,2.79546666283e-13,0.494171343855
video_pause_sum,0.544421525231,1.63825028859e-15,0.455578474769
video_pause_avg,0.504969394733,3.11179431261e-13,0.495030605267
video_stop_sum,0.43108016179,1.11637348945e-09,0.56891983821
video_stop_avg,0.357329502336,6.84639768044e-07,0.642670497664
video_play_sum,0.549551741018,7.8647306543e-16,0.450448258982
video_play_avg,0.527156660484,1.77000912326e-14,0.472843339516
video_events_sum,0.551957985398,5.55032364984e-16,0.448042014602
video_events_avg,0.524976763919,2.36780782178e-14,0.475023236081
mt_practice_sum,0.822132638957,3.73791041583e-46,0.177867361043
mt_unit_sum,0.822132638957,3.73791041583e-46,0.177867361043
mt_online_num_day,0.782670627356,4.0605649612e-39,0.217329372644
mt_online_practice_num_day,0.822132638957,3.73791041583e-46,0.177867361043
hw_mean,0.847178045736,1.3534761818e-51,0.152821954264
qz_mean,0.917614620112,1.92192067369e-74,0.0823853798877
