feature,pearson,p-value,distance_correlation
active_num_days,0.4237640339071227,2.2678110008097248e-09,0.5762359660928773
active_avg_count,0.24783550813700642,0.0007179987105281085,0.7521644918629936
active_sum_count,0.3613062992160385,5.035304661119549e-07,0.6386937007839615
problem_num_days,0.4547097917629588,1.0049829159500421e-10,0.5452902082370412
problem_avg_count,0.14340225886418753,0.052789542958916046,0.8565977411358124
problem_sum_count,0.3239538719859907,7.692277883214874e-06,0.6760461280140093
video_num_days,0.450423222529846,1.5770568290516763e-10,0.549576777470154
video_avg_count,0.12952380575345637,0.08054573912536553,0.8704761942465435
video_sum_count,0.2542201693330749,0.0005152657947713066,0.7457798306669251
forum_num_days,,1.0,
forum_avg_count,,1.0,
forum_sum_count,,1.0,
num_watched,0.3615621426139572,4.93604652107124e-07,0.6384378573860429
num_complete,0.37561308565235624,1.6099994726316405e-07,0.6243869143476437
num_incomplete,0.08975933810775902,0.22690791724241416,0.910240661892241
complete_rate,0.35195942681906733,1.0299031348465669e-06,0.6480405731809327
incomplete_rate,-0.028780601554211346,0.6989419638882486,1.0287806015542114
watched_time_hour,0.37012301494152455,2.5100786850544724e-07,0.6298769850584754
watched_time_weekday,0.03923353414172513,0.5979798751215741,0.9607664658582749
seek_video_sum,0.31164692185017,1.7513975652696288e-05,0.6883530781498299
seek_video_avg,0.2382179761827569,0.0011648517099312773,0.761782023817243
pause_video_sum,0.36426282625238926,3.996196693309213e-07,0.6357371737476107
pause_video_avg,0.3060137780894663,2.5219850138585038e-05,0.6939862219105337
stop_video_sum,0.3330305739760983,4.095692943438975e-06,0.6669694260239016
stop_video_avg,0.26724912404487905,0.0002549312957979853,0.7327508759551209
video_forward_seek_sum,0.14706682776951568,0.04695935076591051,0.8529331722304843
video_forward_seek_avg,0.08968899090436142,0.227273718444648,0.9103110090956386
video_backward_seek_sum,0.2715688387960477,0.00020027196096198741,0.7284311612039522
video_backward_seek_avg,0.2405630743002243,0.0010370221713975572,0.7594369256997757
video_pause_forward_seek_sum,0.22598095438503363,0.0020982840074623248,0.7740190456149664
video_pause_forward_seek_avg,0.21052548394718978,0.0042290481565401515,0.7894745160528102
video_pause_backward_seek_sum,0.2684967582017796,0.00023786647281684074,0.7315032417982203
video_pause_backward_seek_avg,0.1312530928553546,0.07655032892538975,0.8687469071446454
video_stop_backward_seek_sum,0.17597698814540141,0.017177478695153868,0.8240230118545986
video_stop_backward_seek_avg,0.15455005354657755,0.03671165783811258,0.8454499464534224
all_type_video_forward_seek_sum,0.19671066499477582,0.007608946991029344,0.8032893350052241
all_type_video_forward_seek_avg,0.16194217626346963,0.028511215977542876,0.8380578237365304
all_type_video_backward_seek_sum,0.2828715001085795,0.00010448285883675415,0.7171284998914205
all_type_video_backward_seek_avg,0.23678054207742827,0.0012501837968812114,0.7632194579225717
all_type_video_seek_sum,0.2361546516722362,0.0012890976763721888,0.7638453483277637
all_type_video_seek_avg,0.1995382380103153,0.0067670518124186676,0.8004617619896847
video_pause_sum,0.2622341959135265,0.00033566670816347863,0.7377658040864735
video_pause_avg,0.2293617582657332,0.0017887703010807576,0.7706382417342668
video_stop_sum,0.3325292457104771,4.24302147830917e-06,0.6674707542895228
video_stop_avg,0.2658683130857044,0.0002751411352515626,0.7341316869142955
video_play_sum,0.249529510943138,0.0006580390668947946,0.750470489056862
video_play_avg,0.21474723522353742,0.003508438483545211,0.7852527647764626
video_events_sum,0.2516766403339756,0.0005886771746535206,0.7483233596660244
video_events_avg,0.22000585199080516,0.0027666261914460135,0.7799941480091949
mt_practice_sum,0.5566170979794418,2.803849612527882e-16,0.4433829020205582
mt_unit_sum,0.5566170979794418,2.803849612527882e-16,0.4433829020205582
mt_online_num_day,0.5422390387563295,2.230082369652841e-15,0.4577609612436704
mt_online_practice_num_day,0.5566170979794418,2.803849612527882e-16,0.4433829020205582
hw_mean,0.6454850332119623,5.968742710232044e-23,0.35451496678803773
qz_mean,0.5365722413222411,4.915946025857912e-15,0.46342775867775887
