feature,pearson,p-value,distance_correlation
num_days,0.595775988708,5.77385784756e-19,0.404224011292
active_num_days,0.595775988708,5.77385784756e-19,0.404224011292
active_avg_count,0.52134317137,3.82815959286e-14,0.47865682863
active_sum_count,0.610718214376,4.33438725882e-20,0.389281785624
problem_num_days,0.579899792618,7.83417566732e-18,0.420100207382
problem_avg_count,0.484091321571,3.84736391732e-12,0.515908678429
problem_sum_count,0.570878091781,3.24060204811e-17,0.429121908219
video_num_days,0.562410560257,1.18159945917e-16,0.437589439743
video_avg_count,0.28085196121,0.000117606208109,0.71914803879
video_sum_count,0.44705047585,2.23830102016e-10,0.55294952415
forum_num_days,0.208407114915,0.00463859797696,0.791592885085
forum_avg_count,0.208407114915,0.00463859797696,0.791592885085
forum_sum_count,0.208407114915,0.00463859797696,0.791592885085
num_watched,0.514108013083,9.79747356477e-14,0.485891986917
num_complete,0.502277642723,4.34525419899e-13,0.497722357277
num_incomplete,0.355852246801,7.66602692988e-07,0.644147753199
complete_rate,0.541509386187,2.47106595281e-15,0.458490613813
incomplete_rate,0.241460615958,0.000991602984214,0.758539384042
watched_time_hour,0.4334565632,8.83573923071e-10,0.5665434368
watched_time_weekday,0.329133532302,5.38176222351e-06,0.670866467698
seek_video_sum,0.425600877714,1.90115636477e-09,0.574399122286
seek_video_avg,0.455678596484,9.06887393036e-11,0.544321403516
pause_video_sum,0.522039659872,3.49292739736e-14,0.477960340128
pause_video_avg,0.550112652626,7.25283868733e-16,0.449887347374
stop_video_sum,0.333336599035,4.00816290348e-06,0.666663400965
stop_video_avg,0.251872783894,0.000582689671396,0.748127216106
video_forward_seek_sum,0.258488149697,0.000410811410906,0.741511850303
video_forward_seek_avg,0.267080633309,0.00025732121525,0.732919366691
video_backward_seek_sum,0.285301227313,9.05111307577e-05,0.714698772687
video_backward_seek_avg,0.272175182424,0.000193539220744,0.727824817576
video_pause_forward_seek_sum,0.464008008492,3.70018833599e-11,0.535991991508
video_pause_forward_seek_avg,0.412920977038,6.2873815228e-09,0.587079022962
video_pause_backward_seek_sum,0.371400447506,2.26532200704e-07,0.628599552494
video_pause_backward_seek_avg,0.375192729564,1.66616776697e-07,0.624807270436
video_stop_backward_seek_sum,0.144002128171,0.0517960353469,0.855997871829
video_stop_backward_seek_avg,0.0746913211015,0.314951540865,0.925308678898
all_type_video_forward_seek_sum,0.428290004226,1.46575421635e-09,0.571709995774
all_type_video_forward_seek_avg,0.427448851046,1.59037766173e-09,0.572551148954
all_type_video_backward_seek_sum,0.384288285984,7.84760461842e-08,0.615711714016
all_type_video_backward_seek_avg,0.386091684098,6.74087933876e-08,0.613908315902
all_type_video_seek_sum,0.429826761301,1.26201276503e-09,0.570173238699
all_type_video_seek_avg,0.4354912997,7.22191906876e-10,0.5645087003
video_pause_sum,0.479026685321,6.90453285604e-12,0.520973314679
video_pause_avg,0.455875788897,8.88090349966e-11,0.544124211103
video_stop_sum,0.329263432819,5.33331729927e-06,0.670736567181
video_stop_avg,0.254488840567,0.000508026947182,0.745511159433
video_play_sum,0.444427531931,2.93114857836e-10,0.555572468069
video_play_avg,0.454446183952,1.03340698439e-10,0.545553816048
video_events_sum,0.457105855973,7.79084378324e-11,0.542894144027
video_events_avg,0.459265790502,6.18257096126e-11,0.540734209498
mt_practice_sum,0.786089389374,1.14508593019e-39,0.213910610626
mt_unit_sum,0.786089389374,1.14508593019e-39,0.213910610626
mt_online_num_day,0.731412205107,6.5140352334e-32,0.268587794893
mt_online_practice_num_day,0.786089389374,1.14508593019e-39,0.213910610626
hw_mean,0.842300151158,1.84040406879e-50,0.157699848842
qz_mean,0.885884022809,2.80824824002e-62,0.114115977191
