feature,pearson,p-value,distance_correlation
num_days,0.641676065165,1.28036810778e-22,0.358323934835
active_num_days,0.641676065165,1.28036810778e-22,0.358323934835
active_avg_count,0.569356226282,4.10010185966e-17,0.430643773718
active_sum_count,0.664990636349,1.00499139198e-24,0.335009363651
problem_num_days,0.605797360848,1.03228695552e-19,0.394202639152
problem_avg_count,0.469136029642,2.10502452593e-11,0.530863970358
problem_sum_count,0.587004596282,2.48212486298e-18,0.412995403718
video_num_days,0.616201641723,1.6186818138e-20,0.383798358277
video_avg_count,0.357010838425,7.01578700056e-07,0.642989161575
video_sum_count,0.509602367878,1.73954667999e-13,0.490397632122
forum_num_days,0.149508279597,0.0433813266513,0.850491720403
forum_avg_count,0.00467889785379,0.949876719146,0.995321102146
forum_sum_count,0.00467889785379,0.949876719146,0.995321102146
num_watched,0.62749346358,2.00180062579e-21,0.37250653642
num_complete,0.60982280649,5.08150584623e-20,0.39017719351
num_incomplete,0.413768117727,5.81344165902e-09,0.586231882273
complete_rate,0.571812872538,2.80290491342e-17,0.428187127462
incomplete_rate,0.237895219451,0.00118353338009,0.762104780549
watched_time_hour,0.518542316085,5.5224205744e-14,0.481457683915
watched_time_weekday,0.363437426393,4.26355606254e-07,0.636562573607
seek_video_sum,0.52591044909,2.09088670329e-14,0.47408955091
seek_video_avg,0.49075875365,1.75548380748e-12,0.50924124635
pause_video_sum,0.627515206059,1.99359576731e-21,0.372484793941
pause_video_avg,0.585910085108,2.96836678489e-18,0.414089914892
stop_video_sum,0.469383366603,2.04804122102e-11,0.530616633397
stop_video_avg,0.293563514106,5.50059398458e-05,0.706436485894
video_forward_seek_sum,0.303684054938,2.92613737141e-05,0.696315945062
video_forward_seek_avg,0.27310917187,0.000183579825678,0.72689082813
video_backward_seek_sum,0.344949663001,1.73544759677e-06,0.655050336999
video_backward_seek_avg,0.299041716727,3.9201163833e-05,0.700958283273
video_pause_forward_seek_sum,0.510516848588,1.54927689491e-13,0.489483151412
video_pause_forward_seek_avg,0.447733198246,2.08578656903e-10,0.552266801754
video_pause_backward_seek_sum,0.43570564879,7.0695478161e-10,0.56429435121
video_pause_backward_seek_avg,0.428965067584,1.37261679563e-09,0.571034932416
video_stop_backward_seek_sum,0.25172108631,0.000587315455511,0.74827891369
video_stop_backward_seek_avg,0.14911147868,0.0439468064634,0.85088852132
all_type_video_forward_seek_sum,0.49331058494,1.29423191828e-12,0.50668941506
all_type_video_forward_seek_avg,0.447073932095,2.23288638375e-10,0.552926067905
all_type_video_backward_seek_sum,0.433125585763,9.12926654284e-10,0.566874414237
all_type_video_backward_seek_avg,0.409838635475,8.34674718032e-09,0.590161364525
all_type_video_seek_sum,0.48843819345,2.31118932123e-12,0.51156180655
all_type_video_seek_avg,0.454819232397,9.93406207306e-11,0.545180767603
video_pause_sum,0.534098506228,6.90967014466e-15,0.465901493772
video_pause_avg,0.495482893275,9.96434808484e-13,0.504517106725
video_stop_sum,0.466933606764,2.68513328314e-11,0.533066393236
video_stop_avg,0.297680431156,4.26709768332e-05,0.702319568844
video_play_sum,0.507530320472,2.25875463565e-13,0.492469679528
video_play_avg,0.475369828848,1.04697779961e-11,0.524630171152
video_events_sum,0.516665877191,7.04582421698e-14,0.483334122809
video_events_avg,0.483625019348,4.06182353567e-12,0.516374980652
mt_practice_sum,0.777546546726,2.5952424017e-38,0.222453453274
mt_unit_sum,0.777546546726,2.5952424017e-38,0.222453453274
mt_online_num_day,0.737723750687,1.04372165053e-32,0.262276249313
mt_online_practice_num_day,0.777546546726,2.5952424017e-38,0.222453453274
hw_mean,0.842300151158,1.84040406879e-50,0.157699848842
qz_mean,0.899532004665,5.23546431991e-67,0.100467995335
