feature,pearson,p-value,distance_correlation
num_days,0.702409041257,1.57535012749e-28,0.297590958743
active_num_days,0.702409041257,1.57535012749e-28,0.297590958743
active_avg_count,0.629798562164,1.2927941912e-21,0.370201437836
active_sum_count,0.726169748299,2.86738826745e-31,0.273830251701
problem_num_days,0.681152918131,2.68053017615e-26,0.318847081869
problem_avg_count,0.559243240573,1.89908584394e-16,0.440756759427
problem_sum_count,0.648509726787,3.23080007767e-23,0.351490273213
video_num_days,0.670040265144,3.31923317903e-25,0.329959734856
video_avg_count,0.439401226205,4.88320371393e-10,0.560598773795
video_sum_count,0.574034831738,1.98158306956e-17,0.425965168262
forum_num_days,0.235344928483,0.00134108581602,0.764655071517
forum_avg_count,0.235344928483,0.00134108581602,0.764655071517
forum_sum_count,0.235344928483,0.00134108581602,0.764655071517
num_watched,0.678979978388,4.42270495112e-26,0.321020021612
num_complete,0.659998760858,2.94220352453e-24,0.340001239142
num_incomplete,0.452972071248,1.20730262236e-10,0.547027928752
complete_rate,0.675682903587,9.3779787951e-26,0.324317096413
incomplete_rate,0.311322864277,1.78888442151e-05,0.688677135723
watched_time_hour,0.547957525168,9.89240786016e-16,0.452042474832
watched_time_weekday,0.469190428628,2.092361142e-11,0.530809571372
seek_video_sum,0.588461748184,1.95403393619e-18,0.411538251816
seek_video_avg,0.589785184633,1.57079937877e-18,0.410214815367
pause_video_sum,0.685545551715,9.61209593557e-27,0.314454448285
pause_video_avg,0.675097397311,1.07061739026e-25,0.324902602689
stop_video_sum,0.476288988106,9.43394773585e-12,0.523711011894
stop_video_avg,0.423031984978,2.43221873436e-09,0.576968015022
video_forward_seek_sum,0.368539083678,2.84884954342e-07,0.631460916322
video_forward_seek_avg,0.359530241898,5.77886493072e-07,0.640469758102
video_backward_seek_sum,0.396444633852,2.7666171001e-08,0.603555366148
video_backward_seek_avg,0.354123876122,8.74404533084e-07,0.645876123878
video_pause_forward_seek_sum,0.526889908769,1.83437463723e-14,0.473110091231
video_pause_forward_seek_avg,0.475039208659,1.08687291659e-11,0.524960791341
video_pause_backward_seek_sum,0.387087153454,6.19588190936e-08,0.612912846546
video_pause_backward_seek_avg,0.361260509319,5.05326971547e-07,0.638739490681
video_stop_backward_seek_sum,0.260979834168,0.000359277540017,0.739020165832
video_stop_backward_seek_avg,0.21378115557,0.00366278518374,0.78621884443
all_type_video_forward_seek_sum,0.549758726273,7.63327782192e-16,0.450241273727
all_type_video_forward_seek_avg,0.525948930543,2.08017895844e-14,0.474051069457
all_type_video_backward_seek_sum,0.485868663899,3.12639568228e-12,0.514131336101
all_type_video_backward_seek_avg,0.454844596957,9.90741636665e-11,0.545155403043
all_type_video_seek_sum,0.547175264832,1.10659901939e-15,0.452824735168
all_type_video_seek_avg,0.520611163782,4.21427054131e-14,0.479388836218
video_pause_sum,0.537890036722,4.09591041875e-15,0.462109963278
video_pause_avg,0.491166969146,1.67221801397e-12,0.508833030854
video_stop_sum,0.470862939627,1.73717112264e-11,0.529137060373
video_stop_avg,0.422479433136,2.56387793444e-09,0.577520566864
video_play_sum,0.567840507246,5.17641552528e-17,0.432159492754
video_play_avg,0.542837512798,2.04969204008e-15,0.457162487202
video_events_sum,0.563446881348,1.01057006497e-16,0.436553118652
video_events_avg,0.531041843252,1.04830856674e-14,0.468958156748
mt_practice_sum,0.82640647614,5.08819744916e-47,0.17359352386
mt_unit_sum,0.82640647614,5.08819744916e-47,0.17359352386
mt_online_num_day,0.797024090632,1.7003250581e-41,0.202975909368
mt_online_practice_num_day,0.82640647614,5.08819744916e-47,0.17359352386
hw_mean,0.846671190776,1.78262784087e-51,0.153328809224
qz_mean,0.946680315134,5.7612041508e-91,0.0533196848664
