feature,pearson,p-value,distance_correlation
num_days,0.698461156514,4.23156059219e-28,0.301538843486
active_num_days,0.698461156514,4.23156059219e-28,0.301538843486
active_avg_count,0.620815941437,6.96086262412e-21,0.379184058563
active_sum_count,0.703105645431,1.32106709485e-28,0.296894354569
problem_num_days,0.665166162063,9.67376282917e-25,0.334833837937
problem_avg_count,0.534196946603,6.81705454675e-15,0.465803053397
problem_sum_count,0.6167702434,1.45990672151e-20,0.3832297566
video_num_days,0.669433880594,3.79587792475e-25,0.330566119406
video_avg_count,0.487492210663,2.5838521067e-12,0.512507789337
video_sum_count,0.564435657771,8.70074760847e-17,0.435564342229
forum_num_days,0.235344928483,0.00134108581602,0.764655071517
forum_avg_count,0.235344928483,0.00134108581602,0.764655071517
forum_sum_count,0.235344928483,0.00134108581602,0.764655071517
num_watched,0.685017485354,1.08837215493e-26,0.314982514646
num_complete,0.670793587467,2.80834622557e-25,0.329206412533
num_incomplete,0.429453634657,1.30880556007e-09,0.570546365343
complete_rate,0.692570930485,1.79435108086e-27,0.307429069515
incomplete_rate,0.282973353105,0.000103858752037,0.717026646895
watched_time_hour,0.551688402286,5.77214211838e-16,0.448311597714
watched_time_weekday,0.51550818855,8.18247010022e-14,0.48449181145
seek_video_sum,0.601886538977,2.0356259306e-19,0.398113461023
seek_video_avg,0.599029298046,3.32361133831e-19,0.400970701954
pause_video_sum,0.68918363458,4.05450576782e-27,0.31081636542
pause_video_avg,0.670587067998,2.94016170494e-25,0.329412932002
stop_video_sum,0.488857273907,2.19954081973e-12,0.511142726093
stop_video_avg,0.480980297035,5.51647992094e-12,0.519019702965
video_forward_seek_sum,0.390599217296,4.59151695509e-08,0.609400782704
video_forward_seek_avg,0.373673089192,1.88531372503e-07,0.626326910808
video_backward_seek_sum,0.392010813779,4.06646542205e-08,0.607989186221
video_backward_seek_avg,0.356519180024,7.28501157804e-07,0.643480819976
video_pause_forward_seek_sum,0.498258705249,7.11483283008e-13,0.501741294751
video_pause_forward_seek_avg,0.459151365785,6.25902023855e-11,0.540848634215
video_pause_backward_seek_sum,0.364447714214,3.93854745088e-07,0.635552285786
video_pause_backward_seek_avg,0.348350472942,1.34943420262e-06,0.651649527058
video_stop_backward_seek_sum,0.286508235455,8.42402500711e-05,0.713491764545
video_stop_backward_seek_avg,0.3251664039,7.07936003826e-06,0.6748335961
all_type_video_forward_seek_sum,0.549121982738,8.36739677336e-16,0.450878017262
all_type_video_forward_seek_avg,0.524787176879,2.42825507775e-14,0.475212823121
all_type_video_backward_seek_sum,0.473725394104,1.26051104415e-11,0.526274605896
all_type_video_backward_seek_avg,0.450722839602,1.52847220629e-10,0.549277160398
all_type_video_seek_sum,0.541146090516,2.60035363181e-15,0.458853909484
all_type_video_seek_avg,0.515925231839,7.75379589168e-14,0.484074768161
video_pause_sum,0.507417045984,2.29112157156e-13,0.492582954016
video_pause_avg,0.472196910045,1.49653910407e-11,0.527803089955
video_stop_sum,0.483711505942,4.02118822166e-12,0.516288494058
video_stop_avg,0.480469729517,5.85053458526e-12,0.519530270483
video_play_sum,0.561156007974,1.42678093874e-16,0.438843992026
video_play_avg,0.537538841507,4.30037443324e-15,0.462461158493
video_events_sum,0.549958445558,7.41626419739e-16,0.450041554442
video_events_avg,0.521251529222,3.87453970981e-14,0.478748470778
mt_practice_sum,0.810159390579,7.59073621064e-44,0.189840609421
mt_unit_sum,0.810159390579,7.59073621064e-44,0.189840609421
mt_online_num_day,0.793304715505,7.32463030208e-41,0.206695284495
mt_online_practice_num_day,0.810159390579,7.59073621064e-44,0.189840609421
hw_mean,0.835286039922,6.74428268934e-49,0.164713960078
qz_mean,0.942491541371,4.46836561317e-88,0.0575084586292
